mnemonic,number,id
MUSI,4526,11069
GBUS,8492,10976
PSYC,4265,13965
PSPA,5060,11682
PSYC,3005,2544
MUSI,3334,2062
PST,4870,8685
TBTN,2010,2832
HIEU,9021,11876
PSYC,4607,13966
RELH,5465,11455
PSYC,7559,9342
PSYC,9562,11998
RELJ,3030,2641
PSYC,4755,11683
RELJ,3052,11456
PSYC,4111,9802
BIOL,4005,12058
LAW,9178,11041
EDIS,3888,872
ENNC,3500,1095
ENMC,3610,13298
MUSI,4525,12712
EDIS,7020,9516
STAT,6130,11480
ISBU,3887,11900
ISSS,3305,11311
ISLS,3180,9629
GBUS,8458,1297
ISLS,3620,11902
ENPG,3559,13299
BIOL,8559,13032
ISGE,3700,11901
COMM,3559,11532
EDHS,3895,11243
HIEU,9033,13092
PHS,8125,11082
EVSC,4170,13314
AMST,3321,13493
BIOL,4770,12064
PHY,8053,11086
PSYC,9605,13967
ISSS,3420,10719
TBTN,8011,10231
PHYS,3559,11087
PSYC,9980,2585
PHYS,2040,8559
RUSS,3030,2657
BIOL,4340,7435
ISSS,3412,11312
PHYS,7559,11088
PHYE,1040,8549
PHYE,1230,10164
PHYS,1090,2324
RUSS,8500,10853
RUTR,2400,11695
ENSP,3400,13300
PSYC,4585,11108
RELA,2559,13968
PPOL,4999,11100
TBTN,8022,12547
PPOL,5035,10510
PPOL,5600,11101
PPOL,7015,11102
PPOL,7075,11103
PPOL,7115,11104
PPOL,7146,11105
ISSS,3887,11903
PSPA,5030,8682
PSHP,2041,11106
ISSS,3610,10082
PSYC,4006,11107
PSPM,5300,2530
PSYC,4750,11109
BIOL,4753,12773
RELC,3150,11116
ENSP,3500,13301
MUSI,4610,13627
RELG,3485,11122
RELC,5700,11118
RELB,8735,13970
URDU,1559,12548
AMST,3465,13494
RELB,5440,11115
RELC,3009,2602
RELG,5850,11123
BIOL,4754,11725
RELG,2713,11120
RELB,3150,7088
RELH,3440,11125
RELG,3051,11121
NCPR,500,6988
RELB,2900,12971
RELJ,3615,11126
RELC,3880,11117
RELC,4044,7099
NESC,3559,14163
BIOL,4930,13030
SANS,6022,11132
SARC,5020,11133
NESC,9010,13630
RELG,3001,14741
SOC,3090,11139
RUSS,5175,11128
STS,2760,12540
SARC,5021,11134
SLAV,2360,8761
SLTR,3300,11138
STS,2840,12766
SANS,2020,11129
SANS,6020,11131
AMST,4321,13495
STAT,7510,13200
SARC,5022,11135
SOC,3306,11140
SOC,3860,11141
SOC,4150,11142
WGS,2891,10237
BIOL,8250,362
SOC,5400,11143
WGS,2897,12022
ITTR,2260,11314
ITTR,3580,11905
ENWR,2800,13302
STAT,3980,7174
NESC,9012,13631
SOC,7981,11144
ITAL,3110,1611
ITTR,4820,6863
SPAN,4040,2738
EDIS,8810,11557
ESL,907,1152
JAPN,4840,6864
HILA,4511,8041
STAT,5150,11145
STAT,7559,7184
SYS,6016,11147
BUS,5350,9891
SYS,6014,8832
BIOL,8260,13031
SYS,2004,8825
MUSI,4770,13153
SYS,2620,11146
RELC,5445,12254
EURS,5200,13303
SYS,6044,11149
JPTR,3300,11906
RELC,8737,13971
TBTN,8020,11150
TBTN,8021,11151
TBTN,1020,8844
WGS,7559,12551
WGS,2892,11156
GNUR,9999,1433
SYS,6035,8834
WGS,3770,12550
URDU,2020,11154
WGS,3105,12549
TBTN,8040,11152
TBTN,8060,11153
WGS,3130,11157
JPTR,3210,11315
JPTR,5300,11907
RELC,3077,13184
ARTH,2273,11165
WGS,4050,11161
JPTR,3390,11316
WGS,3501,11159
BME,6104,7458
ENSP,3860,12032
BIOL,7753,12774
EURS,5352,13304
EURS,5559,13305
GNUR,9559,11295
ENLT,2555,1076
RELC,3240,14531
BIOL,7993,358
EURS,5560,13306
CHIN,126,8880
KINE,2410,11913
EURS,5692,13307
ECE,4907,722
EDIS,7730,8907
RELG,4023,2622
KINE,2850,11914
KINE,2100,11912
COMM,2559,11166
EDIS,7700,930
JWST,8500,11910
EURS,8999,13309
EDIS,5040,880
JPTR,5390,11317
EURS,5890,13308
NASC,1100,8413
MUSI,4950,13419
EDLF,6190,11168
JWST,5100,11908
JWST,5291,11909
CE,6450,7484
CE,6360,13035
KINE,1100,11320
FREN,3747,11171
KINE,1120,11321
EURS,9998,13310
CE,3000,13033
FRTR,3559,11172
MDST,4803,13623
KINE,3420,11915
ENSP,3559,6684
KINE,3630,11349
NASC,4200,8418
KINE,3410,11345
GBUS,7103,10572
HIUS,4993,1545
KINE,5240,11355
KINE,5100,11352
ENRN,3230,11170
ISSS,3730,9633
GCOM,7873,11174
ISHU,4090,11180
ISSS,3850,11184
PPOL,3280,12241
ISHU,4176,11181
ISHU,4651,11182
PPOL,4735,11099
ISHU,3422,11179
KINE,5270,11916
RELG,5195,13972
GCOM,7874,11175
GCOM,7875,11176
KINE,5450,11357
ISSS,4132,11185
ISSS,4651,11186
CHE,4417,13036
KINE,7610,11361
LAW,9314,13364
RELG,5320,12522
KINE,1200,11324
LING,5409,11187
PC,5190,11189
PHS,5103,11190
PLAC,5853,11191
NUIP,3010,14165
PLAP,4805,11192
PLIR,8998,2479
MUSI,4508,11188
EDIS,5750,11167
MAE,7540,8993
GBUS,7258,12034
BME,4995,388
KINE,1230,11325
LATI,4998,11921
CHE,4450,13037
BME,6060,6552
KINE,1310,11327
KINE,7620,11918
RELG,8734,13973
GBUS,8494,11285
KINE,8400,11919
NUIP,3030,12216
GBUS,8493,11284
EDLF,5001,10029
WGS,4140,11195
GBUS,7381,11278
EVEC,7100,1161
PHYS,6253,8578
GERM,5470,11291
GNUR,6054,1397
BME,6102,7457
GDS,2030,11287
EVEC,7170,13311
GERM,2525,11290
GNUR,6559,11292
RELH,3745,13974
GDS,4559,11289
EDLF,5985,11559
EVHY,7640,13312
GBUS,7349,12035
GNUR,7481,1412
GDS,3820,11288
CHE,6450,13038
GNUR,8710,1423
GNUR,9030,11294
PLPT,4990,2490
PLPT,4800,11435
PORT,3010,7050
PPL,5993,11436
PSYC,4315,11441
EVSC,3810,9172
PPOL,3210,11095
EVSC,4630,11273
PPOL,3050,10175
PPOL,3270,11437
PST,1559,11439
PPOL,6050,7052
PPOL,5760,10183
RELI,3355,13975
PPOL,3255,11097
LASE,1200,11920
PPOL,4755,11438
RELC,1210,2597
CE,2020,11223
RELC,2215,11449
RELA,5620,11448
NESC,3960,2158
RELG,5070,7105
PSYC,7710,2576
PSYC,7700,11444
NESC,4245,14518
RELA,3559,11447
RELG,3820,11451
PSYC,9502,11446
RELC,2050,2598
RELC,5685,11450
RELG,4810,11452
RELC,2360,2600
RELG,5088,11453
RELG,5559,2627
SARC,3103,11463
SARC,3104,10858
SARC,5103,11464
EDLF,7060,7781
EVSC,4012,13313
SAST,6701,11468
APMA,5070,7294
PHYS,6310,9928
LAW,7019,1696
LAW,7135,11922
NUIP,3311,14166
SOC,2595,11469
RELJ,3355,13976
SOC,5140,2713
APMA,2512,13496
EDIS,7991,936
SOC,8559,11473
LAW,7142,11924
STAT,6510,11482
SPAN,5559,11475
EVSC,4332,13315
EDIS,8010,9518
CHEM,2421,7514
NUCO,3310,11963
STAT,6021,11479
EDHS,5240,814
SPAN,3032,11474
EVSC,4452,12390
NUIP,4420,2191
STAT,6440,11481
SYS,2055,11483
SPAN,7860,11477
STS,4600,7189
EDIS,8090,938
CE,2310,7466
PLAN,5452,12728
EDLF,7808,993
CHEM,3821,7521
SYS,7075,2824
CHEM,4971,13039
EDLF,7290,7785
EVSC,7012,13316
LAW,8622,1755
RELJ,8736,13977
RUSS,4520,10206
HIME,5053,13093
EDLF,4605,10028
GBUS,7210,6730
CE,3120,14367
EDLF,5425,12096
COMM,4535,11536
COMM,4240,9122
COMM,4193,11533
RUSS,5080,9832
COMM,4394,11535
LAW,9316,13365
COMM,4311,11534
LAW,9221,11384
COMM,4560,11537
EVSC,9999,1205
COMM,4642,572
EDLF,5490,7777
LAW,8848,11926
ESL,904,11271
LAW,9200,10748
COMM,4570,11538
EDHS,8510,11555
EDIS,3451,8903
HIME,9024,13094
EDIS,5150,7753
EDIS,5330,895
EDIS,4885,6634
EDIS,5320,6640
LAW,9240,11930
EDIS,5046,10662
LAW,9239,11929
LAW,9241,11931
PLAN,5814,12729
LAW,9317,13366
LAW,9242,11932
LAW,9500,11939
RUSS,5993,13978
NUIP,4430,10805
LAW,9243,11933
LAW,9223,11927
EDLF,8481,11561
PLAN,8040,12730
ENAM,9500,1028
ENEC,3559,11565
LAW,9246,11936
EDLF,8700,11563
ENCR,3000,11564
PLAN,8993,12731
SARC,6101,13979
ENAM,4840,9156
PLAP,3700,7029
ENMC,4993,10678
RELC,3465,14532
NURS,2559,14167
PPOL,6715,9333
ENNC,3220,11566
LAW,9254,11937
LAW,9244,11934
LAW,9245,11935
PPOL,6790,12243
FREN,3035,13317
LING,9010,1831
ARAD,4200,13497
HIUS,3756,11600
GBUS,7615,11575
MAE,3130,11941
CE,3222,14368
GBUS,7618,11578
CE,4040,14369
CE,4991,421
CE,5240,12589
PLAP,4841,10498
LAW,9257,11938
PLCP,3500,10818
GBUS,7613,9559
MAE,2503,11940
MAE,4610,1853
GBUS,7614,11574
GBUS,7617,11577
PHS,7470,9768
RELG,3416,14742
MDST,3706,12196
HIUS,3401,11599
GBUS,7232,7883
SEC,3010,13980
EDLF,5980,11255
ISHU,3457,14215
ANTH,7855,81
MDST,4701,12199
MDST,4110,12198
MDST,4280,11402
MDST,4290,11403
GBUS,7116,13318
PLPT,2500,12733
PLPT,4200,7046
MESA,3110,13624
SAST,1600,13196
ISSS,3760,8106
FREN,7040,1235
PLCP,4810,8641
PLCP,8500,12732
ARCH,5780,6512
IHGC,3559,11005
CE,5300,14370
PLPT,4305,11434
GBUS,7119,13319
CHIN,4060,7567
GBUS,8107,9560
CHEM,7021,13040
GBUS,7236,1248
COMM,1800,544
GBUS,8625,1305
SEC,3030,13981
PSYC,3435,7066
SEC,4010,13982
HIST,2212,13095
PSYC,2210,12244
EDLF,7702,12098
PSYC,3445,12245
GBUS,7235,6731
CONC,100,14032
CONC,101,14033
ARCH,6020,7336
EDLF,7993,995
ARCH,8500,13498
CHE,4442,454
HIST,9025,11891
HIST,9028,13096
CONC,102,14034
PPOL,3241,12734
CE,6370,14371
PPOL,3230,11096
CONC,103,14035
COMM,4381,14031
CHE,6561,14372
GBUS,8759,14446
RELC,8742,14533
HIST,8001,12142
CONC,104,14036
INST,4200,13100
PHYS,1660,11979
GBUS,8708,12401
HIUS,9030,13098
KRTR,3390,11608
HIST,9276,13097
PHY,8052,11085
SOC,3440,12265
HIUS,9070,13099
PPOL,3410,12736
ISSS,3411,13102
PPOL,4225,12737
SOC,2442,8765
PPOL,4250,10825
ISHU,3500,10712
SOC,3480,10865
ISSS,3200,13101
ARH,2251,13499
CHEM,3951,481
EDLF,8361,7791
SOC,3700,11471
GBUS,8624,11580
CHEM,1621,7508
GBUS,8762,14661
GCOM,7140,11583
EDLF,8659,11562
GCOM,7310,7946
GBUS,8612,11579
GCOM,7150,11584
PPOL,5025,7051
PPOL,4745,12739
IT,3500,13103
ENAM,8540,9158
CPLT,8002,592
SOC,4750,12532
ENCW,4350,12100
GBUS,8627,11581
ARH,2700,13500
KRTR,5390,11609
GBUS,8970,1316
ENCR,8610,1035
GBUS,8998,10694
PPOL,5340,12740
GBUS,7272,1252
SOC,4230,9850
GBUS,9930,9568
PPOL,6080,12242
GBUS,8900,1313
ISBU,3840,6824
HIST,7011,11000
HIST,5111,11596
ITAL,4989,13105
HIUS,3262,11598
GBUS,8763,14662
SOC,5020,11472
EDIS,8191,12618
INST,4559,11601
ISBU,3772,11602
ITTR,3680,13106
ARH,7700,13501
HIUS,7656,11004
IT,5220,13104
ISSS,3201,10400
ISSS,4850,9235
CS,1010,593
LAR,7224,11615
ITTR,6559,11606
JAPN,3020,8131
ITTR,4655,13107
JWST,4950,6867
LAR,7214,11614
SOC,8052,8784
SOC,9510,13983
LAR,5375,11610
LAR,6412,11613
SOC,9520,13984
PPOL,6085,12741
KOR,1060,11607
LAR,6222,11612
JAPN,4801,13108
CS,4330,14037
MDST,4900,9282
MDST,3660,11649
MED,9680,8358
MDST,3205,11647
MESA,4999,11063
PHYS,7410,10813
PHYS,1710,11980
MEST,2610,11651
SOC,9530,13985
MEST,6610,11653
PPOL,6130,12742
MDST,4802,8344
SOC,9550,13987
MEST,3470,11652
GBAC,7218,14563
CHEM,5224,10294
JPTR,3290,10726
CS,4414,606
ENCW,5610,12102
EDLF,1200,11558
CS,4630,611
GBUS,8920,14663
MUEN,3600,2020
MUPF,2181,10785
MUSI,3336,2063
NCED,194,11657
NCFL,109,11658
MUSI,7582,11655
NCBM,123,5113
NCBM,218,11656
NCFL,110,2133
PLAD,7090,2382
PHAR,9004,11077
COMM,3120,7583
PHS,3825,11661
PHS,5825,11663
PHS,5840,11080
RELC,3115,14186
RELC,3043,10193
PLAP,4340,10496
PLAP,8250,11670
PLCP,4400,8640
ASL,3450,13502
PPOL,8680,12743
PLAP,1010,2406
PHS,5701,11662
CHE,4995,456
COMM,3230,14231
PHS,7701,11664
ENCW,8993,12103
PHYS,3620,11665
GBUS,8926,14664
ENGR,1620,1055
PHYS,7210,11666
PHYS,5993,2353
PHYS,7420,2358
PLAC,5860,8598
PLAD,4990,8602
PLAD,8310,2384
PLAN,3860,11668
PLAN,6860,11669
PSHM,4050,12744
SYS,3034,8827
ASTR,1250,13503
PORT,4420,11675
GCOM,7400,6752
PPOL,7040,11680
PLAN,5110,7024
PLIR,7080,7041
CS,4640,12776
PPOL,4220,11677
NUIP,2311,14164
PLIR,4431,11672
PPOL,4210,11676
PPOL,4730,11098
PLSK,3559,11674
PPOL,6250,9794
PPOL,7160,2508
PPOL,4991,11678
PPOL,6780,11679
PPOL,7025,10185
PPOL,7200,11681
RELH,3725,11692
RELA,4559,11684
RELG,8740,14535
RELA,5085,11685
RELJ,3390,11694
NUIP,2430,12215
RELC,3215,11686
JWST,5385,13109
RELG,4559,2625
RELC,3685,11688
LPPA,6100,13368
RELC,3058,2604
RELC,2460,8718
RELC,5043,11689
RELG,3630,11690
RELG,5455,11691
RELJ,3300,11693
CS,4720,9124
PLAN,5601,10815
RELC,3620,11687
CS,6620,7616
SANS,6024,11697
NURS,1010,13939
SARC,3102,11698
GCOM,7005,11853
PLAN,8994,11983
SARC,5102,11700
PLAN,7810,11981
PLAN,8600,11982
SOC,2950,11702
GCNL,5020,10695
LPPA,6150,13369
SARC,5106,11701
PSPA,5070,12746
SOC,2052,2689
CS,6465,14038
SOC,3470,2698
SOC,3100,11703
STS,5993,11711
KINE,3450,13112
KINE,4600,12162
SOC,4200,11706
STAT,3130,11709
NURS,4994,13941
CS,8524,6591
PATH,8060,2200
SOC,5110,8779
STAT,5160,2768
SPAN,7300,11708
STAT,5510,11710
KINE,5280,11917
SPAN,3010,2727
STAT,5980,2771
BIOL,2757,11722
PLAP,2030,10817
SYS,4502,11712
ANTH,2620,11716
WGS,2848,11713
WGS,4360,11714
AAS,3400,11715
DANC,2430,12351
ASTR,3130,273
RELG,5321,13458
RELG,2660,10532
ARTH,2275,11721
ARTS,4810,262
ARAB,2256,11717
ARAB,2266,11718
ARAB,256,11719
ARCH,1031,11720
DANC,4640,9487
LAR,4130,8140
RELG,5805,14534
BIOL,7754,11730
BIOL,7755,11731
BIOL,4757,11727
BIOL,7752,11729
DH,8000,14039
MED,7719,9713
BIOL,7757,11732
BIOL,4752,11724
CS,5010,11733
LPPA,7220,13370
ESL,914,11737
EDHS,7400,11734
DRAM,4030,667
EDIS,5425,11735
INST,1550,6820
DRAM,8190,691
PSYC,3425,12748
EDLF,8802,1007
GCOM,7621,12403
LPPL,3100,13371
MATH,3340,8312
MEST,2620,12202
MESA,3559,12201
MEST,6620,12203
ESL,916,11738
ESL,800,10571
ISHU,3240,11741
BIMS,7100,7399
LAR,7020,13114
LAR,6414,13113
ISLS,4100,9228
HEBR,2016,10577
HEBR,2026,10578
PSYC,4980,2559
ISHU,3130,11740
ANTH,7420,11758
ISHU,4161,11742
RELG,8741,14536
PHIL,2420,2241
ISHU,3623,9220
HR,4080,9216
ISLS,3080,1581
PHYS,6330,9023
PHIL,3620,14735
EAST,5111,14040
ISSS,3485,9915
ISSS,4200,9918
NCED,152,10795
RELH,8722,13464
SOC,4860,11744
BIMS,8001,12578
SPAN,1020,8786
GCOM,7650,12404
SOC,2470,2691
SOC,4800,9050
GCOM,7651,12405
ISSS,3440,11743
AMST,2422,11747
SPAN,4708,11745
AAS,3200,4
AMST,2462,11748
ANTH,2541,11753
INST,3600,11899
ANTH,2375,11752
AMST,3460,11750
AMST,4410,11751
MATH,4110,11942
AMST,2559,11749
PHIL,3800,13163
RELH,8725,13465
ANTH,3171,11755
RELH,5173,14537
ANTH,2625,11754
ANTH,3395,11756
ANTH,4420,11757
ESL,902,1149
LAST,2050,13117
PHS,5100,8519
EAST,5321,14041
ARAB,4230,11759
ARAB,5230,11760
ASL,4993,11771
ARTH,3595,11767
PHS,7001,8531
ISHU,3061,13579
ARCH,1040,11761
ARCH,5470,6511
ARTH,1505,11765
ARTR,3559,11769
ARCH,3070,11762
ARTR,3490,11768
GCOM,7654,12408
ARH,9580,11764
ARTH,2271,11766
DRAM,3652,662
ARTR,5490,11770
GCOM,7653,12407
BIOL,8084,11780
GETR,3770,12409
BIOL,3030,11773
ISHU,4120,1571
GCOM,7831,9189
BIOL,3050,11774
BIOL,3900,11775
BIOL,4430,11777
BME,1501,11782
RELH,8744,14539
BME,4063,381
LAW,7066,8184
BIOL,9559,11781
BIOL,4015,11776
ESL,920,12106
ESL,921,12107
BIOL,4150,9965
SEMS,4500,9365
SLAV,2559,12263
BIOL,8083,11779
MATH,4310,11944
MATH,7820,6929
CE,5010,11784
LAW,7138,12178
CE,5020,11785
GNUR,5559,12411
CE,5320,11786
PSYC,5326,12749
CE,6490,11789
CE,4280,11783
GBUS,8930,1315
CE,6050,11787
CE,6280,11788
LAW,7126,11620
MATH,4657,11946
ECE,2066,707
ALAR,8102,11503
EDLF,5160,11253
LAW,7155,13122
LAW,7147,13118
GSVS,3110,14571
AAS,4501,9398
ECE,2502,10322
LAW,7148,13119
EDLF,3460,12619
ANTH,3705,12045
ANTH,7840,9413
GNUR,5680,12412
LAW,7150,13120
LAW,7151,13121
LAW,7156,13123
ARTS,2222,7370
ARTS,2710,245
ARTS,2810,247
ARTS,4112,7377
ARTS,4712,7382
ASTR,1610,12056
RELI,5415,14744
ASTR,4140,12057
ARTS,3559,12054
ASL,4112,12055
ECE,2660,7653
ASTR,1230,271
BIMS,5550,10911
ISLS,3040,13580
LAW,7157,13124
GCNL,5991,6750
LAW,7159,13125
LAW,7646,8204
BIOP,8021,12067
BIOP,8201,10921
ECE,3250,7655
GCOM,7170,12641
BIOL,3360,7426
BIOL,4460,12062
GCOM,7230,12643
BIOL,4060,12059
BIOL,4210,12060
BIOL,7280,10919
BIOL,8082,12066
BIOP,8040,12068
BIOL,7060,12065
RELA,4085,12751
LATI,1026,8986
LAW,7758,13127
BIOL,4365,12061
BME,4417,9464
BME,4783,9465
CELL,8301,10927
RELC,7245,12752
LPPL,3260,13373
CHE,4476,7496
CE,4000,7472
CHE,6618,7501
CHE,4562,12070
LAW,7759,13128
RELC,3665,14187
EVAT,5400,12108
GCOM,7770,1345
ECE,3430,10656
GDS,4991,9573
BUS,5060,405
LAW,7760,13129
LAW,7761,13130
COMM,5110,12078
CS,4740,12079
CHTR,3559,12073
NURS,4006,8483
GNUR,9025,11293
EVSC,3301,1182
CHIN,3020,7563
HIAF,2001,1456
CS,3330,603
EVSC,2200,9171
LAW,7763,13132
CHIN,5200,12072
EVSC,4160,12110
LAW,7762,13131
BUS,5050,404
CPLT,4999,7608
MUPF,3140,2040
EVSC,1450,12109
COMM,4350,12074
COMM,4641,571
MATH,5305,8995
COMM,4670,12075
COMM,4780,12076
GSGS,4961,12417
COMM,4822,9482
LAW,9261,13138
GETR,3392,14665
GREE,5070,12415
GBUS,8306,4281
GNUR,9997,12414
LPPL,3450,13374
NURS,4951,8484
RELJ,1420,8734
SPAN,3050,12534
RELI,8707,12984
MDST,2710,14216
GSVS,2050,12418
GSVS,4559,12421
ARCH,5717,14222
PATH,8140,8485
GSVS,2150,12419
RELG,2559,9352
GSVS,3559,12420
HIEU,9032,12423
HIAF,4559,12422
GBUS,8307,4282
DRAM,8100,688
LPPL,7410,13375
LPPP,3001,13376
HIEA,2011,9589
ARCH,7500,14223
ISLS,3210,1584
RELG,2155,12753
RELJ,5365,14194
RELJ,8739,14540
RUSS,3050,14541
GBUS,8220,7910
HIST,9027,12427
HIUS,2052,12429
HIST,4400,12426
HIST,3854,12425
LAW,8028,13133
HIST,9275,12428
LAW,8029,13134
LAW,8631,8222
LAW,8652,8224
LAW,8000,1730
GNUR,8559,12294
RELH,5475,12755
STAT,1800,13989
HIME,9023,12424
PATH,8460,2203
RUSS,7993,14542
RELG,7360,2629
HIST,3452,10378
SANS,3559,14543
COMM,4732,13041
COMM,4821,581
CREO,1020,13043
STAT,5993,13992
CREO,2020,13044
HIUS,7031,1549
CS,5014,12080
GETR,3393,14666
CPLT,3780,13042
STS,2730,12539
GETR,3471,14667
STAT,2125,13990
SATR,3000,8759
ZFOR,3506,12310
ZFOR,3509,12311
STS,1499,12537
STAT,3110,13991
HIUS,3853,12430
LPPP,3200,13377
SANS,7559,14544
STAT,8120,13993
SARC,5555,10211
STS,2830,12542
GBUS,8464,1299
LPPP,3559,13380
DRAM,3775,13046
LPPP,4500,13381
SEC,4020,14545
HIUS,9559,12433
GETR,3693,14668
GNUR,5390,12410
GNUR,6031,1393
ISHU,3260,12434
ISHU,3900,12435
HIUS,9029,12432
GBUS,8467,12129
HIUS,9028,12431
LPPP,3255,13379
CE,4500,420
ECE,6332,730
LAW,9053,1802
ECE,6155,7668
LPPP,4725,13382
GCNL,5170,1327
GBUS,8706,12130
GCOM,7313,12131
LPPP,4993,13383
GCOM,7350,1339
LAW,8661,13135
LPPP,5350,13384
LPPP,5540,13385
PERS,2020,8492
RELG,3605,12978
LPPP,5559,13386
SOC,2900,7139
LPPP,6001,13387
PHS,5250,12226
PHS,5960,2278
PHS,5451,12227
ISHU,4870,12436
LPPP,6350,13388
LPPP,6500,13389
PHS,7250,12228
RUSS,5500,2666
PHSE,4500,12229
LAW,9120,8264
RUSS,5380,10208
RUSS,5032,11127
PHS,7380,2286
SYS,3023,2804
STS,5200,13994
PSYC,4606,12247
PSYC,7501,2569
PSYC,7310,12248
STS,5610,12991
RELA,3000,8710
RELG,5193,14743
PSYC,7300,10522
PSYC,7720,8706
RELB,5460,12250
RELC,3181,12251
RELC,3292,12252
RELH,8743,14538
RELC,3715,12253
PSYC,7610,12249
RELC,5676,12255
RELI,2024,13668
BIMS,9998,313
PSYC,8730,10836
BIOL,7751,11728
SANS,3026,12757
LPPP,7010,13390
GBUS,7616,11576
SYS,3021,2803
SOC,4055,2702
SOC,3620,12266
SOC,4600,12267
SOC,4059,8771
SOC,2600,8766
SOC,8054,10219
ECE,6714,9503
SOC,4740,12268
ISSS,3045,12437
LPPP,7350,13391
SPAN,4402,2742
SPAN,4202,9856
GBUS,7809,8929
CE,8999,438
SANS,6026,12758
STAT,6260,12270
GNUR,6052,1396
STS,3020,8810
STS,3500,9871
SYS,3060,8828
SYS,4044,9877
SYS,4054,7198
STS,2071,8809
STS,4110,7187
SYS,2501,12273
CHE,7993,7503
SYS,4501,9384
SARC,5702,11136
GBUS,8650,13840
ECE,6434,7670
ECON,3050,9506
BIOL,2200,12581
GBUS,7994,14437
GBUS,8155,14438
ECON,3559,13047
GNUR,6623,14452
TBTN,2020,8845
GBUS,8019,13068
UNST,2811,12275
GNUR,8110,7995
TBTN,8030,10233
WGS,3340,11488
SYS,4055,2808
ARCH,5422,9888
WGS,4420,12278
GBUS,7808,7902
ISSS,4430,12439
LPPP,7993,13393
ASTR,6210,281
APMA,3100,96
EDHS,2950,12610
SARC,5707,11193
BIOL,2030,324
ECE,6465,14042
SYS,4582,12767
ASTR,1220,270
ECON,4230,7686
GNUR,8260,14454
BIOL,4751,11723
ARTS,2670,243
GBUS,7815,8930
BIOL,7759,12282
BIOL,7760,12283
DANC,1400,628
CS,4980,10646
CS,4102,604
COMM,4699,12284
CS,4710,9485
ECE,4908,723
EDHS,3100,13048
ECON,3720,758
ISSS,4455,8113
EDHS,4030,12612
GNUR,8435,13567
ECE,7993,742
GREE,3020,10988
GBUS,7905,12393
GBUS,7239,12288
EDHS,7240,7723
EDIS,5427,12285
EDLF,7813,10669
EDHS,8030,7732
EDLF,5270,12286
EDLF,7140,6652
GBUS,8016,12396
CHTR,4991,12344
GBUS,7276,1253
EDLF,7812,10033
GBUS,8008,13320
EDIS,5480,901
GREE,5250,14669
GSGS,3030,12416
GSGS,4100,14670
SARC,8812,12760
KINE,3211,11343
GBUS,7282,12289
GCOM,7872,11173
LPPS,5225,14007
GSVS,3020,14671
KINE,1110,12443
GBUS,8640,14442
HEBR,8993,11297
LPPS,3240,13395
DS,4559,12357
DS,5559,12358
GCOM,7789,12291
GCNL,5140,8931
GCOM,7799,12292
LAW,9259,13136
LAW,9260,13137
KICH,1010,12441
GBUS,7319,12290
GCNL,5100,1324
KICH,2010,12442
ISHU,3626,12297
ECON,2020,749
GNUR,8190,9586
HIEA,2031,1462
ECON,4195,12087
LPPS,3415,13396
ISHU,3182,10584
HR,4070,12295
ISHU,3185,12296
ISHU,3183,11178
ECON,4070,14043
LPPS,4220,13397
ISIN,4510,11307
HIME,2012,9206
ISLS,3260,12298
ISLS,4130,11183
BIOL,3250,7425
KINE,4670,12299
ITAL,1016,8976
KINE,5220,12301
KINE,5140,12300
ISSS,4310,8110
KINE,5230,12302
GBUS,8723,14443
HIEA,1501,1461
MDST,3602,12306
KINE,5670,12303
KINE,7600,12304
KINE,7650,12305
AIRS,100,6477
GBUS,8758,14445
ZFOR,4501,12312
PHYS,6360,9024
NUCO,4600,2185
GBUS,8020,1267
STAT,5000,2766
PLAP,3210,12308
ZFOR,3503,12309
GBUS,8022,11282
PSYC,2100,2536
GBUS,8027,12398
GBUS,8757,14444
ACCT,4700,12313
HIEA,4501,1466
PHS,5820,12307
AMST,3630,12316
ANTH,2560,12317
APMA,2501,12320
ARCH,5590,174
ARAB,1010,107
ANTH,2621,12318
ANTH,3205,12319
GCNL,5240,7940
ARH,5600,12327
ARH,4600,12325
ARCH,3271,12322
ARH,4120,12324
ARCH,5750,176
LAW,9274,13140
ARH,5120,12326
LAW,9276,13141
DS,6001,12359
ARCH,7271,12323
ARH,5602,203
ARTH,2871,228
ARTH,3651,6525
GBUS,8761,14447
BIOL,4090,12332
ARTR,5245,12329
BIOL,1040,12330
ECON,4445,14044
ARTH,3993,7366
LAW,9277,13142
SOC,3110,12264
BIMS,8063,300
BIOL,4135,12333
BIOL,4360,9966
BIOL,4100,337
KINE,5500,12447
GCOM,7263,13841
GERM,8999,1379
GCOM,7430,1341
BME,4890,386
CHEM,9120,12341
HIEU,3471,8028
BIOP,8311,11219
BIOP,8031,11218
GBUS,8164,13321
CHEM,9130,12342
CHEM,7031,12340
CHEM,9370,12343
GCOM,7641,8941
CE,5400,12335
GBUS,8106,4270
HIEU,3312,14672
HILA,2002,8039
HISA,2559,14673
LNGS,5000,9697
RELJ,3100,12756
BIOL,7110,12334
LPPS,5070,13398
EDHS,3070,14045
CHEM,5330,12337
CHEM,3240,11791
CHEM,5340,12338
LPPS,6135,13400
CHEM,4090,12336
RELJ,3708,14745
ARH,3613,14224
CHEM,5410,9110
CHEM,7010,492
RELJ,8750,14746
CHEM,7030,493
GCOM,7790,8942
LPPS,6080,13399
LPPS,6710,13401
GDS,3110,13326
GERM,3300,13843
GCOM,7829,13842
DS,6011,12361
