ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
10058,ENLT,2524,1,Seminar,"3","Walter Jost","MoTuWeThFr 10:00AM - 12:00PM","Monroe Hall 111","01/04/2010 - 01/15/2010","Walter Jost","MoTuWeThFr 1:00PM - 3:00PM","Monroe Hall 111","01/04/2010 - 01/15/2010","","","","","","","","","Studies in Drama","Shakespeare in Two Plays",Open,15,18,0,"Introduces the techniques of the dramatic art, with close analysis of selected plays."
10045,ENSP,1060,1,Seminar,"3","Margaret Gardiner","MoTuWeThFr 10:00AM - 12:00PM","Minor Hall 130","01/04/2010 - 01/15/2010","Staff","MoTuWeThFr 1:00PM - 3:00PM","Minor Hall 130","01/04/2010 - 01/15/2010","","","","","","","","","Public Speaking","",Closed,19,18,15,"Through theoretical instruction and practice, students will learn to prepare and deliver public presentations, including techniques for handling speech anxiety, analyzing audience, organizing and composing an effective argument, and improving diction, projection and delivery."
10064,ENSP,2559,1,Seminar,"3","John O'Brien","TBA","TBA","01/04/2010 - 01/15/2010","","","","","","","","","","","","","New Course in English","British Theater",Open,6,30,0,"New Course in English"
10066,ENSP,3559,1,Lecture,"1 - 4","John O'Brien","TBA","TBA","01/04/2010 - 01/15/2010","","","","","","","","","","","","","New Course in Special Topics In Literature","British Theater",Open,3,30,0,"This course provides the opportunity to offer a new course in the subject of Special Topics In Literature."
10061,EVSC,1050,1,Lecture,"3","Robert Swap","MoTuWeThFr 10:00AM - 12:00PM","TBA","01/04/2010 - 01/15/2010","Staff","MoTuWeThFr 1:00PM - 3:00PM","TBA","01/04/2010 - 01/15/2010","","","","","","","","","Ethics, Protocols, and Practice of International Research","",Closed,13,12,4,"Ethics, Protocols, and Practice of International Research"
10075,GNUR,6320,1,Lecture,"3","Valentina Brashers","MoTuWeThFr 9:00AM - 4:00PM","Zehmer Hall 00D","01/11/2010 - 01/15/2010","","","","","","","","","","","","","Immunocompetence in Vulnerable Populations","",Open,28,45,0,"Examines the immune system and phenomena of concern to nurses who work with immunocompromised individuals. Focuses on the critical thinking and clinical decision-making needed to work with individuals whose immune system is compromised (e.g., cancer, AIDS, transplant, and septic patients).  Prerequisite: Graduate standing or instructor permission."
10073,HIST,4591,2,Seminar,"3","Jeffrey Rossman","MoTuWeThFr 10:00AM - 12:00PM","Monroe Hall 110","01/04/2010 - 01/15/2010","Staff","MoTuWeThFr 2:00PM - 4:00PM","Monroe Hall 110","01/04/2010 - 01/15/2010","","","","","","","","","Topics in History","Perpetrators of Genocide",Open,24,25,0,"Topics courses are small, discussion-oriented classes available to any student with sufficient background and interest in a particular field of historical study. Offered irregularly, they are open to majors or non-majors.  Prerequisite: Instructor permission."
10046,INST,1500,1,Seminar,"3","Robert Powers","MoTuWeThFr 10:00AM - 12:00PM","Maury Hall 113","01/04/2010 - 01/15/2010","Robert Powers","MoTuWeThFr 1:00PM - 3:00PM","Maury Hall 113","01/04/2010 - 01/15/2010","","","","","","","","","Interdisciplinary Studies","American Health Care",Open,14,24,0,"Individual faculty may teach these courses with the approval of the Dean's Office, which acts for the Committee on Education Policy and the Curriculum. A maximum of 3.0 credits count toward the B.A. or B.S. in the College. INST courses count as non-College credits."
10078,INST,1500,2,Seminar,"3","Patricia Miller","MoTuWeThFr 10:00AM - 12:00PM","Barringer Wing 5382","01/04/2010 - 01/15/2010","Staff","MoTuWeThFr 1:00PM - 3:00PM","Barringer Wing 5382","01/04/2010 - 01/15/2010","","","","","","","","","Interdisciplinary Studies","Leadership and Ethics",Open,15,40,0,"Individual faculty may teach these courses with the approval of the Dean's Office, which acts for the Committee on Education Policy and the Curriculum. A maximum of 3.0 credits count toward the B.A. or B.S. in the College. INST courses count as non-College credits."
10003,LAW,7600,1,Lecture,"1","George Rutherglen","MoTuWeThFr 9:30AM - 12:00PM","Withers-Brown Hall 104","01/18/2010 - 01/22/2010","","","","","","","","","","","","","Admiralty (SC)","",Open,29,30,0,"This short course will examine the basic substantive and procedural doctrines in federal maritime law and compare them to analogous doctrines in other areas of law. Among the topics to be covered are: jurisdiction in admiralty, carriage of goods by sea, collision, personal injury and wrongful death, salvage, and piracy."
10005,LAW,7603,1,Lecture,"1","Michal Barzuza","MoTuWeThFr 1:30PM - 4:00PM","Slaughter Hall 284","01/18/2010 - 01/22/2010","","","","","","","","","","","","","Corporate Law Policy (SC)","",Open,13,16,0,"This short course will discuss works on pressing issues in corporate law policy such as misreporting of corporate performance, differences between US and Europe and corporate law reforms."
10006,LAW,7604,1,Lecture,"1","David Little, John Moore","MoTuWeThFr 1:30PM - 4:00PM","Withers-Brown Hall 121","01/18/2010 - 01/22/2010","","","","","","","","","","","","","Ethical Issues in Foreign Policy (SC)","",Open,16,20,0,"This sort course will explore ethical issues in foreign policy."
10010,LAW,7608,1,Lecture,"1","Josh Bowers","MoTuWeThFr 9:30AM - 12:00PM","Withers-Brwn Hall 278","01/18/2010 - 01/22/2010","","","","","","","","","","","","","Plea Bargaining (SC)","",Closed,13,12,0,"This short course will focus on plea bargaining and the guilty plea system in modern America."
10026,LAW,7610,1,Lecture,"1","Marie Gore","MoTuWeTh 12:00AM - 12:00AM","TBA","01/12/2010 - 01/20/2010","","","","","","","","","","","","","French Public and Private Law (SC)","",Closed,19,19,0,"This short course will study the various sources of French Law, the French Civil Code, the increasing significance of case law and the impact of the European Convention of Human Rights, Towards a European Civil Code, basic principles of contracts and new directions, key notions on torts (recent trends in case law) and modern trends in family law (spouse, so-called Pacs, effects of foreign polygamy and repudiation in France, inheritance)."
10014,LAW,7611,1,Lecture,"1","Edmund Kitch","MoTuWeThFr 1:30PM - 4:00PM","Withers-Brown Hall 129","01/18/2010 - 01/22/2010","","","","","","","","","","","","","Economic Crisis: Causes and Cures (SC)","",Open,17,20,0,"This short course surveys the events of the U.S. economic crisis and proposed regulatory reforms."
10007,LAW,7615,1,Lecture,"1","Mildred Robinson","MoTuWeThFr 1:30PM - 4:00PM","Slaughter Hall 268","01/18/2010 - 01/22/2010","","","","","","","","","","","","","Income Taxation of Trusts and Estates (SC)","",Open,8,12,0,"A study of Subchapter J of Subtitle A of the Internal Revenue Code Â¿ the Income Taxation of Trusts and Estates. In this short course we will examine the ways in which the process of determining income tax liability for these two taxable entities is the same as that for taxing the income of individuals and the important ways in which the process differs."
10008,LAW,7616,1,Lecture,"1","Richard Merrill","MoTuWeThFr 9:30AM - 12:00PM","Withers-Brown Hall 103","01/18/2010 - 01/22/2010","","","","","","","","","","","","","Indian Law (SC)","",Open,21,30,0,"The legal relationships between Indian tribes and national and state governments define a distinctive but growing body of federal law. Influenced by the history of European ""invasion"" of North America and anchored in decisions rendered by the Supreme Court, the course is not only a study of legal history, but also a story about contemporary legal conflicts that frequently spill over into Congress and the federal courts."
10009,LAW,7618,1,Lecture,"1","Mark Mendelsohn, Paul Stephan, Richard Dean","MoTuWeThFr 9:30AM - 12:00PM","Withers-Brown Hall 129","01/18/2010 - 01/22/2010","","","","","","","","","","","","","International Financial Crimes (SC)","",Closed,20,20,0,"This short course looks at the criminalization of financial transactions that may arise in the course of operating an international business. Focused principally on U.S. federal criminal law, we will also consider international agreements relating to bribery and money laundering. The class will concentrate on the Foreign Corrupt Practices Act, money laundering, the Racketeering Influenced and Corrupt Organizations Act, and wire and mail fraud."
10012,LAW,7621,1,Lecture,"1","Daniel Bress, Micah Schwartzman","MoTuWeThFr 1:30PM - 4:00PM","Withers-Brown Hall 127","01/18/2010 - 01/22/2010","","","","","","","","","","","","","Textualism and Its Critics (SC)","",Closed,12,12,0,"This short course will examine textualism as a method of statutory interpretation. We will address the following questions: What is textualism? What are the arguments for it? And what are the arguments against? In discussing these questions, we will consider the goals of statutory interpretation, the nature of legislative intention, and the value of various legal sources in determining the meaning of enacted law."
10013,LAW,7624,1,Lecture,"1","A Howard","MoTuWeThFr 9:30AM - 12:00PM","Withers-Brown Hall 127","01/18/2010 - 01/22/2010","","","","","","","","","","","","","Virginia and the Constitution (SC)","",Closed,16,16,0,"In the 400 years since its first settlement, Virginia has been intimately intertwined with the central themes of American constitutionalism Â¿ the idea of rights, the balance between national and state power, the nature of religious liberty, the problem of race and discrimination, etc. In this short course, we will consider selected persons, documents, and events which illuminate those themes."
10002,LAW,7627,1,Lecture,"1","Jeffrey O'Connell","MoTuWeThFr 9:30AM - 12:00PM","Withers-Brown Hall 105","01/18/2010 - 01/22/2010","","","","","","","","","","","","","Personal Injury Law (SC)","",Open,42,44,0,"This course examines the trial of a typical personal injury case from claim investigation, pleadings, discovery, and trial to post trial motions and appeal, focusing on both legal doctrines and tort litigation strategy. Tort law theory and its practical operations will be discussed as well as proposals for tort reform as applied to auto accidents, medical malpractice, and product liability."
10004,LAW,7631,1,Lecture,"1","George Geis, John Esterhay","MoTuWeThFr 9:30AM - 12:00PM","Withers-Brown Hall 121","01/18/2010 - 01/22/2010","","","","","","","","","","","","","Applied Problem Solving (SC)","",Closed,20,20,0,"This short course surveys applied problem solving concepts that can be used to find the optimal solution to a given business opportunity or challenge."
10011,LAW,7632,1,Lecture,"1","Siva Vaidhyanathan","MoTuWeThFr 9:30AM - 12:00PM","Withers-Brown Hall 119","01/18/2010 - 01/22/2010","","","","","","","","","","","","","Search Engines (SC)","",Open,11,12,0,"This course examines the legal and policy implications of the growing importance of search engines in society. It will consider the major conflicts over intellectual property, anti-trust, and privacy law. It will also consider the ways that search engines have altered habits and expectations among Web users."
10017,LAW,7633,1,Lecture,"1","Richard Hynes, Steven Walt","MoTuWeThFr 1:30PM - 4:00PM","TBA","01/18/2010 - 01/22/2010","","","","","","","","","","","","","Selected Topics in Consumer Bankruptcy (SC)","",Open,12,15,0,"This short course will examine selected topics in consumer bankruptcy and insolvency."
10001,LAW,7637,1,Lecture,"2","Stephen Saltzburg","MoTuWeThFrSa 9:00AM - 5:00PM","TBA","01/08/2010 - 01/14/2010","","","","","","","","","","","","","Trial Advocacy College (SC)","",Closed,52,50,0,"The Trial Advocacy College is a week-long course offered each January through the offices of Virginia Continuing Legal Education (CLE). This advocacy skills, hands-on course is the most advanced advocacy training offered at the law school. Each student gets to practice every aspect of advocacy culminating in a jury trial."
10016,LAW,7638,1,Lecture,"1","Dotan Oliar","MoTuWeThFr 1:30PM - 4:00PM","Withers-Brown Hall 116","01/18/2010 - 01/22/2010","","","","","","","","","","","","","Secondary Liability for Copyright Infringement (SC)","",Open,7,12,0,"This short course will review a longstanding debate in copyright law: what indirect liabilityfor copyright infringement should be imposed on manufacturers of new technologies?"
10015,LAW,7642,1,Lecture,"1","John Harrison","MoTuWeThFr 1:30PM - 4:00PM","Withers-Brown Hall 104","01/18/2010 - 01/22/2010","","","","","","","","","","","","","Legal Process: Basic Problems in the Making and Application of Law (SC)","",Open,20,30,0,"This short course will examine the large-scale structure of the legal system."
10018,LAW,7645,1,Lecture,"1","John Setear","MoTuWeThFr 1:30PM - 4:00PM","TBA","01/18/2010 - 01/22/2010","","","","","","","","","","","","","Baseball (SC)","",Closed,17,16,0,"This course examines the effect of various laws and law-like rules on Major League Baseball.  Suitable for non-experts and will include (optional) session aimed at bringing them up to speed."
10057,MATH,2700,1,Lecture,"3","David Sherman","MoTuWeThFr 10:00AM - 12:00PM","Kerchof Hall 317","01/04/2010 - 01/15/2010","Staff","MoTuWeThFr 1:00PM - 3:00PM","Kerchof Hall 317","01/04/2010 - 01/15/2010","","","","","","","","","Euclidean and Noneuclidean Geometry","",Open,6,24,0,"Examines assumptions and methods in the original text of Euclid's Elements.  Covers selected geometric topics such as symmetries, spherical geometry, curvature, the dissection theory of area, constructible numbers, and the discovery of non-Euclidean geometry.  Prerequisites:  Some familiarily with calculus."
10098,PHS,7251,1,Lecture,"3","Staff","MoTuWeThFr 12:00AM - 12:00AM","TBA","01/04/2010 - 01/15/2010","","","","","","","","","","","","","Health of the Public: Policy, Management & Leadership","",Open,1,30,0,"This course will examine the current health care and public health systems, with particular focus on the impact of evidence-based medicine and public health, qualify, and financing.  Topics include the influence of medical and nonmedical determinants of health, and the impact of the changing practice of medicine on physicians and patients."
10047,PLAP,3500,1,Lecture,"3","Paul Freedman","MoTuWeThFr 10:00AM - 12:00PM","Monroe Hall 130","01/04/2010 - 01/15/2010","Staff","MoTuWeThFr 1:00PM - 3:00PM","Monroe Hall 130","01/04/2010 - 01/15/2010","","","","","","","","","Special Topics in American Politics","The Politics of Food",Closed,41,40,0,"Topical offerings in American Politics"
10056,PLAP,4450,1,Lecture,"3","Kenneth Stroupe","MoTuWeThFr 10:00AM - 12:00PM","Monroe Hall 116","01/04/2010 - 01/15/2010","Staff","MoTuWeThFr 1:00PM - 3:00PM","Monroe Hall 116","01/04/2010 - 01/15/2010","","","","","","","","","Virginia Government and Politics","",Open,20,30,0,"Analyzes Virginia government at the state, county, municipal, and special district levels. Considers legislative, executive, judicial organization, intergovernmental relations, and structural and political arrangements in the existing and emerging metropolitan areas. Limited enrollment.  Prerequisite: Instructor permission."
10023,PLCP,3240,1,Lecture,"3","Yuri Urbanovich","MoTuWeThFr 10:00AM - 12:00PM","Clemons Library 324A","01/04/2010 - 01/15/2010","Staff","MoTuWeThFr 1:00PM - 3:00PM","Clemons Library 324A","01/04/2010 - 01/15/2010","","","","","","","","","Post Soviet Political Challenges","",Open,17,24,0,"This course compares the origins and consequences of the rise of nationalism, separatism, secessions, and irredentist claims in the Russian Federation and other former Soviet republics, at the end of the Cold War.  Prerequisite: one class in PLCP or permission of instructor."
10022,PLCP,4410,1,Lecture,"3","David Waldner","MoTuWeThFr 10:00AM - 12:00PM","Thornton Hall D115","01/04/2010 - 01/15/2010","David Waldner","MoTuWeThFr 1:00PM - 3:00PM","Thornton Hall D115","01/04/2010 - 01/15/2010","","","","","","","","","Nation Building in Iraq","",Closed,45,45,0,"Intensive study of America's role in the political and economic reconstruction of Iraq after the fall of Saddam Hussein. Analysis of the nation-building project in historical (earlier efforts at Iraqi nation-building) and comparative (earlier American efforts at occupation-based nation-building) perspective."
10069,PSYC,4603,1,Lecture,"3","Charlotte Patterson","MoTuWeThFr 10:00AM - 12:00PM","Monroe Hall 122","01/04/2010 - 01/15/2010","Staff","MoTuWeThFr 1:30PM - 2:30PM","Monroe Hall 122","01/04/2010 - 01/15/2010","","","","","","","","","Sexual Orientation and Human Development","",Closed,26,24,0,"Overview of research and theory related to sexual orientation across the lifespan from the standpoint of the social sciences. Topics include conceptualization of sexual identities, origins and development of sexual orientation, sexual identity formation and disclosure. Selected issues such as couple relationships, employment and careers, parenthood, and aging are also explored, since they may be affected by sexual orientation.  Prerequisite: Third- or fourth-year psychology major or instructor permission."
10028,RELB,1559,1,Lecture,"3","Kurtis Schaeffer","MoTuWeThFr 10:00AM - 12:00PM","Monroe Hall 124","01/04/2010 - 01/15/2010","Staff","MoTuWeThFr 1:00PM - 3:00PM","Monroe Hall 124","01/04/2010 - 01/15/2010","","","","","","","","","New Course in Buddhism","Buddhism in Fiction and Film",Closed,31,30,0,"This course provides the opportunity to offer a new course in the subject of Buddhism."
10077,RELJ,3559,1,Seminar,"3","Jennifer Geddes","MoTuWeThFr 10:00AM - 12:00PM","Maury Hall 110","01/04/2010 - 01/15/2010","Staff","MoTuWeThFr 1:00PM - 3:00PM","Maury Hall 110","01/04/2010 - 01/15/2010","","","","","","","","","New Course in Judaism","The Banality of Evil",Open,11,30,0,"This course provides the opportunity to offer a new topic in the subject of Judaism."
10070,SLAV,2250,1,Seminar,"3","Dariusz Tolczyk","MoTuWeThFr 10:00AM - 12:00PM","Thornton Hall D222","01/04/2010 - 01/15/2010","Staff","MoTuWeThFr 1:00PM - 3:00PM","Thornton Hall D222","01/04/2010 - 01/15/2010","","","","","","","","","The Dark Side of the 20th Century: Between Auschwitz & Gulag","",Open,9,30,0,"The twentieth century was a period of humanity's unprecedented progress as well as its greatest recorded downfall into barbarity, genocide, and mass oppression. This course enables students to study and reflect on the latter. Some questions will be asked in the course: How do we construct cultural memories of traumatic experiences? Why do we want to remember them? Do we?"
10076,SOC,2500,1,Lecture,"3","Joseph Davis","MoTuWeThFr 10:00AM - 12:00PM","Clark Hall G004","01/04/2010 - 01/15/2010","Staff","MoTuWeThFr 1:00PM - 3:00PM","Clark Hall G004","01/04/2010 - 01/15/2010","","","","","","","","","Special Topics in Sociology (J Term Course)","Prozac Culture",Closed,30,30,0,"Topics vary each J-Term session and will be announced."
10074,SOC,2500,2,Lecture,"3","Joshua Yates","MoTuWeThFr 10:00AM - 12:00PM","Clark Hall G054","01/04/2010 - 01/15/2010","Staff","MoTuWeThFr 1:00PM - 3:00PM","Clark Hall G054","01/04/2010 - 01/15/2010","","","","","","","","","Special Topics in Sociology (J Term Course)","Globalization & Social Respons",Open,13,20,0,"Topics vary each J-Term session and will be announced."
10024,SPAN,2010,1,Lecture,"3","Janice North","MoTuWeThFr 9:00AM - 10:00AM","Maury Hall 115","01/04/2010 - 01/15/2010","Staff","MoTuWeThFr 1:30PM - 3:30PM","Maury Hall 115","01/04/2010 - 01/15/2010","","","","","","","","","Intermediate Spanish","",Open,9,20,0,"Further develops the listening, speaking, reading and writing skills. SPAN 201 enables students to successfully perform linguistic tasks that allow them to communicate in everyday situations (e.g., narrating present, past and future activities, and expressing hopes, desires, and requests). Students also read journalistic and literary selections designed for Spanish-speaking audiences. Three class hours. Laboratory work is required. Followed by SPAN 202.  Prerequisite: Passing grade in SPAN 102 or 106; a score of 520-590 on the SAT II test; 326-409 on the UVa placement test; or permission of the department."
10080,STS,2500,2,Lecture,"3","Patricia Click","MoTuWeThFr 10:00AM - 12:00PM","Thornton Hall D221","01/04/2010 - 01/15/2010","Staff","MoTuWeThFr 1:00PM - 3:00PM","Thornton Hall D221","01/04/2010 - 01/15/2010","","","","","","","","","Topics in Technology and Society","Science, Intention & Ethics",Closed,25,25,8,"Relates technology or engineering to the broader culture. The specific subject will differ from time to time.  Prerequisite: STS 1010 or equivalent."
10081,STS,2500,3,Lecture,"3","Robert Swap","MoTuWeThFr 10:00AM - 12:00PM","TBA","01/04/2010 - 01/15/2010","Staff","MoTuWeThFr 1:00PM - 3:00PM","TBA","01/04/2010 - 01/15/2010","","","","","","","","","Topics in Technology and Society","Ethics & Protocols Internat Ed",Closed,15,15,3,"Relates technology or engineering to the broader culture. The specific subject will differ from time to time.  Prerequisite: STS 1010 or equivalent."
10062,STS,2500,10,Lecture,"3","Kathryn Neeley","MoTuWeThFr 10:00AM - 12:00PM","Thornton Hall D223","01/04/2010 - 01/15/2010","Staff","TBA","Thornton Hall D223","01/04/2010 - 01/15/2010","","","","","","","","","Topics in Technology and Society","Engr in Sust Society",Closed,29,25,7,"Relates technology or engineering to the broader culture. The specific subject will differ from time to time.  Prerequisite: STS 1010 or equivalent."
