ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
11033,AAS,2224,001,Seminar,"3","Lisa Shutt","MoTuWeThFr 1:00PM - 3:15PM","Monroe Hall 111","07/14/2014 - 08/07/2014","","","","","","","","","","","","","Black Femininities and Masculinities in the US Media","",Open,17,18,0,"This course, taught as a lower-level seminar, will address the role the media has played in creating images and understandings of 'Blackness' in the United States, particularly where it converges with popular ideologies about gender."
12245,AAS,3400,001,Seminar,"3","Clare Terni","MoTuWeThFr 10:30AM - 3:30PM","Minor Hall 130","07/14/2014 - 07/25/2014","","","","","","","","","","","","","Changing Worlds, Making Tradition: Culture and Identity in South Africa","",Open,8,20,0,"Students will have a unique opportunity to explore another culture that of the Venda region in South Africa with linguists from that region. Students will work with visiting faculty to consider the forces shaping Venda culture today.  In particular, we will discuss the ways in which indigenous knowledge is constructed and contested in contemporary Africa, and the intersections of this practice with post-colonial thought."
12246,AAS,3500,001,Seminar,"3","Laura Helton","MoTuWeThFr 10:30AM - 12:45PM","Minor Hall 130","06/16/2014 - 07/12/2014","","","","","","","","","","","","","Intermediate Seminar in African-American & African Studies","Mapping VA, Civil Rights Era",Open,4,30,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor.  Primarily for fourth-year students but open to others."
12247,AAS,3500,002,Seminar,"3","Latasha Levy, Nicole Burrowes","MoTuWeThFr 10:30AM - 12:45PM","Chemistry Bldg 303","07/14/2014 - 08/07/2014","","","","","","","","","","","","","Intermediate Seminar in African-American & African Studies","Freedom Summer",Open,7,30,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor.  Primarily for fourth-year students but open to others."
11034,AAS,3749,001,Seminar,"3","Lisa Shutt","MoTuWeThFr 1:00PM - 3:15PM","Minor Hall 130","05/19/2014 - 06/13/2014","","","","","","","","","","","","","Food and Meaning in Africa and the Diaspora","",Open,12,18,0,"This course investigates the traditions and symbolics of food and eating in Africa and throughout the African Diaspora -- wherever people of African descent have migrated or have been forced to move. This course will help students to investigate the way the foods people eat' or don't eat' hold meaning for people within a variety of cultural contexts.Topics will include symbol, taboo, sexuality, bodies, ritual, kinship & beauty, among others."
11049,AAS,4993,003,Independent Study,"1 - 12","Lisa Shutt","TBA","TBA","05/19/2014 - 06/13/2014","","","","","","","","","","","","","Independent Study","",Open,0,30,0,"Allows students to work on an individual research project. Students must propose a topic to an appropriate faculty member, submit a written proposal for approval, prepare an extensive annotated bibliography on relevant readings comparable to the reading list of a regular upper-level course, and complete a research paper of at least 20 pages."
11103,AAS,4993,004,Independent Study,"1 - 12","Maurice Apprey","TBA","TBA","07/14/2014 - 08/07/2014","","","","","","","","","","","","","Independent Study","",Open,0,30,0,"Allows students to work on an individual research project. Students must propose a topic to an appropriate faculty member, submit a written proposal for approval, prepare an extensive annotated bibliography on relevant readings comparable to the reading list of a regular upper-level course, and complete a research paper of at least 20 pages."
12905,AAS,4993,005,Independent Study,"1 - 12","Lisa Shutt","TBA","TBA","07/14/2014 - 08/08/2014","","","","","","","","","","","","","Independent Study","",Open,4,30,0,"Allows students to work on an individual research project. Students must propose a topic to an appropriate faculty member, submit a written proposal for approval, prepare an extensive annotated bibliography on relevant readings comparable to the reading list of a regular upper-level course, and complete a research paper of at least 20 pages."
12316,ACCT,2010,701,Lecture,"3","Gary Brooks","Tu 6:30PM - 9:30PM","Web-Based Course-No class mtgs","05/27/2014 - 08/19/2014","","","","","","","","","","","","","Introductory Accounting","",Open,6,24,0,"Designed to introduce students to the language of business, the course begins with the role of financial data in contemporary society, proceeds to develop the accounting model for capturing financial data, and finishes with the problems of measuring and reporting income, assets, liabilities, and equities."
12317,ACCT,2020,701,Lecture,"3","Noel Montesa","MoTh 6:30PM - 9:30PM","Northern Virginia Center","05/22/2014 - 07/28/2014","","","","","","","","","","","","","Introductory Accounting II","",Open,7,24,0,"Continuation of ACCT 2010. Approximately one third of the course deals with additional financial accounting topics, emphasizing managerial considerations and financial analysis. Cost accumulation, allocation, and product cost methods are studied in a manufacturing setting. Matters such as evaluation of performance planning, cost behavior, and special decisions are emphasized.  Prerequisite: ACCT 2010."
