ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
10070,ARH,997,202N,Independent Study,"3","Staff","TBA","TBA","06/09/2009 - 08/06/2009","","","","","","","","","","","","","Non-Topical Research","",Closed,0,25,0,""
10071,ARH,999,201K,Independent Study,"3 - 6","Staff","TBA","TBA","06/09/2009 - 08/06/2009","","","","","","","","","","","","","Non-Topical Research","",Closed,0,25,0,""
10083,ARTH,100,404H,Lecture,"3","Lisa Reilly","MoTuWeThFr 10:30AM - 12:45PM","Fayerweather Hall 215","07/09/2009 - 08/06/2009","","","","","","","","","","","","","Non-UVa Transfer/Test Credit","",Closed,16,25,0,""
11291,ARTH,100Z,204U,Lecture,"3","Staff","TBA","TBA","TBA","","","","","","","","","","","","","Intro to Art & Architecture","",Open,34,35,0,""
11279,ARTH,100Z,2028,Lecture,"3","Marc Vincent","TBA","TBA","05/11/2009 - 08/06/2009","","","","","","","","","","","","","Intro to Art & Architecture","",Closed,36,35,0,""
11336,ARTH,101Z,204V,Lecture,"3","Marc Vincent","TBA","TBA","05/11/2009 - 08/06/2009","","","","","","","","","","","","","History of Art","",Closed,35,35,0,""
11537,ARTH,214Z,599A,Lecture,"3","Adrienne Ward","MoTuWeThFr 8:00AM - 5:00PM","TBA","05/29/2009 - 07/30/2009","","","","","","","","","","","","","Etruscan & Roman Art Architec","",Open,3,4,0,""
10084,ARTH,216,102H,Lecture,"3","Daniel Weiss","MoTuWeThFr 10:30AM - 12:45PM","Fayerweather Hall 206","06/09/2009 - 07/07/2009","","","","","","","","","","","","","Monuments of Rome","",Open,5,20,0,""
10085,ARTH,268Z,5981,Lecture,"3","Howard Singerman","MoTuWeThFr 8:00AM - 5:00PM","TBA","05/25/2009 - 06/24/2009","","","","","","","","","","","","","Art Since 1945","",Closed,9,20,0,""
11428,ARTH,269Z,598X,Lecture,"3","Howard Singerman","MoTuWeThFr 8:00AM - 5:00PM","TBA","05/25/2009 - 06/24/2009","","","","","","","","","","","","","Twentieth Century Italian Art","",Open,5,30,0,""
10086,ARTH,275,1024,Lecture,"3","Krista Gulbransen","MoTuWeThFr 1:00PM - 3:15PM","Fayerweather Hall 206","06/09/2009 - 07/07/2009","","","","","","","","","","","","","The Arts of India","",Open,7,20,0,""
10087,ARTH,280Z,6175,Lecture,"3","Fernando Opere","MoTuWeThFr 8:00AM - 5:00PM","TBA","05/20/2009 - 06/23/2009","","","","","","","","","","","","","Art Since 1945","",Closed,1,40,0,""
10088,ARTH,280Z,6177,Lecture,"3","Fernando Opere","MoTuWeThFr 8:00AM - 5:00PM","TBA","06/24/2009 - 07/28/2009","","","","","","","","","","","","","Art Since 1945","",Closed,0,40,0,""
11538,ARTH,300Z,598U,Lecture,"3","Adrienne Ward","MoTuWeThFr 8:00AM - 5:00PM","TBA","05/29/2009 - 07/30/2009","","","","","","","","","","","","","Sienese Art and Architecture","",Open,2,3,0,""
10089,ARTH,316Z,5977,Lecture,"3","John Dobbins","MoTuWeThFr 8:00AM - 5:00PM","TBA","06/28/2009 - 07/29/2009","","","","","","","","","","","","","Roman Architecture","",Open,16,20,0,""
10090,ARTH,336Z,5978,Lecture,"3","Francesca Fiorani","MoTuWeThFr 8:00AM - 5:00PM","TBA","06/28/2009 - 07/29/2009","","","","","","","","","","","","","Renaissance and Baroque Rome","",Open,16,20,0,""
10091,ARTH,591,103N,Independent Study,"3","Staff","TBA","TBA","06/09/2009 - 07/07/2009","","","","","","","","","","","","","Adv Readings in Hist of Art","",Closed,0,15,0,""
10092,ARTH,894,2008,Lecture,"3","Staff","TBA","TBA","06/09/2009 - 08/06/2009","","","","","","","","","","","","","Spcl Reading Problems in Art","",Closed,0,5,0,""
10093,ARTH,898,2009,Independent Study,"3 - 6","Staff","TBA","TBA","06/09/2009 - 08/06/2009","","","","","","","","","","","","","Non-Topical Research","",Closed,0,15,0,""
10094,ARTH,999,2010,Independent Study,"3 - 6","Staff","TBA","TBA","06/09/2009 - 08/06/2009","","","","","","","","","","","","","Non-Topical Research","",Closed,2,15,0,""
11280,ARTS,161Z,203S,Studio,"3","Patty Healy McMeans","TBA","TBA","05/11/2009 - 08/06/2009","","","","","","","","","","","","","Beginning Drawing I","",Closed,21,20,0,""
10095,ARTS,162,103C,Studio,"3","Akemi Rollando","MoTuWeThFr 1:00PM - 3:15PM","Ruffin Hall 319","06/09/2009 - 07/07/2009","","","","","","","","","","","","","Introduction to Drawing II","",Open,14,24,0,""
10096,ARTS,207Z,5980,Lecture,"3","William Wylie","MoTuWeThFr 8:00AM - 5:00PM","TBA","05/25/2009 - 06/24/2009","","","","","","","","","","","","","Photography in Italy","",Closed,0,20,0,""
10097,ARTS,253Z,5982,Lecture,"3","William Wylie","MoTuWeThFr 8:00AM - 5:00PM","TBA","05/25/2009 - 06/24/2009","","","","","","","","","","","","","Special Topics: Photography","",Open,11,20,0,""
11337,ARTS,262Z,203T,Lecture,"3","Patty Healy McMeans","TBA","TBA","05/11/2009 - 08/06/2009","","","","","","","","","","","","","Introduction to Drawing II","",Open,19,20,0,""
10098,ARTS,267,0012,Studio,"3 - 4","Dean Dass","MoTuWeThFr 1:00PM - 3:15PM","Ruffin Hall 220","05/11/2009 - 06/05/2009","","","","","","","","","","","","","Introduction to Printmaking I","",Open,8,10,0,""
10099,ARTS,271,002A,Studio,"4","Megan Marlatt","MoTuWeThFr 1:00PM - 3:15PM","Ruffin Hall 319","05/11/2009 - 06/05/2009","","","","","","","","","","","","","Introduction to Painting I","",Open,16,24,0,""
10100,ARTS,281,401Z,Studio,"4","William Bennett","MoTuWeThFr 1:00PM - 3:15PM","Ruffin Hall 120","07/09/2009 - 08/06/2009","","","","","","","","","","","","","Introduction to Sculpture I","",Closed,16,10,0,""
10101,ARTS,282,4011,Studio,"3 - 4","William Bennett","MoTuWeThFr 1:00PM - 3:15PM","Ruffin Hall 120","07/09/2009 - 08/06/2009","","","","","","","","","","","","","Introduction to Sculpture II","",Open,3,10,0,""
10102,ARTS,352Z,5983,Lecture,"3","William Wylie","MoTuWeThFr 8:00AM - 5:00PM","TBA","05/25/2009 - 06/24/2009","","","","","","","","","","","","","Intermediate Photography","",Closed,3,20,0,""
10103,ARTS,368,0015,Studio,"3 - 4","Dean Dass","MoTuWeThFr 1:00PM - 3:15PM","Ruffin Hall 220","05/11/2009 - 06/05/2009","","","","","","","","","","","","","Intermediate Printmaking II","",Open,3,10,0,""
10104,ARTS,381,4012,Studio,"3 - 4","William Bennett","MoTuWeThFr 1:00PM - 3:15PM","Ruffin Hall 120","07/09/2009 - 08/06/2009","","","","","","","","","","","","","Intermediate Sculpture I","",Open,1,10,0,""
10105,ARTS,382,4013,Studio,"3 - 4","William Bennett","MoTuWeThFr 1:00PM - 3:15PM","Ruffin Hall 120","07/09/2009 - 08/06/2009","","","","","","","","","","","","","Intermediate Sculpture II","",Closed,0,10,0,""
10106,ARTS,468,0017,Studio,"3 - 4","Dean Dass","MoTuWeThFr 1:00PM - 3:15PM","Ruffin Hall 220","05/11/2009 - 06/05/2009","","","","","","","","","","","","","Adv Problems in Printmaking II","",Closed,0,10,0,""
10107,ARTS,481,4014,Studio,"3 - 4","William Bennett","MoTuWeThFr 1:00PM - 3:15PM","Ruffin Hall 120","07/09/2009 - 08/06/2009","","","","","","","","","","","","","Advanced Sculpture I","",Closed,0,10,0,""
10108,ARTS,482,4015,Independent Study,"3 - 4","William Bennett","MoTuWeThFr 1:00PM - 3:15PM","Ruffin Hall 120","07/09/2009 - 08/06/2009","","","","","","","","","","","","","Advanced Sculpture II","",Open,0,10,0,""
10109,ARTS,507,0018,Independent Study,"3 - 4","Dean Dass","MoTuWeThFr 1:00PM - 3:15PM","Ruffin Hall 220","05/11/2009 - 06/05/2009","","","","","","","","","","","","","Advanced Projects in Art","",Closed,1,10,0,""
10110,ASTR,121,1021,Lecture,"3","Edward Murphy","MoTuWeThFr 10:30AM - 12:45PM","Astronomy Bldg 265","06/09/2009 - 07/07/2009","","","","","","","","","","","","","Intro Sky and Solar System","",Closed,6,25,0,""
10111,ASTR,124,4019,Lecture,"3","Abel Yang","MoTuWeThFr 10:30AM - 12:45PM","Astronomy Bldg 265","07/09/2009 - 08/06/2009","","","","","","","","","","","","","Intro Stars Galaxies Universe","",Open,13,25,0,""
10112,ASTR,342,1170,Lecture,"3","Staff","MoTuWeThFr 1:00PM - 3:15PM","Astronomy Bldg 265","06/09/2009 - 07/07/2009","","","","","","","","","","","","","Life Beyond the Earth","",Closed,0,25,0,""
10113,ASTR,348,401Q,Lecture,"3","Staff","MoTuWeThFr 1:00PM - 3:15PM","Astronomy Bldg 265","07/09/2009 - 08/06/2009","","","","","","","","","","","","","Introduction to Cosmology","",Closed,0,25,0,""
10114,ASTR,395,2019,Lecture,"3 - 6","Staff","TBA","TBA","06/09/2009 - 08/06/2009","","","","","","","","","","","","","Tutorial","",Closed,0,15,0,""
10115,ASTR,571,1023,Lecture,"3","Edward Murphy","MoTuWeThFr 10:30AM - 12:45PM","Astronomy Bldg 265","06/09/2009 - 07/07/2009","","","","","","","","","","","","","Fundamental Concepts in Astr","",Closed,0,5,0,""
10116,ASTR,572,4021,Lecture,"3","Abel Yang","MoTuWeThFr 10:30AM - 12:45PM","Astronomy Bldg 265","07/09/2009 - 08/06/2009","","","","","","","","","","","","","Fundamental Concepts in Astr","",Closed,0,5,0,""
10117,ASTR,576,1171,Lecture,"3","Staff","MoTuWeThFr 1:00PM - 3:15PM","Astronomy Bldg 265","06/09/2009 - 07/07/2009","","","","","","","","","","","","","General Topics in Astronomy","",Closed,0,5,0,""
10119,ASTR,898,2020,Independent Study,"3 - 6","Staff","TBA","TBA","06/09/2009 - 08/06/2009","","","","","","","","","","","","","Non-Topical Research","",Closed,3,15,0,""
10120,ASTR,995,2021,Independent Study,"3 - 6","Staff","TBA","TBA","06/09/2009 - 08/06/2009","","","","","","","","","","","","","Directed Research","",Closed,0,15,0,""
10121,ASTR,999,2022,Independent Study,"3 - 6","Staff","TBA","TBA","06/09/2009 - 08/06/2009","","","","","","","","","","","","","Non-Topical Research","",Closed,25,30,0,""
10122,BIMS,997,203H,Independent Study,"1 - 12","Staff","TBA","TBA","06/09/2009 - 08/06/2009","","","","","","","","","","","","","Non-Topical Research","",Open,9,25,0,""
10123,BIMS,999,203K,Independent Study,"1 - 12","Staff","TBA","TBA","06/09/2009 - 08/06/2009","","","","","","","","","","","","","Non-Topical Research","",Closed,0,25,0,""
10124,BIOC,997,2176,Independent Study,"3 - 6","Staff","TBA","TBA","06/09/2009 - 08/06/2009","","","","","","","","","","","","","Non-Topical Research","",Open,22,30,0,""
10125,BIOC,999,2177,Independent Study,"3 - 6","Staff","TBA","TBA","06/09/2009 - 08/06/2009","","","","","","","","","","","","","Non-Topical Research","",Open,27,40,0,""
