ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
10086,AAS,4993,1,Independent Study,"3","Cynthia Hoehler-Fatton","MoTuWeThFr 12:00AM - 12:00AM","TBA","01/03/2011 - 01/14/2011","","","","","","","","","","","","","Independent Study","",Open,1,30,0,"Allows students to work on an individual research project. Students must propose a topic to an appropriate faculty member, submit a written proposal for approval, prepare an extensive annotated bibliography on relevant readings comparable to the reading list of a regular upper-level course, and complete a research paper of at least 20 pages."
10047,ANTH,2590,1,Lecture,"3","Sherrilynn Colby-Bottel","MoTuWeThFr 9:00AM - 2:00PM","Gibson 141","01/03/2011 - 01/14/2011","","","","","","","","","","","","","Social and Cultural Anthropology","Music and Race in the U.S.",Closed,25,28,0,"Topics to be announced prior to each semester, dealing with social and cultural anthropology."
10055,ANTH,2890,1,Lecture,"3","Rachel Most","MoTuWeThFr 10:00AM - 3:00PM","Monroe Hall 118","01/03/2011 - 01/14/2011","","","","","","","","","","","","","Unearthing the Past","",Open,22,25,0,"The study of past cultures through their material remains. Students gain an understanding of how archaeologists study ancient civilizations as well as the everyday lives of people who lived in these societies. Archaeological methods are reviewed to demystify the process of reconstructing the past. The course also covers some of the major developments in prehistory such as the origins of modern humans, the rise of the first villages and cities, and the emergence of ancient civilizations in North America."
10046,COMM,3845,1,Lecture,"3","William Wilkerson","MoTuWeThFr 9:30AM - 3:30PM","Rouss Hall 403","01/03/2011 - 01/14/2011","","","","","","","","","","","","","Foundations of International Business","",Open,22,25,0,"An introduction to the field of international business through an examination of the practice and theory of international business, focusing on managerial, operational, strategic, ethical, and environmental factors. The student develops an understanding of global trade theory and the various forms of global and regional economic integration; examines the major functions of managing an international business; becomes familiar with the instruments, procedures, and processes of international business; ascertains the modes of international market entry and foreign direct investment; generates an appreciation of the importance of culture on international business; and evaluates ethical issues in international business.  Prerequisite: Non-Commerce students. Note: See course descriptions for other international courses available for a concentration in international business. These courses include: COMM 4310 and COMM 4650."
10045,DRAM,3320,1,Seminar,"3","Gweneth West","MoTuWeThFr 10:00AM - 3:00PM","Drama Education Bldg B006","01/03/2011 - 01/14/2011","","","","","","","","","","","","","The Fine Art of Dress 1: Conformity & Individuality","",Open,12,15,0,"Expores the cultural influences on fashion choices and expression of identity you create for  the 21st century.  Examination of your own wardrobe and study of the History of Dress serves as grounding for research into selected garments from The Collection of Historic Dress, c. 1795-1965. Working with extant garments  provides insight into these  periods of American history, the cultural influences, and  the people who inhabited these clothes."
10052,EDIS,2910,1,Seminar,"3","Karlin Luedtke","MoTuWeThFr 9:30AM - 2:30PM","Monroe Hall 114","01/03/2011 - 01/14/2011","","","","","","","","","","","","","Beyond the Second Year: Academic Realities and Skills","",Open,9,24,0,"A three-credit course that will assist upper level students attain their academic goals at the University of Virginia.  The class will address strategies for dealing with lenghty and complex readings, the analytical and evaluative skills of scholarship, methods of time mangement in academic pursuits and stress management."
10044,ENSP,1060,1,Seminar,"3","Margaret Gardiner","MoTuWeThFr 10:00AM - 3:00PM","Bryan Hall 328","01/03/2011 - 01/14/2011","","","","","","","","","","","","","Public Speaking","",Closed,18,18,0,"Through theoretical instruction and practice, students will learn to prepare and deliver public presentations, including techniques for handling speech anxiety, analyzing audience, organizing and composing an effective argument, and improving diction, projection and delivery."
10050,EVSC,1050,1,Lecture,"3","Robert Swap","MoTuWeThFr 9:30AM - 3:30PM","TBA","01/03/2011 - 01/14/2011","","","","","","","","","","","","","Ethics, Protocols, and Practice of International Research","",Closed,25,25,0,"Ethics, Protocols, and Practice of International Research"
10049,EVSC,4559,1,Lecture,"3","Stephen Macko","MoTuWeThFr 10:00AM - 3:00PM","Clark Hall 102","01/03/2011 - 01/14/2011","","","","","","","","","","","","","New Course in Environmental Science","The Captive Ocean",Closed,21,20,0,"This course provides the opportunity to offer a new topic in the subject area of environmental science."
10058,GNUR,6320,501,Lecture,"3","Valentina Brashers","MoTuWeThFr 9:00AM - 4:00PM","Zehmer Hall Conference Center","01/03/2011 - 01/07/2011","","","","","","","","","","","","","Immunocompetence in Vulnerable Populations","",Open,34,45,0,"Examines the immune system and phenomena of concern to nurses who work with immunocompromised individuals. Focuses on the critical thinking and clinical decision-making needed to work with individuals whose immune system is compromised (e.g., cancer, AIDS, transplant, and septic patients).  Prerequisite: Graduate standing or instructor permission."
10059,GNUR,8650,501,Lecture,"3","Sarah Farrell","MoTuWeThFr 9:00AM - 4:00PM","Zehmer Hall Conference Center","01/10/2011 - 01/14/2011","","","","","","","","","","","","","Managing Information Technology","",Open,10,30,0,"The use of information technology as a methodology for critical analysis of evidence in clinical decision-making and research utilization will be emphasized. Students will research the development and implementation of information technology systems to evaluate outcomes of care, care systems and quality improvement.  Students will explore the nature and functions of health informatics, the current state of the science, present and future applications, and major issues for research and development.  Prerequisite: Graduate standing or instructor permission."
