ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,WaitlistLimit,Description,Disciplines,Cost
10124,PHYS,1130,001,Lecture,3,Richard Lindgren,motuwethfr 9:30am - 3:30pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Physics of Sports,,Open,20,45,0,10,"A study of the physics concepts behind the motion of spinning and curving projectiles in worldwide sports such as soccer, tennis, basketball, baseball, football, etc. and rolling and sliding balls/diska along a flat surface. Basic explanations include utilizing kinematics, gravity, friction, air flow, and Newton's Laws. Learn about hang time, topspin, dimples,drag crisis, sideways forces, least energy launch angle, jumping, and crouching.",Science & Society,
10070,PLAP,3160,001,SEM,3,Paul Freedman,motuwethfr 10:00am - 3:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Politics of Food,,Closed,31,30,0,30,"This course looks at the production and consumption of food in a political context. We will explore legislation, regulation, and other policies that affect the food system and examine their implications for the environment, public health and democratic politics. We will look closely at controversies over agricultural subsidies, labeling requirements, farming practices, food safety, advertising and education.",Cultures & Societies of the World$Social & Economic Systems,
10062,PLAP,3420,001,Lecture,3,"Kenneth Stroupe, Mary Brown",motuwethfr 10:00am - 4:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Virginia Government and Politics,,Open,24,30,0,10,"Course will provide students with a comprehensive understanding of the structure, functions and processes of state and local government in Virginia and to introduce students to political leaders and policymakers of state government. When the course is finished, students should be able to answer journalist Guy Friddell's query: ""What is it about Virginia?""",Social & Economic Systems,
10113,PLAP,4500,001,SEM,3,William Antholis,motuwethfr 9:00am - 2:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Special Topics in American Politics,President Biden's First Year,Open,10,12,0,10,Investigates a selected issue in American government or American political development. Prerequisite: One course in PLAP or instructor permission.,,
10081,PLCP,3240,001,Lecture,3,Yuri Urbanovich,motuwethfr 10:00am - 3:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Post Soviet Political Challenges,,Closed,29,35,0,10,"This course compares the origins and consequences of the rise of nationalism, separatism, secessions, and irredentist claims in the Russian Federation and other former Soviet republics, at the end of the Cold War. Prerequisite: one class in PLCP or permission of instructor.",Cultures & Societies of the World$Social & Economic Systems,
10089,PSYC,3210,001,Laboratory,3,Erin Clabough,motuwethfr 10:00am - 3:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,RM: Psychobiology Laboratory,,Open,11,12,0,10,"Develops skills necessary for the study of neural bases of behavior, such as brain dissection, electrophysiology, histology, behavioral analysis, and genetic/epigenetic analyses. Emphasis is on mastering contemporary techniques used in neuroscience research and effective, professional written presentation of research findings. Prerequisite: PSYC 2200 or 4200 or BIOL 3050; PSYC 3005 recommended.",,
10112,PSYC,3559,001,Lecture,3,"M. Joseph Meyer, Xin Tong, Karen Schmidt",motuwethfr 10:00am - 3:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,New Course in Psychology,Regression Models,Open,28,30,0,10,This course provides the opportunity to offer a new topic in the subject area of psychology.,,
10093,PSYC,4260,001,SEM,3,Jessica Connelly,motuwethfr 10:00am - 3:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,RM: Genetic and Epigenetic Research in Behavior,,Closed,8,12,0,10,We will discuss basic concepts in genetics/epigenetics and the role these molecular modifications play in behavior and disorder. We will evaluate empirical papers and learn the molecular techniques described within them. Completion of this course should result in increased knowledge of the use of genome level data in psychology and biology.,,
10107,PSYC,4559,001,Lecture,3,James Morris,motuwethfr 10:00am - 3:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,New Course in Psychology,Exploring the Human Brain,Closed,17,15,0,10,This course provides the opportunity to offer a new topic in the subject area of psychology.,,
10110,PSYC,4559,002,Lecture,3,Lucy Guarnera,motuwethfr 10:00am - 3:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,New Course in Psychology,Sci of Modern Forensic Psyc,Open,15,16,0,10,This course provides the opportunity to offer a new topic in the subject area of psychology.,,
10111,PSYC,5326,001,SEM,3,James Coan,motuwethfr 10:00am - 2:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,The Neuroscience of Social Relationships,,Open,6,15,0,10,"This course will provide a broad overview of neuroscientific research into social relationships. The field is relatively new, and changing quickly. After a brief review of the neuroscientific methods we are likely to encounter in this literature, the course will be oriented toward readings and discussion, with brief research proposals presented at the end. PSYC 2200 or BIOL 3050 recommended.",,
10097,RELA,3559,001,Lecture,3,Oludamini Ogunnaike,motuwethfr 10:00am - 2:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,New Course in African Religions,African Philosophy,Closed,15,15,0,10,This course provides the opportunity to offer a new course in the subject of African Religions.,,
10102,RELB,2054,001,Lecture,3,Kurtis Schaeffer,motuwethfr 10:00am - 3:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Tibetan Buddhism Introduction,,Closed,20,25,0,10,"Provides a systematic introduction to Tibetan Buddhism with a strong emphasis on tantric traditions of Buddhism - philosophy, contemplation, ritual, monastic life, pilgrimage, deities & demons, ethics, society, history, and art. The course aims to understand how these various aspects of Tibetan religious life mutually shape each other to form the unique religious traditions that have pertained on the Tibetan plateau for over a thousand years.",Cultures & Societies of the World$Historical Perspectives,
10084,RELG,2559,001,Lecture,3,Jane Mikkelson,motuwethfr 9:00am - 3:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,New Course in Religious Studies,Devotional Poetry,Open,7,30,0,10,This course provides the opportunity to offer a new course in the subject of Religious Studies.,,
10104,RELH,3559,001,SEM,3,John Nemec,motuwethfr 10:00am - 3:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,New Course in Hinduism,Yoga and Religious Experience,Open,8,30,0,10,This course provides the opportunity to offer a new course in the subject of Hinduism.,,
10086,SLAV,2250,001,SEM,3,Dariusz Tolczyk,motuwethfr 12:00pm - 5:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,The Dark Side of the 20th Century: Between Auschwitz & Gulag,,Open,16,25,0,10,"The twentieth century was a period of humanity's unprecedented progress as well as its greatest recorded downfall into barbarity, genocide, and mass oppression. This course enables students to study and reflect on the latter. Some questions will be asked in the course: How do we construct cultural memories of traumatic experiences? Why do we want to remember them? Do we?","Artistic, Interpretive, & Philosophical Inquiry$Historical Perspectives",
10119,SLAV,2360,001,Lecture,3,Stanley Stepanic,motuwethfr 10:30am - 4:30pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Dracula,,Open,80,100,0,50,"An introduction to Slavic folklore with special emphasis on the origins and subsequent manifestations of vampirism. Western perceptions, misperceptions, and adaptations of Slavic culture are explored and explicated. The approach is interdisciplinary: folklore, history, literature, religion, film, disease and a variety of other topics.","Artistic, Interpretive, & Philosophical Inquiry$Cultures & Societies of the World",
10061,SOC,2498,001,Lecture,3,Joseph Davis,motuwethfr 10:00am - 3:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Prozac Culture,,Closed,25,30,0,10,"The pharmacological revolution, symbolized by drugs such as Prozac and Ritalin, is a cultural as well as a medical phenomenon. The course explores the history of the revolution and the confluence of social changes driving it forward. Also considered are its implications for self, the definition of psychic distress, and the norms and values that structure how we live.  J-term courses require approval for SOC major/minor credit.",Social & Economic Systems$Science & Society,
10092,SOC,4559,001,SEM,3,David Skubby,motuwethfr 10:00am - 3:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,New Course in Sociology,Psychoanalysis and Sociology,Open,8,20,0,10,This course provides the opportunity to offer a new topic in the subject area of sociology.,,
10085,SPAN,2010,001,Lecture,3,Ana Piriz Moguel,motuwethfr 10:00am - 3:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Intermediate Spanish,,Open,3,15,0,10,"Further develops the listening, speaking, reading and writing skills. SPAN 2010 enables students to successfully perform linguistic tasks that allow them to communicate in everyday situations (e.g., narrating present, past and future activities, and expressing hopes, desires, and requests). Students also read journalistic and literary selections designed for Spanish-speaking audiences. Three class hours. Laboratory work is required. Followed by SPAN 2020. Prerequisite: Passing grade in SPAN 1020 or 1060; a score of 520-590 on the SAT II test; 326-409 on the UVa placement test; or permission of the department.",,
10098,SPAN,2010,002,Lecture,3,Maria Monteros-Freeman,motuwethfr 10:00am - 3:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Intermediate Spanish,,Closed,12,15,0,10,"Further develops the listening, speaking, reading and writing skills. SPAN 2010 enables students to successfully perform linguistic tasks that allow them to communicate in everyday situations (e.g., narrating present, past and future activities, and expressing hopes, desires, and requests). Students also read journalistic and literary selections designed for Spanish-speaking audiences. Three class hours. Laboratory work is required. Followed by SPAN 2020. Prerequisite: Passing grade in SPAN 1020 or 1060; a score of 520-590 on the SAT II test; 326-409 on the UVa placement test; or permission of the department.",,
10064,STAT,1601,001,Lecture,3,Prince Afriyie,motuwethfr 10:00am - 3:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Introduction to Data Science with R,,Open,52,60,0,25,"This course provides an introduction to the process of collecting, manipulating, exploring, analyzing, and displaying data using the statistical software R. The collection of elementary statistical analysis techniques introduced will be driven by questions derived from the data. The data used in this course will generally follow a common theme. No prior knowledge of programming, data science, or statistics is required.","Quantification, Computation & Data Analysis",
10082,STAT,1601,002,Lecture,3,Evan Bagley,motuwethfr 10:00am - 3:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Introduction to Data Science with R,,Closed,17,24,0,25,"This course provides an introduction to the process of collecting, manipulating, exploring, analyzing, and displaying data using the statistical software R. The collection of elementary statistical analysis techniques introduced will be driven by questions derived from the data. The data used in this course will generally follow a common theme. No prior knowledge of programming, data science, or statistics is required.","Quantification, Computation & Data Analysis",
10066,STS,2500,001,Lecture,3,Hannah Rogers,motuwethfr 10:00am - 4:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Science and Technology in Social and Global Context,A Sense of Place,Open,14,20,0,10,"This course invites students to explore the implications of STS core concepts within a specific topical or disciplinary area, drawing out the implications of STS 1500 in depth. The course explores the social and global context of engineering, science and technology. Although writing and speaking skills are emphasized, more attention is given to course content and the students' analytical abilities. Prerequisites: STS 1500 or an equivalent STS course.",,
10077,STS,2500,002,Lecture,3,Bryn Seabrook,motuwethfr 10:00am - 3:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Science and Technology in Social and Global Context,"Science, Tech, and Environment",Open,13,25,0,10,"This course invites students to explore the implications of STS core concepts within a specific topical or disciplinary area, drawing out the implications of STS 1500 in depth. The course explores the social and global context of engineering, science and technology. Although writing and speaking skills are emphasized, more attention is given to course content and the students' analytical abilities. Prerequisites: STS 1500 or an equivalent STS course.",,
10095,STS,2500,003,Lecture,3,Benjamin Laugelli,motuwethfr 9:30am - 2:30pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Science and Technology in Social and Global Context,The LEGO Course,Open,36,40,0,10,"This course invites students to explore the implications of STS core concepts within a specific topical or disciplinary area, drawing out the implications of STS 1500 in depth. The course explores the social and global context of engineering, science and technology. Although writing and speaking skills are emphasized, more attention is given to course content and the students' analytical abilities. Prerequisites: STS 1500 or an equivalent STS course.",,
10096,STS,2500,004,Lecture,3,Robert Powers,motuwethfr 8:30am - 3:30pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Science and Technology in Social and Global Context,American Health Care,Open,9,24,0,10,"This course invites students to explore the implications of STS core concepts within a specific topical or disciplinary area, drawing out the implications of STS 1500 in depth. The course explores the social and global context of engineering, science and technology. Although writing and speaking skills are emphasized, more attention is given to course content and the students' analytical abilities. Prerequisites: STS 1500 or an equivalent STS course.",,
10083,WGS,3897,001,Lecture,3,Lisa Speidel,motuwethfr 10:00am - 3:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Gender Violence and Social Justice,,Closed,20,30,0,10,"Introduction to dynamics of gender-based violence, the political and cultural structures that perpetuate it, and avenues for achieving social justice. Students will think critically about the (largely) domestic impact of this violence, and develop a practical understanding of how it intersects with other forms of oppression, by applying theory to real-world problems through experiential learning projects in the community and at the University.",Social & Economic Systems,
