ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,WaitlistLimit,Description,Disciplines,Cost
10120,CE,4995,002,IND,1 - 4,Venkataraman Lakshmi,tba,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Civil Engineering Research,,Open,1,30,0,0,"Study of a civil engineering problem in depth by each student using library, computer, or laboratory facilities. The project is conducted in close consultation with departmental faculty and involves survey, analysis, or project development. Progress reports and a comprehensive written report are required. May be repeated if necessary. Prerequisite: Contact individual professor for Instructor Permission.",,
10059,DS,4002,001,Lecture,3,Brian Wright,motuwethfr 10:00am - 2:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Data Science Project Course,,Open,7,25,0,10,The data science project course will allow students to take the knowledge gained in each of the four required courses and apply them to a data driven problem. Students will work in groups and can either choose a project provided by SDS faculty or can propose a project for approval. Upon completion of the course students will be required to present their results and publish project content to an open forum.,,
10117,EDIS,9991,001,IND,1 - 12,April Salerno,tba,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Ed.D. Research,,Open,1,10,0,0,Ed.D. Research conducted under the guidance of dissertation/capstone committee. 12 hours required for graduation. Permission of Instructor required.,,
10080,ENGL,1910,001,Lecture,3,Margaret Gardiner,motuwethfr 8:00am - 2:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Public Speaking,,Closed,11,18,0,10,"The development of skills in the preparation, delivery, and criticism of speeches, with emphasis on the function of audience analysis, evidence, organization, language, and style. For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses.","Artistic, Interpretive, & Philosophical Inquiry",
10100,ENWR,2559,001,SEM,3,"Srda Popovic, Stephen Parks",motuwethfr 10:00am - 2:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,New Course in Writing and Rhetoric,Rebuilding Democracy,Open,10,25,0,10,"This course provides the opportunity to offer a new topic in the subject area of academic, professional, and creative writing. For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses.",,
10099,EVSC,4050,001,Lecture,3,Stephen Macko,motuwethfr 10:00am - 3:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Topics in Oceanography,,Open,23,25,0,10,Introduces oceanography together with a survey of marine resources and the scientific bases for their management. Prerequisite: One year college-level science.,"Chemical, Mathematical, and Physical Universe$Living Systems",
10114,FREN,3559,001,Lecture,1 - 4,Lova Rajaonarisoa,motuwethfr 10:00am - 3:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,New Course in French and Francophone Cultural Topics,French for Intl Relations,Open,8,15,0,10,This course provides the opportunity to offer a new topic in the subject area of French and Francophone culture.,,
10050,GBUS,7210,001,Lecture,1.5,Brian Moriarty,moweth 8:00am - 9:25am,***,01/04/2022 - 01/14/2022,Brian Moriarty,moweth 10:00am - 11:25am,***,01/04/2022 - 01/14/2022,Brian Moriarty,moweth 12:00pm - 1:25pm,***,01/04/2022 - 01/14/2022,,,,,Leadership Communication,,Open,0,50,0,0,"This course gives students the guidance and hands-on experience that will allow them to communicate effectively as managers and leaders. Students will examine communication strategies essential for success in business, identify their personal strengths and goals, and practice activities that build upon proven competencies and offer practice in new approaches. Students will gain comfort and skill in a personal communication style that is authentic, credible, and authoritative. The course will improve students' understanding of and ability to apply communication strategy, and will help them not only appreciate the power of personal and organizational narratives but also deliver successful written documents and oral presentations.",,
10051,GBUS,7210,002,Lecture,1.5,Marc Modica,moweth 8:00am - 9:25am,***,01/04/2022 - 01/14/2022,Marc Modica,moweth 10:00am - 11:25am,***,01/04/2022 - 01/14/2022,Marc Modica,moweth 12:00pm - 1:25pm,***,01/04/2022 - 01/14/2022,,,,,Leadership Communication,,Open,0,50,0,0,"This course gives students the guidance and hands-on experience that will allow them to communicate effectively as managers and leaders. Students will examine communication strategies essential for success in business, identify their personal strengths and goals, and practice activities that build upon proven competencies and offer practice in new approaches. Students will gain comfort and skill in a personal communication style that is authentic, credible, and authoritative. The course will improve students' understanding of and ability to apply communication strategy, and will help them not only appreciate the power of personal and organizational narratives but also deliver successful written documents and oral presentations.",,
10055,GBUS,8058,001,Lecture,1.5,"Ming-Jer Chen, Varshik Nimmagadda",motuwethfr 9:00am - 12:00pm,***,01/10/2022 - 01/14/2022,,,,,,,,,,,,,"Disruption, Response, and Transformation",,Open,11,72,0,0,"This course focuses on disruption as a source of transformational change within a firm, an industry, or society. Disruptions generally require organizations to significantly change their operations, resource allocation, or business model. Examining disruption through three different lenses--customer (including technology), societal, and political--the course teaches students how to harness disturbances to drive positive change at their organizations.",,
10052,GBUS,8156,001,Lecture,1.5,Morela Hernandez,motuwethfr 8:00am - 5:00pm,***,01/04/2022 - 01/14/2022,,,,,,,,,,,,,Creating a New Normal,,Open,0,50,0,0,"The COVID-19 pandemic has effectively upended social and professional spheres of life. We are living in a moment rich with opportunities to improve how we live, how we relate to society, how we interact with government, and how we do business. By leveraging behavioral science tools to explore and experiment, you will learn how to take advantage of the unique opportunity we have to redefine the scope of our priorities and collective actions.",,
10044,GBUS,8439,001,Lecture,1.5,Robert Smelick,motuwethfr 9:00am - 5:00pm,***,01/10/2022 - 01/14/2022,,,,,,,,,,,,,Leadership and Cultures of Trust & Innovation,,Open,42,65,0,0,"This course uses business cases to explore leadership that is highly effective at building cultures of innovation. It focuses on how leaders can construct environments that encourage employees to search for innovative ways to improve the competitiveness of the enterprise, on a daily basis without external direction and instruction, and how these environments (cultures) can guide both strategic and executive decisions to optimize enterprise performance. It also demonstrates why innovation is increasingly important, not only to technology companies but also to companies across a broad spectrum of industries. Through business cases and filmed interviews, students will examine companies and leaders that have been successful at building cultures of innovation. The course is intended for students who seek to lead a business organization. It may also be useful for students wishing to pursue an investment career, as identifying leadership that creates cultures of innovation is believed by many to be a key ingredient in successful investing. Prerequisites: Restricted to Darden students.",,
10054,GBUS,8500,001,Lecture,1.5 - 3,"Carolyn Miles, Scott Beardsley",motuwethfr 10:00am - 5:00pm,***,01/10/2022 - 01/14/2022,,,,,,,,,,,,,Special Topics Seminar,The CEO in the 21st Century,Open,32,72,0,0,Each seminar is a course of study for students with special interests in business administration topics not currently included in the normal course offerings of the MBA Program. The seminar topics should be consistent with the objectives of the Second Year Program.,,
10049,GBUS,8517,001,Lecture,1.5,Marc Modica,tba,***,01/04/2022 - 01/14/2022,,,,,,,,,,,,,Addressing Tough Problems in Business and Society-India,,Open,0,50,0,0,"We will explore how businesses and government entities are working separately and together to solve complex societal issues such food and water mgmt, health care, urban planning and farming, and issues around gender and minority rights.",,
10046,GBUS,8620,001,Lecture,1.5,Kim Whitler,motuwethfr 8:00am - 5:00pm,***,01/04/2022 - 01/14/2022,,,,,,,,,,,,,"Brand Management: Creative, Testing & Analyzing New Brand Strategies",,Open,0,75,0,0,"This course targets those students who intend to work in consumer marketing, advertising, consulting, or retailing. There are four modules in the course: Marketing Mix and Budgeting Decisions, Branding, Price Strategy and Tactics, and Product Line Policy. This 15-session course focuses on the use of marketing discipline to create and capture value and emphasizes the need for accountability in the marketing function. Prerequisites: Restricted to Darden students.",,
10047,GBUS,8633,001,Lecture,1.5,Alexander Cowan,motuwethfr 10:00am - 6:00pm,***,01/10/2022 - 01/14/2022,,,,,,,,,,,,,Software Development,,Open,13,120,0,0,"For the Darden student who wants to increase their creative confidence on software related projects, Software Development is an experiential SY elective that delivers hands-on coding experience for the non-engineer. Unlike online only options like codeacademy, SID offers a Darden compatible format with the hands-on assistance that students need to acquire the necessary skills in a single quarter.",,
10048,GBUS,8645,001,Lecture,1.5,"June West, Paul Simko",motuwethfr 8:00am - 5:00pm,***,01/04/2022 - 01/14/2022,,,,,,,,,,,,,Honor the Trad of Past While Confront the Chall of the Future-Dubai/Bahrain,,Open,0,50,0,0,"The course will explore the issues facing leaders in the region through engagements in Dubai in the United Arab Emirates and the Kingdom of Bahrain. These two countries have adopted different approaches to economic development and their vision for the future while considering their long tradition and history. We will explore the current and future plans for economic development, the role of business leaders in shaping these changes and their roles.",,
10053,GBUS,8698,001,IND,1,Timothy Laseter,tba,***,01/04/2022 - 01/14/2022,,,,,,,,,,,,,Global Client Projects II,,Open,13,50,0,0,"Provide an opportunity for students to describe a specific business problem clearly, succinctly, and in a manner that fosters reflection, discussion, and learning. Challenge students to analyze and resolve an unstructured managerial problem and offer them an opportunity to work closely with a faculty member. Produce a case study of quality, focus suitable for inclusion in the MBA curriculum, together with a written analysis.",,
10045,GBUS,8721,001,Lecture,1.5,Shane Dikolli,tba,***,01/04/2022 - 01/14/2022,,,,,,,,,,,,,Australia-Local Culture and International Business Expansion,,Open,0,50,0,0,"This course will travel to Sydney and Melbourne and is designed to help you: get up-close and first-hand exposure to Australian culture and business climate, through the lens of 3 specific business industries: travel, sport, and wine. To witness the dynamic nature of Australia's business innovation and change in four specific businesses across the 3 industries: Qantas, Cricket Australia, Australian Football League, and Giant Step Wine.",,
10127,HEBR,4993,001,SEM,1 - 3,Zvi Gilboa,tba,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Independent Study in Hebrew,,Open,1,2,0,0,Independent study for advanced students of Hebrew. Prerequisite: Instructor permission.,,
10101,HIEA,3141,001,Lecture,3,Bradly Reed,motuwethfr 10:00am - 2:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Political and Social Thought in Modern China,,Open,22,25,0,10,"Studies political and social thought from the early 20th century to the present, as reflected in written sources (including fiction), art, and films.",Cultures & Societies of the World$Historical Perspectives,
10068,HIST,2013,001,SEM,3,Jeffrey Rossman,motuwethfr 10:00am - 3:30pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Why Did They Kill? Interpreting Genocide and Its Perpetrators,,Open,16,20,0,10,"Grounded in discussion and analysis of primary sources from twentieth-century genocides, key works of scholarship, and documentary films, this course endeavors to understand the complex but tragically recurring process whereby regimes from across the political spectrum implement policies of one-sided mass killing and transform ordinary people into genocidal killers.","Artistic, Interpretive, & Philosophical Inquiry$Historical Perspectives",
10057,ISSS,3045,101,Lecture,3,Susanna Williams,motuwethfr 6:00pm - 10:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Science and Practice of Mindfulness,,Open,23,25,0,0,"Considers the latest scientific findings about the mind-body connection, offers students the opportunity to experience them through direct mindfulness meditative practices. Explores formal and informal mindfulness practices, the contextual background of mindfulness, and applies them to a variety of professions and settings. Covers a range of contemplative exercises that cultivate emotional balance and the ability to cope with stress.",,
10056,ISSS,3720,101,Lecture,3,David Corlett,mo 12:00am - 12:01am,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Witchcraft,,Open,24,25,0,0,"Surveys Western attitudes toward magic and witchcraft from ancient times to the present, with emphasis on the European age of witch hunting, 1450-1750.",,
10071,JAPN,1559,001,Lecture,3,Tomoko Marshall,motuwethfr 9:30am - 3:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,New Course in Japanese,Elem Intens Japanese Convers,Open,3,15,0,10,New course in Japanese.,,
10019,LAW,7501,1ZO,Lecture,1,"Charles Barzun, David Plunkett",tuwethfr 1:00pm - 4:00pm,***,01/18/2022 - 01/21/2022,,,,,,,,,,,,,Special Topics in Law Short Course (SC),"Social Id, Critcl Theory & Law",Open,5,12,0,199,Various short topics offered at the Law School.,,
10004,LAW,7600,1,Lecture,1,George Rutherglen,tuwethfr 9:00am - 12:00pm,***,01/18/2022 - 01/21/2022,,,,,,,,,,,,,Admiralty (SC),,Open,8,16,0,25,"This short course will examine the basic substantive and procedural doctrines in federal maritime law and compare them to analogous doctrines in other areas of law. Among the topics to be covered are: jurisdiction in admiralty, carriage of goods by sea, collision, personal injury and wrongful death, salvage, and piracy.",,
10058,LAW,7621,1ZO,SEM,1,"Gabrielle Brussel, Kimberly Krawiec",tuwethfr 9:00am - 12:00pm,***,01/18/2022 - 01/23/2022,,,,,,,,,,,,,"Covid and Contracts: Courts, Regulation, and Drafting (SC)",,Open,4,16,0,199,"This course exposes students to an increasingly-common legal question in the wake of Covid-19: when will parties be excused from performance due either to contractual provisions (e.g. force majeure) or common law doctrines such as impossibility, impracticability, and frustration?",,
10001,LAW,7624,1ZO,Lecture,1,A. E. Howard,tuwethfr 9:00am - 12:00pm,***,01/18/2022 - 01/21/2022,,,,,,,,,,,,,Virginia and the Constitution (SC),,Open,14,16,0,199,"In the 400 years since its first settlement, Virginia has been intimately intertwined with the central themes of American constitutionalism - the idea of rights, the balance between national and state power, the nature of religious liberty, the problem of race and discrimination, etc. In this short course, we will consider selected persons, documents, and events which illuminate those themes.",,
10007,LAW,7645,1,Lecture,1,John Setear,tuwethfr 1:00pm - 4:00pm,***,01/18/2022 - 01/21/2022,,,,,,,,,,,,,Baseball (SC),,Open,12,16,0,199,This course examines the effect of various laws and law-like rules on Major League Baseball. Suitable for non-experts and will include (optional) session aimed at bringing them up to speed.,,
10021,LAW,7647,1,Lecture,1,"Abraham Sutherland, Michael Gilbert",tuwethfr 1:00pm - 4:00pm,***,01/18/2022 - 01/21/2022,,,,,,,,,,,,,Cryptocurrency Law and Policy (SC),,Open,14,16,0,199,"This course will address legal and policy issues related to cryptocurrency. We will study what cryptocurrency is, why people demand it, and what advantages and disadvantages it has compared to conventional money. We will connect cryptocurrency to tax, criminal law, smart contracts, and other legal topics. The course is meant to be complementary to, and not mutually exclusive with, Cryptocurrency Regulation (SC) (LAW 7808).",,
10029,LAW,7665,1,SEM,1,Aditya Bamzai,tuwethfr 9:00am - 12:00pm,***,01/18/2022 - 01/21/2022,,,,,,,,,,,,,Advanced Administrative Law (SC),,Open,5,12,0,199,"This course will confront historical and modern controversies in administrative law. Topics will change from year to year, but may include: the appropriate contours of executive, legislative, and judicial control over federal government decisionmaking; the scope of judicial review of agency action; and the meaning of major statutes, such as the Administrative Procedure Act, governing the administrative state.",,
10002,LAW,7692,1,Lecture,1,"Molly Shadel, Paul Devamithran, Stephanie Cagniart",tuwethfr 9:00am - 12:00pm,***,01/18/2022 - 01/21/2022,,,,,,,,,,,,,Persuasion (SC),,Open,17,30,0,199,This short course offers a quick but intensive training course in effective verbal communications.,,
10003,LAW,7702,1,Lecture,1,"Quinn Curtis, Rob Masri",tuwethfr 9:00am - 12:00pm,***,01/18/2022 - 01/21/2022,,,,,,,,,,,,,Legal Practice and the Startup Company: An Inside Look (SC),,Open,15,16,0,199,"This short course will provide students with a unique perspective into the many aspects of a start-up business - from creation and capitalization to IP protection and skills needed for day-to-day operations. Students will engage and explore business planning, entity choice, governance, financing, and exit opportunities.",,
10022,LAW,7713,1,Lecture,1,Cynthia Nicoletti,tuwethfr 9:00am - 12:00pm,***,01/18/2022 - 01/21/2022,,,,,,,,,,,,,Federalism (SC),,Open,4,12,0,199,"This course will explore the division of authority between the states and the national government. We will focus on the ""federalism revolution"" in the Rehnquist and Roberts Courts, paying attention to recent decisions about the limits on federal regulatory power and federal court jurisdiction. Grades will be based on class participation and a writing assignment.",,
10027,LAW,7780,1,Lecture,1,"Michael McDonald, Ruth Mason",tuwethfr 1:00pm - 4:00pm,***,01/18/2022 - 01/21/2022,,,,,,,,,,,,,Taxing Multinationals in a Global Economy (SC),,Open,3,15,0,199,"This is a short course about how countries tax the income of multinational companies. The course will provide an overview of the fundamentals of U.S. transfer pricing rules in the global context, with due attention to how countries work out their differences when it comes to sharing the tax base.",,
10006,LAW,7788,1,Lecture,1,Jed Rakoff,tuwethfr 1:00pm - 4:00pm,***,01/18/2022 - 01/21/2022,,,,,,,,,,,,,Science and the Courts (SC),,Open,12,14,0,99,An examination of the numerous and increasingly sophisticated ways in which science and scientific evidence impacts the legal system and how scientifically unsophisticated judges try to deal with it.,,
10020,LAW,7796,1,Lecture,1,"Charles Crabtree, Kevin Cope",tuwethfr 1:00pm - 4:00pm,***,01/18/2022 - 01/21/2022,,,,,,,,,,,,,Computational Text Analysis for Legal Practice (SC),,Open,9,12,0,199,"Automatic text analysis is transforming the legal field by improving discovery, facilitating contract review and analysis, and improving the summary and analysis of legal documents more generally. This short course introduces students to modern quantitative text analysis techniques, with the ultimate goal of providing students with the skills necessary to apply these methods in their own research or practice.",,
10010,LAW,7797,1ZO,Lecture,1,"Andrew Hayashi, Howard Wachtel",tuwethfr 9:00am - 12:00pm,***,01/18/2022 - 01/21/2022,,,,,,,,,,,,,Economic Statecraft and Public International Law (SC),,Open,8,13,0,199,"This course will examine the legal tools and frameworks available to United States government policymakers in dealing with threats from states and non-state actors. These tools -- most notably sanctions -- allow the government to use coercive measures to promote peace and security, further foreign policy objectives, and stem the rise of terrorism.",,
10011,LAW,7805,1ZO,SEM,1,"Amul Thapar, Andrew Oldham",motuweth 9:00am - 12:00pm,***,01/10/2022 - 01/13/2022,,,,,,,,,,,,,Founders and Foes (SC),,Closed,10,12,0,199,"This course will explore the arguments for and against our great Constitution. Only by understanding the original debates can you understand the document's original meaning. And to understand the original debates you cannot read the Federalist Papers alone. During this class, we will have the opportunity to discuss the reasons for and against the Constitution, the Executive, Legislative, and Judicial Power, and the need for the Bill of Rights.",,
10025,LAW,7812,1ZO,SEM,1,"Amanda Dallo, Kimberly Robinson",tuwethfr 9:00am - 12:00pm,***,01/18/2022 - 01/21/2022,,,,,,,,,,,,,Title IX: The Law and Policy of Sex Discrimination in Education (SC),,Open,5,16,0,199,"This course will examine the history of discrimination against girls and women that led to the enactment of Title IX of the Education Amendments of 1972 as well as current Title IX law and policy. We will assess Title IX's application to athletics, sexual harassment and single-sex schools as well as other topics as time permits.",,
10016,LAW,7826,1,Lecture,1,Megan Stevenson,tuwethfr 9:00am - 12:00pm,***,01/18/2022 - 01/21/2022,,,,,,,,,,,,,"Truth, Lies and Statistics for Lawyers (SC)",,Open,5,14,0,199,This class will cover the basics of statistical analysis as relevant to lawyers.,,
10043,LAW,7828,1ZO,SEM,1,"Cathy Hwang, Peter Lyons",tuwethfr 1:00pm - 4:00pm,***,01/18/2022 - 01/21/2022,,,,,,,,,,,,,The Corporate Law of HBO's Succession (SC),,Open,13,16,0,199,This short course examines the corporate law of HBO's TV show Succession.,,
10130,LAW,8810,1,PRA,1,Molly Shadel,tba,***,01/18/2022 - 01/23/2022,,,,,,,,,,,,,Directed Research,,Closed,1,1,0,0,Eligible students receive credit for serving as research assistants supervised by selected law school faculty members.,,
10008,LAW,8829,1,PRA,1,A. Ryan,tba,***,01/03/2022 - 01/15/2022,,,,,,,,,,,,,JT Externship: Field Experience (SC),,Closed,3,1,0,0,"This field experience is one part of a two-part externship combining academic study and work experience under the supervision of a faculty member and an educational, charitable, governmental or nonprofit host organization.",,
10009,LAW,8830,1,IND,1,A. Ryan,tba,***,01/03/2022 - 01/15/2022,,,,,,,,,,,,,JT Externship: Directed Study (SC),,Closed,3,1,0,0,"This directed study is one part of a two-part externship combining academic study and work experience under the supervision of a faculty member and an educational, charitable, governmental or nonprofit host organization.",,
10078,LPPP,3500,001,Lecture,3,Stephanie Randolph,motuwethfr 10:00am - 3:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Special Topics in Social Entrepreneurship,Impact Invst in Act:Appalachia,Closed,15,15,0,10,Topical course in social entrepreneurship,,
10116,LPPP,4559,001,Lecture,3,William Antholis,motuwethfr 9:00am - 2:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,New Course in Public Policy and Leadership,The Biden First Year,Open,10,12,0,10,Investigates a selected issue in public policy or leadership.,,
10090,LPPS,3440,001,Lecture,3,Brendan Boler,motuwethfr 10:00am - 3:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Intro to Mngmt Consulting & Strategic Decision Making,,Open,41,60,0,0,"Students study complex & ambiguous problems like a strategy consultant. The immersive, case-based course gives students the skills & confidence to navigate complex business problems & facilitate discussion around the psychology of decision making teams. Learn hypothesis driven structured problem-solving approach & apply to mock case interviews & live consulting project w/a real-world client. Final case competition is presented to alumni leaders.",,
10122,LPPS,5440,001,Lecture,3,Brendan Boler,motuwethfr 10:00am - 3:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Intro to Management Consulting and Strategic Decision Making,,Closed,3,3,0,0,"Students study complex & ambiguous problems like a strategy consultant. The immersive, case-based course gives students the skills & confidence to navigate complex business problems & facilitate discussion around the psychology of decision making teams. Learn hypothesis driven structured problem-solving approach & apply to mock case interviews & live consulting project w/a real-world client. Final case competition is presented to alumni leaders.",,
10106,MATH,2700,001,Lecture,3,David Sherman,motuwethfr 9:30am - 2:30pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Euclidean and Non-Euclidean Geometry,,Open,7,18,0,10,"Examines assumptions and methods in the original text of Euclid's Elements. Covers selected geometric topics such as symmetries, spherical geometry, curvature, the dissection theory of area, constructible numbers, and the discovery of non-Euclidean geometry. Prerequisite: Some familiarity with calculus.","Chemical, Mathematical, and Physical Universe",
10087,MDST,3320,001,SEM,3,Bruce Williams,motuwethfr 11:00am - 5:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,The Politics of Video Games,,Open,19,20,0,10,Video gaming is the fastest growing form of media: Americans spend twice as much on gaming as on recorded music and it is estimated that young men average over 670 hours a year playing video games. Yet we know relatively little about the broader social and political impact of this new medium. This class will sample the existing literature and explore ways of understanding the political implications (broadly defined) of gaming.,Social & Economic Systems,
10075,MDST,3505,001,SEM,3,Andrea Press,motuwethfr 12:00pm - 5:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Special Topics in Diversity and Identity in Media,"Gender, Society, Film",Open,16,20,0,10,"This course will offer historical, comparative, and critical perspectives on issues of diversity and identity in media studies. Topics may include the relationship between media and underrepresented groups, media use in identity construction, masculinity and feminine role models in media, media power, etc.Prerequisite: MDST Major and Minors or Instructor Permission",,
10063,MDST,3559,001,SEM,3,Matthew Marshall,motuwethfr 1:00pm - 5:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,New Course in Media Studies,The Comedy Film,Closed,56,50,0,10,This course provides the opportunity to offer a new course in the subject of Media Studies.,,
10109,MUSI,2559,001,Lecture,3,Nathan Moore,motuwethfr 10:00am - 3:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,New Course in Music,Sound Production & Storytellin,Closed,9,15,0,10,This course provides the opportunity to offer new topics in the subject of Music.,,
10074,PHS,2559,001,SEM,3,Chris Colvin,motuwethfr 9:00am - 2:00pm,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Topics in Public Health,Critical Public Health,Open,15,30,0,10,Topics in Public Health Sciences,,
10126,PHS,8881,001,PRA,1 - 3,Wendy Novicoff,tba,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Integrative Learning HP Part 1,,Open,1,30,0,0,"Practicum associated with Methods Course for Health Policy, Law & Ethics Concentration. Prerequisite: Instructor Permission",,
10128,PHS,8881,002,PRA,1 - 3,Aaron Pannone,tba,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Integrative Learning HP Part 1,,Open,1,30,0,0,"Practicum associated with Methods Course for Health Policy, Law & Ethics Concentration. Prerequisite: Instructor Permission",,
10129,PHS,8881,003,PRA,1 - 3,Heather Zelle,tba,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Integrative Learning HP Part 1,,Open,1,30,0,0,"Practicum associated with Methods Course for Health Policy, Law & Ethics Concentration. Prerequisite: Instructor Permission",,
10125,PHS,8901,001,PRA,1,Paige Hornsby,tba,***,01/03/2022 - 01/14/2022,,,,,,,,,,,,,Applied Practice Experience II,,Open,2,30,0,0,"The Applied Practice is a planned, supervised & evaluated work experience with an organization that contributes to the health of a community. Students apply skills learned in the program to a real-world setting & work toward achieving competencies. Placements are selected based on the interests & needs of the student. A min of 50 hours is required; placements may occur during an academic year, one semester or over summer.",,
