ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
10037,AAS,2224,001,SEM,"3","Lisa Shutt","MoTuWeThFr 10:00am - 3:00pm","TBA","01/02/2024 - 01/12/2024","","","","","","","","","","","","","Black Femininities and Masculinities in the US Media","",Open,0,16,0,"This course, taught as a lower-level seminar, will address the role the media has played in creating images and understandings of 'Blackness' in the United States, particularly where it converges with popular ideologies about gender."
10132,AAS,3671,001,Lecture,"3","Jalane Schmidt","MoTuWeThFr 10:00am - 3:00pm","TBA","01/02/2024 - 01/12/2024","","","","","","","","","","","","","History of the Civil Rights Movement","",Open,0,16,0,"This course examines the history and legacy of the African American struggle for civil rights in twentieth century America. It provides students with a broad overview of the civil rights movement -- the key issues, significant people and organizations, and pivotal events -- as well as a deeper understanding of its scope, influence, legacy, and lessons for today."
10173,ARTH,2052,001,Lecture,"3","Anastasia Dakouri-Hild","MoTuWeThFr 10:00am - 3:00pm","-","01/02/2024 - 01/12/2024","","","","","","","","","","","","","Ancient Egypt","",Open,0,20,0,"Survey of Egyptian art and architecture (Predynastic-New Kingdom, 4000-1100 BC). The course introduces students to the great monuments and works of art, and to the beliefs that engendered them. While the focus is on pharaonic 'visual' culture, neglected 'others' (women, cross-gendered persons, foreigners, commoners) and their material/visual cultures are brought to attention to provide a nuanced understanding of Egyptian society and culture."
10039,ARTS,2000,001,STO,"3","Amy Chan","MoTuWeThFr 10:00am - 3:00pm","TBA","01/02/2024 - 01/12/2024","","","","","","","","","","","","","Introduction to Studio Art","",Open,0,20,0,"An introductory course, divided into three segments, which serves as a prerequisite to all studio courses. In Drawing students will learn observational drawing and how visual thinking connects with the hand. The Conceptual segment will exercise creative problem-solving skills and teach students to engage in critical discourse. The Digital segment teaches basic technical skills and digital tools including still and moving image and sound."
10140,ARTS,2530,001,STO,"3","Anna Hogg","MoTuWeThFr 1:00am - 3:00pm","TBA","01/02/2024 - 01/12/2024","","","","","","","","","","","","","Special Topics in Cinematography","",Open,0,10,0,"An introduction to the specialized materials, methods, processes, and cultural issues as they relate to the history and practice of cinematography."
10040,ARTS,2560,001,STO,"3","Akemi Ohira","MoTuWeThFr 10:00am - 3:00pm","TBA","01/02/2024 - 01/12/2024","","","","","","","","","","","","","Special Topics in Printmaking: Works On/Of Paper","Works On Paper",Open,0,16,0,"This studio class explores works on paper, including monotype, monoprint, mixed media and paper construction. There's no prerequisite for this class."
10176,BME,8995,001,IND,"2","Jonathan Rosen","TBA","TBA","01/02/2024 - 01/12/2024","","","","","","","","","","","","","M.E. Supervised Project Research (M.E. STUDENTS ONLY)","",Open,0,30,0,"FOR M.E. STUDENTS ONLY. A research project in biomedical engineering conducted in consultation with a faculty advisor. Includes the design, execution, and analysis of experimental laboratory work and computational or theoretical computer analysis of a problem. Fulfills the project requirement for the Biomedical Engineering Masters of Engineering degree. Prerequisites: Instructor Permission Required."
10077,DS,4002,001,Lecture,"3","Brian Wright","MoTuWeThFr 10:00am - 3:00pm","-","01/02/2024 - 01/12/2024","","","","","","","","","","","","","Data Science Project","",Open,0,25,0,"The data science project course will allow students to take the knowledge gained in each of the four required courses and apply them to a data driven problem. Students will work in groups and can either choose a project provided by SDS faculty or can propose a project for approval. Upon completion of the course students will be required to present their results and publish project content to an open forum."
10055,EDIS,9991,001,IND,"1 - 12","April Salerno","TBA","TBA","01/02/2024 - 01/12/2024","","","","","","","","","","","","","Ed.D. Research","",Open,0,10,0,"Ed.D. Research conducted under the guidance of dissertation/capstone committee. 12 hours required for graduation. Permission of Instructor required."
10045,ENCW,4830,001,WKS,"3","Lisa Spaar","MoTuWeThFr 10:00am - 3:00pm","TBA","01/02/2024 - 01/12/2024","","","","","","","","","","","","","Advanced Poetry Writing I","",Open,0,12,0,"For advanced students with prior experience in writing poetry. Student work is discussed in class and in individual conferences. Reading in contemporary poetry is also assigned. May be repeated with different instructor. For instructions on how to apply to this class, see creativewriting.virginia.edu/ugrad."
