ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
10114,GSGS,2211,001,Lecture,"3","James La Fleur","MoTuWeThFrSa 10:00am - 4:00pm","New Cabell Hall 395","01/02/2020 - 01/11/2020","","","","","","","","","","","","","Environment, Health, and Development in Africa","",Open,15,20,0,"This course explores the changing relationships between people in Africa, their environments, and global neighbors since 1900. Issues covered include imperialism, conservation, the Green Revolution, HIV/AIDS, petroleum, Chinese investments, and recent viral epidemics. Course focus is on Africa, but issues are global and comparative, and learning therefore applicable to other places."
10084,GSGS,3365,001,SEM,"3","Gretchen Steidle","MoTuWeThFrSa 10:00am - 3:30pm","New Cabell Hall 232","01/02/2020 - 01/11/2020","","","","","","","","","","","","","Conscious Social Change: Contemplation and Innovation for Social Change","",Open,4,30,0,"This course offers an experiential social venture incubator integrating mindfulness-based leadership and contemplative practices and social entrepreneurship tools. Students will work in teams to develop a business plan for a real or hypothetical social-purpose venture. Daily contemplative practice, interactive personal leadership work and dialogue will allow students to explore both the inner and external dimensions of becoming change leaders."
10085,HIEA,3141,001,Lecture,"3","Bradly Reed","MoTuWeThFrSa 10:00am - 3:00pm","New Cabell Hall 032","01/02/2020 - 01/11/2020","","","","","","","","","","","","","Political and Social Thought in Modern China","",Closed,22,25,0,"Studies political and social thought from the early 20th century to the present, as reflected in written sources (including fiction), art, and films."
10111,HIST,2559,001,Lecture,"3","Jeffrey Rossman","MoTuWeThFrSa 11:00am - 5:00pm","New Cabell Hall 338","01/02/2020 - 01/11/2020","","","","","","","","","","","","","New Course in General History","Interpreting Genocide and Its Perpetrators",Open,9,20,0,"This course provides the opportunity to offer a new topic in the subject area of general history."
10122,ISBU,3852,101,Lecture,"3","Steven Laymon","Th 12:11am - 12:12am","Web-Based Course-No class mtgs","01/02/2020 - 01/11/2020","","","","","","","","","","","","","Innovation in Reluctant Organizations: Profiling in the FBI","",Open,11,12,0,"Examines paradigm innovation (when an organization upends basic assumptions about core organizational purposes) with particular emphasis on the ways policing has been resistant to innovation. Focuses on the introduction of psychological profiling as a tool to capture a new class of antisocial criminals. Centers discussion on Thomas Kuhn's The Structure of Scientific Revolutions to understand the success of profiling as an illuminating example."
10123,ISSS,3852,101,Lecture,"3","Steven Laymon","Th 12:12am - 12:13am","Web-Based Course-No class mtgs","01/02/2020 - 01/11/2020","","","","","","","","","","","","","Innovation in Reluctant Organizations: Profiling in the FBI","",Closed,13,13,0,"Examines paradigm innovation (when an organization upends basic assumptions about core organizational purposes) with particular emphasis on the ways policing has been resistant to innovation. Focuses on the introduction of psychological profiling as a tool to capture a new class of antisocial criminals. Centers discussion on Thomas Kuhn's The Structure of Scientific Revolutions to understand the success of profiling as an illuminating example."
10005,LAW,7600,1,Lecture,"1","George Rutherglen","MoTuWeThFr 9:30am - 12:00pm","Slaughter Hall 131","01/13/2020 - 01/17/2020","","","","","","","","","","","","","Admiralty (SC)","",Open,10,13,0,"This short course will examine the basic substantive and procedural doctrines in federal maritime law and compare them to analogous doctrines in other areas of law. Among the topics to be covered are: jurisdiction in admiralty, carriage of goods by sea, collision, personal injury and wrongful death, salvage, and piracy."
10024,LAW,7608,1,Lecture,"1","Josh Bowers","MoTuWeThFr 9:30am - 12:00pm","Slaughter Hall 284","01/13/2020 - 01/17/2020","","","","","","","","","","","","","Plea Bargaining (SC)","",Open,11,12,0,"This short course will focus on plea bargaining and the guilty plea system in modern America."
10009,LAW,7610,1,Lecture,"1","Malik Laazouzi, Marie Gore","MoTuWeThFr","TBA","01/07/2020 - 01/15/2020","","","","","","","","","","","","","French Public and Private Law (SC)","",Open,18,20,0,"This short course will study the various sources of French Law, the French Civil Code, the increasing significance of case law and the impact of the European Convention of Human Rights, Towards a European Civil Code, basic principles of contracts and new directions, key notions on torts (recent trends in case law) and modern trends in family law (spouse, so-called Pacs, effects of foreign polygamy and repudiation in France, inheritance)."
10001,LAW,7624,1,Lecture,"1","A. E. Howard","MoTuWeTh 9:15am - 11:45am","Withers-Brown Hall 127","01/13/2020 - 01/17/2020","A. E. Howard","Fr 10:00am - 3:00pm","Withers-Brown Hall 127","01/17/2020","","","","","","","","","Virginia and the Constitution (SC)","",Open,8,16,0,"In the 400 years since its first settlement, Virginia has been intimately intertwined with the central themes of American constitutionalism - the idea of rights, the balance between national and state power, the nature of religious liberty, the problem of race and discrimination, etc. In this short course, we will consider selected persons, documents, and events which illuminate those themes."
10012,LAW,7637,1,Lecture,"2","Brian Bill, Stephen Saltzburg","MoTuWeThFrSaSu 8:45am - 6:00pm","Withers-Brown Hall 152","01/04/2020 - 01/09/2020","","","","","","","","","","","","","Trial Advocacy College (SC)","",Open,44,50,0,"The Trial Advocacy College is a week-long course offered each January through the offices of Virginia Continuing Legal Education (CLE). This advocacy skills, hands-on course is the most advanced advocacy training offered at the law school. Each student gets to practice every aspect of advocacy culminating in a jury trial."
10016,LAW,7645,1,Lecture,"1","John Setear","MoTuWeThFr 1:30pm - 4:00pm","Withers-Brown Hall 162","01/13/2020 - 01/17/2020","","","","","","","","","","","","","Baseball (SC)","",Open,16,21,0,"This course examines the effect of various laws and law-like rules on Major League Baseball. Suitable for non-experts and will include (optional) session aimed at bringing them up to speed."
10022,LAW,7690,1,Lecture,"1","Margaret Riley, Walter McGough","MoTuWeThFr 9:30am - 12:00pm","Withers-Brown Hall 129","01/13/2020 - 01/17/2020","","","","","","","","","","","","","Health Care Marketplace: Competition, Regulation, and Reform (SC)","",Open,10,16,0,"This short course will examine salient features of the legal and economic framework in which we provide medical care in the United States."
10002,LAW,7692,1,Lecture,"1","Molly Shadel, Robert Sayler, Sarah Hale","MoTuWeThFr 9:30am - 12:00pm","Slaughter Hall 290","01/13/2020 - 01/17/2020","Molly Shadel, Robert Sayler, Sarah Hale","MoTuWeThFr 9:30am - 12:00pm","Slaughter Hall 292","01/13/2020 - 01/17/2020","Molly Shadel, Robert Sayler, Sarah Hale","MoTuWeThFr 9:30am - 12:00pm","Slaughter Hall 294","01/13/2020 - 01/17/2020","","","","","Persuasion (SC)","",Open,27,30,0,"This short course offers a quick but intensive training course in effective verbal communications."
10003,LAW,7702,1,Lecture,"1","Quinn Curtis, Rob Masri","MoTuWeThFr 9:30am - 12:00pm","Withers-Brown Hall 278","01/13/2020 - 01/17/2020","","","","","","","","","","","","","Legal Practice and the Startup Company: An Inside Look (SC)","",Open,12,16,0,"This short course will provide students with a unique perspective into the many aspects of a start-up business - from creation and capitalization to IP protection and skills needed for day-to-day operations. Students will engage and explore business planning, entity choice, governance, financing, and exit opportunities."
10027,LAW,7716,1,Lecture,"1","Ashley Deeks","MoTuWeThFr 9:30am - 12:00pm","Withers-Brown Hall 114","01/13/2020 - 01/17/2020","","","","","","","","","","","","","Current Issues in the Laws of War (SC)","",Open,12,16,0,"The laws of war seek to reconcile the realities of armed conflict with humanitarian concerns for people affected by those conflicts. Though these laws have deep historical roots, the complexities of modern conflicts and quickly-shifting technologies make the rules both increasingly relevant and increasingly challenging to apply."
10006,LAW,7727,1,Lecture,"1","Hunter Hughes, Paul Mitchell","MoTuWeThFr 9:30am - 12:00pm","Withers-Brown Hall 104","01/13/2020 - 01/17/2020","","","","","","","","","","","","","Law and Psychology of Dispute Resolution (SC)","",Open,17,28,0,"This course will discuss the settlement of disputes from legal, psychological and practical perspectives."
10007,LAW,7738,1,Lecture,"2","Dotan Oliar, Michal Barzuza","MoTuWeThSaSu 8:00am - 6:00pm","TBA","01/11/2020 - 01/16/2020","","","","","","","","","","","","","Israeli Business Law and Innovation (SC)","",Closed,16,16,0,"This J-term course, taught in Israel, will familiarize students with the unique legal aspects of Israel's entrepreneurial culture through a series of lectures, meetings with practitioners, businesses and government institutions."
10014,LAW,7788,1,Lecture,"1","Jed Rakoff","MoTuWeThFr 9:30am - 12:00pm","Withers-Brown Hall 162","01/13/2020 - 01/17/2020","","","","","","","","","","","","","Science and the Courts (SC)","",Open,8,18,0,"An examination of the numerous and increasingly sophisticated ways in which science and scientific evidence impacts the legal system and how scientifically unsophisticated judges try to deal with it."
10020,LAW,7796,1,Lecture,"1","Charles Crabtree, Kevin Cope","MoTuWeThFr 1:30pm - 4:00pm","Withers-Brown Hall 129","01/13/2020 - 01/17/2020","","","","","","","","","","","","","Computational Text Analysis for Legal Practice (SC)","",Open,7,16,0,"Automatic text analysis is transforming the legal field by improving discovery, facilitating contract review and analysis, and improving the summary and analysis of legal documents more generally. This short course introduces students to modern quantitative text analysis techniques, with the ultimate goal of providing students with the skills necessary to apply these methods in their own research or practice."
10025,LAW,7797,1,Lecture,"1","Andrew Hayashi, Howard Wachtel","MoTuWeThFr 9:30am - 12:00pm","Withers-Brown Hall 119","01/13/2020 - 01/17/2020","","","","","","","","","","","","","Sanctions and Boycotts (SC)","",Open,13,16,0,"This course will examine the use of sanctions by United States government policymakers in dealing with threats from states and non-state actors. We will study the history of sanctions and their theoretical and empirical justification, and the full range in which sanctions are used to achieve national security goals. We will also discuss efforts to multilateralize the sanctions tool and identify best practices to maximize their effectiveness."
10023,LAW,7802,1,Lecture,"1","Emiliana Versteeg","MoTuWeThFr 9:30am - 12:00pm","Withers-Brown Hall 121","01/13/2020 - 01/17/2020","","","","","","","","","","","","","Negotiating Constitutions (SC)","",Open,6,21,0,"This class is a constitutional negotiation exercise, whereby students will be negotiating and drafting a constitution for a hypothetical country (but based on real-world dilemmas)."
10026,LAW,7804,1,Lecture,"1","Charles Barzun","MoTuWeThFr 9:30am - 12:00pm","Withers-Brown Hall Room 164","01/13/2020 - 01/17/2020","","","","","","","","","","","","","Advanced Legal Argument (SC)","",Open,8,10,0,"In this J-term course, students will read theoretical work on the nature of legal reasoning and argumentation while also using traditional legal sources (e.g., cases, statutes, and policy) to write their own arguments and to analyze and criticize the written work of their classmates."
10071,LAW,7805,1,SEM,"1","Amul Thapar, Andrew Oldham","MoTuWe 1:00pm - 4:00pm","Slaughter Hall 366","01/13/2020 - 01/15/2020","Amul Thapar, Andrew Oldham","Th 9:00am - 12:00pm","Slaughter Hall 366","01/16/2020","","","","","","","","","Founders and Foes (SC)","",Closed,12,12,0,"This course will explore the arguments for and against our great Constitution. Only by understanding the original debates can you understand the document¿s original meaning. And to understand the original debates you cannot read the Federalist Papers alone. During this class, we will have the opportunity to discuss the reasons for and against the Constitution, the Executive, Legislative, and Judicial Power, and the need for the Bill of Rights."
10121,LAW,7807,1,Lecture,"1","John Duffy, Richard Hynes","MoTuWeThFr 9:30am - 12:00pm","Withers-Brown Hall 104A","01/13/2020 - 01/17/2020","","","","","","","","","","","","","Gun Legislation and the Second Amendment (SC)","",Open,5,13,0,"Gun regulation and the constitutional rights to keep and bear arms secured by the Second Amendment are topics of extraordinary political and legal controversy in current American society. This course will provide an introduction into these areas of controversy with a strong emphasis on data, facts, and legal doctrine."
10127,LAW,8811,1A,IND,"1","Saikrishna Prakash","TBA","TBA","01/02/2020 - 01/18/2020","","","","","","","","","","","","","Independent Research","",Closed,1,1,0,"This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
10018,LAW,8829,1,PRA,"1","A. Ryan","TBA","TBA","01/02/2020 - 01/18/2020","","","","","","","","","","","","","JT Externship: Field Experience (SC)","",Open,0,1,0,"This field experience is one part of a two-part externship combining academic study and work experience under the supervision of a faculty member and an educational, charitable, governmental or nonprofit host organization."
10019,LAW,8830,1,IND,"1","A. Ryan","TBA","TBA","01/02/2020 - 01/18/2020","","","","","","","","","","","","","JT Externship: Directed Study (SC)","",Open,0,1,0,"This directed study is one part of a two-part externship combining academic study and work experience under the supervision of a faculty member and an educational, charitable, governmental or nonprofit host organization."
10086,LPPP,3500,001,Lecture,"3","Kathryn Babineau","MoTuWeThFrSa 10:00am - 4:00pm","New Cabell Hall 191","01/02/2020 - 01/11/2020","","","","","","","","","","","","","Special Topics in Social Entrepreneurship","Corporate Social Responsibilty",Open,3,30,0,"Topical course in social entrepreneurship"
10087,LPPP,3500,002,Lecture,"3","Stephanie Randolph","MoTuWeThFrSa 8:00am - 8:00pm","TBA","01/02/2020 - 01/11/2020","","","","","","","","","","","","","Special Topics in Social Entrepreneurship","Impact Investing in Action: Appalachia",Closed,15,14,0,"Topical course in social entrepreneurship"
10131,LPPP,5500,001,SEM,"1 - 6","Kathryn Babineau","MoTuWeThFrSa 10:00am - 4:00pm","New Cabell Hall 191","01/02/2020 - 01/11/2020","","","","","","","","","","","","","Special Topics","Corporate Social Responsibilty",Open,1,30,0,"Courses examine special topics in public policy and/or leadership"
10133,LPPS,3225,001,Lecture,"3","Gretchen Steidle","MoTuWeThFrSa 10:00am - 3:30pm","New Cabell Hall 232","01/02/2020 - 01/11/2020","","","","","","","","","","","","","Conscious Social Change","",Open,1,30,0,"An experiential learning course and social venture incubator integrating and applying contemplative practice, mindful leadership skills, conscious social change methodologies and social entrepreneurship frameworks in the development of new ideas to solve local and global social issues. The course provides future change leaders with the skills to invest in their own self-understanding and initiate social change with impact at home and abroad."
10134,LPPS,5225,001,SEM,"3","Gretchen Steidle","MoTuWeThFrSa 10:00am - 3:30pm","New Cabell Hall 232","01/02/2020 - 01/11/2020","","","","","","","","","","","","","uAcademy for Conscious Change","",Open,0,30,0,"An experiential learning course and social venture incubator integrating and applying contemplative practice, mindful leadership skills, conscious social change methodologies and social entrepreneurship frameworks in the development of new ideas to solve local and global social issues. The uAcademy provides future change leaders with the skills to invest in their own self-understanding and initiate social change with impact at home and abroad."
10117,MATH,1559,001,Lecture,"3","Diana Morris","MoTuWeThFrSa 9:00am - 3:30pm","New Cabell Hall 368","01/02/2020 - 01/11/2020","","","","","","","","","","","","","New Course in Mathematics","Statistical Fallacies, Past and Present",Open,6,20,0,"This course provides the opportunity to offer a new topic in the subject of mathematics."
10088,MATH,2700,001,Lecture,"3","David Sherman","MoTuWeThFrSa 9:30am - 3:00pm","Kerchof Hall 317","01/02/2020 - 01/11/2020","","","","","","","","","","","","","Euclidean and Non-Euclidean Geometry","",Open,8,18,0,"Examines assumptions and methods in the original text of Euclid's Elements. Covers selected geometric topics such as symmetries, spherical geometry, curvature, the dissection theory of area, constructible numbers, and the discovery of non-Euclidean geometry. Prerequisite: Some familiarity with calculus."
10113,MDST,3320,001,SEM,"3","Bruce Williams","MoTuWeThFrSa 9:00am - 3:30pm","New Cabell Hall 389","01/02/2020 - 01/11/2020","","","","","","","","","","","","","The Politics of Video Games","",Open,16,20,0,"Video gaming is the fastest growing form of media: Americans spend twice as much on gaming as on recorded music and it is estimated that young men average over 670 hours a year playing video games. Yet we know relatively little about the broader social and political impact of this new medium. This class will sample the existing literature and explore ways of understanding the political implications (broadly defined) of gaming."
10112,MDST,3559,001,SEM,"3","Andrea Press, Camilla Fojas","TBA","Contact Department","01/02/2020 - 01/11/2020","","","","","","","","","","","","","New Course in Media Studies","New York Film & Media Cultures",Open,19,20,0,"This course provides the opportunity to offer a new course in the subject of Media Studies."
10109,MDST,3665,001,Laboratory,"3","Elizabeth Ellcessor","MoTuWeThFrSa 9:00am - 3:00pm","New Cabell Hall 332","01/02/2020 - 01/11/2020","","","","","","","","","","","","","Digital Media Accessibility","",Open,5,20,0,"Accessibility--building digital technologies that they can be used by people with disabilities--involves specific technological, critical, and interpersonal skills. This teaches practical web development skills alongside theoretical questions about the meanings of access, disability, design and the ethics of technological innovation."
10089,MDST,3809,001,SEM,"3","Siva Vaidhyanathan","MoTuWeThFrSa 8:00am - 8:00pm","Contact Department","01/02/2020 - 01/11/2020","","","","","","","","","","","","","New Media in New York","",Open,15,20,0,"Examines why New York City remains the center of global journalism."
10090,MUSI,2559,001,Lecture,"3","Karl Miller, Nathan Moore","MoTuWeThFrSa 9:00am - 3:00pm","Contact Department","01/02/2020 - 01/11/2020","","","","","","","","","","","","","New Course in Music","Sound Production & Storytelling",Open,9,15,0,"This course provides the opportunity to offer new topics in the subject of Music."
10091,PHS,2559,001,SEM,"3","Chris Colvin","MoTuWeThFrSa 10:00am - 4:00pm","New Cabell Hall 489","01/02/2020 - 01/11/2020","","","","","","","","","","","","","Topics in Public Health","Critical Public Health",Open,4,35,0,"Topics in Public Health Sciences"
10132,PHS,7500,001,Lecture,"1 - 4","TBA","TBA","TBA","TBA","","","","","","","","","","","","","Special Topics in Public Health","Public Health Interventions",Open,1,30,0,"Examination of topical issues and current problems and research in various areas of public health. Prerequisite:  Instructor permission."
10093,PLAP,3160,001,SEM,"3","Paul Freedman","MoTuWeThFrSa 10:00am - 4:00pm","Nau Hall 211","01/02/2020 - 01/11/2020","","","","","","","","","","","","","Politics of Food","",Closed,50,50,0,"This course looks at the production and consumption of food in a political context. We will explore legislation, regulation, and other policies that affect the food system and examine their implications for the environment, public health and democratic politics. We will look closely at controversies over agricultural subsidies, labeling requirements, farming practices, food safety, advertising and education."
10092,PLAP,3420,001,Lecture,"3","Kenneth Stroupe, Mary Brown","MoTuWeThFrSa 10:00am - 4:00pm","Monroe Hall 124","01/02/2020 - 01/11/2020","","","","","","","","","","","","","Virginia Government and Politics","",Open,33,35,0,"Course will provide students with a comprehensive understanding of the structure, functions and processes of state and local government in Virginia and to introduce students to political leaders and policymakers of state government. When the course is finished, students should be able to answer journalist Guy Friddell's query: ""What is it about Virginia?"""
10094,PLCP,3240,001,Lecture,"3","Yuri Urbanovich","MoTuWeThFrSa 10:00am - 4:00pm","New Cabell Hall 303","01/02/2020 - 01/11/2020","","","","","","","","","","","","","Post Soviet Political Challenges","",Open,17,25,0,"This course compares the origins and consequences of the rise of nationalism, separatism, secessions, and irredentist claims in the Russian Federation and other former Soviet republics, at the end of the Cold War. Prerequisite: one class in PLCP or permission of instructor."
10115,PSYC,4260,001,SEM,"3","Jessica Connelly","MoTuWeThFrSa 9:00am - 3:30pm","New Cabell Hall 058","01/02/2020 - 01/11/2020","","","","","","","","","","","","","Genetic and Epigenetic Research in Behavior","",Closed,22,12,0,"We will discuss basic concepts in genetics/epigenetics and the role these molecular modifications play in behavior and disorder. We will evaluate empirical papers and learn the molecular techniques described within them. Completion of this course should result in increased knowledge of the use of genome level data in psychology and biology."
10120,PSYC,4500,001,SEM,"3","James Morris","MoTuWeThFrSa 9:00am - 3:00pm","New Cabell Hall 111","01/02/2020 - 01/11/2020","","","","","","","","","","","","","Special Topics in Psychology","The Human Brain",Closed,13,12,0,"Topical Offerings in Psychology"
10130,PSYC,7230,001,SEM,"3","Jessica Connelly","TBA","Contact Department","01/02/2020 - 01/11/2020","","","","","","","","","","","","","Genetic and Epigenetic Research in Behavior","",Closed,1,1,0,"We will explore the genetic and epigenetic data that has been linked to behavior in both humans and animal systems. Special attention will be paid to techniques and analyses that are important for understanding these data."
10126,RELA,3559,001,Lecture,"1 - 4","Oludamini Ogunnaike","MoTuWeThFrSa 9:00am - 3:30pm","New Cabell Hall 283","01/02/2020 - 01/11/2020","","","","","","","","","","","","","New Course in African Religions","African Philosophy, Race, and Rationality",Open,4,20,0,"This course provides the opportunity to offer a new course in the subject of African Religions."
10095,SLAV,2250,001,SEM,"3","Dariusz Tolczyk","MoTuWeThFrSa 11:00am - 4:00pm","New Cabell Hall 287","01/02/2020 - 01/11/2020","","","","","","","","","","","","","The Dark Side of the 20th Century: Between Auschwitz & Gulag","",Open,10,20,0,"The twentieth century was a period of humanity's unprecedented progress as well as its greatest recorded downfall into barbarity, genocide, and mass oppression. This course enables students to study and reflect on the latter. Some questions will be asked in the course: How do we construct cultural memories of traumatic experiences? Why do we want to remember them? Do we?"
10096,SLAV,2360,001,Lecture,"3","Stanley Stepanic","MoTuWeThFrSa 10:30am - 4:00pm","Clark Hall 107","01/02/2020 - 01/11/2020","","","","","","","","","","","","","Dracula","",Open,94,100,0,"An introduction to Slavic folklore with special emphasis on the origins and subsequent manifestations of vampirism. Western perceptions, misperceptions, and adaptations of Slavic culture are explored and explicated. The approach is interdisciplinary: folklore, history, literature, religion, film, disease and a variety of other topics."
10110,SOC,2498,001,Lecture,"3","Joseph Davis","MoTuWeThFrSa 10:00am - 3:30pm","New Cabell Hall 132","01/02/2020 - 01/11/2020","","","","","","","","","","","","","Prozac Culture","",Open,28,30,0,"The pharmacological revolution, symbolized by drugs such as Prozac and Ritalin, is a cultural as well as a medical phenomenon. The course explores the history of the revolution and the confluence of social changes driving it forward. Also considered are its implications for self, the definition of psychic distress, and the norms and values that structure how we live. 
J-term courses require approval for SOC major/minor credit."
