Term Desc,Subject,Catalog Number,Class Title,Course ID,Primary Instructor Name,Class Section,Class Num,Class Academic Group,Course GPA,# of Students,A+,A,A-,B+,B,B-,C+,C,C-,DFW
2021 Fall,LNGS,7010,Linguistic Theory and Analysis,022535,"Elson,Mark",001,10566,College & Graduate Arts & Sci,3.63,9,0,5,1,0,3,0,0,0,0,0
2021 Fall,SPAN,2010,Intermediate Spanish,035853,"Badang,Germain",017,10826,College & Graduate Arts & Sci,3.66,18,0,5,9,2,2,0,0,0,0,0
2021 Fall,CHEM,2311,Org Chem Lab I Non Chem Major,043154,"Chruma,Jason",016,13555,College & Graduate Arts & Sci,3.79,34,0,22,7,3,1,0,0,1,0,0
2021 Fall,MATH,3250,Ordinary Differential Equatns,023068,"Braga,Bruno",200,10609,College & Graduate Arts & Sci,2.20,28,2,3,5,2,1,2,1,1,1,10
2021 Fall,COMM,3010,Strategy and Systems,006453,"Oliver,Abbie",002,14636,McIntire School of Commerce,3.49,50,0,6,15,26,3,0,0,0,0,0
2021 Fall,BME,4063,Biomed Engr Capstone Design I,004083,"Allen,Timothy",001,15526,Engineering & Applied Science,3.96,127,15,97,14,0,1,0,0,0,0,0
2021 Fall,LAW,6003,Criminal Law,021556,"Coughlin,Anne",3EF,19111,School of Law,3.40,76,1,6,19,33,17,0,0,0,0,0
2021 Fall,COLA,1500,College Advising Seminars,006376,"Dalton,Dave",054,11893,College & Graduate Arts & Sci,4.00,18,3,15,0,0,0,0,0,0,0,0
2021 Fall,ECE,6163,Solid State Devices,007725,"Ghosh,Avik",001,15460,Engineering & Applied Science,3.74,5,1,2,1,0,1,0,0,0,0,0
2021 Fall,DRAM,3652,Production Management,007273,"McLeod,Holly",001,10361,College & Graduate Arts & Sci,3.75,17,7,6,0,0,3,1,0,0,0,0
2021 Fall,COMM,3110,Intermediate Accounting I,006461,"Wang,Bingyun",008,14679,McIntire School of Commerce,3.41,31,1,8,7,4,7,1,3,0,0,0
2021 Fall,EDLF,3150,Intro Chld Growth & Developmnt,009660,"Jirout,Jamie",002,15303,School of Education and HumanDev,3.69,34,2,22,5,1,1,0,2,0,0,1
2021 Fall,EDLF,5310,Data Mgmt Social Science Rsch,042734,"Miller,Luke",1,14930,School of Education and HumanDev,3.57,32,0,15,10,3,1,1,0,0,1,1
2021 Fall,HIUS,3611,Gender & Sexuality in AM-1865,019619,"Janney,Caroline",100,18280,College & Graduate Arts & Sci,3.62,26,0,9,8,7,1,0,1,0,0,0
2021 Fall,COMM,3020,Behavior Issues in Mktg & Mgmt,006454,"Cummiskey,Brendon",006,14639,McIntire School of Commerce,3.45,49,0,10,14,17,3,2,3,0,0,0
2021 Fall,COMM,3020,Behavior Issues in Mktg & Mgmt,006454,"Davis,Derick",004,14642,McIntire School of Commerce,3.49,50,2,8,19,8,9,4,0,0,0,0
2021 Fall,COMM,4710,Intermediate Investments,006538,"Baker,Steven",003,14672,McIntire School of Commerce,3.21,28,0,2,11,5,3,2,1,4,0,0
2021 Fall,EDHS,8680,Cognitive Neuroscience,045948,"Brenner,Laurie",1,15359,School of Education and HumanDev,3.72,5,0,3,0,2,0,0,0,0,0,0
2021 Fall,EDLF,3170,Introduction to Adolescence,044395,"Burris,Pam",1,15113,School of Education and HumanDev,3.72,43,3,22,14,1,0,1,0,1,0,1
2021 Fall,MATH,1320,Calculus II,022954,"Rolf,Jim",200,10595,College & Graduate Arts & Sci,3.07,20,1,3,1,4,4,3,1,3,0,0
2021 Fall,SPAN,2010,Intermediate Spanish,035853,"Jarque,Esperanza Gorriz",006,10836,College & Graduate Arts & Sci,3.54,16,0,3,8,2,1,2,0,0,0,0
2021 Fall,EDHS,2230,Drug Awareness,044847,"Pleszkoch,Elisabeth",1,15166,School of Education and HumanDev,3.86,52,0,41,9,1,0,0,0,0,0,1
2021 Fall,SYS,4021,Linear Statistical Models,036910,"Quinn,Julianne",001,15493,Engineering & Applied Science,3.61,79,14,28,11,5,16,2,1,2,0,0
2021 Fall,ECON,4390,Economics of Advertising,007973,"Anderson,Simon",001,12455,College & Graduate Arts & Sci,3.18,13,1,2,2,3,1,1,1,2,0,0
2021 Fall,LAW,7071,Professional Responsibility,021935,"Mitchell,Paul",1,19219,School of Law,3.57,86,2,17,27,36,3,0,1,0,0,0
2021 Fall,COMM,3010,Strategy and Systems,006453,"Marcel,Jeremy",006,14633,McIntire School of Commerce,3.55,49,3,8,13,23,2,0,0,0,0,0
2021 Fall,CS,3330,Computer Architecture,006902,"Reiss,Charles",001,15436,Engineering & Applied Science,3.23,188,8,52,29,21,29,19,12,5,5,8
2021 Fall,LAW,9298,Appellate Practice,044750,"Stetson,Cate",1,20405,School of Law,3.55,19,0,5,6,4,4,0,0,0,0,0
2021 Fall,CS,6190,Computer Science Perspectives,006996,"Zhang,Aidong",001,15514,Engineering & Applied Science,3.87,86,0,68,6,8,4,0,0,0,0,0
2021 Fall,EDIS,3012,Mindfulness & Development,044838,"Min,Helen",2,15389,School of Education and HumanDev,3.89,28,0,20,6,2,0,0,0,0,0,0
2021 Fall,ENWR,1510,Writing and Critical Inquiry,013432,"Ireland,Casey",036,10903,College & Graduate Arts & Sci,3.62,17,0,4,8,3,2,0,0,0,0,0
2021 Fall,CHEM,1411,Intro College Chem I Lab,005986,"Morkowchuk,Lisa",049,13991,College & Graduate Arts & Sci,3.71,23,10,4,5,0,0,4,0,0,0,0
2021 Fall,SYS,6021,Statistical Modeling I,036958,"Quinn,Julianne",001,15938,Engineering & Applied Science,3.74,22,2,13,1,2,4,0,0,0,0,0
2021 Fall,GDS,3010,Global Development Theory I,039893,"Kruks-Wisner,Gabrielle",001,11041,College & Graduate Arts & Sci,3.77,35,0,20,9,4,1,0,1,0,0,0
2021 Fall,CHEM,2410,Organic Chemistry I,005698,"Frantz,Alicia",300,12464,College & Graduate Arts & Sci,2.89,139,0,18,25,13,29,15,10,14,4,11
2021 Fall,GCOM,7320,Accounting Policy,015399,"Lefanowicz,Craig",1,14714,McIntire School of Commerce,3.58,24,0,6,10,4,3,1,0,0,0,0
2021 Fall,RUSS,2010,Second-Year Russian I,034637,"Stuart,Madelyn",002,10788,College & Graduate Arts & Sci,3.82,10,0,4,6,0,0,0,0,0,0,0
2021 Fall,HR,5020,Staffing and Career Management,019926,"Beckwith,Ronald",701,20374,Continuing & Prof Studies,3.43,7,4,2,0,0,0,0,0,0,0,1
2021 Fall,IT,3350,Agile Project Management,041225,"Vito,Michael",701,20377,Continuing & Prof Studies,2.28,13,1,5,0,0,0,1,0,1,0,5
2021 Fall,EDLF,3220,What is Education For?,044841,"Sung,Jieun",1,20063,School of Education and HumanDev,3.90,23,0,17,5,1,0,0,0,0,0,0
2021 Fall,MATH,1210,A survey of Calculus I,022944,"Aik,Kian cheong",800,10569,College & Graduate Arts & Sci,2.97,34,0,2,14,3,3,6,0,0,3,3
2021 Fall,SOC,3120,Sociology Research Workshop,035380,"Skubby,David",100,10817,College & Graduate Arts & Sci,3.08,74,4,18,16,5,7,5,5,4,4,6
2021 Fall,SPAN,2010,Intermediate Spanish,035853,"Neff,Kate",005,10829,College & Graduate Arts & Sci,3.38,19,0,4,8,2,1,2,0,1,1,0
2021 Fall,ECON,4240,Economics of Immigration,045908,"Mclaren,John",100,14329,College & Graduate Arts & Sci,3.50,50,1,13,15,10,6,3,2,0,0,0
2021 Fall,ARCH,6231,Building Workshop I,040965,"Robles,Ines Martin",001,10037,School of Architecture,3.56,35,0,10,12,6,5,2,0,0,0,0
2021 Fall,ARCH,2710,CAAD 3D Geometrical Mod & Vis,042203,"Mark,Earl",100,10043,School of Architecture,3.64,108,7,39,27,25,9,0,0,0,0,1
2021 Fall,DRAM,1010,How Theatre Works,007177,"Garey,Cady",001,10355,College & Graduate Arts & Sci,3.52,50,0,16,18,7,7,0,0,0,0,2
2021 Fall,SPAN,2020,Advanced Intermediate Spanish,035854,"Garcia,Laura Aguilar",013,11731,College & Graduate Arts & Sci,3.66,17,2,4,8,2,0,0,0,1,0,0
2021 Fall,HIST,3281,Genocide,019169,"Rossman,Jeffrey",100,12708,College & Graduate Arts & Sci,3.51,106,1,30,41,9,16,4,1,3,0,1
2021 Fall,SOC,3730,Creativity and Innovation,046261,"Polillo,Simone",001,19097,College & Graduate Arts & Sci,3.37,34,2,9,7,8,1,2,2,1,2,0
2021 Fall,SPAN,2010,Intermediate Spanish,035853,"Neff,Kate",013,10838,College & Graduate Arts & Sci,3.70,18,0,7,8,1,1,1,0,0,0,0
2021 Fall,COMM,3010,Strategy and Systems,006453,"Oliver,Abbie",001,14630,McIntire School of Commerce,3.53,51,0,5,22,22,2,0,0,0,0,0
2021 Fall,CHEM,2410,Organic Chemistry I,005698,"Hsu,Ku-Lung",400,12242,College & Graduate Arts & Sci,3.14,66,3,6,12,12,14,11,5,2,0,1
2021 Fall,EVSC,4559,New Course: EVSC,039169,"Schiro,Kathleen",001,18253,College & Graduate Arts & Sci,3.62,11,1,4,4,0,1,0,0,1,0,0
2021 Fall,SOC,5420,Social Stratification,035554,"Slez,Adam",001,18358,College & Graduate Arts & Sci,3.74,9,0,4,3,2,0,0,0,0,0,0
2021 Fall,SAST,2050,Classics of Indian Literature,034845,"Cohen,Richard",001,14317,College & Graduate Arts & Sci,3.91,28,10,11,6,1,0,0,0,0,0,0
2021 Fall,EGMT,1520,Empirical Engagement,044513,"Teets,Sarah",203,14492,College & Graduate Arts & Sci,3.95,37,0,35,0,1,1,0,0,0,0,0
2021 Fall,MATH,1210,A survey of Calculus I,022944,"Tralle,Wojciech",940,10575,College & Graduate Arts & Sci,3.17,32,0,1,13,5,5,4,1,1,1,1
2021 Fall,LAW,9081,Trial Advocacy,022023,"McKay,Jordan",3,20444,School of Law,3.59,12,0,1,7,4,0,0,0,0,0,0
2021 Fall,MATH,3310,Basic Real Analysis,023072,"Mazzoli,Filippo",100,10612,College & Graduate Arts & Sci,3.04,23,1,3,2,6,3,4,3,0,0,1
2021 Fall,MUEN,3600,Jazz Ensemble,024586,"Dearth,John",001,10638,College & Graduate Arts & Sci,3.98,15,1,13,1,0,0,0,0,0,0,0
2021 Fall,APMA,2130,Ordinary Differentl Equations,001145,"Spencer,Julie",004,15401,Engineering & Applied Science,3.12,39,1,9,7,8,5,1,1,1,4,2
2021 Fall,SPAN,3010,Grammar and Composition I,035893,"Poveda,Esther",002,10839,College & Graduate Arts & Sci,3.61,18,0,4,10,1,2,1,0,0,0,0
2021 Fall,CHEM,2311,Org Chem Lab I Non Chem Major,043154,"Chruma,Jason",013,13552,College & Graduate Arts & Sci,3.58,36,0,10,14,5,6,1,0,0,0,0
2021 Fall,ITAL,2010,Intermediate Italian I,020567,"Kaneda,Hiromi",002,10542,College & Graduate Arts & Sci,3.95,17,2,12,3,0,0,0,0,0,0,0
2021 Fall,SPAN,2010,Intermediate Spanish,035853,"Segura,Eliud Encarnacion",004,10832,College & Graduate Arts & Sci,3.62,18,0,8,5,2,1,1,1,0,0,0
2021 Fall,CS,2110,Software Development Methods,006871,"Stone,Derrick",002,15430,Engineering & Applied Science,3.74,133,17,73,17,11,8,1,2,3,0,1
2021 Fall,SYS,3055,Sys Engr Design Colloquium I,036905,"Riggs,Robert",001,15517,Engineering & Applied Science,3.95,72,0,65,3,4,0,0,0,0,0,0
2021 Fall,APMA,2130,Ordinary Differentl Equations,001145,"Ryals,Megan",005,15541,Engineering & Applied Science,2.99,24,2,5,1,4,3,3,1,2,2,1
2021 Fall,ENWR,2800,Public Speaking,045101,"Allison,Kiera",002,12887,College & Graduate Arts & Sci,3.89,15,0,13,0,1,1,0,0,0,0,0
2021 Fall,EVGE,5820,Geomorphology,013762,"Limaye,Ajay",100,18196,College & Graduate Arts & Sci,2.91,14,0,2,3,0,6,1,0,0,0,2
2021 Fall,RELJ,3372,German Jewish Cult & History,041370,"Grossman,Jeffrey",001,19681,College & Graduate Arts & Sci,3.57,11,0,4,2,4,0,1,0,0,0,0
2021 Fall,LAW,7626,Oral Presentat Outside Ct (SC),040080,"Shadel,Molly",1,19289,School of Law,3.55,8,0,0,5,3,0,0,0,0,0,0
2021 Fall,MAE,2300,Statics,022574,"Xu,Baoxing",001,15469,Engineering & Applied Science,3.20,58,18,9,5,7,4,1,6,0,1,7
2021 Fall,KINE,3630,Emergency Medical Care,009126,"Thompson,Xavier",1,14909,School of Education and HumanDev,3.87,30,0,24,3,1,1,1,0,0,0,0
2021 Fall,STAT,1601,Intro Data Science with R,045055,"Afriyie,Prince",003,12974,College & Graduate Arts & Sci,3.40,138,0,34,45,26,19,3,1,5,1,4
2021 Fall,MDST,3502,Special Topics in Film Genre,039989,"Marshall,Matthew",001,20517,College & Graduate Arts & Sci,3.89,33,5,22,4,1,0,0,1,0,0,0
2021 Fall,ASL,3450,Comp Linguistics: ASL & Engl,003008,"Jennings-arey,Rhonda",001,13153,College & Graduate Arts & Sci,3.85,17,0,12,3,1,1,0,0,0,0,0
2021 Fall,ENGL,3320,Lit: Restoration/Early 18th C,011641,"Pasanek,Brad",001,18433,College & Graduate Arts & Sci,3.09,11,0,2,3,2,0,0,2,1,1,0
2021 Fall,EDIS,5013,Teaching SEL,045080,"Min,Helen",500,18439,School of Education and HumanDev,3.84,18,0,14,2,0,1,1,0,0,0,0
2021 Fall,JAPN,2010,Second-Year Japanese I,020742,"Sato,Tomomi",002,10548,College & Graduate Arts & Sci,3.24,13,0,4,3,2,1,1,0,0,1,1
2021 Fall,RELC,2360,Elements of Christian Thought,033965,"Jones,Paul",100,12426,College & Graduate Arts & Sci,3.59,81,0,35,28,9,2,3,0,1,0,3
2021 Fall,LAW,7108,Real Est Trans & Litigation,041691,"Arsali,Anthony",1,19295,School of Law,3.54,17,0,1,9,6,1,0,0,0,0,0
2021 Fall,RELI,2070,Classical Islam,034423,"Nair,Shankar",100,12723,College & Graduate Arts & Sci,3.58,62,0,15,31,11,1,3,0,0,0,1
2021 Fall,EDIS,5030,Design Effec Lrn Exp & Environ,009426,"Pease,Jennifer",2,15231,School of Education and HumanDev,3.86,39,10,19,5,4,0,1,0,0,0,0
2021 Fall,HIEU,3321,Scientifc Revolution 1450-1700,018461,"Parshall,Karen",001,13820,College & Graduate Arts & Sci,2.87,20,0,1,7,2,2,2,0,2,2,2
2021 Fall,CS,4740,Cloud Computing,043033,"Magee,Neal",001,20060,Engineering & Applied Science,3.78,119,21,63,14,12,3,1,3,1,1,0
2021 Fall,PORT,2050,Intensive Portuguese,045572,"Feitosa,Lilian",001,14332,College & Graduate Arts & Sci,3.64,12,1,5,2,2,1,1,0,0,0,0
2021 Fall,GCCS,3010,"Global Commerce:Concepts,Cases",045924,"Goldblatt,Laura Emily",001,14394,College & Graduate Arts & Sci,3.49,22,0,5,13,1,1,0,1,0,0,1
2021 Fall,LAW,6002,Contracts,021553,"Hellman,Deborah",1EH,19105,School of Law,3.37,83,0,7,18,39,17,2,0,0,0,0
2021 Fall,PSYC,3420,The Nature Nurture Debate,044985,"Turkheimer,Eric",001,19099,College & Graduate Arts & Sci,2.85,90,0,21,2,9,21,6,1,19,8,3
