Term Desc,Subject,Catalog Number,Class Title,Primary Instructor Name,Class Section,Course GPA,# of Students,A+,A,A-,B+,B,B-,C+,C,C-,DFW
2017 January,ANTH,2557,Culture Through Film,"Rolando Betancourt,Giancarlo Cesar",1,3.70,12,1,4,4,2,1,0,0,0,0,0
2017 January,ANTH,2800,Introduction to Archaeology,"Palazzo,Susan",1,-,-,0,2,6,1,1,0,0,0,0,0
2017 January,ARH,3500,Topics inArchitectural History,"Reilly,Lisa A",501,3.63,13,0,1,9,3,0,0,0,0,0,0
2017 January,ARTH,3255,Renaissance Art on Site,"Reilly,Lisa A",501,3.58,11,0,3,5,2,0,0,1,0,0,0
2017 January,ARTS,2580,Special Topics in Sculpture,"Bennett,William H",1,3.88,13,4,4,5,0,0,0,0,0,0,0
2017 January,ARTS,2610,Introduction to Drawing I,"Rollando,Akemi Ohira",1,3.74,18,0,8,6,4,0,0,0,0,0,0
2017 January,BIOL,3559,New Course: BIOL,"Barnard-Kubow,Karen Beth",1,3.61,21,0,4,11,5,0,1,0,0,0,0
2017 January,BIOL,3665,Tropical Ecol in Belize,"Diehl,Fred A",501,3.75,12,0,4,6,0,1,0,0,0,0,1
2017 January,BME,3030,Design&Innovation in Medicine,"Allen,Timothy E",1,3.96,15,1,12,2,0,0,0,0,0,0,0
2017 January,BME,3030,Design&Innovation in Medicine,"Chen,David",1,3.96,15,1,12,2,0,0,0,0,0,0,0
2017 January,COMM,3845,Foundations Intl Business,"Wilkerson,William R",1,3.76,15,1,7,4,2,1,0,0,0,0,0
2017 January,COMM,4293,GCI: IT Practicum in Argentina,"Grazioli,Stefano",501,3.71,16,2,4,6,4,0,0,0,0,0,0
2017 January,COMM,4529,GCI: Topics in IT,"Sarker,Suprateek",502,-,-,0,8,2,0,0,0,0,0,0,0
2017 January,COMM,4539,GCI: Topics in Marketing,"White,Mark A",501,3.75,20,0,7,10,3,0,0,0,0,0,0
2017 January,COMM,4589,GCI: General Topics,"Moore,Sherri Patricia",502,4.00,24,0,24,0,0,0,0,0,0,0,0
2017 January,COMM,4589,GCI: General Topics,"Webb,Robert I",501,3.88,18,2,10,5,1,0,0,0,0,0,0
2017 January,COMM,4995,Commerce Undergrad Research,"Sarker,Suprateek",501,-,-,0,0,1,0,0,0,0,0,0,0
2017 January,DRAM,1020,Speaking in Public,"Dalton,David Norris",1,4.00,12,0,12,0,0,0,0,0,0,0,0
2017 January,ELA,2559,New Course: ELA,"Luedtke,Karlin Rae",1,3.69,16,0,8,4,1,3,0,0,0,0,0
2017 January,ENCW,2530,Intro Poetry Writing - Themed,"Casteen IV,John Thomas",001,-,-,0,0,2,0,0,0,0,0,0,0
2017 January,ENCW,2530,Intro Poetry Writing - Themed,"Schwarzschild,Arthur Craig",001,-,-,0,0,2,0,0,0,0,0,0,0
2017 January,ENGN,3440,"London, The Theatrical City","O'Brien,John F",501,3.65,20,0,5,11,3,0,0,1,0,0,0
2017 January,ENLT,2555,Special Topics,"Spaar,Lisa R",1,3.96,17,0,15,2,0,0,0,0,0,0,0
2017 January,ENSP,1600,Public Speaking,"Gardiner,Margaret Elaine",1,3.74,16,0,10,3,1,0,0,0,0,1,1
2017 January,ENSP,3200,"Irish Lit., Music, and Art","Fowler,Elizabeth",501,3.50,23,0,4,6,11,2,0,0,0,0,0
2017 January,EVSC,2070,Earth Systems Tech & Mgmt,"Gorman,Michael E",1,-,-,0,0,0,0,1,1,0,1,0,0
2017 January,EVSC,3665,Tropical Ecol & Conserv/Belize,"Smith,David E",501,3.81,12,0,7,3,2,0,0,0,0,0,0
2017 January,EVSC,4190,Ecosystem Marine Cons,"McCormick-Ray,Mary G",1,-,-,0,5,1,3,0,0,1,0,0,0
2017 January,EVSC,4190,Ecosystem Marine Cons,"Ray,G Carleton",1,-,-,0,5,1,3,0,0,1,0,0,0
2017 January,EVSC,4559,New Course: EVSC,"Macko,Stephen A",1,3.82,18,0,13,4,0,0,0,0,1,0,0
2017 January,EVSC,4993,Independent Study,"Macko,Stephen A",1,-,-,0,1,0,0,0,0,0,0,0,0
2017 January,FREN,3553,J-Term in Paris,"Blatt,Ari Jason",501,4.00,12,0,12,0,0,0,0,0,0,0,0
2017 January,FRTR,2553,J-Term in Paris,"Blatt,Ari Jason",501,-,-,0,8,0,0,0,0,0,0,0,0
2017 January,GBUS,8438,The Experience Economy,"Barbee,George E",001,-,13,0,0,0,0,0,0,0,0,0,0
2017 January,GBUS,8438,The Experience Economy,"Gilmore,James H",001,-,13,0,0,0,0,0,0,0,0,0,0
2017 January,GBUS,8439,Ldsp&Cultures of Trust & Innov,"Smelick,Robert M",001,-,46,0,0,0,0,0,0,0,0,0,0
2017 January,GBUS,8500,Special Topics Seminar,"Cowan,Alexander C",2,-,18,0,0,0,0,0,0,0,0,0,0
2017 January,GBUS,8510,Global Business Experience,"Hernandez,Morela",2,-,30,0,0,0,0,0,0,0,0,0,0
2017 January,GBUS,8510,Global Business Experience,"Lichtendahl Jr.,Kenneth Charles",001,-,12,0,0,0,0,0,0,0,0,0,0
2017 January,GBUS,8510,Global Business Experience,"Loutskina,Elena",3,-,36,0,0,0,0,0,0,0,0,0,0
2017 January,GCOM,7530,Graduate GCI,"Martin,Roger D",001,-,-,0,0,0,1,0,0,0,0,0,0
2017 January,GDS,2559,New Course: GDS,"Colvin,Christopher James",1,-,-,0,4,0,0,0,0,0,0,0,0
2017 January,GNUR,6320,AG-AC Seminar II: Immunology,"Brashers,Valentina L",1,3.98,38,26,9,3,0,0,0,0,0,0,0
2017 January,GNUR,6993,Independent Master's Study,"Mitchell,Emma McKim",1,-,-,0,1,0,0,0,0,0,0,0,0
2017 January,GSGS,2211,"Enviro, Health, Dev. in Africa","La Fleur,James Daniel",1,4.00,12,0,12,0,0,0,0,0,0,0,0
2017 January,GSGS,3365,Conscious Social Change,"Steidle,Gretchen Anne",1,3.86,20,0,13,6,0,1,0,0,0,0,0
2017 January,GSSJ,3559,New Course-Securityand Justice,"Alexander,Laura Elizabeth",1,3.96,14,0,12,2,0,0,0,0,0,0,0
2017 January,HIEA,3141,Pol & Soc Thought Modern China,"Reed,Bradly W",1,3.69,25,0,10,9,3,3,0,0,0,0,0
2017 January,HIST,4591,Topics in History,"Rossman,Jeffrey J",1,-,-,0,5,3,1,1,0,0,0,0,0
2017 January,HIST,4591,Topics in History,"Thomas,Mark",501,3.51,11,0,2,3,5,1,0,0,0,0,0
2017 January,ITTR,3758,Love Affair with Tuscany,"Cesaretti,Enrico Francesco",501,3.86,17,0,11,3,2,0,0,0,0,0,0
2017 January,LAW,7600,Admiralty (SC),"Rutherglen,George",1,-,-,0,0,3,3,0,0,0,0,0,0
2017 January,LAW,7608,Plea Bargaining (SC),"Bowers,Josh",1,3.52,11,0,0,6,5,0,0,0,0,0,0
2017 January,LAW,7610,French Public/Private Law (SC),"Gore,Marie",1,3.47,13,0,1,6,3,3,0,0,0,0,0
2017 January,LAW,7624,Virginia/Constitution (SC),"Howard,A. E. Dick",1,3.55,14,0,1,7,6,0,0,0,0,0,0
2017 January,LAW,7645,Baseball (SC),"Setear,John K",1,3.53,13,0,2,4,7,0,0,0,0,0,0
2017 January,LAW,7660,Defamation (SC),"White,George E",1,-,-,0,1,0,0,0,0,0,0,0,0
2017 January,LAW,7690,Hlth Cr Mrktpl:Cmp/Reg/Rf (SC),"McGough Jr.,Walter Thomas",1,-,-,0,0,2,4,1,0,0,0,0,0
2017 January,LAW,7690,Hlth Cr Mrktpl:Cmp/Reg/Rf (SC),"Riley,Margaret F",1,-,-,0,0,2,4,1,0,0,0,0,0
2017 January,LAW,7692,Persuasion (SC),"Sayler,Robert Nelson",1,3.50,27,0,2,10,13,1,0,0,0,0,0
2017 January,LAW,7692,Persuasion (SC),"Shadel,Molly Bishop",1,3.50,27,0,2,10,13,1,0,0,0,0,0
2017 January,LAW,7692,Persuasion (SC),"Strang,Dean Arthur",1,3.50,27,0,2,10,13,1,0,0,0,0,0
2017 January,LAW,7702,Legal Prac/Startup Compny (SC),"Curtis,Quinn",1,3.45,16,0,1,5,9,1,0,0,0,0,0
2017 January,LAW,7702,Legal Prac/Startup Compny (SC),"Masri,Rob",1,3.45,16,0,1,5,9,1,0,0,0,0,0
