Term Desc,Subject,Catalog Number,Class Title,Primary Instructor Name,Class Section,Course GPA,# of Students,A+,A,A-,B+,B,B-,C+,C,C-,DFW
2019 Fall,AAS,1010,African-Amer & African Stds I,"Otu,Edwin Kwame",100,3.44,200,0,43,66,45,25,7,3,3,2,6
2019 Fall,AAS,2224,Black Fem & Masc in US Media,"Shutt,Lisa Toccafondi",001,3.32,47,0,9,13,5,10,5,3,0,1,1
2019 Fall,AAS,2224,Black Fem & Masc in US Media,"Shutt,Lisa Toccafondi",002,3.30,47,0,12,11,5,8,4,4,0,1,2
2019 Fall,AAS,2559,New Course:  AAS,"Gaines,Kevin Kelly",001,3.45,64,0,34,4,8,5,2,2,6,0,3
2019 Fall,AAS,3500,Intermediate Seminar in AAS,"Fields,Kimberly",006,3.82,13,0,6,5,1,0,0,0,0,0,1
2019 Fall,AAS,3500,Intermediate Seminar in AAS,"Lovelace Jr.,Herbert Timothy",001,3.40,25,0,9,6,5,2,0,1,1,0,1
2019 Fall,AAS,3500,Intermediate Seminar in AAS,"Otu,Edwin Kwame",002,3.10,12,0,3,1,3,0,2,0,0,0,3
2019 Fall,AAS,3500,Intermediate Seminar in AAS,"Perry Jr.,Tony Curtis",003,-,-,0,2,3,1,0,0,0,1,0,0
2019 Fall,AAS,3500,Intermediate Seminar in AAS,"Scott,Jermaine",008,3.53,16,0,3,7,5,0,0,0,1,0,0
2019 Fall,AAS,3559,New Course:  AAS,"Crawley,Ashon Thomas",001,-,-,4,3,3,0,0,0,0,0,0,0
2019 Fall,AAS,3710,"African Worlds, Life Stories","Shutt,Lisa Toccafondi",001,2.59,18,0,4,1,3,2,1,2,0,1,4
2019 Fall,AAS,3745,Currents in African Literature,"Hamilton,Njelle Wendyann",001,-,-,5,2,1,1,0,0,0,0,0,1
2019 Fall,AAS,3810,"Race, Culture & Inequality","Pendergrass,Sabrina",001,3.49,15,0,6,2,3,1,3,0,0,0,0
2019 Fall,AAS,4070,Directed Reading and Research,"Pendergrass,Sabrina",001,-,-,0,2,0,1,0,0,0,0,0,0
2019 Fall,AAS,4501,Adv Res Sem in Hist & AAS,"Harold,Claudrena N",001,3.62,16,2,5,3,2,0,1,1,0,0,2
2019 Fall,AAS,4570,Adv Research Sem in AAS,"Crawley,Ashon Thomas",003,-,-,0,3,0,0,0,0,0,0,0,1
2019 Fall,AAS,7200,Black Environmental Thought,"Perry Jr.,Tony Curtis",001,-,-,0,1,0,0,0,0,0,0,0,0
2019 Fall,AAS,7300,Rev Struggles African Atlantic,"Otu,Edwin Kwame",001,-,-,0,0,0,0,1,0,0,0,0,0
2019 Fall,ACCT,2010,Introductory Accounting I,"Kasten,Marshall V",701,2.85,22,0,5,3,4,2,0,0,0,0,8
2019 Fall,ACCT,2020,Introductory Accounting II,"Montesa,Noel Evangelista",701,3.73,16,4,6,2,1,3,0,0,0,0,0
