Term Desc,Subject,Catalog Number,Class Title,Primary Instructor Name,Class Section,Course GPA,# of Students,A+,A,A-,B+,B,B-,C+,C,C-,DFW
2010 Summer,AAS,3500,Intermediate Seminar in AAS,"Chipumuro,Todne Thomas",2,-,-,0,1,0,2,0,0,0,0,0,0
2010 Summer,AAS,3500,Intermediate Seminar in AAS,"Lovelace Jr.,Herbert Timothy",1,3.55,11,0,6,0,2,1,2,0,0,0,0
2010 Summer,ACCT,2010,Introductory Accounting I,"Kirchert,Cory C.",701,-,-,2,3,0,0,1,1,0,0,0,2
2010 Summer,ACCT,2020,Introductory Accounting II,"Montesa,Noel Evangelista",701,-,-,5,4,1,0,0,0,0,0,0,0
2010 Summer,ACCT,3110,Intermediate Accounting I,"Hutton,Leon W",701,-,-,1,4,0,1,1,0,0,0,0,1
2010 Summer,ACCT,3140,Cost Accounting,"Cardine,William",701,-,-,0,2,0,0,2,0,0,0,0,0
2010 Summer,ACCT,4450,Federal Taxation I,"Hughes,Thomas D",701,3.23,12,0,5,2,1,2,0,0,1,0,1
2010 Summer,ACCT,5210,Introductory Auditing,"Young,Karen",701,3.50,12,0,5,1,2,3,1,0,0,0,0
2010 Summer,ACCT,5460,Federal Taxation II,"Dittmer,Gary D",701,3.29,17,0,7,0,0,8,0,0,2,0,0
2010 Summer,ANTH,1010,Introduction to Anthropology,"Fairley,Nancy",501,2.92,34,0,0,5,4,14,4,3,4,0,0
2010 Summer,ANTH,2157,Africa Through Film,"Osotsi,Felistas Njoki",1,3.78,19,1,8,8,1,1,0,0,0,0,0
2010 Summer,ANTH,2559,New Course: ANTH,"Strohl,David James",1,3.33,12,0,1,5,1,2,3,0,0,0,0
2010 Summer,ANTH,2810,Human Origins,"Trella,Phillip Anthony",1,2.98,19,2,3,3,2,2,2,1,1,0,3
2010 Summer,ANTH,2820,Rise of Civilization,"Wattenmaker,Patricia A",1,-,-,0,0,3,2,2,0,1,0,0,1
2010 Summer,ANTH,2858,Anthropology of Reproduction,"Singh,Holly Donahue",1,3.46,21,0,6,3,6,5,1,0,0,0,0
2010 Summer,ANTH,3050,Fat Famine Power,"Marshall,Wende E",1,3.60,21,0,14,1,1,2,1,0,2,0,0
2010 Summer,ANTH,3559,New Course: ANTH,"Chipumuro,Todne Thomas",3,-,-,0,1,0,1,0,0,1,0,0,0
2010 Summer,ANTH,3559,New Course: ANTH,"Fairley,Nancy",501,2.92,33,0,0,5,3,11,8,5,1,0,0
