Term Desc,Subject,Catalog Number,Class Title,Course ID,Primary Instructor Name,Class Section,Class Num,Class Academic Group,Course GPA,# of Students,A+,A,A-,B+,B,B-,C+,C,C-,DFW
2026 January,STAT,1601,Intro Data Science with R,045055,"Ross,Richard",002,10142,College & Graduate Arts & Sci,3.65,22,0,6,11,3,1,1,0,0,0,0
2026 January,COMM,4579,GCI: Topics in Finance,042832,"White,Mark A",502,10031,McIntire School of Commerce,3.88,15,0,9,6,0,0,0,0,0,0,0
2026 January,PSYC,3500,Special Topics in Psychology,040634,"Mathews,Channing",002,10151,College & Graduate Arts & Sci,3.91,10,3,4,3,0,0,0,0,0,0,0
2026 January,STAT,1601,Intro Data Science with R,045055,"Roland,Kristen",001,10136,College & Graduate Arts & Sci,3.68,39,10,18,4,2,2,0,1,0,1,1
2026 January,SLAV,2360,Dracula,035128,"Stepanic,Stanley",001,10013,College & Graduate Arts & Sci,3.87,32,5,23,2,1,0,0,0,0,0,1
2026 January,ARCH,3500,Spec Topics in Architecture,001537,"Martin Robles,Ines Maria",502,10100,School of Architecture,3.79,20,2,5,12,1,0,0,0,0,0,0
2026 January,STS,2500,S & T in Soc & Global Context,036734,"Laugelli,Benjamin",001,10025,Engineering & Applied Science,4.00,18,13,5,0,0,0,0,0,0,0,0
2026 January,AAS,2224,Black Fem & Masc in US Media,042659,"Shutt,Lisa",001,10112,College & Graduate Arts & Sci,3.77,10,0,6,2,1,1,0,0,0,0,0
2026 January,LAW,7706,Cyber Sec & Priv Bootcamp (SC),042522,"Citron,Danielle",1,10058,School of Law,3.57,10,0,1,5,4,0,0,0,0,0,0
2026 January,ISHU,4090,Writing: Comf As A Hearth Rug,037726,"Matthews,Charlotte",101,10145,Continuing & Prof Studies,3.93,28,20,6,1,0,0,0,1,0,0,0
2026 January,ENGL,3990,"London, The Theatrical City",044176,"Arata,Stephen D",501,10094,College & Graduate Arts & Sci,3.89,22,0,15,6,1,0,0,0,0,0,0
2026 January,PHYS,1130,Physics of Sports,046086,"Lindgren,Richard",001,10115,College & Graduate Arts & Sci,3.80,25,3,14,5,0,1,2,0,0,0,0
2026 January,PSYC,3490,Infant Development,032576,"Grossmann,Tobias",1,10121,College & Graduate Arts & Sci,3.72,50,7,21,10,7,4,0,0,1,0,0
2026 January,HIST,2013,Why Did They Kill?,046088,"Rossman,Jeffrey",001,10106,College & Graduate Arts & Sci,3.83,26,1,17,5,1,1,1,0,0,0,0
2026 January,PSYC,4310,Cognitive Aging,046311,"Golino,Mariana",1,10123,College & Graduate Arts & Sci,3.83,31,0,19,9,1,2,0,0,0,0,0
2026 January,PSYC,4350,RM in Dev Cog Neuroscience,047381,"Puglia,Meghan",001,10018,College & Graduate Arts & Sci,3.97,11,5,5,1,0,0,0,0,0,0,0
2026 January,COMM,4293,GCI: IT Practicum in Argentina,006505,"Davis,Derick Francis",501,10029,McIntire School of Commerce,3.86,20,0,13,5,2,0,0,0,0,0,0
2026 January,ARTH,2052,Ancient Egypt,039561,"Dakouri-Hild,Anastasia",001,10113,College & Graduate Arts & Sci,3.98,12,5,6,1,0,0,0,0,0,0,0
2026 January,MDST,3559,New Course: MDST,039189,"Sweeney,Kate",003,10149,College & Graduate Arts & Sci,3.96,15,0,13,2,0,0,0,0,0,0,0
2026 January,ARCH,5500,Special Topics in Architecture,001621,"Martin Robles,Ines Maria",502,10101,School of Architecture,3.83,7,0,3,4,0,0,0,0,0,0,0
