Term Desc,Subject,Catalog Number,Class Title,Course ID,Primary Instructor Name,Class Section,Class Num,Class Academic Group,Course GPA,# of Students,A+,A,A-,B+,B,B-,C+,C,C-,DFW
2023 Summer,CHEM,2420,Organic Chemistry II,005699,"Chruma,Jason",001,10379,College & Graduate Arts & Sci,2.60,44,0,3,8,1,6,7,4,9,2,4
2023 Summer,SLAV,2360,Dracula,035128,"Stepanic,Stanley",003,10522,College & Graduate Arts & Sci,3.60,28,2,18,3,0,2,0,1,0,0,2
2023 Summer,EDIS,7700,Reading Found Diverse Learners,009522,"Thacker-Gwaltney,Susan",500,10811,School of Education and HumanDev,3.92,22,1,15,6,0,0,0,0,0,0,0
2023 Summer,EDLF,7811,Ldship for Teaching & Learning,009818,...,500,10826,School of Education and HumanDev,3.63,8,1,4,0,0,3,0,0,0,0,0
2023 Summer,ITTR,2710,Italian Cultural History,041023,"White,Tonya L.",501,11923,College & Graduate Arts & Sci,3.87,10,2,5,2,1,0,0,0,0,0,0
2023 Summer,SPAN,4700,Spanish Culture & Civilization,035932,"Wellbeloved,Elizabeth A.",501,11893,College & Graduate Arts & Sci,3.64,18,2,8,3,3,0,0,2,0,0,0
2023 Summer,EDIS,7720,Understanding the Code,009524,"Pearson,Emma",500,10814,School of Education and HumanDev,3.85,20,0,14,4,1,1,0,0,0,0,0
2023 Summer,EDLF,7807,LEAD I,009747,"Lawson-Davenport,Maria Larue",500,10823,School of Education and HumanDev,3.84,8,0,5,2,1,0,0,0,0,0,0
2023 Summer,EDIS,7730,Read Assess & Data-Bsd Dec Mk,009525,"Solari,Emily Jane",501,10836,School of Education and HumanDev,3.76,15,0,7,5,3,0,0,0,0,0,0
2023 Summer,EDIS,7230,Curriculum Gifted & Talented,009710,"Adams,Cheryll",500,10894,School of Education and HumanDev,3.95,13,0,11,2,0,0,0,0,0,0,0
2023 Summer,EDIS,7760,Reading w/ Special Populations,046720,"Solari,Emily",500,10903,School of Education and HumanDev,3.88,17,5,9,1,1,1,0,0,0,0,0
2023 Summer,EDIS,5025,"Curric, Instruct & Assessment",044060,"Allen,Amanda",501,10782,School of Education and HumanDev,3.94,21,4,14,2,1,0,0,0,0,0,0
2023 Summer,EDIS,5410,Young Adult Literature,009456,"Pfautz,Jean Anne",501,12669,School of Education and HumanDev,3.92,12,7,3,1,1,0,0,0,0,0,0
2023 Summer,EDLF,5010,Child Learning & Development,009670,"Smith,Ray",500,10817,School of Education and HumanDev,3.65,11,2,5,2,0,1,0,0,0,1,0
2023 Summer,CHEM,1411,Intro College Chem I Lab,005986,"Mattson,William A",002,10376,College & Graduate Arts & Sci,3.97,28,24,1,3,0,0,0,0,0,0,0
2023 Summer,EDIS,5221,Reading Foundations,009443,"Demchak,Alisha",001,10764,School of Education and HumanDev,3.90,22,0,16,5,1,0,0,0,0,0,0
2023 Summer,KINE,5700,AT Training Skills & EMC,044582,"Moore,Erin",001,10839,School of Education and HumanDev,3.70,20,0,6,11,1,2,0,0,0,0,0
2023 Summer,MATH,1220,A Survey of Calculus II,022945,"Melcher,Tai",001,10542,College & Graduate Arts & Sci,2.92,11,1,1,2,0,3,1,1,0,1,1
2023 Summer,EDLF,7140,LEAD II: Professional Learning,009701,"Boland,Maureen",500,10820,School of Education and HumanDev,3.96,7,2,4,1,0,0,0,0,0,0,0
2023 Summer,FREN,3585,Topics in Cultural Studies,014370,"Horne,Janet R",502,12358,College & Graduate Arts & Sci,3.94,14,0,11,3,0,0,0,0,0,0,0
2023 Summer,CHEM,1410,Intro College Chemistry I,005649,"Mattson,William A",002,10373,College & Graduate Arts & Sci,3.66,28,8,6,6,5,1,1,0,1,0,0
2023 Summer,DS,6030,Statistical Learning,046346,"Gedeck,Peter",001,11839,School of Data Science,3.67,21,4,12,1,1,2,0,0,0,0,1
2023 Summer,PSYC,2150,Introduction to Cognition,032487,"Golino,Mariana",001,12227,College & Graduate Arts & Sci,3.53,43,0,10,19,5,4,4,0,1,0,0
