Term Desc,Subject,Catalog Number,Class Title,Primary Instructor Name,Class Section,Course GPA,# of Students,A+,A,A-,B+,B,B-,C+,C,C-,DFW
2019 January,AAS,3500,Intermediate Seminar in AAS,"Otu,Edwin Kwame",501,3.85,13,1,7,4,1,0,0,0,0,0,0
2019 January,ANTH,1010,Introduction to Anthropology,"Cieslak,Jacqueline Elizabeth",001,3.45,13,1,4,4,0,0,3,0,1,0,0
2019 January,ANTH,2800,Introduction to Archaeology,"Palazzo,Susan",001,3.84,14,0,8,5,1,0,0,0,0,0,0
2019 January,ARH,3500,Topics inArchitectural History,"Reilly,Lisa A",501,-,-,0,4,4,0,0,0,0,1,0,0
2019 January,ARTH,3255,Renaissance Art on Site,"Reilly,Lisa A",501,3.54,17,0,2,10,3,1,0,1,0,0,0
2019 January,ARTS,2580,Special Topics in Sculpture,"Bennett,William H",001,-,-,2,6,1,0,0,0,0,0,0,0
2019 January,ARTS,2610,Introduction to Drawing I,"Rollando,Akemi Ohira",001,3.71,18,1,7,7,2,0,0,1,0,0,0
2019 January,COMM,3845,Foundations Intl Business,"Wilkerson,William R",001,3.73,18,0,9,5,2,2,0,0,0,0,0
2019 January,COMM,4293,GCI: IT Practicum in Argentina,"Grazioli,Stefano",501,3.64,16,0,7,2,6,1,0,0,0,0,0
2019 January,COMM,4589,GCI: General Topics,"Moore,Sherri Patricia",501,3.79,28,0,11,15,2,0,0,0,0,0,0
2019 January,COMM,4589,GCI: General Topics,"Sarker,Suprateek",503,3.91,20,0,15,4,1,0,0,0,0,0,0
2019 January,COMM,4589,GCI: General Topics,"Webb,Robert I",502,3.78,15,1,7,4,3,0,0,0,0,0,0
2019 January,DRAM,1020,Speaking in Public,"Dalton,David Norris",001,-,-,0,3,6,1,0,0,0,0,0,0
2019 January,ENSP,1600,Public Speaking,"Gardiner,Margaret Elaine",001,3.85,14,0,7,7,0,0,0,0,0,0,0
2019 January,EVSC,4050,Topics in Oceanography,"Macko,Stephen A",001,3.81,18,3,7,6,1,1,0,0,0,0,0
2019 January,EVSC,5050,Advanced Oceanography,"Macko,Stephen A",001,-,-,1,0,0,1,0,0,0,0,0,0
2019 January,FREN,3553,J-Term in Paris,"Blatt,Ari Jason",501,-,-,0,2,0,0,0,0,0,0,0,0
2019 January,FRTR,2553,J-Term in Paris,"Blatt,Ari Jason",501,4.00,16,0,16,0,0,0,0,0,0,0,0
2019 January,GBUS,8439,Ldsp&Cultures of Trust & Innov,"Smelick,Robert M",001,-,60,0,0,0,0,0,0,0,0,0,0
2019 January,GBUS,8517,Nav Diff Waters:Singapore&SriL,"Modica,Marc",001,-,24,0,0,0,0,0,0,0,0,0,0
2019 January,GBUS,8633,Software Development,"Cowan,Alexander C",001,-,27,0,0,0,0,0,0,0,0,0,0
2019 January,GBUS,8645,Dubai/Bahrain Past and Future,"Allayannis,George S",001,-,27,0,0,0,0,0,0,0,0,0,0
2019 January,GBUS,8645,Dubai/Bahrain Past and Future,"West,June A.",001,-,27,0,0,0,0,0,0,0,0,0,0
2019 January,GDS,2559,New Course: GDS,"Colvin,Christopher James",001,-,-,0,2,0,0,0,0,0,0,0,0
2019 January,GETR,2770,Germany: Past and Present,"Neuhaus,Christina Aline",501,3.95,17,0,14,3,0,0,0,0,0,0,0
2019 January,GETR,3559,New Course: GETR,"Biemann,Asher D",501,-,-,1,2,0,0,0,0,0,0,0,0
2019 January,GSGS,3365,Conscious Social Change,"Steidle,Gretchen Anne",001,-,-,0,1,3,3,0,1,0,0,0,1
2019 January,HIEA,3141,Pol & Soc Thought Modern China,"Reed,Bradly W",001,3.59,24,0,9,6,3,6,0,0,0,0,0
2019 January,HIST,2559,New Course: HIST,"Mcbrien,Justin Daniel",001,-,-,0,6,0,0,0,0,0,0,0,0
2019 January,HIST,4591,Topics in History,"Thomas,Mark",501,3.45,13,0,0,5,8,0,0,0,0,0,0
2019 January,ISHU,3720,Victor Hugo's Paris,"Barnett,Marva",501,3.63,14,1,8,3,0,1,0,0,0,0,1
2019 January,ITTR,3758,Love Affair with Tuscany,"Cesaretti,Enrico Francesco",501,3.91,17,0,12,5,0,0,0,0,0,0,0
2019 January,JWST,3559,New Course:  JWST,"Biemann,Asher D",501,-,-,1,1,2,0,0,0,0,0,0,0
2019 January,LAW,7600,Admiralty (SC),"Rutherglen,George",1,-,-,0,0,3,2,1,0,0,0,0,0
2019 January,LAW,7608,Plea Bargaining (SC),"Bowers,Josh",1,-,-,0,0,7,1,0,0,0,0,0,0
2019 January,LAW,7610,French Public/Private Law (SC),"Gore,Marie",1,3.46,12,2,2,0,4,3,1,0,0,0,0
2019 January,LAW,7624,Virginia/Constitution (SC),"Howard,A. E. Dick",1,3.65,15,1,2,7,5,0,0,0,0,0,0
