Term Desc,Subject,Catalog Number,Class Title,Primary Instructor Name,Class Section,Course GPA,# of Students,A+,A,A-,B+,B,B-,C+,C,C-,DFW
2018 Spring,AAS,1020,African-Amer & African Stds II,"Harold,Claudrena N",100,3.72,124,0,65,33,13,8,1,1,2,0,1
2018 Spring,AAS,2224,Black Fem & Masc in US Media,"Shutt,Lisa Toccafondi",001,3.62,45,0,16,17,5,4,2,0,1,0,0
2018 Spring,AAS,2224,Black Fem & Masc in US Media,"Shutt,Lisa Toccafondi",002,3.46,23,0,2,11,5,3,2,0,0,0,0
2018 Spring,AAS,3200,"Martin, Malcolm and America","Hadley,Mark Andrew",001,-,-,0,2,1,2,3,0,1,0,0,0
2018 Spring,AAS,3500,Intermediate Seminar in AAS,"Bailey,Telisha Dionne",001,3.04,23,3,11,1,2,0,1,0,0,0,5
2018 Spring,AAS,3500,Intermediate Seminar in AAS,"Daut Zaka,Marlene L",004,-,-,0,0,5,1,0,0,0,0,0,0
2018 Spring,AAS,3500,Intermediate Seminar in AAS,"Fleming,Julius B",002,3.15,19,0,4,4,2,3,4,0,0,1,1
2018 Spring,AAS,3500,Intermediate Seminar in AAS,"Harold,Claudrena N",005,3.54,58,0,16,22,13,4,1,1,0,0,1
2018 Spring,AAS,3500,Intermediate Seminar in AAS,"LeFlouria,Talitha Lynette",003,3.61,16,0,10,4,0,1,0,0,0,0,1
2018 Spring,AAS,3500,Intermediate Seminar in AAS,"LeFlouria,Talitha Lynette",008,3.34,20,0,10,4,1,0,0,0,1,0,4
2018 Spring,AAS,3500,Intermediate Seminar in AAS,"Pendergrass,Sabrina",007,3.33,15,0,5,3,3,2,0,0,0,1,1
2018 Spring,AAS,3500,Intermediate Seminar in AAS,"Shutt,Lisa Toccafondi",006,3.58,18,0,9,4,1,2,1,0,0,1,0
2018 Spring,AAS,3559,New Course:  AAS,"Cleckley,Elgin Louis",001,-,-,0,3,0,0,0,0,0,0,0,0
2018 Spring,AAS,3652,African Am History Since 1865,"Kahrl,Andrew W",001,3.24,14,0,4,1,4,2,1,0,1,1,0
2018 Spring,AAS,4080,Thesis,"Harold,Claudrena N",001,-,-,1,0,0,0,0,0,0,0,0,0
2018 Spring,AAS,4109,Civil Rights Movement & Media,"Bodroghkozy,Aniko",001,-,-,0,0,1,0,0,0,0,0,0,0
2018 Spring,AAS,4570,Adv Research Sem in AAS,"Crawley,Ashon Thomas",002,3.68,12,0,6,4,1,0,0,0,1,0,0
2018 Spring,AAS,4570,Adv Research Sem in AAS,"Otu,Edwin Kwame",001,2.42,14,0,2,1,2,0,3,0,0,3,3
2018 Spring,AAS,4993,Independent Study,"Harold,Claudrena N",003,-,-,0,0,1,0,0,0,0,0,0,0
2018 Spring,AAS,4993,Independent Study,"LeFlouria,Talitha Lynette",005,-,-,0,2,0,0,0,0,0,0,0,0
2018 Spring,AAS,4993,Independent Study,"Samuel,Petal K",007,-,-,0,1,0,0,0,0,0,0,0,0
2018 Spring,AAS,5559,New Course: AAS,"Daut Zaka,Marlene L",001,-,-,1,0,0,0,0,0,0,0,0,0
2018 Spring,ACCT,2010,Introductory Accounting I,"Kasten,Marshall V",701,3.30,22,3,7,2,1,3,1,0,3,0,2
2018 Spring,ACCT,2020,Introductory Accounting II,"Montesa,Noel Evangelista",701,3.98,15,12,1,1,0,0,0,0,0,0,1
2018 Spring,ACCT,3110,Intermediate Accounting I,"Hutton,Leon W",701,-,-,2,4,1,1,0,0,0,0,0,1
2018 Spring,ACCT,3120,Intermediate Accounting II,"Lee,Nammy K",701,3.57,11,0,7,0,1,2,0,0,1,0,0
2018 Spring,ACCT,3140,Cost Accounting,"Cardine,William",701,-,-,1,3,0,3,2,0,0,0,0,0
2018 Spring,ACCT,4450,Federal Taxation I,"Dittmer,Gary D",701,3.33,20,0,8,0,0,8,0,0,2,0,2
2018 Spring,ACCT,5250,Advanced Auditing,"Evans,Richard",701,-,-,0,0,4,1,0,0,0,0,1,0
2018 Spring,ACCT,5310,Topics in Advanced Accounting,"Brooks,Gary D",701,-,-,0,2,1,2,1,0,0,0,0,0
2018 Spring,ACCT,5410,Fraud Examination,"Tabor,Brent M",701,3.75,13,2,10,0,0,0,0,0,0,0,1
2018 Spring,ACCT,5460,Federal Taxation II,"Dittmer,Gary D",701,-,-,0,3,0,0,1,0,0,0,0,0
2018 Spring,AIRS,100,Leadership Laboratory,"Ulman,Christopher Michael",001,-,-,0,0,0,0,0,0,0,0,0,3
2018 Spring,AIRS,1200,Foundations of U.S. Air Force,"Delawder,Colleen M",001,3.65,21,0,6,13,1,0,0,0,0,0,1
2018 Spring,AIRS,1200,Foundations of U.S. Air Force,"Delawder,Colleen M",002,-,-,0,2,5,2,0,0,1,0,0,0
2018 Spring,AIRS,2200,Evolution of Air & Space Power,"Brown,Daniel Craig",001,3.67,12,10,1,0,0,0,0,0,0,0,1
2018 Spring,AIRS,2200,Evolution of Air & Space Power,"Brown,Daniel Craig",002,-,-,5,2,0,0,0,0,0,0,0,0
2018 Spring,AIRS,3200,Air Force Leadership & Mgmt,"Ulman,Christopher Michael",002,-,-,0,3,5,0,1,0,0,0,0,0
2018 Spring,AIRS,4200,Natl Sec Affairs/Prep Act Duty,"Donley,Patrick H",001,-,-,0,3,1,0,0,0,0,0,0,0
2018 Spring,AIRS,4200,Natl Sec Affairs/Prep Act Duty,"Donley,Patrick H",002,-,-,1,3,1,0,0,0,0,0,0,0
2018 Spring,ALAR,8020,Design Development Studio,"Crisman,Phoebe",002,-,-,0,5,1,1,0,0,0,0,1,0
2018 Spring,ALAR,8020,Design Development Studio,"Martin Robles,Ines Maria",005,3.33,11,0,1,2,5,2,1,0,0,0,0
2018 Spring,ALAR,8020,Design Development Studio,"Menefee III,Charles",003,3.52,11,0,3,3,3,1,1,0,0,0,0
2018 Spring,ALAR,8020,Design Development Studio,"Pancorbo Crespo,Luis Guillermo",004,3.31,11,1,0,3,2,2,2,0,0,0,1
2018 Spring,AMST,2660,Spirituality in America,"Hedstrom,Matthew Sigurd",100,3.61,117,0,43,38,19,13,1,0,2,1,0
2018 Spring,AMST,3001,Theories & Methods of Amer Std,"Daut Zaka,Marlene L",001,2.95,19,0,3,2,3,4,2,0,3,2,0
2018 Spring,AMST,3001,Theories & Methods of Amer Std,"Goff,Lisa",003,3.62,18,0,8,7,1,0,0,0,2,0,0
2018 Spring,AMST,3001,Theories & Methods of Amer Std,"Singerman,David",002,3.77,15,0,6,7,2,0,0,0,0,0,0
2018 Spring,AMST,3321,Race & Ethnicity in Latinx Lit,"Lamas,Carmen E",001,3.78,14,0,5,8,1,0,0,0,0,0,0
2018 Spring,AMST,3465,America and the Global South,"Goff,Lisa",001,3.63,12,0,5,5,0,1,0,0,1,0,0
2018 Spring,AMST,3559,New Course: AMST,"Daut Zaka,Marlene L",005,-,-,0,1,0,0,0,0,0,0,0,0
2018 Spring,AMST,3559,New Course: AMST,"Higginbotham,Carmenita",004,3.76,20,0,9,6,4,0,0,0,0,0,1
2018 Spring,AMST,3559,New Course: AMST,"Keeler,Kasey Rae",002,3.36,17,2,3,3,2,3,1,1,1,0,1
2018 Spring,AMST,3559,New Course: AMST,"Sewell,Jessica Ellen",003,3.78,26,0,12,11,2,1,0,0,0,0,0
2018 Spring,AMST,3559,New Course: AMST,"Singerman,David",001,3.45,19,0,10,6,1,0,0,0,0,0,2
2018 Spring,AMST,3641,Native America,"McMillen,Christian Wallace",100,2.74,16,0,0,2,2,6,2,0,1,1,2
2018 Spring,AMST,4321,Caribbean Latinx,"Lamas,Carmen E",001,-,-,0,4,0,4,0,1,0,0,0,0
2018 Spring,AMST,4500,Seminar in American Studies,"Boggs,Jeremy Kim",001,-,-,3,4,1,0,1,0,0,0,0,0
2018 Spring,AMST,4500,Seminar in American Studies,"Grandison,Kenrick I",003,-,-,0,0,7,0,1,0,0,0,0,0
2018 Spring,AMST,4500,Seminar in American Studies,"Ross,Marlon B",004,-,-,0,0,1,0,3,0,0,0,0,0
2018 Spring,AMST,4500,Seminar in American Studies,"Shukla,Sandhya",002,3.30,11,0,4,1,0,2,1,2,0,0,1
2018 Spring,AMST,4559,New Course: American Studies,"Balfour,Katharine L",001,-,-,0,0,3,0,1,0,0,0,0,0
2018 Spring,AMST,4993,Independent Study,"Fojas,Camilla Marie",005,-,-,0,1,0,0,0,0,0,0,0,0
2018 Spring,AMST,4993,Independent Study,"Higginbotham,Carmenita",008,-,-,0,0,0,0,0,0,0,0,0,1
2018 Spring,AMST,4999,DMP Thesis Seminar,"Brickhouse,Anna Campbell",001,-,-,0,2,0,0,1,0,0,0,0,0
2018 Spring,AMST,4999,DMP Thesis Seminar,"Brickhouse,Anna Campbell",003,-,-,0,2,0,0,0,0,0,0,0,0
2018 Spring,AMST,4999,DMP Thesis Seminar,"Brickhouse,Anna Campbell",005,-,-,1,0,0,0,0,0,0,0,0,0
2018 Spring,AMST,4999,DMP Thesis Seminar,"Brickhouse,Anna Campbell",006,-,-,0,1,0,0,0,0,0,0,0,0
2018 Spring,AMST,4999,DMP Thesis Seminar,"Brickhouse,Anna Campbell",007,-,-,0,1,0,0,0,0,0,0,0,0
2018 Spring,AMST,4999,DMP Thesis Seminar,"Brickhouse,Anna Campbell",008,-,-,0,1,0,0,0,0,0,0,0,0
2018 Spring,AMST,4999,DMP Thesis Seminar,"Brickhouse,Anna Campbell",012,-,-,0,1,0,0,0,0,0,0,0,0
2018 Spring,ANTH,1010,Introduction to Anthropology,"Hantman,Jeffrey L",100,3.27,236,9,44,43,41,44,27,7,11,2,8
2018 Spring,ANTH,2280,Medical Anthropology,"Tidey,Sylvia",100,3.18,177,0,23,32,41,39,24,9,3,3,3
2018 Spring,ANTH,2325,Anthropology of God,"Mentore,George P",100,3.39,36,0,5,11,9,4,6,0,0,0,1
2018 Spring,ANTH,2360,Don Juan and Castaneda,"Wagner,Roy",001,3.27,57,6,5,6,19,9,7,5,0,0,0
