Term Desc,Subject,Catalog Number,Class Title,Primary Instructor Name,Class Section,Course GPA,# of Students,A+,A,A-,B+,B,B-,C+,C,C-,DFW
2016 January,AAS,2559,New Course:  AAS,"Levy,Latasha Beatrice",1,3.92,13,1,11,0,0,1,0,0,0,0,0
2016 January,ANTH,2800,Introduction to Archaeology,"Palazzo,Susan",1,3.84,12,3,5,3,0,1,0,0,0,0,0
2016 January,ANTH,3590,Social & Cultural Anthropology,"Handler,Richard",501,-,-,0,2,4,0,0,0,0,0,0,0
2016 January,ANTH,4993,Indep Study in Anthropology,"Wagner,Roy",1,-,-,1,0,0,0,0,0,0,0,0,0
2016 January,ARH,3500,Topics inArchitectural History,"Reilly,Lisa A",501,-,-,0,1,1,2,0,0,0,0,0,0
2016 January,ARTH,3255,Renaissance Art on Site,"Reilly,Lisa A",501,3.63,15,0,5,5,4,0,1,0,0,0,0
2016 January,ARTS,2580,Special Topics in Sculpture,"Bennett,William H",1,-,-,1,6,0,2,0,0,0,0,0,0
2016 January,ARTS,2610,Introduction to Drawing I,"Rollando,Akemi Ohira",1,3.71,17,0,10,3,1,2,1,0,0,0,0
2016 January,ARTS,2620,Introduction to Drawing II,"Dass,Dean A",1,3.82,13,0,5,8,0,0,0,0,0,0,0
2016 January,BME,3030,BME Advanced Design,"Allen,Timothy E",1,3.76,17,2,7,4,4,0,0,0,0,0,0
2016 January,BME,6030,BME Advanced Design,"Allen,Timothy E",1,-,-,0,1,0,0,0,0,0,0,0,0
2016 January,COMM,3845,Foundations Intl Business,"Wilkerson,William R",1,3.70,23,0,4,16,3,0,0,0,0,0,0
2016 January,COMM,4293,GCI: IT Practicum in Argentina,"Grazioli,Stefano",501,3.72,14,0,6,5,2,1,0,0,0,0,0
2016 January,COMM,4393,GCI: Consumers & Markets,"Cheema,Amar",501,3.54,13,0,2,5,5,1,0,0,0,0,0
2016 January,COMM,4529,GCI: Topics in IT,"Nelson,Russell R",501,3.78,21,0,11,6,4,0,0,0,0,0,0
2016 January,COMM,4539,GCI: Topics in Marketing,"Foutz,Ying Natasha Zhang",501,3.97,21,0,19,2,0,0,0,0,0,0,0
2016 January,COMM,4589,GCI: General Topics,"Webb,Robert I",501,3.85,17,1,10,4,2,0,0,0,0,0,0
2016 January,COMM,4824,Sustainability in Nicaragua,"Brown,Robert",501,3.81,29,0,11,18,0,0,0,0,0,0,0
2016 January,DRAM,1020,Speaking in Public,"Dalton,David Norris",1,3.92,13,0,12,0,0,1,0,0,0,0,0
2016 January,DRAM,4598,Special Topics Design Tech,"Rybitski,Christopher M",1,-,-,7,0,0,0,0,0,0,0,0,0
2016 January,ELA,2559,New Course: ELA,"Luedtke,Karlin Rae",1,3.89,17,0,12,4,1,0,0,0,0,0,0
