Term Desc,Subject,Catalog Number,Class Title,Primary Instructor Name,Class Section,Course GPA,# of Students,A+,A,A-,B+,B,B-,C+,C,C-,DFW
2017 Fall,AAS,1010,African-Amer & African Stds I,"Otu,Edwin Kwame",100,3.58,126,0,49,42,17,7,3,1,1,2,4
2017 Fall,AAS,2224,Black Fem & Masc in US Media,"Shutt,Lisa Toccafondi",001,3.67,48,0,27,11,3,2,2,1,0,0,2
2017 Fall,AAS,2224,Black Fem & Masc in US Media,"Shutt,Lisa Toccafondi",002,3.26,27,0,6,10,1,4,0,1,1,0,4
2017 Fall,AAS,3500,Intermediate Seminar in AAS,"LeFlouria,Talitha Lynette",003,3.70,20,0,11,5,0,2,2,0,0,0,0
2017 Fall,AAS,3500,Intermediate Seminar in AAS,"Pendergrass,Sabrina",004,2.98,17,0,2,4,3,4,0,1,1,1,1
2017 Fall,AAS,3500,Intermediate Seminar in AAS,"Samuel,Petal K",005,3.45,20,0,12,2,1,1,1,2,0,0,1
2017 Fall,AAS,3559,New Course:  AAS,"Crawley,Ashon Thomas",003,-,-,7,1,0,0,0,0,0,0,0,2
2017 Fall,AAS,3559,New Course:  AAS,"Daut Zaka,Marlene L",002,-,-,0,0,1,2,0,0,0,0,0,1
2017 Fall,AAS,3559,New Course:  AAS,"Daut Zaka,Marlene L",004,-,-,1,1,0,3,1,0,2,1,0,1
2017 Fall,AAS,3559,New Course:  AAS,"Otu,Edwin Kwame",001,3.07,15,0,4,3,3,2,0,0,0,0,3
2017 Fall,AAS,3559,New Course:  AAS,"Shutt,Lisa Toccafondi",005,-,-,0,1,0,0,3,1,0,1,1,3
2017 Fall,AAS,4070,Directed Reading and Research,"Harold,Claudrena N",001,-,-,1,0,0,0,0,0,0,0,0,0
2017 Fall,AAS,4501,Adv. Res Sem in Hist & AAS,"Harold,Claudrena N",002,-,-,0,2,3,0,1,0,0,2,0,0
2017 Fall,AAS,4501,Adv. Res Sem in Hist & AAS,"LeFlouria,Talitha Lynette",001,3.57,12,0,3,5,2,1,1,0,0,0,0
2017 Fall,AAS,4993,Independent Study,"Harold,Claudrena N",003,-,-,0,0,2,0,0,0,0,0,0,0
2017 Fall,AAS,4993,Independent Study,"Rotich,Anne J",005,-,-,0,1,0,0,1,0,0,0,0,0
2017 Fall,ACCT,2010,Introductory Accounting I,"Kasten,Marshall V",701,3.13,22,2,3,5,1,6,0,0,0,1,4
2017 Fall,ACCT,2020,Introductory Accounting II,"Montesa,Noel Evangelista",701,3.74,11,6,1,2,0,1,1,0,0,0,0
2017 Fall,ACCT,3110,Intermediate Accounting I,"Hutton,Leon W",701,3.73,12,4,4,3,0,0,0,0,0,1,0
2017 Fall,ACCT,3120,Intermediate Accounting II,"Lee,Nammy K",701,3.48,14,1,3,3,3,0,1,0,1,0,2
2017 Fall,ACCT,3140,Cost Accounting,"Cardine,William",701,-,-,2,4,2,0,0,1,0,0,1,0
2017 Fall,ACCT,4450,Federal Taxation I,"Dittmer,Gary D",701,3.40,11,0,4,0,0,6,0,0,0,0,1
2017 Fall,ACCT,4700,Federal Accounting,"Hutton,Leon W",701,-,-,5,3,0,0,1,0,0,0,0,0
2017 Fall,ACCT,5210,Introductory Auditing,"Evans,Richard",701,3.44,14,0,2,7,2,2,0,0,0,1,0
