TermDesc,Subject,Catalog Number,Class Title,CourseID,Primary Instructor Name,ClassSection,ClassNum,ClassAcademicGroup,Course GPA,# of Students,A+,A,A-,B+,B,B-,C+,C,C-,DFW,LEVEL
2021 Spring,CHEM,1421,Intro College Chemistry II Lab,005994,"Morkowchuk,Lisa Nicole",033,12556,CGAS,3.89,22,17,1,1,3,0,0,0,0,0,0,UGRD
2021 Spring,CHEM,1421,Intro College Chemistry II Lab,005994,"Morkowchuk,Lisa Nicole",034,12557,CGAS,3.94,22,16,4,1,0,1,0,0,0,0,0,UGRD
2021 Spring,CHEM,1421,Intro College Chemistry II Lab,005994,"Morkowchuk,Lisa Nicole",035,14379,CGAS,3.68,21,10,4,2,3,0,1,0,0,0,1,UGRD
2021 Spring,CHEM,1421,Intro College Chemistry II Lab,005994,"Morkowchuk,Lisa Nicole",036,14419,CGAS,3.89,21,13,5,0,2,1,0,0,0,0,0,UGRD
2021 Spring,CHEM,1421,Intro College Chemistry II Lab,005994,"Morkowchuk,Lisa Nicole",037,14550,CGAS,3.92,18,14,2,0,2,0,0,0,0,0,0,UGRD
2021 Spring,CHEM,1421,Intro College Chemistry II Lab,005994,"Morkowchuk,Lisa Nicole",038,18471,CGAS,3.54,16,10,3,0,1,0,0,0,0,0,2,UGRD
2021 Spring,CHEM,1500,Chemistry for Health Sciences,043753,"Samonina,Jelena",001,12334,CGAS,3.88,33,3,18,11,1,0,0,0,0,0,0,UGRD
2021 Spring,CHEM,1820,Organic Chemistry Accelerated,005667,"Serbulea,Laura L",100,10316,CGAS,3.64,50,2,27,8,5,4,1,2,0,0,1,UGRD
2021 Spring,CHEM,1821,Organic Chem Lab Accelerated,006008,"Serbulea,Laura L",100,12670,CGAS,3.74,45,0,29,8,4,2,0,0,1,1,0,UGRD
2021 Spring,CHEM,2321,Org Lab II Non-Chem Maj/Min,043155,"Chruma,Jason J",001,11819,CGAS,3.95,28,10,16,1,0,1,0,0,0,0,0,UGRD
2021 Spring,CHEM,2321,Org Lab II Non-Chem Maj/Min,043155,"Chruma,Jason J",002,11820,CGAS,3.95,47,5,36,5,1,0,0,0,0,0,0,UGRD
2021 Spring,CHEM,2321,Org Lab II Non-Chem Maj/Min,043155,"Chruma,Jason J",003,11821,CGAS,3.91,45,4,34,4,1,2,0,0,0,0,0,UGRD
2021 Spring,CHEM,2321,Org Lab II Non-Chem Maj/Min,043155,"Chruma,Jason J",004,11822,CGAS,3.86,47,6,27,10,3,0,1,0,0,0,0,UGRD
2021 Spring,CHEM,2321,Org Lab II Non-Chem Maj/Min,043155,"Chruma,Jason J",005,12959,CGAS,3.95,42,8,29,4,0,1,0,0,0,0,0,UGRD
2021 Spring,CHEM,2321,Org Lab II Non-Chem Maj/Min,043155,"Chruma,Jason J",006,12558,CGAS,3.92,42,7,28,5,1,1,0,0,0,0,0,UGRD
2021 Spring,CHEM,2321,Org Lab II Non-Chem Maj/Min,043155,"Chruma,Jason J",007,12960,CGAS,3.89,47,8,28,8,2,0,1,0,0,0,0,UGRD
2021 Spring,CHEM,2321,Org Lab II Non-Chem Maj/Min,043155,"Chruma,Jason J",008,12961,CGAS,3.94,45,5,31,9,0,0,0,0,0,0,0,UGRD
2021 Spring,CHEM,2321,Org Lab II Non-Chem Maj/Min,043155,"Chruma,Jason J",009,12962,CGAS,3.90,22,1,14,7,0,0,0,0,0,0,0,UGRD
2021 Spring,CHEM,2321,Org Lab II Non-Chem Maj/Min,043155,"Chruma,Jason J",010,12963,CGAS,3.88,38,6,19,11,2,0,0,0,0,0,0,UGRD
2021 Spring,CHEM,2321,Org Lab II Non-Chem Maj/Min,043155,"Chruma,Jason J",012,13099,CGAS,3.80,30,1,19,6,3,0,0,0,1,0,0,UGRD
2021 Spring,CHEM,2321,Org Lab II Non-Chem Maj/Min,043155,"Chruma,Jason J",014,13111,CGAS,3.82,12,1,5,5,1,0,0,0,0,0,0,UGRD
2021 Spring,CHEM,2321,Org Lab II Non-Chem Maj/Min,043155,"Chruma,Jason J",016,18474,CGAS,3.92,36,0,28,7,1,0,0,0,0,0,0,UGRD
2021 Spring,CHEM,2321,Org Lab II Non-Chem Maj/Min,043155,"Chruma,Jason J",018,18476,CGAS,3.93,37,2,29,5,0,1,0,0,0,0,0,UGRD
2021 Spring,CHEM,2321,Org Lab II Non-Chem Maj/Min,043155,"Chruma,Jason J",020,18478,CGAS,3.88,41,9,25,4,0,2,0,1,0,0,0,UGRD
2021 Spring,CHEM,2420,Organic Chemistry II,005699,"Chruma,Jason J",600,20066,CGAS,3.30,111,5,36,16,12,16,5,5,12,4,0,UGRD
2021 Spring,CHEM,2420,Organic Chemistry II,005699,"Frantz,Alicia Joellen Ruth",100,10319,CGAS,3.11,228,0,19,44,51,57,21,15,15,3,3,UGRD
2021 Spring,CHEM,2420,Organic Chemistry II,005699,"Frantz,Alicia Joellen Ruth",200,12559,CGAS,2.99,126,0,8,17,29,31,16,12,8,1,4,UGRD
2021 Spring,CHEM,2420,Organic Chemistry II,005699,"Samonina,Jelena",300,13357,CGAS,3.43,112,16,29,19,14,15,6,5,4,0,4,UGRD
2021 Spring,CHEM,2420,Organic Chemistry II,005699,"Serbulea,Laura L",500,11507,CGAS,3.78,20,4,6,7,2,1,0,0,0,0,0,UGRD
2021 Spring,CHEM,2421,Organic Chemistry II Lab,006018,"Hunt,Donald F",100,18484,CGAS,3.08,73,6,8,12,12,10,8,4,10,2,1,UGRD
2021 Spring,CHEM,2820,Thermo/Kinetics (Accelerated),005712,"Welch,Kevin David",100,10322,CGAS,3.82,32,2,20,6,1,2,1,0,0,0,0,UGRD
2021 Spring,CHEM,3121,Adv Synthetic Techniques Lab,046175,"Gilliard,Robert Jerard",100,20649,CGAS,3.65,12,0,3,6,2,1,0,0,0,0,0,UGRD
2021 Spring,CHEM,3420,Phys Chem - Thermodynamics,005732,"Egorov,Sergei",100,10324,CGAS,3.43,62,18,9,7,10,6,3,6,2,1,0,UGRD
2021 Spring,CHEM,3821,Physical Chemistry Lab II,005741,"Pate,Brooks Hart",100,20741,CGAS,3.87,34,13,12,6,2,0,1,0,0,0,0,UGRD
2021 Spring,CHEM,4410,Biological Chemistry I,005755,"Grisham,Charles M",001,12224,CGAS,3.92,34,6,24,0,4,0,0,0,0,0,0,UGRD
2021 Spring,CHEM,4420,Biological Chemistry II,005756,"Landers,James P",001,10328,CGAS,3.40,80,2,16,21,20,9,9,0,2,0,1,UGRD
2021 Spring,CHEM,4421,Biological Chemistry Lab II,005758,"Price,Carol Webber",100,10330,CGAS,3.78,52,5,25,14,4,2,2,0,0,0,0,UGRD
2021 Spring,CHEM,4440,Biochemistry for Pre-Health,046085,"Samonina,Jelena",100,19564,CGAS,3.65,214,27,72,62,21,21,2,6,1,1,1,UGRD
2021 Spring,CHEM,5120,Organic Chemistry IV,039276,"Hilinski,Michael",001,11615,CGAS,,,0,2,3,1,1,0,0,0,0,0,GRAD
2021 Spring,CHEM,5180,Organic Techniques,039277,"Pu,Lin",001,12561,CGAS,,,1,1,1,2,1,0,0,0,0,0,GRAD
2021 Spring,CHEM,5340,Nanomaterials,044283,"Zhang,Sen",001,12969,CGAS,,,0,2,1,2,0,0,0,0,0,0,GRAD
2021 Spring,CHEM,5380,Structure Diffraction Methods,005815,"Dickie,Diane Amanda",001,13007,CGAS,,,0,0,3,2,0,0,0,0,0,0,GRAD
2021 Spring,CHEM,5420,Adv Biological Chemistry II,005802,"Cafiso,David S",001,13358,CGAS,3.51,12,0,3,4,1,4,0,0,0,0,0,GRAD
2021 Spring,CHEM,5430,Nanoscale Imaging,038339,"Gahlmann,Andreas",001,12029,CGAS,,,2,2,0,1,0,0,0,0,0,0,GRAD
2021 Spring,CHEM,5610,Teaching for the Science Class,045874,"Stains,Marilyne",001,18530,CGAS,,,1,3,1,0,0,0,0,0,0,0,GRAD
2021 Spring,CHEM,5720,Methods in Bioanalytical Chem,005806,"Pompano,Rebecca Rose",001,13359,CGAS,,,2,4,0,1,1,0,0,1,0,0,GRAD
2021 Spring,CHIN,1020,Elementary Chinese,006048,"Gao,Ying",002,10337,CGAS,3.94,15,0,12,3,0,0,0,0,0,0,0,UGRD
2021 Spring,CHIN,2010,Intermediate Chinese,006053,"Huang,Lizeng",001,12835,CGAS,3.92,11,1,7,3,0,0,0,0,0,0,0,UGRD
2021 Spring,CHIN,2020,Intermediate Chinese,006054,"Chen,Shu-Chen",001,10340,CGAS,3.69,16,0,9,3,2,0,2,0,0,0,0,UGRD
2021 Spring,CHIN,2020,Intermediate Chinese,006054,"Chen,Shu-Chen",004,11794,CGAS,3.79,14,0,8,3,3,0,0,0,0,0,0,UGRD
2021 Spring,CHIN,2020,Intermediate Chinese,006054,"Gao,Feng",002,14193,CGAS,3.89,17,0,14,2,0,0,1,0,0,0,0,UGRD
2021 Spring,CHIN,2020,Intermediate Chinese,006054,"Geng,Ziyi",003,11691,CGAS,3.94,17,0,15,1,1,0,0,0,0,0,0,UGRD
2021 Spring,CHIN,3010,Pre-Advanced Chinese I,006059,"Huang,Lizeng",001,13325,CGAS,3.95,11,0,9,2,0,0,0,0,0,0,0,UGRD
2021 Spring,CHIN,3020,Pre-Advanced Chinese II,006060,"Geng,Ziyi",002,12836,CGAS,3.95,11,2,7,2,0,0,0,0,0,0,0,UGRD
2021 Spring,CHIN,4020,Advanced Chinese II,006068,"Liang,Hsin Hsin",001,12708,CGAS,3.95,13,6,5,2,0,0,0,0,0,0,0,UGRD
2021 Spring,CHTR,3020,Survey of Modern Chinese Lit,040532,"Laughlin,Charles Andrew",001,18684,CGAS,3.98,18,6,10,1,0,0,0,0,0,0,1,UGRD
2021 Spring,CHTR,4010,Legendary Women in Early China,006136,"Kinney,Anne B",001,18683,CGAS,3.89,18,1,13,3,0,1,0,0,0,0,0,UGRD
2021 Spring,CLAS,2020,Roman Civilization,006298,"Hays,Bradford G",100,11492,CGAS,3.66,41,0,18,12,7,2,1,0,0,1,2,UGRD
2021 Spring,CLAS,2040,Greek Mythology,006300,"Petrovic,Ivana",100,10344,CGAS,3.85,126,12,79,22,7,0,1,2,0,1,2,UGRD
2021 Spring,CLAS,3260,Rituals in Ancient Greece,045800,"Petrovic,Andrej",001,19207,CGAS,3.94,28,2,22,3,1,0,0,0,0,0,0,UGRD
2021 Spring,COMM,1800,Foundations of Commerce,006438,"Wright,Ryan Timothy",001,14695,COMM,3.70,226,26,64,91,24,14,5,2,0,0,0,UGRD
2021 Spring,COMM,1800,Foundations of Commerce,006438,"Wright,Ryan Timothy",002,14730,COMM,3.60,137,7,44,47,12,20,5,1,0,0,1,UGRD
2021 Spring,COMM,2010,Intro to Financial Accounting,006440,"Martin,Roger D",001,14616,COMM,3.62,122,13,57,15,9,15,5,2,4,1,1,UGRD
2021 Spring,COMM,2020,Intro Management Accounting,006441,"Martin,Roger D",001,14617,COMM,3.55,226,18,65,54,40,29,12,7,1,0,0,UGRD
2021 Spring,COMM,2600,Leadership Across Disciplines,006449,"Lovelace,Jeffrey",001,14784,COMM,3.67,49,3,13,22,6,4,1,0,0,0,0,UGRD
2021 Spring,COMM,2730,Personal Finance,006451,"Kelly,Dorothy Connor",001,14618,COMM,3.91,34,0,27,5,1,1,0,0,0,0,0,UGRD
2021 Spring,COMM,3040,Strategic Value Creation,006456,"Marcel,Jeremy J",005,14623,COMM,3.66,36,0,10,15,11,0,0,0,0,0,0,UGRD
2021 Spring,COMM,3040,Strategic Value Creation,006456,"Marcel,Jeremy J",006,14624,COMM,3.73,37,0,16,12,9,0,0,0,0,0,0,UGRD
2021 Spring,COMM,3040,Strategic Value Creation,006456,"Oliver,Abbie Griffith",002,14620,COMM,3.63,29,0,6,16,10,0,0,0,0,0,0,UGRD
2021 Spring,COMM,3040,Strategic Value Creation,006456,"Pentz-Harris,Marcia Lynne",003,14621,COMM,3.70,31,0,7,19,5,0,0,0,0,0,0,UGRD
2021 Spring,COMM,3040,Strategic Value Creation,006456,"Pentz-Harris,Marcia Lynne",004,14622,COMM,3.76,33,0,14,14,4,1,0,0,0,0,0,UGRD
2021 Spring,COMM,3040,Strategic Value Creation,006456,"Webb,Robert I",001,14619,COMM,3.63,44,0,6,27,10,1,0,0,0,0,0,UGRD
2021 Spring,COMM,3040,Strategic Value Creation,006456,"Webb,Robert I",002,14620,COMM,3.63,29,0,6,16,10,0,0,0,0,0,0,UGRD
2021 Spring,COMM,3040,Strategic Value Creation,006456,"Yung,Christopher A",007,14625,COMM,3.53,35,0,13,5,7,10,0,0,0,0,0,UGRD
2021 Spring,COMM,3040,Strategic Value Creation,006456,"Yung,Christopher A",008,14626,COMM,3.54,34,0,9,9,10,6,0,0,0,0,0,UGRD
2021 Spring,COMM,3050,Managerial Decision Making,006457,"Baglioni Jr.,Anthony John",002,14628,COMM,3.69,33,0,14,10,6,3,0,0,0,0,0,UGRD
2021 Spring,COMM,3050,Managerial Decision Making,006457,"Ballinger,Gary Andrew",001,14627,COMM,3.67,41,1,20,7,10,2,0,0,0,1,0,UGRD
2021 Spring,COMM,3050,Managerial Decision Making,006457,"Ballinger,Gary Andrew",002,14628,COMM,3.69,33,0,14,10,6,3,0,0,0,0,0,UGRD
2021 Spring,COMM,3050,Managerial Decision Making,006457,"Fraser,Cynthia",008,14634,COMM,3.64,34,0,14,10,5,3,2,0,0,0,0,UGRD
2021 Spring,COMM,3050,Managerial Decision Making,006457,"Gray,Peter Horst",005,14631,COMM,3.64,37,4,9,13,8,2,0,0,1,0,0,UGRD
2021 Spring,COMM,3050,Managerial Decision Making,006457,"Gray,Peter Horst",006,14632,COMM,3.63,39,2,8,16,11,2,0,0,0,0,0,UGRD
2021 Spring,COMM,3050,Managerial Decision Making,006457,"Johnson,Steven Lawrence",008,14634,COMM,3.64,34,0,14,10,5,3,2,0,0,0,0,UGRD
2021 Spring,COMM,3050,Managerial Decision Making,006457,"Lehman,David W",005,14631,COMM,3.64,37,4,9,13,8,2,0,0,1,0,0,UGRD
2021 Spring,COMM,3050,Managerial Decision Making,006457,"Lehman,David W",006,14632,COMM,3.63,39,2,8,16,11,2,0,0,0,0,0,UGRD
2021 Spring,COMM,3050,Managerial Decision Making,006457,"Lockwood,Christi Lynn",007,14633,COMM,3.67,23,0,9,8,4,1,1,0,0,0,0,UGRD
2021 Spring,COMM,3050,Managerial Decision Making,006457,"Lockwood,Christi Lynn",008,14634,COMM,3.64,34,0,14,10,5,3,2,0,0,0,0,UGRD
2021 Spring,COMM,3050,Managerial Decision Making,006457,"Nelson,Russell R",002,14628,COMM,3.69,33,0,14,10,6,3,0,0,0,0,0,UGRD
2021 Spring,COMM,3050,Managerial Decision Making,006457,"O'Connor,Kieran Sean",003,14629,COMM,3.58,42,0,14,11,9,8,0,0,0,0,0,UGRD
2021 Spring,COMM,3050,Managerial Decision Making,006457,"O'Connor,Kieran Sean",004,14630,COMM,3.60,39,0,11,13,11,4,0,0,0,0,0,UGRD
2021 Spring,COMM,3120,Intermediate Accounting II,006462,"Winchel,Jennifer Lynn",001,14635,COMM,3.88,40,1,27,9,3,0,0,0,0,0,0,UGRD
2021 Spring,COMM,3120,Intermediate Accounting II,006462,"Winchel,Jennifer Lynn",003,14637,COMM,3.74,37,1,18,10,6,1,1,0,0,0,0,UGRD
2021 Spring,COMM,3200,Project & Product Management,006498,"Gregory,Robert Wayne",001,14652,COMM,3.53,28,1,6,8,7,4,1,0,0,0,1,UGRD
2021 Spring,COMM,3200,Project & Product Management,006498,"Gregory,Robert Wayne",002,14682,COMM,3.49,25,6,2,6,3,5,3,0,0,0,0,UGRD
2021 Spring,COMM,3200,Project & Product Management,006498,"Gregory,Robert Wayne",003,14805,COMM,3.53,24,2,5,6,6,4,1,0,0,0,0,UGRD
2021 Spring,COMM,3220,DB Mgmt Sys & Bus Intellignce,006500,"Shi,Lanfei",001,14675,COMM,3.76,27,2,10,11,3,1,0,0,0,0,0,UGRD
2021 Spring,COMM,3220,DB Mgmt Sys & Bus Intellignce,006500,"Shi,Lanfei",002,14690,COMM,3.80,23,1,10,10,1,1,0,0,0,0,0,UGRD
2021 Spring,COMM,3220,DB Mgmt Sys & Bus Intellignce,006500,"Shi,Lanfei",003,14778,COMM,3.77,23,3,9,8,0,3,0,0,0,0,0,UGRD
2021 Spring,COMM,3230,Managing Innovation,045750,"Martin,Eric",001,14793,COMM,3.83,27,0,16,7,2,1,0,0,0,0,1,UGRD
2021 Spring,COMM,3330,Mkt Research & Analytic Tech,006475,"Burroughs,James E",004,20977,COMM,3.72,38,0,12,20,5,1,0,0,0,0,0,UGRD
2021 Spring,COMM,3330,Mkt Research & Analytic Tech,006475,"Davis,Derick Francis",001,14641,COMM,3.90,33,9,15,8,0,1,0,0,0,0,0,UGRD
2021 Spring,COMM,3330,Mkt Research & Analytic Tech,006475,"Mick,David G",002,14642,COMM,3.86,33,5,17,9,0,2,0,0,0,0,0,UGRD
2021 Spring,COMM,3330,Mkt Research & Analytic Tech,006475,"Mick,David G",003,14643,COMM,3.95,30,7,18,5,0,0,0,0,0,0,0,UGRD
2021 Spring,COMM,3410,Commercial Law I,006470,"Moore,Sherri Patricia",001,14638,COMM,3.64,136,0,47,59,12,11,3,2,2,0,0,UGRD
2021 Spring,COMM,3410,Commercial Law I,006470,"Moore,Sherri Patricia",002,14639,COMM,3.62,123,0,37,54,16,9,5,1,0,1,0,UGRD
2021 Spring,COMM,3420,Commercial Law II,006471,"Moore,Sherri Patricia",001,14640,COMM,3.69,104,0,37,50,10,5,1,0,0,0,1,UGRD
2021 Spring,COMM,3420,Commercial Law II,006471,"Moore,Sherri Patricia",002,14738,COMM,3.74,87,0,30,44,10,1,1,0,0,0,1,UGRD
2021 Spring,COMM,3559,New Course:  COMM,041922,"Finley II,Edward Joseph",001,20320,COMM,3.50,20,0,4,6,7,2,1,0,0,0,0,UGRD
2021 Spring,COMM,3720,Intermediate Corporate Finance,006484,"Chen,Zhaohui",001,14644,COMM,3.47,26,2,2,12,2,5,3,0,0,0,0,UGRD
2021 Spring,COMM,3720,Intermediate Corporate Finance,006484,"Chen,Zhaohui",002,14645,COMM,3.62,28,1,5,15,5,0,2,0,0,0,0,UGRD
2021 Spring,COMM,3720,Intermediate Corporate Finance,006484,"Chen,Zhaohui",003,14646,COMM,3.46,28,2,2,12,7,2,2,0,1,0,0,UGRD
2021 Spring,COMM,3720,Intermediate Corporate Finance,006484,"Parham,Robert",004,14647,COMM,3.64,16,2,3,5,6,0,0,0,0,0,0,UGRD
2021 Spring,COMM,3720,Intermediate Corporate Finance,006484,"Parham,Robert",005,14677,COMM,3.56,18,3,2,5,5,3,0,0,0,0,0,UGRD
2021 Spring,COMM,3720,Intermediate Corporate Finance,006484,"Parham,Robert",006,20236,COMM,3.57,14,2,2,4,4,2,0,0,0,0,0,UGRD
2021 Spring,COMM,3790,Venture Capital & Emergng Firm,006486,"Richardson,Brendan Ray",001,14648,COMM,3.85,31,22,6,2,0,0,0,0,0,0,1,UGRD
2021 Spring,COMM,3790,Venture Capital & Emergng Firm,006486,"Richardson,Brendan Ray",002,14743,COMM,3.88,37,29,3,2,1,0,1,1,0,0,0,UGRD
2021 Spring,COMM,4150,Intro Auditing,044592,"Negangard,Eric M",001,14739,COMM,3.42,15,0,3,3,5,3,1,0,0,0,0,UGRD
2021 Spring,COMM,4230,Info Technology in Finance,006501,"Grazioli,Stefano",001,14653,COMM,3.81,14,0,8,4,2,0,0,0,0,0,0,UGRD
2021 Spring,COMM,4251,Digital Safari,043955,"Carew,Richard C",001,20341,COMM,3.73,13,1,3,7,2,0,0,0,0,0,0,UGRD
2021 Spring,COMM,4260,Business Analytics,042104,"Li,Jingjing",001,14683,COMM,3.90,23,2,15,5,1,0,0,0,0,0,0,UGRD
2021 Spring,COMM,4310,Global Marketing,006515,"Kehoe,William J",001,14654,COMM,3.85,19,3,8,7,1,0,0,0,0,0,0,UGRD
2021 Spring,COMM,4350,Cust Analytics & Brand Strat,006519,"Maxham III,James G",001,14701,COMM,4.00,25,4,21,0,0,0,0,0,0,0,0,UGRD
2021 Spring,COMM,4350,Cust Analytics & Brand Strat,006519,"Maxham III,James G",002,14765,COMM,4.00,22,7,15,0,0,0,0,0,0,0,0,UGRD
2021 Spring,COMM,4370,Digital Strategy & Analytics,044926,"Montgomery,Nicole Votolato",001,14741,COMM,3.98,27,0,25,2,0,0,0,0,0,0,0,UGRD
2021 Spring,COMM,4372,Mktg. Communications Campaigns,006697,"Heilman,Carrie M",001,14656,COMM,3.89,27,5,15,6,0,0,1,0,0,0,0,UGRD
2021 Spring,COMM,4374,Mktg. Comm. Campaigns - Lab,043608,"Heilman,Carrie M",001,14713,COMM,3.88,25,4,14,6,0,0,1,0,0,0,0,UGRD
2021 Spring,COMM,4559,New Course:  COMM,040853,"Black,Christina S.",001,20268,COMM,3.89,14,0,10,3,1,0,0,0,0,0,0,UGRD
2021 Spring,COMM,4559,New Course:  COMM,040853,"Carew,Richard C",009,20307,COMM,3.86,18,1,10,6,1,0,0,0,0,0,0,UGRD
2021 Spring,COMM,4559,New Course:  COMM,040853,"Gallmeyer,Michael F",002,20300,COMM,3.86,18,3,9,4,2,0,0,0,0,0,0,UGRD
2021 Spring,COMM,4559,New Course:  COMM,040853,"Gallmeyer,Michael F",003,20301,COMM,3.82,11,0,9,0,1,0,1,0,0,0,0,UGRD
2021 Spring,COMM,4559,New Course:  COMM,040853,"Metcalf,Mark L",006,20304,COMM,3.98,16,10,5,1,0,0,0,0,0,0,0,UGRD
2021 Spring,COMM,4559,New Course:  COMM,040853,"Mousavi,Reza",007,20305,COMM,3.81,13,2,4,6,1,0,0,0,0,0,0,UGRD
2021 Spring,COMM,4559,New Course:  COMM,040853,"Smith,David Carl",004,20302,COMM,3.71,26,2,10,7,5,2,0,0,0,0,0,UGRD
2021 Spring,COMM,4559,New Course:  COMM,040853,"Smith,David Carl",005,20303,COMM,3.77,24,1,7,14,2,0,0,0,0,0,0,UGRD
2021 Spring,COMM,4620,Strategic Leadership,045370,"Lovelace,Jeffrey",001,14780,COMM,3.75,26,1,6,17,2,0,0,0,0,0,0,UGRD
2021 Spring,COMM,4620,Strategic Leadership,045370,"Lovelace,Jeffrey",002,20340,COMM,3.70,21,1,4,13,2,1,0,0,0,0,0,UGRD
2021 Spring,COMM,4621,"Measure, Manage, & Motivate",006712,"Ballinger,Gary Andrew",001,14781,COMM,3.98,25,1,22,2,0,0,0,0,0,0,0,UGRD
2021 Spring,COMM,4641,Public Speaking & Persuasion,006490,"Patterson,Robert E",001,14650,COMM,3.92,15,0,11,4,0,0,0,0,0,0,0,UGRD
2021 Spring,COMM,4660,Mgmt Consulting & Advisory Svc,006529,"Seaborn,Paul",001,14718,COMM,3.77,13,0,3,10,0,0,0,0,0,0,0,UGRD
2021 Spring,COMM,4680,Entrepreneurship,006531,"Ransler IV,Charles William",001,14785,COMM,3.74,32,0,14,14,0,4,0,0,0,0,0,UGRD
2021 Spring,COMM,4681,Entrepreneurship Trck Capstone,040148,"Martin,Eric",001,14665,COMM,3.83,45,0,21,23,1,0,0,0,0,0,0,UGRD
2021 Spring,COMM,4710,Intermediate Investments,006538,"Chapman,David Arthur",001,14699,COMM,3.35,26,0,11,0,8,4,1,0,1,0,1,UGRD
2021 Spring,COMM,4710,Intermediate Investments,006538,"Sandas,Patrik Vilhelm",002,14740,COMM,3.59,11,0,4,1,6,0,0,0,0,0,0,UGRD
2021 Spring,COMM,4731,Principles-Securities Trading,042093,"Sandas,Patrik Vilhelm",001,14742,COMM,3.89,15,0,11,3,1,0,0,0,0,0,0,UGRD
2021 Spring,COMM,4760,Private Equity,039906,"Marston,Felicia Chapman",001,14666,COMM,3.97,23,0,21,2,0,0,0,0,0,0,0,UGRD
2021 Spring,COMM,4791,Real Estate Investmnt Analysis,040720,"Sanderford,Andrew Ross",001,14676,COMM,3.93,25,0,19,6,0,0,0,0,0,0,0,UGRD
2021 Spring,COMM,4821,Managing Sustainable Dev,006701,"Carfagno,Kerrie Aman",001,14737,COMM,3.78,24,0,9,13,2,0,0,0,0,0,0,UGRD
2021 Spring,COMM,4831,Cultivating Wisdom&Well-Being,042515,"Mick,David G",001,14688,COMM,3.93,18,4,10,4,0,0,0,0,0,0,0,UGRD
2021 Spring,COMM,5110,Financial Statement Analysis,043381,"Koch,Adam S",001,14696,COMM,3.87,15,0,10,4,1,0,0,0,0,0,0,GRAD
2021 Spring,COMM,5110,Financial Statement Analysis,043381,"Koch,Adam S",002,14697,COMM,3.95,11,2,7,2,0,0,0,0,0,0,0,GRAD
2021 Spring,COMM,5160,Govt & Nonprofit Accounting,045977,"McDermott,Katie Eileen",001,19478,COMM,3.84,12,1,7,3,0,1,0,0,0,0,0,GRAD
2021 Spring,COMM,5460,Taxes & Business Strategy,006557,"Seidman,Jeri Kristina",001,14660,COMM,3.58,20,2,6,3,5,4,0,0,0,0,0,GRAD
2021 Spring,COMM,5460,Taxes & Business Strategy,006557,"Seidman,Jeri Kristina",002,14744,COMM,3.49,21,1,5,4,5,6,0,0,0,0,0,GRAD
2021 Spring,CS,1010,Intro to Information Tech,006852,"Dill,Craig",001,15428,ENGR,3.83,74,19,38,6,6,2,2,1,0,0,0,UGRD
2021 Spring,CS,1110,Introduction to Programming,006846,"Dill,Craig",004,16448,ENGR,3.66,39,8,14,5,4,3,1,0,2,0,2,UGRD
2021 Spring,CS,1110,Introduction to Programming,006846,"McBurney,Paul William",003,16302,ENGR,3.70,99,19,50,10,9,6,1,0,1,0,3,UGRD
2021 Spring,CS,1110,Introduction to Programming,006846,"Pettit,Raymond S",001,15414,ENGR,3.69,105,17,54,9,14,3,2,1,1,0,5,UGRD
2021 Spring,CS,1110,Introduction to Programming,006846,"Pettit,Raymond S",002,15424,ENGR,3.89,126,29,71,15,4,6,0,0,0,0,1,UGRD
2021 Spring,CS,1111,Introduction to Programming,007055,"Dill,Craig",001,15426,ENGR,3.85,73,12,43,9,3,3,1,0,1,0,2,UGRD
2021 Spring,CS,1112,Introduction to Programming,007058,"Cohoon,James P",001,15427,ENGR,3.62,125,17,59,19,8,9,2,3,2,0,6,UGRD
2021 Spring,CS,2102,Discrete Mathematics,006872,"Orrico,Elizabeth Mae",002,15902,ENGR,3.92,130,29,86,5,6,3,1,0,0,0,0,UGRD
2021 Spring,CS,2102,Discrete Mathematics,006872,"Orrico,Elizabeth Mae",003,16307,ENGR,3.86,119,18,76,14,6,3,0,1,0,0,1,UGRD
2021 Spring,CS,2102,Discrete Mathematics,006872,"Tychonievich,Luther A.",001,19073,ENGR,3.78,126,26,66,18,6,4,3,0,1,0,2,UGRD
2021 Spring,CS,2110,Software Development Methods,006871,"Graham,Daniel George",004,20792,ENGR,3.74,62,9,35,9,2,1,0,0,1,0,6,UGRD
2021 Spring,CS,2110,Software Development Methods,006871,"Hott,John Robert",001,15429,ENGR,3.87,96,18,52,18,5,1,2,0,0,0,0,UGRD
2021 Spring,CS,2110,Software Development Methods,006871,"Hott,John Robert",002,15833,ENGR,3.95,120,10,96,7,6,0,0,0,0,0,1,UGRD
2021 Spring,CS,2110,Software Development Methods,006871,"Stone,Derrick Javad",003,16155,ENGR,3.89,118,9,82,16,7,2,1,0,0,0,1,UGRD
2021 Spring,CS,2150,Program & Data Representation,006881,"Bloomfield,Aaron S",001,15433,ENGR,3.46,145,7,55,32,15,13,6,3,3,1,14,UGRD
2021 Spring,CS,2150,Program & Data Representation,006881,"Bloomfield,Aaron S",002,16091,ENGR,3.44,158,5,57,30,26,15,8,5,5,0,9,UGRD
2021 Spring,CS,3102,Theory of Computation,006897,"Brunelle,Nathan James",001,15437,ENGR,3.95,232,37,186,5,0,1,1,0,0,0,2,UGRD
