TermDesc,Subject,Catalog Number,Class Title,CourseID,Primary Instructor Name,ClassSection,ClassNum,ClassAcademicGroup,Course GPA,# of Students,A+,A,A-,B+,B,B-,C+,C,C-,DFW,LEVEL
2021 Spring,AAS,3500,Intermediate Seminar in AAS,039376,"Smithson,Brian C",002,12785,CGAS,3.91,11,,,,,,,,,,,UGRD
2021 Spring,ACCT,5310,Topics in Advanced Accounting,000192,"Brooks,Gary D",701,19650,SCPS,,,,,,,,,,,,,GRAD
2021 Spring,ACCT,5410,Fraud Examination,040496,"Achilles,Wendy W",701,19654,SCPS,,,,,,,,,,,,,GRAD
2021 Spring,ANTH,5220,Economic Anthropology,000831,"Damon,Frederick H.",001,19387,CGAS,,,,,,,,,,,,,GRAD
2021 Spring,ANTH,5885,Arch of Colonial Expansions,000896,"Laviolette,Adria",001,19347,CGAS,,,,,,,,,,,,,GRAD
2021 Spring,APMA,6430,Statistics Engrs & Scientists,001210,"Guadagni,Gianluca",001,16220,ENGR,,,,,,,,,,,,,GRAD
2021 Spring,ARAH,9505,Sem Ancient Art/Archaeology,039134,"Rogers,Dylan Kelby",001,20120,CGAS,,,,,,,,,,,,,GRAD
2021 Spring,ASTR,5420,Interstellar Medium,003108,"Indebetouw,Remy",001,19342,CGAS,,,,,,,,,,,,,GRAD
2021 Spring,BIMS,8995,Topical Research,042296,"Nakamoto,Robert K",008,17581,MDS,,,,,,,,,,,,,GRAD
2021 Spring,BIMS,8995,Topical Research,042296,"Winckler,Bettina",001,21289,MDS,,,,,,,,,,,,,GRAD
2021 Spring,BIOL,4559,New Course: BIOL,038577,"Grainger,Robert M",003,20233,CGAS,4.00,13,,,,,,,,,,,UGRD
2021 Spring,CE,5700,Foundations Engineering,045189,"Burden,Lindsay Ivey",001,19282,ENGR,3.71,14,,,,,,,,,,,GRAD
2021 Spring,CHE,5561,Spec Top: Chemical Engineering,005499,"Lazzara,Matthew",001,16428,ENGR,,,,,,,,,,,,,GRAD
2021 Spring,CHEM,1421,Intro College Chemistry II Lab,005994,"Morkowchuk,Lisa Nicole",039,18472,CGAS,3.93,14,,,,,,,,,,,UGRD
2021 Spring,CHIN,1020,Elementary Chinese,006048,"Gao,Ying",004,10339,CGAS,3.96,16,,,,,,,,,,,UGRD
2021 Spring,CHIN,1020,Elementary Chinese,006048,"Geng,Ziyi",006,21180,CGAS,3.94,12,,,,,,,,,,,UGRD
2021 Spring,CHIN,1020,Elementary Chinese,006048,"Zhao,Ran",001,14199,CGAS,3.97,11,,,,,,,,,,,UGRD
2021 Spring,COMM,4370,Digital Strategy & Analytics,044926,"Montgomery,Nicole Votolato",002,14766,COMM,3.99,21,,,,,,,,,,,UGRD
2021 Spring,CS,2910,CS Education Practicum,044243,"Tychonievich,Luther A.",001,16473,ENGR,4.00,71,,,,,,,,,,,UGRD
2021 Spring,DRAM,2630,Production Laboratory: Sound,007234,"Rasbury,Michael C",001,19324,CGAS,4.00,26,,,,,,,,,,,UGRD
2021 Spring,DRAM,3070,African-American Theatre,007249,"Davis,Theresa M",001,14129,CGAS,3.98,12,,,,,,,,,,,UGRD
2021 Spring,DRAM,7460,Act: Character into Reltionshp,007434,"Kelly,Colleen",001,20683,CGAS,,,,,,,,,,,,,GRAD
2021 Spring,ECON,4195,Empirical IO,043548,"Ciliberto,Federico",001,12583,CGAS,4.00,15,,,,,,,,,,,UGRD
2021 Spring,EDHS,3250,Prof Dev & Team Dynamics,042978,"Flora,Amanda Gail",1,14959,EDUC,3.93,19,,,,,,,,,,,UGRD
2021 Spring,EDHS,3895,Peer Counseling,043205,"Mason,Michael Gerard",1,15076,EDUC,3.99,32,,,,,,,,,,,UGRD
2021 Spring,EDHS,8670,Assessment of Children,009300,"Mazurek,Micah",001,14825,EDUC,,,,,,,,,,,,,GRAD
2021 Spring,EDHS,8742,Social-Affective Development,046188,"Gest,Scott David",1,20521,EDUC,,,,,,,,,,,,,GRAD
2021 Spring,EDIS,2200,"Designing Art, Music, & Games",045873,"Bull,Glen L",1,19131,EDUC,4.00,11,,,,,,,,,,,UGRD
2021 Spring,EDIS,4320,Teaching Mathematics Elem,046127,"Peddie,Faith Noel",2,19968,EDUC,3.94,17,,,,,,,,,,,UGRD
2021 Spring,EDIS,5051,Tchg Science Secondary Sch II,009464,"Mumba,Frackson",001,14841,EDUC,,,,,,,,,,,,,GRAD
2021 Spring,EDIS,5071,Special Ed Technology,046124,"Kunemund,Rachel",1,19963,EDUC,,,,,,,,,,,,,GRAD
2021 Spring,EDIS,5136,Ethics of Behavior Analysts,045208,"Matthews,Katherine",502,19198,EDUC,3.94,12,,,,,,,,,,,GRAD
2021 Spring,EDIS,5141,IEP & Transition,040533,"Cook,Lysandra",500,18947,EDUC,4.00,11,,,,,,,,,,,GRAD
2021 Spring,EDIS,5175,Issues in K-12 Education,009699,"Baran Jr.,John Charles",500,18961,EDUC,3.95,19,,,,,,,,,,,GRAD
2021 Spring,EDIS,5175,Issues in K-12 Education,009699,"Baran Jr.,John Charles",501,18962,EDUC,3.95,20,,,,,,,,,,,GRAD
2021 Spring,EDIS,5876,Sem: Tch Intern: Social Stds,039330,"Van Hover,Stephanie D",1,15200,EDUC,3.92,13,,,,,,,,,,,GRAD
2021 Spring,EDIS,7270,Differentation of Instruction,042237,"Amspaugh,Christina",500,19024,EDUC,3.98,15,,,,,,,,,,,GRAD
2021 Spring,EDIS,7700,Foundations Reading Instruct,009522,"Thacker-Gwaltney,Susan Frances",500,19117,EDUC,3.99,24,,,,,,,,,,,GRAD
2021 Spring,EDIS,7751,Literacy Leadership Coaching,041923,"Austin,Ottilie Fabricatore",500,19121,EDUC,3.99,22,,,,,,,,,,,GRAD
2021 Spring,EDIS,7842,Teaching ELLs,043604,"Salerno,April Simun",500,19028,EDUC,,,,,,,,,,,,,GRAD
2021 Spring,EDIS,8855,Education and Diversity,043212,"Bierzynski,Danielle",500,19066,EDUC,3.95,14,,,,,,,,,,,GRAD
2021 Spring,EDLF,3170,Introduction to Adolescence,044395,"Sweeney,Beverly Denise",1,15121,EDUC,3.76,17,,,,,,,,,,,UGRD
2021 Spring,EDLF,5260,Cognitive Psyc and Education,044846,"Jirout,Jamie",1,15163,EDUC,3.99,31,,,,,,,,,,,GRAD
2021 Spring,EDLF,7602,History of American Education,009732,"Paxton II,Benjamin Graham Sands",500,19674,EDUC,,,,,,,,,,,,,GRAD
2021 Spring,EDLF,7808,Strat Align of Plan & Resource,009751,"Roberson,Stewart Dean",500,19229,EDUC,,,,,,,,,,,,,GRAD
2021 Spring,EDLF,7811,Ldship for Teaching & Learning,009818,"Huckestein,Sheila Lonnette",500,19251,EDUC,3.97,21,,,,,,,,,,,GRAD
2021 Spring,EDLF,8383,Qualitative Inquiry,044850,"Hitt,Dallas Hambrick",501,20517,EDUC,4.00,19,,,,,,,,,,,GRAD
2021 Spring,ENCW,2300,Poetry Writing,013450,"Adams,Paulina-Marie Hodges",004,10975,CGAS,3.95,14,,,,,,,,,,,UGRD
2021 Spring,ENCW,2300,Poetry Writing,013450,"Marbut,Kyle",003,10974,CGAS,4.00,14,,,,,,,,,,,UGRD
2021 Spring,ENCW,2600,Fiction Writing,013455,"Pratt Pardes,Gahl",003,11327,CGAS,3.98,12,,,,,,,,,,,UGRD
2021 Spring,ENCW,2600,Fiction Writing,013455,"Severance,Kate",004,11328,CGAS,3.98,14,,,,,,,,,,,UGRD
2021 Spring,ENCW,3310,Intermediate Poetry Writing I,013473,"Petrosino,Courteney Michelle",001,11926,CGAS,3.91,11,,,,,,,,,,,UGRD
2021 Spring,ENCW,4720,Literary Prose Thesis,043988,"Denton,Elizabeth",001,13263,CGAS,4.00,15,,,,,,,,,,,UGRD
2021 Spring,ENCW,4830,Advanced Poetry Writing I,013493,"Nystrom,Debra L",001,13261,CGAS,3.98,12,,,,,,,,,,,UGRD
2021 Spring,ENCW,7310,MFA Poetry Workshop,013513,"Dove,Rita",001,11931,CGAS,,,,,,,,,,,,,GRAD
2021 Spring,ENGL,2592,Women in Literature,012512,"Davies,Cassie Marie",002,19775,CGAS,3.72,15,,,,,,,,,,,UGRD
2021 Spring,ENGL,2599,Special Topics,012514,"Latterner,Eva Marie",011,19760,CGAS,3.93,14,,,,,,,,,,,UGRD
2021 Spring,ENGL,2599,Special Topics,012514,"Storti,Sarah Anne",014,19763,CGAS,4.00,11,,,,,,,,,,,UGRD
2021 Spring,ENGL,3570,Studies in American Literature,011360,"Brickhouse,Anna Campbell",002,19802,CGAS,3.99,20,,,,,,,,,,,UGRD
2021 Spring,ENGL,4510,Seminar in Medieval Literature,012686,"Holsinger,Bruce Wood",001,19980,CGAS,3.85,13,,,,,,,,,,,UGRD
2021 Spring,ENGL,9560,Adv Studies in Modern/Cont Lit,012626,"Ramazani,R Jahan",001,13330,CGAS,,,,,,,,,,,,,GRAD
2021 Spring,ENWR,1510,Writing and Critical Inquiry,013432,"Ceraso,Stephanie L",023,10867,CGAS,3.98,17,,,,,,,,,,,UGRD
2021 Spring,ENWR,2800,Public Speaking,045101,"Allison,Kiera",001,12819,CGAS,3.96,16,,,,,,,,,,,UGRD
2021 Spring,ENWR,3620,Tutoring Across Cultures,045940,"Kostelnik,Kate Pamela",001,18696,CGAS,4.00,14,,,,,,,,,,,UGRD
2021 Spring,EVAT,7490,Air Pollution,045832,"Pusede,Sally Ellen",001,18954,CGAS,,,,,,,,,,,,,GRAD
2021 Spring,EVSC,2559,New Course: EVSC,039167,"Lerdau,Manuel T",001,20068,CGAS,4.00,11,,,,,,,,,,,UGRD
2021 Spring,EVSC,3201,Fundamentals of Ecology Lab,014094,"Castorani,Max Christopher Nicholas",001,10407,CGAS,3.89,12,,,,,,,,,,,UGRD
2021 Spring,FREN,2010,Intermediate French I,014315,"Hall,Elizabeth B",004,10434,CGAS,3.79,13,,,,,,,,,,,UGRD
2021 Spring,FREN,2020,Intermediate French II,014316,"Geer,Rachel Carrie",003,10438,CGAS,3.98,13,,,,,,,,,,,UGRD
2021 Spring,FREN,2020,Intermediate French II,014316,"Geer,Rachel Carrie",005,10439,CGAS,3.98,14,,,,,,,,,,,UGRD
2021 Spring,GCNL,5170,Persons w/Complex Health Probs,015378,"Craig,Sarah Jane White",001,17100,NURS,3.99,46,,,,,,,,,,,GRAD
2021 Spring,GNUR,8110,Quantitative Research Methods,017048,"Johnson,Lee Ann",001,17084,NURS,,,,,,,,,,,,,GRAD
2021 Spring,GNUR,8120,Intro to Qual Research Methods,017052,"LeBaron,Virginia T.",001,17142,NURS,,,,,,,,,,,,,GRAD
2021 Spring,HIST,8001,Master's Essay Writing,043215,"Rossman,Jeffrey J",001,12921,CGAS,,,,,,,,,,,,,GRAD
2021 Spring,HIUS,7041,"Early Amer Republic, 1783-1830",019705,"Taylor,Alan Shaw",001,18763,CGAS,,,,,,,,,,,,,GRAD
2021 Spring,KINE,6755,Clinical Practicum IV,044802,"Vela,Luzita",1,15223,EDUC,,,,,,,,,,,,,GRAD
2021 Spring,LAR,7993,Independent Study,038709,"Meyer,Elizabeth",001,10229,ARCH,,,,,,,,,,,,,GRAD
2021 Spring,LAW,7824,Latinos and the Law (SC),046063,"Perea,Juan Francisco",1ZO,19222,LAW,,,,,,,,,,,,,GRAD
2021 Spring,LAW,8633,Nonprofit Clinic (YR),040198,"Leone,Camilyn K",1SP,18137,LAW,,,,,,,,,,,,,GRAD
2021 Spring,LAW,8633,Nonprofit Clinic (YR),040198,"Sipe,Maynard Lloyd",1SP,18137,LAW,,,,,,,,,,,,,GRAD
2021 Spring,LAW,9333,Contemp Pract Int'l Law (YR),045965,"Eichensehr,Kristen E.",1ZO,18436,LAW,,,,,,,,,,,,,GRAD
2021 Spring,LPPL,5025,Wise Interventions,040994,"Boler,Brendan John",001,20414,LEAD,,,,,,,,,,,,,GRAD
2021 Spring,LPPP,5350,NGO Leadership Public Policy,044150,"Warburg,Gerald F.",001,20394,LEAD,,,,,,,,,,,,,GRAD
2021 Spring,LPPP,6500,Topics in Public Policy,041388,"Chou,Eileen Y",001,19991,LEAD,3.92,13,,,,,,,,,,,GRAD
2021 Spring,LPPP,6500,Topics in Public Policy,041388,"Crombie,Amanda Joan Moore",006,17060,LEAD,,,,,,,,,,,,,GRAD
2021 Spring,LPPP,6500,Topics in Public Policy,041388,"Worth,Naomi",006,17060,LEAD,,,,,,,,,,,,,GRAD
2021 Spring,MATH,7410,Functional Analysis I,023228,"Sherman,David Edward",001,13015,CGAS,,,,,,,,,,,,,GRAD
2021 Spring,MDST,3409,LGBTQ Issues in the Media,043014,"Cavalcante,Andre Michael",100,20586,CGAS,3.98,17,,,,,,,,,,,UGRD
2021 Spring,MISC,4025,Advanced Applied Mil Leadershp,037902,"Peralta,Geraldo",001,17374,PROV,3.98,18,,,,,,,,,,,UGRD
2021 Spring,MUEN,3610,Orchestra,024587,"Rous,Benjamin Wood",100,10547,CGAS,4.00,16,,,,,,,,,,,UGRD
2021 Spring,MUEN,3651,Chamber Singers,024590,"Slon,Michael Patrick",001,10570,CGAS,3.99,20,,,,,,,,,,,UGRD
2021 Spring,MUSI,4543,Sound Studio,024871,"Coffey III,Edward J",001,18648,CGAS,3.97,11,,,,,,,,,,,UGRD
2021 Spring,MUSI,7509,Cult & Hist Studies of Music,024957,"Gordon,Bonnie Susan",001,18604,CGAS,,,,,,,,,,,,,GRAD
2021 Spring,NASC,1100,Seapower and Maritime Affairs,025306,"Dahlke,Zachary Neil",001,17391,PROV,3.98,19,,,,,,,,,,,UGRD
2021 Spring,NUCO,2220,Cells to Society for Nursing,043100,"Drake,Emily Eiwen",003,17239,NURS,3.99,34,,,,,,,,,,,UGRD
2021 Spring,NUCO,4210,Public Health Nursing,043229,"Mitchell,Emma McKim",001,17156,NURS,4.00,44,,,,,,,,,,,UGRD
2021 Spring,NUIP,3311,"Quality, Safety, and EBP",045255,"Reid,Kathryn Ballenger",002,17237,NURS,4.00,42,,,,,,,,,,,UGRD
2021 Spring,NURS,4951,Distinguished Majors Sem II,029616,"Coyne,Bethany Moran",001,17094,NURS,3.98,13,,,,,,,,,,,UGRD
2021 Spring,PATH,8050,Colloq: Human Disease Research,029744,"Vande Pol,Scott",001,17663,MDS,,,,,,,,,,,,,GRAD
2021 Spring,PERS,2020,Intermediate Persian,029845,"Mohit,Mahshad",001,10581,CGAS,3.98,12,,,,,,,,,,,UGRD
2021 Spring,PHS,4050,Public Health Policy,043758,"Colvin,Christopher James",002,14205,CGAS,3.99,28,,,,,,,,,,,UGRD
2021 Spring,PHS,7120,Comp Effect and Outcomes,030373,"Lobo,Jennifer E",001,17705,MDS,,,,,,,,,,,,,GRAD
2021 Spring,PHS,8901,Applied Practice Experience II,044476,"Hornsby,Paige P",001,17700,MDS,3.97,34,,,,,,,,,,,GRAD
2021 Spring,PHYS,5640,Computational Physics II,030898,"Hirosky,Robert",001,10643,CGAS,,,,,,,,,,,,,GRAD
2021 Spring,PLAN,5500,Special Topics in Planning,031328,"Cadogan,Garnette Neon",002,20634,ARCH,,,,,,,,,,,,,GRAD
2021 Spring,PLCP,4500,Special Topics,031707,"Meng,Anne",001,14230,CGAS,3.96,16,,,,,,,,,,,UGRD
2021 Spring,PLCP,4500,Special Topics,031707,"Schoppa,Leonard",002,18559,CGAS,3.98,12,,,,,,,,,,,UGRD
2021 Spring,PST,4870,PST Core Seminar II,032368,"Smith,Michael J",001,10676,CGAS,3.99,20,,,,,,,,,,,UGRD
2021 Spring,PSYC,7720,Quantitative Methods II,032792,"Tong,Xin",100,10690,CGAS,3.98,13,,,,,,,,,,,GRAD
2021 Spring,RELB,4520,Adv Topics Buddhism,043667,"Kachru,Sonam",001,19990,CGAS,4.00,11,,,,,,,,,,,UGRD
2021 Spring,RELC,3465,"Religion, Reform, Democracy",045705,"Warren,Heather A",001,14057,CGAS,3.73,15,,,,,,,,,,,UGRD
2021 Spring,RELG,1559,New Course: RELG,039191,"Kinane,Karolyn",001,19218,CGAS,4.00,19,,,,,,,,,,,UGRD
2021 Spring,RSC,6000,Research Methods,046236,"Achilles,Manuela",001,21058,CGAS,,,,,,,,,,,,,GRAD
2021 Spring,RUSS,3020,Third-Year Russian,034653,"Borovskaya-Ellis,Anna",001,10717,CGAS,3.98,14,,,,,,,,,,,UGRD
2021 Spring,RUSS,5120,"Age of Realism, 1851-1881",034696,"Herman,David M.B.L.",001,19434,CGAS,,,,,,,,,,,,,GRAD
2021 Spring,SPAN,4530,Spec Topics Seminar: Language,035970,"Frost,Melissa June",002,19953,CGAS,3.98,14,,,,,,,,,,,UGRD
2021 Spring,SYS,5581,Topics in Systems Engineering,040876,"Small,Arthur Adams",001,20643,ENGR,,,,,,,,,,,,,GRAD
2021 Spring,SYS,6018,Data Mining,036956,"Porter,Michael David",003,20636,ENGR,3.95,21,,,,,,,,,,,GRAD
2021 Spring,WGS,2700,Men and Masculinities,041671,"Speidel,Lisa Anne",001,12252,CGAS,3.93,56,,,,,,,,,,,UGRD
2021 Spring,WGS,4500,"Topic in Wmn, Gndr & Sexuality",043888,"Patel,Geeta H",002,20078,CGAS,4.00,18,,,,,,,,,,,UGRD
2021 Spring,AAS,1020,African-Amer & African Stds II,000084,"Crawley,Ashon Thomas",100,10254,CGAS,3.93,144,3,121,13,5,2,0,0,0,0,0,UGRD
2021 Spring,AAS,2224,Black Fem & Masc in US Media,042659,"Shutt,Lisa Toccafondi",001,11778,CGAS,3.53,16,0,8,6,0,0,0,1,0,0,1,UGRD
2021 Spring,AAS,2224,Black Fem & Masc in US Media,042659,"Shutt,Lisa Toccafondi",002,11971,CGAS,3.81,14,0,8,4,2,0,0,0,0,0,0,UGRD
2021 Spring,AAS,3500,Intermediate Seminar in AAS,039376,"Moses,Janee A",004,19397,CGAS,3.78,12,0,8,2,0,2,0,0,0,0,0,UGRD
2021 Spring,AAS,3652,African Am History Since 1865,000114,"Kahrl,Andrew W",100,20143,CGAS,3.69,16,0,5,9,0,1,1,0,0,0,0,UGRD
2021 Spring,AAS,4725,Queer Africas,045366,"Otu,Edwin Kwame",001,12993,CGAS,3.39,14,0,7,2,1,2,1,0,0,0,1,UGRD
2021 Spring,AAS,7000,Intro to Africana Studies,046186,"Gaines,Kevin Kelly",001,20444,CGAS,,,0,2,3,0,0,0,0,0,0,0,GRAD
2021 Spring,ACCT,2010,Introductory Accounting I,000175,"Kasten,Marshall V",701,19411,SCPS,3.35,36,2,14,7,3,4,0,0,1,0,7,UGRD
2021 Spring,ACCT,2020,Introductory Accounting II,000176,"Montesa,Noel Evangelista",701,19409,SCPS,3.60,22,3,9,4,3,1,0,0,0,0,2,UGRD
2021 Spring,ACCT,3110,Intermediate Accounting I,000185,"Hutton,Leon W",701,19646,SCPS,3.49,16,0,9,4,0,1,0,0,1,0,1,UGRD
2021 Spring,ACCT,3120,Intermediate Accounting II,000186,"Lee,Nammy K",701,19410,SCPS,3.44,12,2,3,0,1,6,0,0,0,0,0,UGRD
2021 Spring,ACCT,4450,Federal Taxation I,000189,"Falcone,Todd",701,19648,SCPS,3.96,18,9,5,2,0,0,0,0,0,0,2,UGRD
2021 Spring,ACCT,5210,Introductory Auditing,000190,"Evans,Richard",701,21041,SCPS,3.65,13,0,4,5,3,1,0,0,0,0,1,GRAD
2021 Spring,ACCT,5460,Federal Taxation II,000194,"Falcone,Todd",701,19655,SCPS,,,3,0,1,0,0,0,1,0,0,0,GRAD
2021 Spring,ACCT,5710,Business Law,046180,"Pao,Roger Chung-Ming",701,20607,SCPS,3.96,22,7,12,3,0,0,0,0,0,0,0,GRAD
2021 Spring,AIRS,4200,Natl Sec Affairs/Prep Act Duty,000297,"Hough,Michael",001,17367,PROV,4.00,12,7,5,0,0,0,0,0,0,0,0,UGRD
2021 Spring,ALAR,8020,Research Studio 2,000310,"El Khafif,Mona",002,19304,ARCH,,,1,1,3,3,0,0,0,0,0,0,GRAD
2021 Spring,ALAR,8020,Research Studio 2,000310,"Jull,Matthew",004,19306,ARCH,,,0,3,1,1,0,0,0,0,0,0,GRAD
2021 Spring,ALAR,8020,Research Studio 2,000310,"Li,Shiqiao",005,19307,ARCH,3.88,11,0,8,2,1,0,0,0,0,0,0,GRAD
2021 Spring,ALAR,8020,Research Studio 2,000310,"Seibert,Matthew",006,19308,ARCH,,,0,1,2,2,0,0,0,0,0,0,GRAD
2021 Spring,ALAR,8995,Thesis II,000312,"Lorenz,Esther",001,10132,ARCH,,,0,2,2,3,0,0,0,0,0,0,GRAD
2021 Spring,AMST,1559,New Course: AMST,038534,"Von Daacke,Kirt",001,19744,CGAS,3.86,55,2,38,8,5,2,0,0,0,0,0,UGRD
2021 Spring,AMST,2559,New Course: AMST,038535,"Coyoca,Wilfred David",002,19747,CGAS,3.81,16,0,11,2,2,1,0,0,0,0,0,UGRD
2021 Spring,AMST,2559,New Course: AMST,038535,"Singerman,David",100,19748,CGAS,3.83,28,18,6,0,1,2,0,0,1,0,0,UGRD
2021 Spring,AMST,2660,Spirituality in America,044408,"Hedstrom,Matthew Sigurd",100,12336,CGAS,3.82,104,0,80,10,8,2,2,1,0,0,1,UGRD
2021 Spring,AMST,2753,Arts & Cultures / Slave South,004392,"Nelson,Louis P",100,20899,CGAS,3.65,12,0,4,5,1,2,0,0,0,0,0,UGRD
2021 Spring,AMST,3001,Theories & Methods of Amer Std,000457,"Cacho,Lisa Marie",001,11833,CGAS,3.83,11,3,3,4,1,0,0,0,0,0,0,UGRD
2021 Spring,AMST,3001,Theories & Methods of Amer Std,000457,"Von Eschen,Penny Marie",003,19804,CGAS,3.43,13,1,6,1,3,1,0,0,0,0,1,UGRD
2021 Spring,AMST,3180,Intro to Asian Amer Studies,039585,"Huang,Jiayuan",001,13258,CGAS,3.88,16,1,10,4,1,0,0,0,0,0,0,UGRD
2021 Spring,AMST,3221,Hands-On Public History,044018,"Goff,Lisa",001,13260,CGAS,3.98,13,1,11,1,0,0,0,0,0,0,0,UGRD
2021 Spring,AMST,3427,"Gender, Things, and Difference",045709,"Sewell,Jessica Ellen",001,14208,CGAS,3.80,24,0,13,9,1,0,1,0,0,0,0,UGRD
2021 Spring,AMST,3740,Cultures of Hip-Hop,044503,"Hamilton,John C",100,12771,CGAS,3.43,41,0,23,6,2,4,1,0,0,1,4,UGRD
2021 Spring,ANTH,1010,Introduction to Anthropology,000600,"Andre-Johnson,Cory-Alice",200,13851,CGAS,3.72,41,0,18,18,1,1,0,0,1,1,1,UGRD
2021 Spring,ANTH,1010,Introduction to Anthropology,000600,"Handler,Richard",100,10262,CGAS,3.77,142,19,69,29,11,9,3,1,1,0,0,UGRD
2021 Spring,ANTH,2120,The Concept of Culture,042869,"Bashkow,Ira R",100,19378,CGAS,3.69,101,2,31,54,8,3,1,1,0,0,1,UGRD
2021 Spring,ANTH,2160,Culture & Environment,045704,"Bitter,Joella",001,20267,CGAS,3.78,21,1,10,6,4,0,0,0,0,0,0,UGRD
2021 Spring,ANTH,2280,Medical Anthropology,000655,"Eisenstein,Anna Ruth",100,11480,CGAS,3.81,59,1,38,11,4,4,1,0,0,0,0,UGRD
2021 Spring,ANTH,2325,Anthropology of God,000680,"Mentore,George P",100,19349,CGAS,3.50,20,0,0,10,10,0,0,0,0,0,0,UGRD
2021 Spring,ANTH,2400,Language and Culture,000667,"Sicoli,Mark A",100,19354,CGAS,3.96,153,62,75,10,4,1,0,0,0,0,1,UGRD
2021 Spring,ANTH,2420,Language and Gender,000669,"Reynolds,Grace Elizabeth",100,20197,CGAS,3.91,49,20,23,3,2,0,0,0,0,1,0,UGRD
2021 Spring,ANTH,2430,Languages of the World,000670,"Mirzayan,Armik",100,20110,CGAS,3.91,38,1,30,5,0,2,0,0,0,0,0,UGRD
2021 Spring,ANTH,2541,Topics in Linguistics,041155,"Wendte,Nathan A.",001,20355,CGAS,3.96,22,11,8,3,0,0,0,0,0,0,0,UGRD
2021 Spring,ANTH,2589,Topics in Archaeology,041141,"Alconini,Sonia",100,19374,CGAS,3.70,44,13,18,3,3,1,1,1,0,1,3,UGRD
2021 Spring,ANTH,2590,Social & Cultural Anthropology,041001,"Andre-Johnson,Cory-Alice",001,20109,CGAS,3.49,14,1,5,6,0,0,1,0,0,0,1,UGRD
2021 Spring,ANTH,2590,Social & Cultural Anthropology,041001,"Reynolds,Grace Elizabeth",002,20218,CGAS,3.84,28,4,21,2,0,0,0,0,0,0,1,UGRD
2021 Spring,ANTH,2810,Human Origins,000699,"Fournier,Nichole",001,20269,CGAS,3.98,25,2,20,2,0,0,0,0,0,0,1,UGRD
2021 Spring,ANTH,2820,Rise of Civilization,000700,"Wattenmaker,Patricia A",100,19365,CGAS,3.55,43,7,6,13,8,6,1,0,0,1,1,UGRD
2021 Spring,ANTH,3020,Using Anthropology,042701,"Seale-Feldman,Aidan S",100,12396,CGAS,3.78,43,0,21,17,1,2,1,0,0,0,1,UGRD
2021 Spring,ANTH,3290,Biopolitics,045108,"Zigon,Jarrett",001,12787,CGAS,3.94,33,15,11,7,0,0,0,0,0,0,0,UGRD
2021 Spring,ANTH,3370,Power and the Body,000744,"Mentore,George P",001,19353,CGAS,3.56,16,0,3,6,4,2,0,0,0,0,1,UGRD
2021 Spring,ANTH,3541,Topics in Linguistics,041156,"Wendte,Nathan A.",001,20354,CGAS,3.92,21,10,7,3,1,0,0,0,0,0,0,UGRD
2021 Spring,ANTH,3559,New Course: ANTH,038540,"Wendte,Nathan A.",001,20356,CGAS,3.85,13,6,5,1,0,0,0,1,0,0,0,UGRD
2021 Spring,ANTH,3589,Topics in Archaeology,041142,"Wattenmaker,Patricia A",001,20107,CGAS,3.75,15,1,7,3,4,0,0,0,0,0,0,UGRD
2021 Spring,ANTH,3590,Social & Cultural Anthropology,041002,"Ebling,Todd Jonathan",003,20266,CGAS,3.97,23,0,19,2,0,0,0,0,0,0,2,UGRD
2021 Spring,ANTH,4591,Majors Seminar,000804,"Barnes,Julia Gabrielle",001,12294,CGAS,3.49,12,4,4,1,0,0,1,0,0,0,2,UGRD
2021 Spring,ANTH,4591,Majors Seminar,000804,"Eisenstein,Anna Ruth",002,19344,CGAS,3.70,12,1,4,4,2,1,0,0,0,0,0,UGRD
2021 Spring,ANTH,5360,World Mental Health,040466,"Merkel Jr.,Richard L",001,11541,CGAS,3.91,15,7,5,1,0,1,0,0,0,0,1,GRAD
2021 Spring,ANTH,5528,Topics in Race Theory,000837,"Bashkow,Ira R",001,19385,CGAS,,,2,7,0,0,0,0,0,0,0,0,GRAD
2021 Spring,ANTH,5541,Topics in Linguistics,041157,"Mirzayan,Armik",002,20248,CGAS,,,3,4,1,0,0,0,0,0,0,0,GRAD
2021 Spring,ANTH,7020,Contemporary Anthro Theory,000905,"Igoe,James Joseph",001,10263,CGAS,,,2,3,2,1,0,0,0,0,0,0,GRAD
2021 Spring,APMA,1110,Single Variable Calculus II,001140,"Abramenko,Monika C",002,15391,ENGR,3.18,24,0,5,5,1,7,2,0,4,0,1,UGRD
2021 Spring,APMA,1110,Single Variable Calculus II,001140,"Pisano,Stacie",001,15390,ENGR,3.45,34,2,6,11,5,4,4,0,1,0,1,UGRD
2021 Spring,APMA,2120,Multivariable Calculus,001144,"Fulgham,Bernard Ives",006,16282,ENGR,3.14,16,0,3,2,1,5,2,0,2,0,3,UGRD
2021 Spring,APMA,2120,Multivariable Calculus,001144,"Hellings,Christian John",005,16067,ENGR,3.49,20,2,4,4,4,5,1,0,0,0,0,UGRD
2021 Spring,APMA,2120,Multivariable Calculus,001144,"Ma,Hui",002,15393,ENGR,3.33,26,0,4,8,4,7,1,0,2,0,0,UGRD
2021 Spring,APMA,2120,Multivariable Calculus,001144,"Ma,Hui",004,15395,ENGR,3.54,29,0,8,8,7,6,0,0,0,0,0,UGRD
