Term Desc,Subject,Catalog Number,Class Title,Primary Instructor Name,Class Section,Course GPA,# of Students,A+,A,A-,B+,B,B-,C+,C,C-,DFW
2014 Summer,AAS,2224,Black Fem. & Masc. in US Media,"Shutt,Lisa Toccafondi",001,3.29,17,0,4,4,3,4,0,1,0,0,1
2014 Summer,AAS,3400,Culture & Identity in S.Africa,"Terni,Clare Marie",001,-,-,1,1,1,1,0,0,0,0,0,0
2014 Summer,AAS,3500,Intermediate Seminar in AAS,"Helton,Laura",001,-,-,0,2,0,0,1,0,0,1,0,0
2014 Summer,AAS,3500,Intermediate Seminar in AAS,"Levy,Latasha Beatrice",002,-,-,3,1,1,2,0,0,0,0,0,0
2014 Summer,AAS,3749,Food &Meaning in Africa&Diasp.,"Shutt,Lisa Toccafondi",001,3.22,12,0,5,1,1,2,0,1,1,0,1
2014 Summer,AAS,4993,Independent Study,"Shutt,Lisa Toccafondi",005,-,-,0,0,0,0,2,2,0,0,0,0
2014 Summer,ACCT,2010,Introductory Accounting I,"Brooks,Gary D",701,-,-,0,1,2,0,2,0,0,0,0,1
2014 Summer,ACCT,2020,Introductory Accounting II,"Montesa,Noel Evangelista",701,-,-,3,4,0,0,0,0,0,0,0,0
2014 Summer,ACCT,3110,Intermediate Accounting I,"Hutton,Leon W",701,-,-,2,0,4,1,0,0,1,0,0,0
2014 Summer,ACCT,3120,Intermediate Accounting II,"Kirchert,Cory C.",701,-,-,2,4,0,1,2,0,0,0,0,1
2014 Summer,ACCT,3140,Cost Accounting,"Cardine,William",701,3.38,14,0,5,0,0,8,0,0,0,0,1
2014 Summer,ACCT,4450,Federal Taxation I,"Hughes,Thomas D",701,-,-,0,2,1,0,0,0,0,0,0,0
2014 Summer,ACCT,5210,Introductory Auditing,"Glenn,James R",701,-,-,0,6,0,0,0,0,0,0,0,1
2014 Summer,ACCT,5460,Federal Taxation II,"Dittmer,Gary D",701,3.33,15,0,7,0,0,6,0,0,2,0,0
2014 Summer,ANTH,1010,Introduction to Anthropology,"Lahatte,Kristin Margaret",001,3.44,14,0,4,4,1,3,1,1,0,0,0
2014 Summer,ANTH,1010,Introduction to Anthropology,"Morris,Christopher",501,3.34,27,0,8,2,5,8,1,1,1,0,1
2014 Summer,ANTH,1559,New Course: Anth,"Stoetzel,John McLean",001,-,-,1,1,1,1,0,0,1,0,0,0
2014 Summer,ANTH,2230,Fantasy and Social Values,"Stanley,Erik Nathaniel",001,3.57,20,4,7,2,3,1,2,0,0,1,0
2014 Summer,ANTH,2400,Language and Culture,"Maceyko,Melissa Sue",001,3.57,20,2,10,3,2,1,1,0,0,0,1
2014 Summer,ANTH,2500,"Cultures, Regions, Civilizatio","Khan,Arsalan Khalid",001,3.37,11,0,4,4,1,1,0,0,0,0,1
2014 Summer,ANTH,2557,Culture Through Film,"Questa Rebolledo,Alessandro",001,-,-,2,2,5,1,0,0,0,0,0,0
2014 Summer,ANTH,2589,Topics in Archaeology,"Leckey,Colum",001,-,-,0,4,0,0,0,0,0,0,0,0
2014 Summer,ANTH,2589,Topics in Archaeology,"Most,Rachel",001,-,-,0,4,0,0,0,0,0,0,0,0
2014 Summer,ANTH,2620,"Sex, Gender and Culture","Reynolds,Grace Elizabeth",001,-,-,0,5,1,1,2,0,0,0,0,0
2014 Summer,ANTH,3240,The Anthropology of Food,"Morris,Christopher",501,3.16,28,0,5,3,4,11,0,4,1,0,0
2014 Summer,ANTH,3240,The Anthropology of Food,"Starr,Julie Elisabeth",001,3.57,20,0,13,3,0,1,0,0,0,1,2
2014 Summer,ANTH,3300,Tournaments and Athletes,"Mentore,George P",001,3.22,13,0,2,2,0,7,2,0,0,0,0
2014 Summer,ANTH,3590,Social & Cultural Anthropology,"Adams,Kathleen",501,2.91,28,0,5,4,2,4,4,2,4,2,1
2014 Summer,ANTH,3590,Social & Cultural Anthropology,"Adams,Kathleen",502,2.98,28,1,6,2,4,3,5,3,2,0,2
2014 Summer,ANTH,3590,Social & Cultural Anthropology,"Adams,Kathleen",503,3.20,27,1,7,2,5,4,2,4,2,0,0
