Term Desc,Subject,Catalog Number,Class Title,Course ID,Primary Instructor Name,Class Section,Class Num,Class Academic Group,Course GPA,# of Students,A+,A,A-,B+,B,B-,C+,C,C-,DFW
2024 Summer,EDLF,5020,Intro to Applied Dev Science,045537,"Sweeney,Beverly",001,10379,School of Education and HumanDev,3.97,20,4,14,2,0,0,0,0,0,0,0
2024 Summer,SPAN,2020,Advanced Intermediate Spanish,035854,"Wellbeloved,Elizabeth A.",503,11893,College & Graduate Arts & Sci,3.71,31,3,11,10,3,4,0,0,0,0,0
2024 Summer,DS,6001,Practice and App of Data Sci,043301,"Kropko,Jonathan",001,11293,School of Data Science,3.96,68,31,33,1,3,0,0,0,0,0,0
2024 Summer,PC,5100,Adv Contracting by Negotiatio,029793,"Brooks,Sheila",701,12116,Continuing & Prof Studies,3.71,13,1,3,7,1,1,0,0,0,0,0
2024 Summer,GERM,2010,Intermediate German,015678,"Zuerner,Chrisann",001,12044,College & Graduate Arts & Sci,3.93,10,8,1,0,1,0,0,0,0,0,0
2024 Summer,STAT,1100,Chance: Intro to Statistics,036650,"Femia,Isabella",002,12693,College & Graduate Arts & Sci,3.22,30,0,9,9,4,2,1,1,0,1,3
2024 Summer,KINE,6700,Pharm & Diagnostic Imaging,044718,"Saliba,Susan",001,10364,School of Education and HumanDev,3.74,19,0,8,7,4,0,0,0,0,0,0
2024 Summer,SPAN,4707,Introduction to Spanish Art,039958,"Wellbeloved,Elizabeth A.",501,11917,College & Graduate Arts & Sci,3.87,15,0,11,2,2,0,0,0,0,0,0
2024 Summer,EDIS,5410,Young Adult Literature,009456,"Pfautz,Jeannie",500,10418,School of Education and HumanDev,3.94,22,18,3,0,0,0,1,0,0,0,0
2024 Summer,CHEM,2420,Organic Chemistry II,005699,"Chruma,Jason",001,10016,College & Graduate Arts & Sci,3.01,37,2,3,8,6,3,4,4,4,3,0
2024 Summer,EDIS,5025,"Curric, Instruct & Assessment",044060,"Fitzpatrick,Mary",502,10406,School of Education and HumanDev,3.40,23,0,7,8,3,0,1,1,2,1,0
2024 Summer,EDIS,5230,Reading Writing Instr Spec Ed,009444,"Collins,Lauren",500,10415,School of Education and HumanDev,3.80,25,0,23,0,0,1,0,0,0,0,1
2024 Summer,COMM,2020,Intro Management Accounting,006441,"Mitchell,Jill",001,11311,McIntire School of Commerce,3.61,14,2,5,1,4,1,1,0,0,0,0
2024 Summer,HIST,2559,New Course: HIST,039301,"Rossman,Jeffrey J",001,12420,College & Graduate Arts & Sci,3.68,13,0,4,7,0,2,0,0,0,0,0
2024 Summer,MDST,2000,Introduction to Media Studies,023487,"Vaidhyanathan,Siva",001,12158,College & Graduate Arts & Sci,3.58,53,0,21,19,3,5,2,0,1,1,1
2024 Summer,HIAF,2002,Modern African History,018134,"Syed,Amir",001,12164,College & Graduate Arts & Sci,3.76,18,1,12,1,2,0,2,0,0,0,0
2024 Summer,EDIS,5001,Legal Foundations Special Ed,045416,"Blackman,Nadiah",500,12227,School of Education and HumanDev,3.98,12,3,8,1,0,0,0,0,0,0,0
2024 Summer,ACCT,5210,Introductory Auditing,000190,"Evans,Richard",701,12110,Continuing & Prof Studies,3.50,20,0,3,10,2,4,0,1,0,0,0
2024 Summer,MATH,1210,A survey of Calculus I,022944,"Melcher,Tai",001,12065,College & Graduate Arts & Sci,2.76,17,0,4,0,0,6,1,1,4,0,1
2024 Summer,SYS,3054,Systems Case Studies,041810,"Klotz,Leidy",501,11976,Engineering & Applied Science,4.00,16,8,8,0,0,0,0,0,0,0,0
2024 Summer,WGS,3125,Transnational Feminism,040835,"Gonzales,Isabel",001,12161,College & Graduate Arts & Sci,3.39,21,2,12,0,2,2,0,0,0,0,3
2024 Summer,CHEM,3410,Phys Chem - Quantum Theory,005731,"Metcalf,Dave",001,11767,College & Graduate Arts & Sci,2.63,48,3,3,3,6,3,7,8,6,6,3
2024 Summer,GNUR,6060,Culture and Health,016943,"Gomes,Melissa",001,11212,School of Nursing,3.99,42,14,26,2,0,0,0,0,0,0,0
