Term Desc,Subject,Catalog Number,Class Title,Primary Instructor Name,Class Section,Course GPA,# of Students,A+,A,A-,B+,B,B-,C+,C,C-,DFW
2013 January,AMST,2500,Major Works for Amer Studies,...,001,3.29,15,0,2,4,2,5,1,1,0,0,0
2013 January,AMST,2500,Major Works for Amer Studies,"Hedstrom,Matthew Sigurd",001,3.29,15,0,2,4,2,5,1,1,0,0,0
2013 January,ANTH,2500,"Cultures, Regions, Civilizatio",...,001,-,-,1,3,3,1,0,0,0,0,0,1
2013 January,ANTH,2500,"Cultures, Regions, Civilizatio","Freeman,Caren Wendy",001,-,-,1,3,3,1,0,0,0,0,0,1
2013 January,ANTH,2890,Unearthing the Past,...,001,3.42,22,1,7,6,0,5,1,0,0,2,0
2013 January,ANTH,2890,Unearthing the Past,"Most,Rachel",001,3.42,22,1,7,6,0,5,1,0,0,2,0
2013 January,ARTH,3559,New Course: ARTH,"Fiorani,Francesca",001,-,-,0,0,3,4,0,0,0,0,0,0
2013 January,ARTS,1610,Introduction to Drawing I,...,001,3.57,18,0,7,5,0,5,1,0,0,0,0
2013 January,ARTS,1610,Introduction to Drawing I,"Rollando,Akemi Ohira",001,3.57,18,0,7,5,0,5,1,0,0,0,0
2013 January,ARTS,2580,Special Topics in Sculpture,"Bennett,William H",001,-,-,0,9,1,0,0,0,0,0,0,0
2013 January,ARTS,2620,Introduction to Drawing II,...,001,3.84,11,0,5,6,0,0,0,0,0,0,0
2013 January,ARTS,2620,Introduction to Drawing II,"Dass,Dean A",001,3.84,11,0,5,6,0,0,0,0,0,0,0
2013 January,ARTS,2812,Introduction to Sculpture II,...,001,-,-,0,1,0,0,0,0,0,0,0,0
2013 January,ARTS,2812,Introduction to Sculpture II,"Bennett,William H",001,-,-,0,1,0,0,0,0,0,0,0,0
2013 January,BIOL,3665,Tropical Ecol in Belize,"Diehl,Fred A",501,3.43,14,0,5,4,4,0,0,0,0,0,1
2013 January,BIOL,3665,Tropical Ecol in Belize,"Miller,Rachel Nottingham",501,3.43,14,0,5,4,4,0,0,0,0,0,1
2013 January,BIOL,3665,Tropical Ecol in Belize,"Smith,David E",501,3.43,14,0,5,4,4,0,0,0,0,0,1
2013 January,COMM,3845,Foundations Intl Business,...,001,3.66,24,0,9,9,3,2,1,0,0,0,0
2013 January,COMM,3845,Foundations Intl Business,"Wilkerson,William R",001,3.66,24,0,9,9,3,2,1,0,0,0,0
2013 January,COMM,4270,IT Consulting Project,"Nelson,Russell R",501,-,-,1,8,1,0,0,0,0,0,0,0
2013 January,COMM,4530,Topics in Marketing,"Cheema,Amar",501,3.73,17,0,7,6,4,0,0,0,0,0,0
2013 January,COMM,4825,Social Enterprise Bangladesh,"Brown,Robert",501,-,-,0,7,0,0,0,0,0,0,0,0
2013 January,DRAM,3320,The Fine Art of Dress 1,"West,Gweneth L",001,-,-,1,1,3,1,0,0,0,1,0,0
2013 January,EDHS,3500,Spec Tops: Human Services,...,002,-,-,0,8,0,0,0,0,0,0,0,0
2013 January,EDHS,3500,Spec Tops: Human Services,"Saliba,Susan Anne",002,-,-,0,8,0,0,0,0,0,0,0,0
2013 January,EDHS,3500,Spec Tops: Human Services,"Williams,Susanna",001,-,-,2,1,2,1,0,0,0,0,0,0
2013 January,EDHS,5500,Selected Topics,...,002,-,-,0,2,0,0,0,0,0,0,0,0
2013 January,EDHS,5500,Selected Topics,"Saliba,Susan Anne",002,-,-,0,2,0,0,0,0,0,0,0,0
2013 January,EDHS,5500,Selected Topics,"Williams,Susanna",001,-,-,1,2,1,0,1,0,0,0,0,0
2013 January,EDIS,2910,Academic Realities and Skills,...,001,3.77,20,0,9,8,1,0,1,0,0,0,1
2013 January,EDIS,2910,Academic Realities and Skills,"Luedtke,Karlin Rae",001,3.77,20,0,9,8,1,0,1,0,0,0,1
2013 January,EDLF,5500,Selected Topics,"Intolubbe-Chmil,Loren Gayle",002,-,-,0,1,0,0,0,0,0,0,0,0
2013 January,ENGL,4559,New Course: ENGL,"Luftig,Victor",001,-,-,0,0,0,0,1,0,0,0,0,0
2013 January,ENGN,3559,New Course in ENGN,"Edmundson,Mark W",001,3.27,15,0,3,1,1,10,0,0,0,0,0
2013 January,ENSP,1060,Public Speaking,...,001,3.72,19,0,9,5,4,1,0,0,0,0,0
2013 January,ENSP,1060,Public Speaking,"Gardiner,Margaret Elaine",001,3.72,19,0,9,5,4,1,0,0,0,0,0
2013 January,ENSP,3200,"Irish Lit., Music, and Art","Fowler,Elizabeth",501,3.26,18,0,1,6,5,5,0,0,0,0,1
2013 January,ENSP,3200,"Irish Lit., Music, and Art","Luftig,Victor",501,3.26,18,0,1,6,5,5,0,0,0,0,1
2013 January,ENSP,3559,New Course: ENSP,"Denton,Elizabeth",001,3.70,15,0,4,8,3,0,0,0,0,0,0
2013 January,ENSP,3559,New Course: ENSP,"O'Brien,John F",501,3.72,16,0,5,8,3,0,0,0,0,0,0
2013 January,ENSP,3559,New Course: ENSP,"Olwell,Victoria Jeanne",501,3.72,16,0,5,8,3,0,0,0,0,0,0
2013 January,EVSC,1050,"Ethics,Pro & Prac of Int'l Res",...,001,3.62,18,0,4,9,3,2,0,0,0,0,0
2013 January,EVSC,1050,"Ethics,Pro & Prac of Int'l Res","Pailla,Siddhartha",001,3.62,18,0,4,9,3,2,0,0,0,0,0
2013 January,EVSC,1050,"Ethics,Pro & Prac of Int'l Res","Swap,Robert John",001,3.62,18,0,4,9,3,2,0,0,0,0,0
2013 January,EVSC,2070,Earth Systems Tech & Mgmt,...,001,-,-,0,0,0,2,2,0,1,0,0,0
2013 January,EVSC,2070,Earth Systems Tech & Mgmt,"Gorman,Michael E",001,-,-,0,0,0,2,2,0,1,0,0,0
2013 January,EVSC,3665,Tropical Ecol & Conserv/Belize,"Diehl,Fred A",501,-,-,0,5,2,1,1,0,0,0,0,0
2013 January,EVSC,3665,Tropical Ecol & Conserv/Belize,"Smith,David E",501,-,-,0,5,2,1,1,0,0,0,0,0
2013 January,EVSC,4559,New Course: EVSC,...,001,3.65,16,0,7,4,2,3,0,0,0,0,0
2013 January,EVSC,4559,New Course: EVSC,"Macko,Stephen A",001,3.65,16,0,7,4,2,3,0,0,0,0,0
2013 January,FREN,3553,J-Term in Paris,"Blatt,Ari Jason",501,-,-,0,10,0,0,0,0,0,0,0,0
2013 January,FRTR,2553,J-Term in Paris,"Blatt,Ari Jason",501,-,-,0,10,0,0,0,0,0,0,0,0
2013 January,GCOM,7270,IT Project Practicum,"Nelson,Russell R",501,-,-,1,0,0,0,0,0,0,0,0,0
2013 January,GDS,4825,Social Enterprises-Bangladesh,"Brown,Robert",501,-,-,0,6,0,0,0,0,0,0,0,0
2013 January,GETR,2770,Berlin and Memory,"Wellmon,Michael Chad",501,4.00,17,0,17,0,0,0,0,0,0,0,0
2013 January,GNUR,5500,Special Topics,"Martin,Marcus L",501,-,-,2,4,1,0,0,0,0,0,0,0
2013 January,GNUR,6320,Immunocompetence in Vuln Pop,...,500,4.00,33,31,2,0,0,0,0,0,0,0,0
2013 January,GNUR,6320,Immunocompetence in Vuln Pop,"Brashers,Valentina L",500,4.00,33,31,2,0,0,0,0,0,0,0,0
2013 January,HIEA,3141,Pol & Soc Thought Modern China,...,001,3.41,23,0,9,5,2,4,2,0,0,0,1
2013 January,HIEA,3141,Pol & Soc Thought Modern China,"Reed,Bradly W",001,3.41,23,0,9,5,2,4,2,0,0,0,1
2013 January,HIST,3559,New Course: HIST,"Thompson,Elizabeth F",001,3.65,13,0,3,6,4,0,0,0,0,0,0
2013 January,HIST,4591,Topics in History,...,001,3.35,11,1,1,3,1,3,2,0,0,0,0
2013 January,HIST,4591,Topics in History,"Rossman,Jeffrey J",001,3.35,11,1,1,3,1,3,2,0,0,0,0
2013 January,ITTR,3758,Love Affair with Tuscany,"Cesaretti,Enrico Francesco",501,3.91,19,0,13,6,0,0,0,0,0,0,0
2013 January,LAW,7600,Admiralty (SC),"Rutherglen,George",1,3.35,17,0,0,2,15,0,0,0,0,0,0
2013 January,LAW,7603,Corporate Law Policy (SC),"Barzuza,Michal",1,3.35,16,0,1,1,13,1,0,0,0,0,0
2013 January,LAW,7608,Plea Bargaining (SC),"Bowers,Josh",1,-,-,0,1,2,6,1,0,0,0,0,0
2013 January,LAW,7610,French Public/Private Law (SC),"Gore,Marie",1,3.33,21,1,6,0,3,7,4,0,0,0,0
2013 January,LAW,7624,Virginia/Constitution (SC),"Howard,A. E. Dick",1,3.44,16,0,3,2,9,2,0,0,0,0,0
2013 January,LAW,7631,Applied Problem Solving (SC),"Esterhay,John Balint",1,3.35,20,0,0,3,16,1,0,0,0,0,0
2013 January,LAW,7631,Applied Problem Solving (SC),"Geis,George Samuel",1,3.35,20,0,0,3,16,1,0,0,0,0,0
2013 January,LAW,7645,Baseball (SC),"Setear,John K",1,3.33,16,0,2,2,6,6,0,0,0,0,0
2013 January,LAW,7672,Hedge Funds: Contrct/Reg (SC),"Morley,John D",1,3.35,20,0,2,4,7,7,0,0,0,0,0
2013 January,LAW,7672,Hedge Funds: Contrct/Reg (SC),"Selden,David Whiting",1,3.35,20,0,2,4,7,7,0,0,0,0,0
2013 January,LAW,7674,Israeli Health/Bioethics (SC),"Siegal,Gil",1,-,-,0,2,2,2,2,2,0,0,0,0
2013 January,LAW,7690,Hlth Cr Mrktpl:Cmp/Reg/Rf (SC),"McGough Jr.,Walter Thomas",1,3.35,15,0,1,4,6,3,1,0,0,0,0
2013 January,LAW,7690,Hlth Cr Mrktpl:Cmp/Reg/Rf (SC),"Riley,Margaret F",1,3.35,15,0,1,4,6,3,1,0,0,0,0
2013 January,LAW,7691,Juvenile Justice Reform (SC),"Bonnie,Richard J",1,-,-,0,0,3,4,3,0,0,0,0,0
2013 January,LAW,7692,Persuasion (SC),"Cooper,Charles Benjamin",1,3.32,26,0,0,3,21,2,0,0,0,0,0
2013 January,LAW,7692,Persuasion (SC),"Sayler,Robert Nelson",1,3.32,26,0,0,3,21,2,0,0,0,0,0
2013 January,LAW,7692,Persuasion (SC),"Shadel,Molly Bishop",1,3.32,26,0,0,3,21,2,0,0,0,0,0
2013 January,LAW,7696,Judicial Review (SC),"Harrison,John C",1,-,-,0,0,3,2,1,0,0,0,0,0
2013 January,LAW,7702,Legal Prac/Startup Compny (SC),"Curtis,Quinn",1,3.34,16,0,1,2,10,3,0,0,0,0,0
2013 January,LAW,7702,Legal Prac/Startup Compny (SC),"Masri,Rob",1,3.34,16,0,1,2,10,3,0,0,0,0,0
2013 January,LAW,7703,Crrnt Iss Intel Prop Law (SC),"Oliar,Dotan",1,-,-,0,1,0,6,1,0,0,0,0,0
2013 January,LAW,7704,Judicial Phil inThry/Prac (SC),"Bevier,Lillian R",1,-,-,0,1,5,0,2,2,0,0,0,0
2013 January,LAW,7704,Judicial Phil inThry/Prac (SC),"Thapar,Amul R",1,-,-,0,1,5,0,2,2,0,0,0,0
2013 January,LAW,7707,Race and Law (SC),"Forde-Mazrui,Kim A",1,-,-,0,0,2,4,2,0,0,0,0,0
2013 January,LAW,7708,Office of Solictor Generl (SC),"Heytens,Toby Jay",1,-,-,0,0,2,7,1,0,0,0,0,0
2013 January,LAW,7709,Irregular Warfare (SC),"Nachbar,Thomas B",1,3.38,11,0,2,1,5,3,0,0,0,0,0
2013 January,MATH,2700,Euclidean and Non-Eu. Geometry,...,001,-,-,1,3,0,0,3,1,0,0,0,0
2013 January,MATH,2700,Euclidean and Non-Eu. Geometry,"Sherman,David Edward",001,-,-,1,3,0,0,3,1,0,0,0,0
2013 January,MDST,3306,"Gend, Class, Race in Teen Film",...,001,3.64,19,2,7,5,3,1,0,0,0,1,0
2013 January,MDST,3306,"Gend, Class, Race in Teen Film","Press,Andrea Lee",001,3.64,19,2,7,5,3,1,0,0,0,1,0
2013 January,MDST,3502,Special Topics in Film Genre,...,001,-,-,1,6,0,0,2,0,0,0,0,0
2013 January,MDST,3502,Special Topics in Film Genre,"Kolker,Robert Phillip",001,-,-,1,6,0,0,2,0,0,0,0,0
2013 January,MDST,3809,New Media in New York,...,001,3.97,20,3,15,2,0,0,0,0,0,0,0
2013 January,MDST,3809,New Media in New York,"Vaidhyanathan,Siva",001,3.97,20,3,15,2,0,0,0,0,0,0,0
2013 January,PHS,2559,Topics in Public Health,"Martin,Marcus L",501,3.81,20,5,5,8,2,0,0,0,0,0,0
2013 January,PHS,5810,West Indies Health Care,"Martin,Marcus L",501,-,-,0,3,2,0,0,0,0,0,0,0
2013 January,PHS,7000,Intro Biostat,"Abbott,Robert D",001,4.00,11,0,11,0,0,0,0,0,0,0,0
2013 January,PHSE,8650,Ethics & Law Hum Subj Research,"Chen,Donna T",001,-,-,2,4,0,0,0,0,0,0,0,1
2013 January,PHSE,8650,Ethics & Law Hum Subj Research,"Shepherd,Lois L.",001,-,-,2,4,0,0,0,0,0,0,0,1
2013 January,PLAP,3160,Politics of Food,...,001,3.49,46,0,9,12,16,7,1,0,0,0,1
2013 January,PLAP,3160,Politics of Food,"Freedman,Paul",001,3.49,46,0,9,12,16,7,1,0,0,0,1
