Term Desc,Subject,Catalog Number,Class Title,Course ID,Primary Instructor Name,Class Section,Class Num,Class Academic Group,Course GPA,# of Students,A+,A,A-,B+,B,B-,C+,C,C-,DFW
2026 Summer,EDIS,7220,Intro to Gifted,009709,"Pennington,Leighann",500,10566,School of Education and HumanDev,3.96,21,0,18,3,0,0,0,0,0,0,0
2026 Summer,EDLF,5020,Intro to Applied Dev Science,045537,"Sweeney,Beverly",001,10528,School of Education and HumanDev,3.93,20,0,15,5,0,0,0,0,0,0,0
2026 Summer,CHEM,2410,Organic Chemistry I,005698,"Heyboer,Ethan",001,10361,College & Graduate Arts & Sci,2.94,68,6,9,6,7,13,9,8,4,1,5
2026 Summer,EDIS,8082,Advanced Curriculum Seminar,046115,"Kennard,Seth",500,10595,School of Education and HumanDev,3.84,8,0,6,1,0,1,0,0,0,0,0
2026 Summer,ACCT,5340,Prop & Pers Fin Planning,048598,"Krupka,Joseph",701,12672,Continuing & Prof Studies,3.94,11,1,9,0,1,0,0,0,0,0,0
2026 Summer,PSPM,5230,Leadership & Proj Team Mgmt,029799,"Powers,Michael",701,12509,Continuing & Prof Studies,3.31,15,2,6,2,1,0,1,1,1,0,1
2026 Summer,EDIS,6720,Understanding the Code,009524,"Reynolds,Courtney",500,10569,School of Education and HumanDev,3.93,23,0,19,3,1,0,0,0,0,0,0
2026 Summer,CS,3250,Software Testing,045512,"Praphamontripong,Upsorn",001,12242,Engineering & Applied Science,3.08,17,1,4,3,4,0,1,1,0,1,2
2026 Summer,EDLF,8820,Fundamentals of Ldshp Theory,044129,"Stacy,Jaime",500,12551,School of Education and HumanDev,3.93,13,5,5,3,0,0,0,0,0,0,0
2026 Summer,SPAN,1016,Intensive Introductory Spanish,036161,"Moguel,Ana Piriz",001,10034,College & Graduate Arts & Sci,3.78,13,1,6,4,1,1,0,0,0,0,0
2026 Summer,CHEM,1421,Intro College Chemistry II Lab,005994,"Cunningham,Connell",002,10061,College & Graduate Arts & Sci,4.00,13,11,2,0,0,0,0,0,0,0,0
2026 Summer,PHYS,2020,Principles of Physics 2,030810,"Sundararajan,Jency",100,10064,College & Graduate Arts & Sci,3.18,25,6,4,4,2,2,2,1,1,1,2
2026 Summer,GNUR,6121,Diagnostics and Therapeutics,045261,"Brick,Jamie",001,11311,School of Nursing,3.71,7,0,4,1,1,1,0,0,0,0,0
2026 Summer,EDIS,5040,Assessment Evaluation Spec Ed,009427,"Pollitt,Daniel",500,10548,School of Education and HumanDev,3.82,24,5,12,2,4,1,0,0,0,0,0
2026 Summer,EVSC,3020,GIS Methods,013919,"Shaban,Mirella",001,12310,College & Graduate Arts & Sci,3.50,17,1,8,5,0,0,1,1,0,0,1
2026 Summer,NUCO,3310,Pediatric Nursing,043225,"Richardson,Ginger",001,11329,School of Nursing,3.84,29,0,16,11,2,0,0,0,0,0,0
2026 Summer,FREN,2020,Intermediate French II,014316,"Berr,Chloe Mathilde",501,12143,College & Graduate Arts & Sci,3.95,11,0,9,2,0,0,0,0,0,0,0
2026 Summer,APMA,3120,Statistics,001154,"Lark,James",001,12227,Engineering & Applied Science,2.76,22,1,1,5,3,3,1,3,1,1,3
2026 Summer,PLIR,2050,Intro to Political Economy,031800,"Lee,Yunsoo",1,12361,College & Graduate Arts & Sci,3.59,16,0,9,5,0,1,0,0,0,0,1
2026 Summer,EDIS,5221,Reading & Writing Foundations,009443,"Pearson,Emma",001,10537,School of Education and HumanDev,3.99,21,1,19,1,0,0,0,0,0,0,0
2026 Summer,ACCT,5210,Introductory Auditing,000190,"Brooks,Gary D",701,12491,Continuing & Prof Studies,3.91,22,0,19,1,1,1,0,0,0,0,0
2026 Summer,PSYC,2150,Introduction to Cognition,032487,"Teles Santos Golino,Mariana",002,12720,College & Graduate Arts & Sci,3.80,33,1,15,14,2,1,0,0,0,0,0
2026 Summer,PHYS,1130,Physics of Sports,046086,"Lindgren,Richard",001,10142,College & Graduate Arts & Sci,3.61,12,0,4,3,4,1,0,0,0,0,0
2026 Summer,DS,6015,DS Capstone,046836,"Brown,Don",004,12369,School of Data Science,4.00,8,2,6,0,0,0,0,0,0,0,0
2026 Summer,EDIS,5012,Mindfulness for Teachers,044537,"Nicholas-Stokes,Pamela",500,10545,School of Education and HumanDev,3.92,22,7,13,0,1,1,0,0,0,0,0
2026 Summer,ARAB,2256,Colloquial Arabic I,043090,"Ben-Meir,Yossef",504,12065,College & Graduate Arts & Sci,4.00,12,8,4,0,0,0,0,0,0,0,0
2026 Summer,SOC,2520,Topics in Death & Dying,035319,"Aviles,Natalie",001,12209,College & Graduate Arts & Sci,3.57,10,0,4,2,2,1,1,0,0,0,0
2026 Summer,ISSS,3830,American Foreign Policy,041219,"Ronayne,Pete",101,12476,Continuing & Prof Studies,3.71,21,1,16,1,0,1,0,1,0,0,1
2026 Summer,EDIS,5230,Reading Writing Instr Spec Ed,009444,"Wilburn,Katherine Esmark",501,12554,School of Education and HumanDev,3.82,13,0,10,1,0,2,0,0,0,0,0
2026 Summer,PSPS,5500,Contemp Issues in Leadership,047811,"McClellan,Sara",580,12533,Continuing & Prof Studies,3.73,7,0,3,3,0,1,0,0,0,0,0
2026 Summer,PSPS,6030,Dev & Imp Systems of Emer Prep,046292,"Odom,Oscar",580,12536,Continuing & Prof Studies,3.90,34,0,23,11,0,0,0,0,0,0,0
2026 Summer,EDIS,5423,English Linguistics,043456,"Chang-Bacon,Chris",500,10557,School of Education and HumanDev,3.97,18,0,16,2,0,0,0,0,0,0,0
2026 Summer,EDIS,5230,Reading Writing Instr Spec Ed,009444,"Collins,Lauren",500,10554,School of Education and HumanDev,3.94,20,0,17,2,1,0,0,0,0,0,0
2026 Summer,SPAN,2020,Advanced Intermediate Spanish,035854,"Wellbeloved,Elizabeth A.",502,12080,College & Graduate Arts & Sci,3.80,11,0,5,5,1,0,0,0,0,0,0
2026 Summer,PHIL,1510,Intro Philosophy Seminars,030034,"Harris,Blake",002,12161,College & Graduate Arts & Sci,3.92,11,3,5,3,0,0,0,0,0,0,0
2026 Summer,EDIS,5770,Soc/Em Issues in Talent Dev,045469,"Dmitrieva,Svetlana",500,10560,School of Education and HumanDev,3.54,9,0,4,0,4,0,1,0,0,0,0
2026 Summer,EDLF,5160,Life Span Development,043142,"Wood,Kathryn Leigh Keller",501,12827,School of Education and HumanDev,3.64,14,1,7,3,2,0,0,0,0,0,1
2026 Summer,RELG,2660,Spirituality in America,041858,"Wren,Ame",001,12224,College & Graduate Arts & Sci,3.85,13,0,11,1,0,0,0,1,0,0,0
