Term Desc,Subject,Catalog Number,Class Title,Course ID,Primary Instructor Name,Class Section,Class Num,Class Academic Group,Course GPA,# of Students,A+,A,A-,B+,B,B-,C+,C,C-,DFW
2023 January,ARTH,3255,Renaissance Art on Site,002765,"Reilly,Lisa A",501,10061,College & Graduate Arts & Sci,3.68,13,0,2,9,2,0,0,0,0,0,0
2023 January,ARTS,2000,Intro to Studio Art,045397,"Chan,Amy",001,10142,College & Graduate Arts & Sci,3.98,12,1,10,1,0,0,0,0,0,0,0
2023 January,SLAV,2360,Dracula,035128,"Stepanic,Stanley",001,10177,College & Graduate Arts & Sci,3.81,91,40,32,6,7,3,1,0,1,0,1
2023 January,ARH,3500,Topics inArchitectural History,001883,"Reilly,Lisa A",501,10052,School of Architecture,3.79,15,0,7,6,2,0,0,0,0,0,0
2023 January,STAT,3220,Intro to Regression Analysis,040001,"Varanyak,Krista",001,10168,College & Graduate Arts & Sci,3.80,35,0,19,11,4,1,0,0,0,0,0
2023 January,MDST,3320,The Politics of Video Games,044948,"Duncan,Sean",001,10180,College & Graduate Arts & Sci,3.42,19,2,3,5,5,2,1,0,0,0,1
2023 January,ISHU,3860,Faith and Doubt,040686,"Wright,Luke",101,10070,Continuing & Prof Studies,3.34,17,0,3,3,5,3,3,0,0,0,0
2023 January,LAW,7805,Founders and Foes (SC),045698,"Oldham,Andrew",1,10010,School of Law,3.60,6,0,2,1,3,0,0,0,0,0,0
2023 January,PSYC,4500,Spec Tops: Psychology,032600,"Clabough,Erin",001,10145,College & Graduate Arts & Sci,3.85,11,3,7,0,0,0,0,1,0,0,0
2023 January,POTR,4559,New Course: POTR,044935,"Carter,Eli Lee",501,10165,College & Graduate Arts & Sci,3.90,18,0,12,6,0,0,0,0,0,0,0
2023 January,LPPS,5440,Mgmt Consulting and Strategy,046608,"Boler,Brendan",001,10121,Batten Leadership & Public Pol,3.85,6,1,2,3,0,0,0,0,0,0,0
2023 January,LAW,7738,Israeli Bus Law/Innvation (SC),043508,"Oliar,Dotan",1,10026,School of Law,3.38,11,0,0,3,7,1,0,0,0,0,0
2023 January,LAW,7665,Adv Admin Law (SC),041314,"Bamzai,Aditya",1,10018,School of Law,3.78,6,0,3,2,1,0,0,0,0,0,0
2023 January,MDST,3502,Special Topics in Film Genre,039989,"Marshall,Matthew",001,10178,College & Graduate Arts & Sci,3.88,33,19,9,1,3,0,0,1,0,0,0
2023 January,STAT,1601,Intro Data Science with R,045055,"Bagley,Evan",002,10156,College & Graduate Arts & Sci,3.78,50,3,37,5,1,1,0,1,0,1,1
2023 January,STS,2500,S & T in Soc & Global Context,036734,"Seabrook,Bryn",002,10113,Engineering & Applied Science,3.80,23,0,10,12,0,1,0,0,0,0,0
2023 January,SPAN,2020,Advanced Intermediate Spanish,035854,"Monteros-Freeman,Maria",001,10149,College & Graduate Arts & Sci,3.67,13,0,2,10,0,0,1,0,0,0,0
2023 January,COMM,4579,GCI: Topics in Finance,042832,"White,Mark A",501,10066,McIntire School of Commerce,3.95,13,0,11,2,0,0,0,0,0,0,0
2023 January,NUIP,4559,New Course: NUIP,044001,"Mitchell,Emma McKim",501,10054,School of Nursing,3.98,15,3,11,1,0,0,0,0,0,0,0
2023 January,LPPP,3500,Special Topics Social Entrepre,045225,"Mahoney,Christine",001,10153,Batten Leadership & Public Pol,3.98,17,7,9,1,0,0,0,0,0,0,0
2023 January,RELA,3559,New Course: RELA,039195,"Ogunnaike,Oludamini",001,10146,College & Graduate Arts & Sci,4.00,10,2,8,0,0,0,0,0,0,0,0
2023 January,ENGL,1910,Public Speaking,013002,"Gardiner,Margaret",001,10087,College & Graduate Arts & Sci,3.89,14,0,9,5,0,0,0,0,0,0,0
2023 January,EVSC,4050,Topics in Oceanography,013932,"Macko,Stephen",001,10181,College & Graduate Arts & Sci,3.95,13,2,9,2,0,0,0,0,0,0,0
2023 January,RELB,2450,Zen,033836,"Heller,Natasha",001,10147,College & Graduate Arts & Sci,3.78,16,1,8,5,0,2,0,0,0,0,0
2023 January,LPPS,3440,Intro Management Consulting,046561,"Boler,Brendan",001,10119,Batten Leadership & Public Pol,3.57,28,0,10,10,1,4,2,1,0,0,0
2023 January,SLAV,2250,Between Auschwitz & Gulag,040434,"Tolczyk,Dariusz",001,10092,College & Graduate Arts & Sci,3.93,22,0,17,5,0,0,0,0,0,0,0
2023 January,SYS,3054,Systems Case Studies,041810,"Bailey,Robert Reid",501,10059,Engineering & Applied Science,3.79,13,1,3,9,0,0,0,0,0,0,0
2023 January,LAW,7713,Federalism (SC),042771,"Nicoletti,Cynthia",1,10015,School of Law,3.59,8,0,1,4,3,0,0,0,0,0,0
2023 January,LAW,7608,Plea Bargaining (SC),040089,"Bowers,Josh",1,10024,School of Law,3.60,12,0,2,7,2,0,1,0,0,0,0
2023 January,ISSS,3760,Issues in Leadership,020476,"Linden,Russell",101,10138,Continuing & Prof Studies,3.63,10,0,4,2,3,1,0,0,0,0,0
2023 January,ARTS,2560,Printmaking: Works On/Of Paper,042207,"Ohira,Akemi",001,10143,College & Graduate Arts & Sci,3.78,12,2,8,0,0,1,0,1,0,0,0
2023 January,LAW,7610,French Public/Private Law (SC),040019,"Gore,Marie",1,10028,School of Law,3.50,15,1,1,7,2,3,1,0,0,0,0
2023 January,MDST,3505,Diversity & Identity in Media,042979,"Press,Andrea",001,10085,College & Graduate Arts & Sci,3.71,17,2,7,3,3,2,0,0,0,0,0
2023 January,SPAN,2010,Intermediate Spanish,035853,"Moguel,Ana Piriz",001,10091,College & Graduate Arts & Sci,3.61,10,0,2,5,2,1,0,0,0,0,0
