Term Desc,Subject,Catalog Number,Class Title,Primary Instructor Name,Class Section,Course GPA,# of Students,A+,A,A-,B+,B,B-,C+,C,C-,DFW
2017 Summer,AAS,2224,Black Fem & Masc in US Media,"Shutt,Lisa Toccafondi",001,2.62,15,0,0,2,4,4,0,0,1,2,2
2017 Summer,AAS,2559,New Course:  AAS,"Barber,Tiffany E",002,-,-,0,0,3,3,0,2,0,1,0,1
2017 Summer,AAS,2559,New Course:  AAS,"Jones,Lindsey Elizabeth",001,-,-,0,2,1,0,0,0,0,1,0,0
2017 Summer,AAS,2559,New Course:  AAS,"Rotich,Anne J",003,-,-,0,1,2,1,0,0,0,0,0,0
2017 Summer,AAS,3749,Food & Meang in Africa & Diasp,"Shutt,Lisa Toccafondi",001,-,-,0,2,3,0,1,1,2,0,0,0
2017 Summer,ACCT,2010,Introductory Accounting I,"Kasten,Marshall V",701,3.48,11,2,3,1,3,0,1,0,1,0,0
2017 Summer,ACCT,2020,Introductory Accounting II,"Montesa,Noel Evangelista",701,3.86,14,9,3,0,0,2,0,0,0,0,0
2017 Summer,ACCT,3110,Intermediate Accounting I,"Hutton,Leon W",701,3.76,12,2,5,3,0,2,0,0,0,0,0
2017 Summer,ACCT,3120,Intermediate Accounting II,"Brooks,Gary D",701,3.41,11,0,4,3,0,1,0,0,2,0,1
2017 Summer,ACCT,3140,Cost Accounting,"Cardine,William",701,-,-,1,4,1,0,2,0,0,0,0,1
2017 Summer,ACCT,4450,Federal Taxation I,"Dittmer,Gary D",701,-,-,0,6,0,0,1,0,0,0,0,0
2017 Summer,ACCT,5210,Introductory Auditing,"Evans,Richard",701,-,-,0,3,2,0,1,0,0,0,0,1
2017 Summer,ACCT,5460,Federal Taxation II,"Dittmer,Gary D",701,-,-,0,1,0,0,4,0,0,0,0,0
2017 Summer,AMST,2001,Intro to American Studies,"Hedstrom,Matthew Sigurd",001,3.22,23,0,5,3,5,4,3,1,2,0,0
2017 Summer,ANTH,1010,Introduction to Anthropology,"Dennis,Dannah Karlynn",001,3.82,13,4,6,1,0,2,0,0,0,0,0
2017 Summer,ANTH,1010,Introduction to Anthropology,"Singh,Sheena",002,3.04,22,0,4,2,2,5,6,1,0,2,0
2017 Summer,ANTH,1050,Anthropology of Globalization,"Armengol,Roberto Ignacio",001,2.70,21,0,5,3,3,0,1,2,1,2,4
2017 Summer,ANTH,2400,Language and Culture,"Reynolds,Grace Elizabeth",001,3.87,22,3,16,2,0,0,0,0,0,1,0
