Term Desc,Subject,Catalog Number,Class Title,Primary Instructor Name,Class Section,Course GPA,# of Students,A+,A,A-,B+,B,B-,C+,C,C-,DFW
2011 Spring,AAS,1020,African-Amer & African Stds II,"Harold,Claudrena N",100,3.62,101,4,49,10,19,12,1,0,3,1,2
2011 Spring,AAS,3000,Women and Religion in Africa,"Hoehler-Fatton,Cynthia Heyden",001,3.47,11,0,2,5,1,1,2,0,0,0,0
2011 Spring,AAS,3500,Intermediate Seminar in AAS,"Ferreira,Roquinaldo A",003,-,-,0,2,0,0,0,0,0,0,2,0
2011 Spring,AAS,3500,Intermediate Seminar in AAS,"Nichols-Belo,Amy B",001,3.32,15,0,2,6,2,3,0,1,0,1,0
2011 Spring,AAS,3500,Intermediate Seminar in AAS,"Terni,Clare Marie",002,3.71,14,0,2,11,1,0,0,0,0,0,0
2011 Spring,AAS,4080,Thesis,"Hoehler-Fatton,Cynthia Heyden",001,-,-,0,1,0,0,0,0,0,0,0,1
2011 Spring,AAS,4500,Adv Sem Afr-Amer & Afr Stds,"Ross,Marlon B",001,-,-,0,0,1,0,1,0,0,0,0,1
2011 Spring,AAS,4501,Adv. Res Sem in Hist & AAS,"Ferreira,Roquinaldo A",001,-,-,0,0,1,0,0,1,0,0,0,0
2011 Spring,AAS,4501,Adv. Res Sem in Hist & AAS,"Harold,Claudrena N",002,3.57,13,0,5,3,1,4,0,0,0,0,0
2011 Spring,AAS,4570,Adv Research Sem in AAS,"Gaines,Alisha Marie",001,-,-,0,3,0,0,1,1,0,1,1,1
2011 Spring,AAS,4845,Black Speculative Fiction,"Woolfork,Lisa",001,-,-,0,0,1,0,0,0,0,0,0,2
2011 Spring,AAS,4993,Independent Study,"Apprey,Maurice",002,-,-,3,2,0,0,0,0,0,0,0,0
2011 Spring,AAS,4993,Independent Study,"Harold,Claudrena N",004,-,-,0,1,0,0,0,0,0,0,0,0
2011 Spring,AAS,4993,Independent Study,"Hoehler-Fatton,Cynthia Heyden",001,-,-,0,2,0,0,0,0,0,0,0,0
2011 Spring,ACCT,2010,Introductory Accounting I,"Kasten,Marshall V",701,3.21,16,1,3,2,1,3,0,0,3,0,3
2011 Spring,ACCT,2020,Introductory Accounting II,"Montesa,Noel Evangelista",701,-,-,5,2,2,0,0,0,0,0,0,0
2011 Spring,ACCT,3110,Intermediate Accounting I,"Hutton,Leon W",701,-,-,1,4,0,0,0,0,0,0,0,2
2011 Spring,ACCT,3120,Intermediate Accounting II,"Adams,Rebecca Ann",501,-,-,2,2,0,1,0,0,1,0,0,1
2011 Spring,ACCT,3120,Intermediate Accounting II,"Kirchert,Cory C.",701,3.44,15,2,2,2,3,2,2,0,0,0,2
2011 Spring,ACCT,3140,Cost Accounting,"Cardine,William",701,-,-,0,1,0,0,5,0,0,2,0,1
2011 Spring,ACCT,4450,Federal Taxation I,"Dittmer,Gary D",701,2.40,22,0,0,0,0,12,0,0,6,0,4
2011 Spring,ACCT,5210,Introductory Auditing,"Young,Karen",701,-,-,0,1,3,1,2,2,0,0,0,1
2011 Spring,ACCT,5250,Advanced Auditing,"Young,Karen",701,3.80,12,0,8,0,0,2,0,0,0,0,2
2011 Spring,ACCT,5310,Topics in Advanced Accounting,"Bohnwagner,Paula F",701,3.33,16,2,4,2,2,3,0,0,1,0,2
2011 Spring,ACCT,5330,Acct for Non-Bus Organizations,"Evans,Richard",701,-,-,0,1,0,3,2,2,0,0,1,0
2011 Spring,ACCT,5460,Federal Taxation II,"Hughes,Thomas D",701,-,-,0,2,2,2,1,0,1,1,0,0
2011 Spring,AIRS,1200,Foundations of U.S. Air Force,"Fulks Jr.,James G",002,-,-,0,1,2,0,0,0,0,0,0,0
2011 Spring,AIRS,1200,Foundations of U.S. Air Force,"Fulks Jr.,James G",003,3.67,19,1,5,8,4,1,0,0,0,0,0
2011 Spring,AIRS,2200,Evolution of Air & Space Power,"Fulks Jr.,James G",1,-,-,4,1,1,0,0,0,0,0,0,0
2011 Spring,AIRS,2200,Evolution of Air & Space Power,"Fulks Jr.,James G",2,-,-,5,1,1,0,0,0,0,0,0,0
2011 Spring,AIRS,3200,Air Force Leadership & Mgmt,"Hoover,Jared K",1,3.41,14,2,1,3,3,4,1,0,0,0,0
2011 Spring,AIRS,4200,Natl Sec Affairs/Prep Act Duty,"Wolfe,Jon G",1,3.75,14,0,6,6,1,1,0,0,0,0,0
2011 Spring,AM,7140,Nonlinear Elasticity Theory,"Horgan,Cornelius Oliver",001,-,-,0,9,0,0,0,0,0,0,0,0
2011 Spring,AMST,2500,Major Works for Amer Studies,"Hamilton,Kendra Yvette",003,3.68,16,0,5,8,1,2,0,0,0,0,0
2011 Spring,AMST,2500,Major Works for Amer Studies,"Hedstrom,Matthew Sigurd",004,3.49,12,0,4,2,4,1,0,1,0,0,0
2011 Spring,AMST,2500,Major Works for Amer Studies,"Higginbotham,Carmenita",001,3.43,25,0,3,8,8,5,1,0,0,0,0
2011 Spring,AMST,2500,Major Works for Amer Studies,"Williams,Ashley M",002,3.21,13,0,2,3,1,3,2,0,0,1,1
2011 Spring,AMST,2753,Arts & Cultures / Slave South,"McInnis,Maurie",001,3.48,46,0,3,24,11,3,1,1,1,0,2
2011 Spring,AMST,2753,Arts & Cultures / Slave South,"Nelson,Louis P",001,3.48,46,0,3,24,11,3,1,1,1,0,2
2011 Spring,AMST,3001,Theories & Methods of Amer. St,"Chong,Sylvia Shin Huey",001,3.50,16,1,2,5,5,3,0,0,0,0,0
2011 Spring,AMST,4500,Seminar in American Studies,"Chong,Sylvia Shin Huey",005,-,-,0,4,3,0,1,1,0,0,0,0
2011 Spring,AMST,4500,Seminar in American Studies,"Grandison,Kenrick I",003,-,-,0,2,4,1,0,0,0,0,0,0
2011 Spring,AMST,4500,Seminar in American Studies,"Greeson,Jennifer Rae",002,-,-,0,8,1,0,0,0,0,0,0,0
2011 Spring,AMST,4500,Seminar in American Studies,"Higginbotham,Carmenita",004,-,-,0,0,5,0,0,0,0,0,0,0
2011 Spring,AMST,4500,Seminar in American Studies,"Lott,Eric William",001,-,-,1,4,1,4,0,0,0,0,0,0
2011 Spring,AMST,4993,Independent Study,"Higginbotham,Carmenita",007,-,-,0,1,0,0,0,0,0,0,0,0
2011 Spring,AMST,4999,DMP Thesis Seminar,"Hedstrom,Matthew Sigurd",001,-,-,0,5,0,0,0,0,0,0,0,0
2011 Spring,ANTH,1010,Introduction to Anthropology,"Bonilla,Yarimar",100,3.58,122,7,42,43,10,9,3,0,2,3,3
2011 Spring,ANTH,2153,North American Indians,"Wood,Karenne G.",001,3.19,83,1,11,22,15,11,10,5,6,1,1
2011 Spring,ANTH,2156,Peoples and Cultures of Africa,"Osotsi,Felistas Njoki",001,3.71,24,3,10,6,2,2,0,1,0,0,0
2011 Spring,ANTH,2240,Progress,"Metcalf,Peter",100,2.91,61,1,9,11,4,9,8,4,6,3,6
2011 Spring,ANTH,2280,Medical Anthropology,"Douglass,Carrie Bess",001,3.23,59,0,3,18,17,11,6,3,0,0,1
2011 Spring,ANTH,2360,Don Juan and Castaneda,"Wagner,Roy",001,3.30,121,15,14,19,29,18,22,0,2,0,2
2011 Spring,ANTH,2365,Art and Anthropology,"Douglass,Carrie Bess",001,3.17,33,0,5,6,8,4,5,2,3,0,0
2011 Spring,ANTH,2400,Language and Culture,"Contini-Morava,Ellen L",100,3.22,121,5,23,20,17,24,12,13,2,0,5
2011 Spring,ANTH,2430,Languages of the World,"Dobrin,Lise",100,3.37,55,1,11,15,13,5,3,1,0,0,6
2011 Spring,ANTH,2500,"Cultures, Regions, Civilizatio","Lahatte,Kristin Margaret",002,3.39,25,2,7,6,5,2,1,0,0,0,2
2011 Spring,ANTH,2500,"Cultures, Regions, Civilizatio","Rodriguez,Lydia",001,3.50,30,2,15,4,2,1,3,0,0,2,1
2011 Spring,ANTH,2559,New Course: ANTH,"Bechter,Frank Daniel",300,3.45,45,2,16,7,5,7,3,0,2,0,3
2011 Spring,ANTH,2559,New Course: ANTH,"Geib,Phil R.",002,3.48,28,0,7,9,4,4,2,0,1,0,1
2011 Spring,ANTH,2559,New Course: ANTH,"Martin,Alexander",501,-,-,0,1,1,1,2,0,0,1,1,0
2011 Spring,ANTH,2589,Topics in Archaeology,"Geib,Phil R.",100,3.57,19,0,6,5,4,1,0,0,1,0,2
2011 Spring,ANTH,2590,Social & Cultural Anthropology,"Mentore,George P",001,3.17,19,0,1,5,3,6,0,2,1,0,1
2011 Spring,ANTH,2590,Social & Cultural Anthropology,"Mills,Aidyn Lorraine",004,3.23,20,0,2,5,8,1,1,1,1,1,0
2011 Spring,ANTH,2590,Social & Cultural Anthropology,"Nelson,Andrew Stephen",100,3.11,49,0,9,11,7,6,4,5,4,2,1
2011 Spring,ANTH,2810,Human Origins,"Martin,Alexander",501,3.11,21,0,3,5,5,4,2,0,0,0,2
2011 Spring,ANTH,2820,Rise of Civilization,"Martin,Alexander",501,-,-,0,3,1,1,0,1,2,1,0,0
2011 Spring,ANTH,2820,Rise of Civilization,"Wattenmaker,Patricia A",100,3.38,55,3,6,26,4,6,4,1,0,3,2
2011 Spring,ANTH,3010,Theory & History Anthropology,"McKinnon,Susan",100,3.18,34,0,2,10,8,4,4,3,2,0,1
2011 Spring,ANTH,3129,"Marriage, Mortality, Fertility","Shepherd,John R",001,3.53,22,0,7,5,2,7,0,0,0,0,1
2011 Spring,ANTH,3272,Anthropology of Dissent,"Bonilla,Yarimar",001,3.95,25,0,21,2,1,0,0,0,0,0,1
2011 Spring,ANTH,3300,Tournaments and Athletes,"Mentore,George P",001,3.07,58,0,0,14,12,13,12,4,3,0,0
2011 Spring,ANTH,3340,Ecology and Society,"Damon,Frederick H.",100,3.28,24,2,5,4,3,3,4,2,0,1,0
2011 Spring,ANTH,3550,Ethnography,"Acheson,Juliana",501,2.95,31,0,9,3,4,6,1,1,3,0,4
2011 Spring,ANTH,3559,New Course: ANTH,"Acheson,Juliana",501,2.68,63,0,8,7,8,8,5,7,8,3,9
2011 Spring,ANTH,3590,Social & Cultural Anthropology,"Damon,Frederick H.",002,3.02,14,0,3,4,1,1,0,4,0,0,1
2011 Spring,ANTH,3590,Social & Cultural Anthropology,"Freeman,Caren Wendy",003,3.47,22,0,8,5,3,3,1,1,1,0,0
2011 Spring,ANTH,3590,Social & Cultural Anthropology,"Lim,Anna Everett",001,-,-,0,2,3,1,1,1,0,0,1,0
2011 Spring,ANTH,3590,Social & Cultural Anthropology,"Nichols-Belo,Amy B",004,3.76,11,0,6,3,1,1,0,0,0,0,0
2011 Spring,ANTH,3590,Social & Cultural Anthropology,"Terni,Clare Marie",005,3.78,12,0,3,9,0,0,0,0,0,0,0
2011 Spring,ANTH,3600,"Sex, Gender and Culture","Acheson,Juliana",501,3.09,34,0,10,9,2,3,3,0,2,0,5
2011 Spring,ANTH,3600,"Sex, Gender and Culture","Nichols-Belo,Amy B",100,3.59,57,1,21,19,7,4,0,1,1,2,1
2011 Spring,ANTH,3885,Archaeology of Europe,"Laviolette,Adria",001,3.22,23,1,2,6,4,5,2,2,0,1,0
