Term Desc,Subject,Catalog Number,Class Title,Course ID,Primary Instructor Name,Class Section,Class Num,Class Academic Group,Course GPA,# of Students,A+,A,A-,B+,B,B-,C+,C,C-,DFW
2021 Summer,PSYC,2200,Survey Neural Basis of Behav,032491,"Clabough,Erin",002,11293,College & Graduate Arts & Sci,3.25,13,0,2,3,4,2,0,1,0,1,0
2021 Summer,EDIS,5000,The Exceptional Learner,009423,"McGraw,Jillian",503,12349,School of Education and HumanDev,3.94,57,0,50,5,1,1,0,0,0,0,0
2021 Summer,ARTH,3591,Art History Colloquium,042072,"Robbins,Christa",001,11344,College & Graduate Arts & Sci,3.84,10,0,6,3,1,0,0,0,0,0,0
2021 Summer,PLPT,3030,Contemporary Political Thought,031928,"Nasser,Hana",001,11824,College & Graduate Arts & Sci,3.73,13,0,4,7,2,0,0,0,0,0,0
2021 Summer,DS,5100,Programming for Data Science,046284,"Basit,Nada",002,12458,School of Data Science,4.00,20,10,10,0,0,0,0,0,0,0,0
2021 Summer,EDIS,7010,Computer Courseware Tools,009690,"Maddrell,Jennifer",501,12464,School of Education and HumanDev,4.00,13,4,9,0,0,0,0,0,0,0,0
2021 Summer,ACCT,5210,Introductory Auditing,000190,"Evans,Richard",701,10155,Continuing & Prof Studies,3.67,9,0,5,1,2,0,1,0,0,0,0
2021 Summer,EDIS,5139,Supervision and Management,046122,"Yuan,Lynn M",501,12509,School of Education and HumanDev,3.77,14,0,7,5,1,1,0,0,0,0,0
2021 Summer,SYS,6045,Applied Probabilistic Models,036966,"Patek,Stephen",700,10817,Engineering & Applied Science,3.34,15,2,3,2,2,1,4,1,0,0,0
2021 Summer,WGS,2700,Men and Masculinities,041671,"Speidel,Lisa",001,11731,College & Graduate Arts & Sci,3.93,23,0,21,0,1,1,0,0,0,0,0
2021 Summer,GSGS,2010,Global Commerce in Culture,044177,"Goldblatt,Laura",001,12074,College & Graduate Arts & Sci,3.63,14,0,6,4,2,0,2,0,0,0,0
