Term Desc,Subject,Catalog Number,Class Title,Course ID,Primary Instructor Name,Class Section,Class Num,Class Academic Group,Course GPA,NofStudents,A+,A,A-,B+,B,B-,C+,C,C-,DFW
2020 Fall,MUEN,3651,Chamber Singers,024590,"Slon,Michael Patrick",001,13465,CGAS,3.9,19,1,15,3,0,0,0,0,0,0,0
2020 Fall,MUSI,1310,Basic Musical Skills,024703,"Mueller,Justin Craig",001,13488,CGAS,3.6,30,0,17,4,3,2,1,0,0,0,3
2020 Fall,MUSI,1310,Basic Musical Skills,024703,"Mueller,Justin Craig",003,13490,CGAS,3.8,41,1,31,6,1,0,0,1,0,0,1
2020 Fall,MUSI,1310,Basic Musical Skills,024703,"Rous,Benjamin Wood",002,13489,CGAS,3.9,34,2,28,1,2,1,0,0,0,0,0
2020 Fall,MUSI,2120,History of Jazz Music,024755,"Deveaux,Scott K",100,19533,CGAS,3.5,88,1,31,27,15,9,0,0,0,1,5
2020 Fall,MUSI,2340,Learn to Groove,039726,"Jospe,Robert D",001,16864,CGAS,3.9,19,3,12,3,1,0,0,0,0,0,0
2020 Fall,MUSI,2340,Learn to Groove,039726,"Jospe,Robert D",002,16865,CGAS,3.9,23,6,14,2,1,0,0,0,0,0,0
2020 Fall,MUSI,2350,Technosonics: Digital Music,024769,"Dahl,Luke Samuel",100,19543,CGAS,3.8,238,49,146,25,8,2,1,0,1,0,6
2020 Fall,MUSI,3010,Early Modern Music (1500-1700),024786,"Gordon,Bonnie Susan",001,19967,CGAS,3.8,15,0,7,7,0,0,0,0,0,0,1
2020 Fall,MUSI,3040,20th and 21st Century Music,040440,"Rubin,Joel Edward",001,19560,CGAS,3.6,13,3,4,2,1,2,1,0,0,0,0
2020 Fall,MUSI,3050,Music and Discourse,024790,"Deveaux,Scott K",001,17099,CGAS,3.6,19,1,5,6,3,3,0,0,0,0,1
2020 Fall,MUSI,3310,Theory I,024801,"Maus,Fred E",002,21510,CGAS,4,13,6,7,0,0,0,0,0,0,0,0
2020 Fall,MUSI,3310,Theory I,024801,"Mease,Heather",001,19561,CGAS,3.9,19,1,13,4,0,0,0,0,0,0,1
2020 Fall,MUSI,3370,Songwriting,024807,"Coffey III,Edward J",001,19564,CGAS,3.9,23,0,17,6,0,0,0,0,0,0,0
2020 Fall,MUSI,3390,Intro to Music & Computers,024809,"Reid,Leah Christinne",100,16766,CGAS,3.7,18,1,12,4,0,0,0,0,0,0,1
2020 Fall,MUSI,3410,Orchestration I,045130,"Rous,Benjamin Wood",100,19649,CGAS,3.8,15,2,10,2,0,0,0,0,0,1,0
2020 Fall,MUSI,3570,Music Cultures,040905,"Lobley,Noel James",001,16764,CGAS,3.8,19,3,7,9,0,0,0,0,0,0,0
2020 Fall,MUSI,4509,Cultural & Historical Studies,024847,"Maus,Fred E",001,19566,CGAS,3.5,13,0,11,0,0,0,0,0,1,0,1
2020 Fall,NASC,2100,Leadership and Management,025314,"Funk,Patrick",002,17458,PROV,3.9,14,0,11,2,1,0,0,0,0,0,0
2020 Fall,NASC,3200,Naval Ship Systems II,025305,"Mann,David M",001,17453,PROV,3.9,18,5,11,1,0,1,0,0,0,0,0
2020 Fall,NASC,4100,Naval Operations & Seamanship,025309,"Fuller,Zachary",001,17454,PROV,3.5,18,0,2,10,4,2,0,0,0,0,0
2020 Fall,NESC,4265,Developmental Neurobiology,045480,"Liu,Xiaorong",001,20424,CGAS,3.8,41,13,22,4,0,1,0,0,1,0,0
2020 Fall,NESC,7010,Foundations of Neuroimmunology,044042,"Harris,Tajie H.",001,18264,MDS,-,-,1,5,1,0,0,0,0,0,0,0
2020 Fall,NESC,8080,NESC Grad Student Sem Series,029309,"Eyo,Ukpong B",001,18155,MDS,3.9,45,6,29,10,0,0,0,0,0,0,0
2020 Fall,NUCO,2130,Therapeutic Prin of Nrsg Care,029370,"Logan,Jeongok",001,12828,NURS,3.6,84,0,27,39,13,2,0,3,0,0,0
2020 Fall,NUCO,2210,Foundations of Nursing CARE,043099,"Jones,Randy Allen",001,12903,NURS,3.9,29,0,27,2,0,0,0,0,0,0,0
2020 Fall,NUCO,2210,Foundations of Nursing CARE,043099,"Logan,Jeongok",003,12905,NURS,3.9,28,0,24,4,0,0,0,0,0,0,0
2020 Fall,NUCO,2330,Health Assessment,029379,"Hallowell,Sara C",001,12864,NURS,3.9,86,0,72,13,1,0,0,0,0,0,0
2020 Fall,NUCO,3110,Adult-Gero Nursing,043224,"Hundt,Elizabeth Ann",001,12878,NURS,3.9,85,0,67,17,0,1,0,0,0,0,0
2020 Fall,NUCO,3310,Pediatric Nursing,043225,"Boitnott,Amy Drake",001,12879,NURS,3.8,41,3,19,19,0,0,0,0,0,0,0
2020 Fall,NUCO,3610,Maternal/Child Nursing,043226,"Kastello,Jennifer Christine",001,12880,NURS,3.7,41,0,23,12,3,0,2,1,0,0,0
2020 Fall,NUCO,4110,Complex and Transitional Care,043227,"Craig,Sarah Jane White",001,12921,NURS,3.9,86,0,66,20,0,0,0,0,0,0,0
2020 Fall,NUCO,4210,Public Health Nursing,043229,"Mitchell,Emma McKim",001,12923,NURS,4,47,8,39,0,0,0,0,0,0,0,0
2020 Fall,NUCO,4310,Mental Health Nursing,043228,"Reichenbacker,Olivia Louise",001,12922,NURS,3.9,39,0,37,2,0,0,0,0,0,0,0
2020 Fall,NUCO,4420,Professional Nursing,042017,"Hallowell,Sara C",001,12907,NURS,3.4,16,1,4,6,2,1,0,0,2,0,0
2020 Fall,NUCO,4420,Professional Nursing,042017,"Hallowell,Sara C",002,20788,NURS,3.8,32,1,17,10,1,2,0,0,0,0,1
2020 Fall,NUIP,2060,Human Physiology & Anatomy I,042610,"Connelly,Christine Susan",001,12856,NURS,3.7,78,12,32,18,6,7,2,0,0,0,1
2020 Fall,NUIP,2080,Microbiology for Health Scienc,042612,"Connelly,Christine Susan",001,12862,NURS,3.7,59,0,22,28,5,4,0,0,0,0,0
2020 Fall,NUIP,2240,Lifespan Development,029449,"LeBaron,Virginia T.",001,12824,NURS,3.7,124,0,52,53,11,7,0,0,0,0,1
2020 Fall,NUIP,2420,Pathophysiology I,043234,"Toll,Crystal",001,12988,NURS,3.9,86,2,82,2,0,0,0,0,0,0,0
2020 Fall,NUIP,3004,Wisdom and Resilience,040624,"DeGennaro,Regina Maffeo",001,12978,NURS,3.9,20,14,3,3,0,0,0,0,0,0,0
2020 Fall,NUIP,3230,Spanish Health Care Providers,044509,"McLean Estrada,Michelet David",001,12977,NURS,3.9,13,0,11,2,0,0,0,0,0,0,0
2020 Fall,NUIP,3430,Pharmacology II,043239,"Whitlow,Malinda Lee",001,19052,NURS,3.9,84,14,59,8,3,0,0,0,0,0,0
2020 Fall,NUIP,4311,RNs in Complex Systems,045256,"Coyne,Bethany Moran",001,12986,NURS,3.9,43,6,36,1,0,0,0,0,0,0,0
2020 Fall,NUIP,4311,RNs in Complex Systems,045256,"Coyne,Bethany Moran",002,12987,NURS,4,44,2,42,0,0,0,0,0,0,0,0
2020 Fall,NUIP,4430,Intro Stats in Hlth Care Res,042514,"Byon,Ha Do",001,12860,NURS,3.3,14,1,3,2,2,3,2,0,1,0,0
2020 Fall,NUIP,4430,Intro Stats in Hlth Care Res,042514,"Byon,Ha Do",003,20789,NURS,3.5,29,6,5,8,4,2,2,1,0,0,1
2020 Fall,NUIP,4430,Intro Stats in Hlth Care Res,042514,"Reid,Kathryn Ballenger",002,12950,NURS,3.9,20,11,8,1,0,0,0,0,0,0,0
2020 Fall,NUIP,4610,Leadershp/Mgt in Hlth Care Sys,029457,"Dowling,Tomeka Charmaine",001,12954,NURS,4,36,14,22,0,0,0,0,0,0,0,0
2020 Fall,NURS,1010,Nursing First Year Seminar,045508,"Carroll,Theresa Jane",001,12989,NURS,4,22,20,2,0,0,0,0,0,0,0,0
2020 Fall,NURS,4012,Nurse Residency Program:Pt III,043378,"Galloway,Susan Jean",560,21775,NURS,4,31,1,29,0,0,0,0,0,0,0,1
2020 Fall,NURS,4012,Nurse Residency Program:Pt III,043378,"Galloway,Susan Jean",561,21774,NURS,4,26,0,24,0,0,0,0,0,0,0,2
2020 Fall,PC,5010,Procurement Policy & Practices,029784,"Buck,Kenneth J",701,20527,SCPS,3.8,24,0,13,6,1,1,0,0,0,0,3
2020 Fall,PC,5020,Adv Cost & Price Analysis,029785,"Eller,Thomas G",701,20529,SCPS,-,-,1,3,2,1,0,1,0,0,0,0
2020 Fall,PC,5040,Advanced Contract Management,029787,"McCarthy,John R",701,20524,SCPS,-,-,1,2,0,2,2,0,0,1,0,1
2020 Fall,PC,5060,Fed Acquisition Case Studies,029789,"Rich,James J",701,20528,SCPS,-,-,0,6,2,1,0,0,0,0,0,1
2020 Fall,PERS,2010,Intermediate Persian,029844,"Mohit,Mahshad",001,14918,CGAS,3.9,11,0,8,3,0,0,0,0,0,0,0
2020 Fall,PHAR,9002,Principles of Pharmacology II,042341,"Creutz,Carl E",001,18055,MDS,-,-,4,5,0,1,0,0,0,0,0,0
2020 Fall,PHIL,1000,Introduction to Philosophy,029990,"Gertler,Brie",100,16123,CGAS,3.4,154,7,10,68,43,13,6,3,0,1,3
2020 Fall,PHIL,1410,Forms of Reasoning,030021,"Darcy,James",001,17001,CGAS,3.8,28,0,17,7,4,0,0,0,0,0,0
2020 Fall,PHIL,1410,Forms of Reasoning,030021,"Darcy,James",002,18505,CGAS,3.8,25,0,14,8,2,1,0,0,0,0,0
2020 Fall,PHIL,1510,Intro Philosophy Seminars,030034,"Fung,Yan Nok Torrance",001,16330,CGAS,3.5,20,0,4,9,5,1,1,0,0,0,0
2020 Fall,PHIL,1510,Intro Philosophy Seminars,030034,"Fung,Yan Nok Torrance",002,17655,CGAS,3.7,23,4,8,7,3,0,1,0,0,0,0
2020 Fall,PHIL,1710,Human Nature,030028,"Langsam,Harold L",100,17605,CGAS,3.4,112,0,20,44,25,11,4,2,0,0,6
2020 Fall,PHIL,1730,Intro to Moral & Pol Phil,030030,"Lolordo,Antonia",100,15809,CGAS,3.5,44,0,11,12,12,7,2,0,0,0,0
2020 Fall,PHIL,1730,Intro to Moral & Pol Phil,030030,"Lomasky,Loren E",100,15809,CGAS,3.5,44,0,11,12,12,7,2,0,0,0,0
2020 Fall,PHIL,2110,Hist of Phil: Anc & Medieval,030056,"Secada,Jorge E",100,13500,CGAS,3.4,36,0,6,11,11,5,1,1,0,0,1
2020 Fall,PHIL,2500,Survey on a PhilosophicalTopic,043637,"Adams,Nathan",200,15821,CGAS,3.7,23,0,12,4,5,1,0,0,0,0,1
2020 Fall,PHIL,2500,Survey on a PhilosophicalTopic,043637,"Irving,Zachary Clint",100,15818,CGAS,3.5,128,0,18,68,25,10,5,1,0,0,1
2020 Fall,PHIL,2660,Philosophy of Religion,030098,"Merricks,Trenton",100,14838,CGAS,3.3,33,1,5,7,12,4,1,3,0,0,0
2020 Fall,PHIL,2760,Classics of Political Phil,030091,"Lomasky,Loren E",100,17839,CGAS,3.6,35,0,23,3,4,0,3,0,1,1,0
2020 Fall,PHIL,3110,Plato,030112,"McCready-Flora,Ian C",001,17733,CGAS,3.4,23,0,5,8,5,4,0,0,0,1,0
2020 Fall,PHIL,3160,18th Century Philosophy,030117,"Lolordo,Antonia",001,17734,CGAS,3.5,25,0,7,11,3,2,1,1,0,0,0
2020 Fall,PHIL,3330,Philosophy of Mind,030130,"Langsam,Harold L",001,15819,CGAS,3.0,11,0,1,4,3,0,0,0,1,0,2
2020 Fall,PHIL,3500,Seminar in Philosophy,040315,"Greenway,Lily Tayce",001,16738,CGAS,3.6,22,0,12,8,1,0,0,0,0,0,1
2020 Fall,PHIL,3640,Political Philosophy,030092,"Adams,Nathan",001,19399,CGAS,3.5,20,2,8,2,5,0,1,1,1,0,0
2020 Fall,PHIL,3710,Ethics,030136,"Brewer,Talbot M",001,16336,CGAS,3.4,18,0,3,8,3,1,1,0,0,1,1
2020 Fall,PHIL,5540,Seminar on an Ethics Topic,046001,"Brewer,Talbot M",001,20730,CGAS,-,-,0,2,3,0,0,0,0,0,0,0
2020 Fall,PHIL,7500,First Year Seminar,030209,"Gertler,Brie",001,13734,CGAS,-,-,0,2,3,1,0,0,0,0,0,2
2020 Fall,PHIL,7500,First Year Seminar,030209,"Irving,Zachary Clint",002,20785,CGAS,-,-,0,2,2,0,0,0,0,0,0,2
2020 Fall,PHIL,8570,Metaphysic Topic,043319,"Merricks,Trenton",001,20731,CGAS,-,-,0,3,1,0,0,0,0,0,0,2
2020 Fall,PHS,3095,Hlth Policy in US Econ Persp.,043434,"Wanchek,Tanya Nicole",001,19343,CGAS,3.9,43,6,32,5,0,0,0,0,0,0,0
2020 Fall,PHS,3130,Intro to Hlth Resrch Methods,043175,"Pannone,Aaron Frederick",001,16888,CGAS,3.9,37,23,12,2,0,0,0,0,0,0,0
2020 Fall,PHS,3825,Global Public Health,043001,"Hornsby,Paige P",001,16026,CGAS,3.9,72,1,57,13,1,0,0,0,0,0,0
2020 Fall,PHS,4050,Public Health Policy,043758,"Quissell,Kathryn",001,15117,CGAS,4,51,37,14,0,0,0,0,0,0,0,0
2020 Fall,PHS,5355,Place Matters: Health Equity,044956,"Webb,Bryant Cameron",001,18341,MDS,3.9,27,2,24,1,0,0,0,0,0,0,0
2020 Fall,PHS,7000,Intro Biostat,030364,"McMurry,Timothy L.",001,18316,MDS,3.4,61,0,21,7,11,19,1,0,0,0,1
2020 Fall,PHS,7010,Fundamentals of Epidemiology,030365,"Eby,Jean M",001,18314,MDS,3.7,63,1,29,20,7,6,0,0,0,0,0
2020 Fall,PHS,7050,PH Law/Ethics,030367,"Bernheim,Ruth Gaare",001,18349,MDS,3.9,54,4,49,0,0,1,0,0,0,0,0
2020 Fall,PHS,7100,Intro US Hlth Care Pol & Sys,030371,"Quissell,Kathryn",001,18356,MDS,3.8,63,12,26,22,3,0,0,0,0,0,0
2020 Fall,PHS,7170,SAS and Data Mngt in Pop Hlth,030374,"Pannone,Aaron Frederick",001,18320,MDS,3.7,61,5,25,22,8,1,0,0,0,0,0
2020 Fall,PHS,7210,Comm Engagement Res & Policy,040347,"Hornsby,Paige P",001,18327,MDS,4,27,17,10,0,0,0,0,0,0,0,0
2020 Fall,PHS,7210,Comm Engagement Res & Policy,040347,"Pannone,Aaron Frederick",001,18327,MDS,4,27,17,10,0,0,0,0,0,0,0,0
2020 Fall,PHS,7216,Workplace Health Promotion,045979,"Tringali,Victor",001,20578,MDS,-,-,3,4,1,0,0,0,0,0,0,0
2020 Fall,PHS,7450,Hlth Inform:DB/Data Life Cycle,030389,"Lyman,Jason A",001,18321,MDS,-,-,4,1,3,1,0,0,0,0,0,0
2020 Fall,PHS,7610,Health Promotion & Behavior,030394,"Richardson,Jeanita W.",001,18326,MDS,4,24,4,20,0,0,0,0,0,0,0,0
2020 Fall,PHS,8125,Qualitative Data Analysis,042488,"Richardson,Jeanita W.",001,18357,MDS,3.9,11,0,9,1,1,0,0,0,0,0,0
2020 Fall,PHYS,1010,The Physical Universe,030772,"Pfister,Olivier",001,13507,CGAS,3.8,27,0,20,5,1,1,0,0,0,0,0
2020 Fall,PHYS,1050,How Things Work,030776,"Neu,Christopher Carl",001,13508,CGAS,3.7,70,6,35,12,8,6,1,1,0,0,1
2020 Fall,PHYS,1110,Energy this World & Elsewhere,030782,"Paschke,Kent Dieter",001,15479,CGAS,3.8,21,2,14,2,1,1,0,0,0,0,2
2020 Fall,PHYS,1425,General Physics I,031032,"Zheng,Xiaochao",001,14639,CGAS,3.6,77,12,21,20,12,7,0,2,1,0,2
2020 Fall,PHYS,1429,General Physics I Workshop,031036,"Bychkov,Maxim Aleksandrovich",001,14855,CGAS,3.5,20,0,2,12,4,0,1,0,0,1,0
2020 Fall,PHYS,1429,General Physics I Workshop,031036,"Bychkov,Maxim Aleksandrovich",003,14857,CGAS,3.5,21,2,3,11,1,2,1,0,0,1,0
2020 Fall,PHYS,1429,General Physics I Workshop,031036,"Bychkov,Maxim Aleksandrovich",004,14858,CGAS,3.5,20,0,7,6,3,2,2,0,0,0,0
2020 Fall,PHYS,1429,General Physics I Workshop,031036,"Bychkov,Maxim Aleksandrovich",005,14859,CGAS,3.3,15,0,6,2,0,4,1,1,1,0,0
2020 Fall,PHYS,1660,Practical Computing,043759,"Wright,Bryan Keith",001,15133,CGAS,3.8,15,0,9,6,0,0,0,0,0,0,0
2020 Fall,PHYS,1710,Introductory Physics I,043631,"Sackett,Charles A",100,15059,CGAS,3.4,31,0,6,9,11,4,1,0,0,0,1
2020 Fall,PHYS,2010,Principles of Physics I,030809,"Hung,Pham Q",002,13510,CGAS,3.2,98,5,14,23,17,14,11,7,3,3,1
2020 Fall,PHYS,2010,Principles of Physics I,030809,"Shields,Matthew Wayne",003,14919,CGAS,3.7,35,1,16,12,2,3,0,0,0,0,1
2020 Fall,PHYS,2010,Principles of Physics I,030809,"Teo,Chi Yan Jeffrey",001,13509,CGAS,3.2,131,18,23,14,21,21,15,9,8,2,0
2020 Fall,PHYS,2030,Basic Physics Laboratory I,030811,"Bychkov,Maxim Aleksandrovich",001,13735,CGAS,3.8,24,0,15,7,2,0,0,0,0,0,0
2020 Fall,PHYS,2030,Basic Physics Laboratory I,030811,"Bychkov,Maxim Aleksandrovich",002,13736,CGAS,3.6,19,1,7,5,3,2,1,0,0,0,0
2020 Fall,PHYS,2030,Basic Physics Laboratory I,030811,"Bychkov,Maxim Aleksandrovich",003,13737,CGAS,3.6,26,0,5,15,5,1,0,0,0,0,0
2020 Fall,PHYS,2030,Basic Physics Laboratory I,030811,"Bychkov,Maxim Aleksandrovich",004,13738,CGAS,3.6,24,0,8,12,3,0,0,0,0,0,1
2020 Fall,PHYS,2030,Basic Physics Laboratory I,030811,"Bychkov,Maxim Aleksandrovich",005,13739,CGAS,3.6,24,1,8,9,3,2,1,0,0,0,0
2020 Fall,PHYS,2030,Basic Physics Laboratory I,030811,"Bychkov,Maxim Aleksandrovich",006,14488,CGAS,3.6,21,2,5,8,4,1,1,0,0,0,0
2020 Fall,PHYS,2030,Basic Physics Laboratory I,030811,"Bychkov,Maxim Aleksandrovich",007,13740,CGAS,3.7,24,0,14,7,1,0,1,0,0,1,0
2020 Fall,PHYS,2030,Basic Physics Laboratory I,030811,"Bychkov,Maxim Aleksandrovich",008,13741,CGAS,3.6,23,1,10,5,3,3,1,0,0,0,0
2020 Fall,PHYS,2030,Basic Physics Laboratory I,030811,"Bychkov,Maxim Aleksandrovich",009,13742,CGAS,3.8,22,0,11,10,1,0,0,0,0,0,0
2020 Fall,PHYS,2030,Basic Physics Laboratory I,030811,"Bychkov,Maxim Aleksandrovich",010,13743,CGAS,3.7,24,0,8,13,3,0,0,0,0,0,1
2020 Fall,PHYS,2030,Basic Physics Laboratory I,030811,"Bychkov,Maxim Aleksandrovich",011,13744,CGAS,3.6,21,3,5,8,1,3,0,0,1,0,0
2020 Fall,PHYS,2030,Basic Physics Laboratory I,030811,"Bychkov,Maxim Aleksandrovich",012,13745,CGAS,3.6,25,0,9,11,2,2,1,0,0,0,0
2020 Fall,PHYS,2030,Basic Physics Laboratory I,030811,"Bychkov,Maxim Aleksandrovich",013,13746,CGAS,3.6,22,0,10,7,2,1,2,0,0,0,0
2020 Fall,PHYS,2030,Basic Physics Laboratory I,030811,"Bychkov,Maxim Aleksandrovich",014,13747,CGAS,3.5,20,1,4,6,7,0,1,1,0,0,0
2020 Fall,PHYS,2030,Basic Physics Laboratory I,030811,"Bychkov,Maxim Aleksandrovich",015,13748,CGAS,3.4,22,0,4,8,4,4,1,1,0,0,0
2020 Fall,PHYS,2030,Basic Physics Laboratory I,030811,"Bychkov,Maxim Aleksandrovich",016,13749,CGAS,3.8,12,0,7,4,0,1,0,0,0,0,0
2020 Fall,PHYS,2415,General Physics II,031076,"Norum,Blaine E",001,13513,CGAS,3.4,30,6,7,5,4,2,3,1,0,0,2
2020 Fall,PHYS,2415,General Physics II,031076,"Pesin,Dmytro",002,13782,CGAS,3.4,54,0,21,8,12,5,3,2,2,0,2
2020 Fall,PHYS,2419,General Physics II Workshop,031079,"Bychkov,Maxim Aleksandrovich",001,13514,CGAS,3.8,12,0,7,4,0,1,0,0,0,0,0
2020 Fall,PHYS,2419,General Physics II Workshop,031079,"Bychkov,Maxim Aleksandrovich",004,13517,CGAS,3.6,11,1,5,1,3,0,0,0,1,0,0
2020 Fall,PHYS,2419,General Physics II Workshop,031079,"Bychkov,Maxim Aleksandrovich",005,13518,CGAS,3.7,14,0,8,3,2,1,0,0,0,0,0
2020 Fall,PHYS,2419,General Physics II Workshop,031079,"Bychkov,Maxim Aleksandrovich",007,13520,CGAS,3.5,11,0,4,3,1,2,1,0,0,0,0
2020 Fall,PHYS,2419,General Physics II Workshop,031079,"Bychkov,Maxim Aleksandrovich",009,13521,CGAS,3.4,12,1,3,4,1,1,0,2,0,0,0
2020 Fall,PHYS,2419,General Physics II Workshop,031079,"Bychkov,Maxim Aleksandrovich",010,13522,CGAS,3.8,18,1,9,6,2,0,0,0,0,0,0
2020 Fall,PHYS,2419,General Physics II Workshop,031079,"Bychkov,Maxim Aleksandrovich",012,13524,CGAS,3.2,11,0,1,6,0,2,1,0,0,0,1
2020 Fall,PHYS,2419,General Physics II Workshop,031079,"Bychkov,Maxim Aleksandrovich",014,14642,CGAS,3.6,15,2,5,4,2,1,0,0,1,0,0
2020 Fall,PHYS,2620,Modern Physics,030844,"Group,Robert Craig",100,15224,CGAS,3.8,62,23,25,8,4,0,0,0,1,0,1
2020 Fall,PHYS,2630,Elementary Laboratory I,030827,"Marshall IV,Richard Melvin",100,13511,CGAS,3.5,26,5,6,4,5,3,1,2,0,0,0
2020 Fall,PHYS,3170,Intermediate Laboratory I,030857,"Yoon,Jongsoo",001,13527,CGAS,3.5,15,3,3,2,4,3,0,0,0,0,0
2020 Fall,PHYS,3310,Statistical Physics,030862,"Louca,Despo A",001,13528,CGAS,2.7,24,2,1,3,1,4,3,4,3,2,1
2020 Fall,PHYS,3430,Electricity and Magnetism II,030866,"Cates Jr.,Gordon D",001,13529,CGAS,3.4,25,4,6,5,3,4,0,0,3,0,0
2020 Fall,PHYS,3650,Quantum Physics I,030871,"Arnold,Peter",001,13530,CGAS,3.4,27,3,6,5,4,5,3,0,1,0,0
2020 Fall,PHYS,5620,Solid State Physics,030900,"Lee,Seung-Hun",001,13534,CGAS,-,-,2,2,1,0,0,0,0,0,0,0
2020 Fall,PHYS,5630,Computational Physics I,030897,"Hirosky,Robert",001,13533,CGAS,3,11,0,4,2,2,1,0,0,0,0,2
2020 Fall,PHYS,5720,Intro Nuclear & Particle Phys,030901,"Baessler,Stefan",001,13771,CGAS,-,-,3,2,2,1,1,1,0,0,0,0
2020 Fall,PHYS,5880,Intro to Quantum Computing,044831,"Klich,Israel",001,19341,CGAS,-,-,0,3,1,0,0,1,0,0,0,0
2020 Fall,PHYS,7010,Theoretical Mechanics I,030887,"Kolomeisky,Eugene",001,13532,CGAS,3.2,17,1,2,2,4,4,3,0,0,0,1
2020 Fall,PHYS,7410,Electricity and Magnetism I,042834,"Yagi,Kento",001,14806,CGAS,3.4,16,1,1,6,3,3,1,0,0,0,1
2020 Fall,PHYS,7610,Quantum Theory I,030943,"Chern,Gia-Wei",001,13536,CGAS,3.3,19,1,4,4,1,2,6,0,0,0,1
2020 Fall,PHYS,8630,Introduction to Field Theory,030958,"Vaman,Diana",001,13537,CGAS,-,-,0,2,2,1,0,0,0,0,0,0
2020 Fall,PLAC,5720,Transportation and Land Use,031164,"Mondschein,Andrew Samuel",001,10169,ARCH,-,-,0,6,2,1,0,1,0,0,0,0
2020 Fall,PLAC,5800,Green Lands,031145,"Firehock,Karen Elizabeth",001,10044,ARCH,-,-,2,1,2,0,0,0,0,0,0,0
2020 Fall,PLAD,4500,Special Topics,044837,"Leblang,David Andrew",001,20344,CGAS,3.8,13,0,9,1,1,1,0,0,0,0,1
2020 Fall,PLAD,4960,Distinguished Majors Thesis,031227,"Echeverri-Gent,John E",001,17795,CGAS,3.7,12,0,4,7,1,0,0,0,0,0,0
2020 Fall,PLAN,1010,Intro to Urban & Environ Plan,031254,"Beatley,Timothy",001,10037,ARCH,3.5,217,0,55,67,71,17,0,1,0,0,6
2020 Fall,PLAN,2110,Digital Visualization,031273,"Luegering,Michael",001,10045,ARCH,3.5,19,0,4,6,7,1,0,0,0,0,1
2020 Fall,PLAN,3011,Race and the American City,045892,"Sewell,Jessica Ellen",001,19428,ARCH,3.8,19,0,10,7,2,0,0,0,0,0,0
2020 Fall,PLAN,3060,"Law, Land and the Environment",031282,"Bassett,Ellen Marie",001,10046,ARCH,3.7,16,0,5,7,2,1,0,0,0,0,1
2020 Fall,PLAN,3811,Gender & Built Environment,044147,"Sewell,Jessica Ellen",001,10119,ARCH,3.6,32,0,7,21,3,0,0,0,0,0,1
2020 Fall,PLAN,3840,Ethics of Cities & Environment,046023,"Beatley,Timothy",001,20971,ARCH,3.7,11,0,4,5,2,0,0,0,0,0,0
2020 Fall,PLAN,4040,Planning in Government,031295,"Cockrell,William John Cole",001,10232,ARCH,3.4,24,4,10,5,1,1,0,1,0,0,2
2020 Fall,PLAN,4040,Planning in Government,031295,"Cockrell,William John Cole",002,21563,ARCH,3.8,12,1,8,2,0,1,0,0,0,0,0
2020 Fall,PLAN,5220,Real Estate Finance Fundmntals,045476,"Petrus,Michael R.",001,18511,ARCH,3.7,11,1,3,4,3,0,0,0,0,0,0
2020 Fall,PLAN,5500,Special Topics in Planning,031328,"Bassett,Ellen Marie",004,18507,ARCH,3.8,12,0,5,7,0,0,0,0,0,0,0
2020 Fall,PLAN,5500,Special Topics in Planning,031328,"Wilson,Barbara Brown",001,18405,ARCH,4,13,4,9,0,0,0,0,0,0,0,0
2020 Fall,PLAN,5500,Special Topics in Planning,031328,"Wilson,Beverly",006,20469,ARCH,-,-,3,1,3,0,0,0,0,0,0,1
2020 Fall,PLAN,5840,Ethics of Cities & Environment,031349,"Beatley,Timothy",001,10137,ARCH,-,-,0,4,2,0,0,0,0,0,0,0
2020 Fall,PLAN,5892,Psychology of Environ & Space,044397,"Roe,Jennifer Jane",001,10175,ARCH,3.9,12,3,8,1,0,0,0,0,0,0,0
2020 Fall,PLAN,6011,Race and the American City,045893,"Sewell,Jessica Ellen",001,19429,ARCH,3.9,26,0,19,4,0,0,0,0,0,0,2
2020 Fall,PLAN,6040,Quantitative Methods of Plan,031387,"Mondschein,Andrew Samuel",001,10231,ARCH,3.9,22,0,20,1,0,0,0,0,0,0,1
2020 Fall,PLAN,6050,"Law, Land and the Environment",031388,"Bassett,Ellen Marie",001,10138,ARCH,-,-,0,5,2,2,1,0,0,0,0,0
2020 Fall,PLAN,6070,Planning Theory and Practice,031389,"Diamond,Alissa U",001,10171,ARCH,3.9,23,0,17,5,1,0,0,0,0,0,0
2020 Fall,PLAN,6110,Digital Tech for Plan I 2D/3D,045553,"Klosterwill,Kevan Joseph",001,10258,ARCH,3.7,16,0,4,10,1,0,0,0,0,0,1
2020 Fall,PLAP,1010,Intro to American Politics,031551,"Ceaser,James W",100,15227,CGAS,3.6,93,0,43,25,9,9,4,0,0,0,3
2020 Fall,PLAP,1010,Intro to American Politics,031551,"Todd IV,James Scott",002,15152,CGAS,3.5,31,0,8,11,7,4,0,0,0,0,1
2020 Fall,PLAP,2250,American Political Tradition,031555,"Alexander,Rachel Katherine",004,16098,CGAS,3.3,12,0,2,3,4,1,1,1,0,0,0
2020 Fall,PLAP,2250,American Political Tradition,031555,"Koganzon,Rita",005,19604,CGAS,3.4,14,0,4,3,4,1,1,1,0,0,0
2020 Fall,PLAP,2250,American Political Tradition,031555,"Uzzell,Lynn E",003,15234,CGAS,3.4,15,0,3,5,4,2,1,0,0,0,0
