Term Desc,Subject,Catalog Number,Class Title,Course ID,Primary Instructor Name,Class Section,Class Num,Class Academic Group,Course GPA,NofStudents,A+,A,A-,B+,B,B-,C+,C,C-,DFW
2020 Fall,AAS,3500,Intermediate Seminar in AAS,039376,"LeFlouria,Talitha Lynette",001,19089,CGAS,4,15,,,,,,,,,,
2020 Fall,ACCT,5330,Acct for Non-Bus Organizations,000193,"Brooks,Gary D",701,20519,SCPS,-,-,,,,,,,,,,
2020 Fall,APMA,3501,Spec Topics in APMA,040943,"Guadagni,Gianluca",001,12082,ENGR,4,12,,,,,,,,,,
2020 Fall,ARAD,4070,Intro to Design Thinking,041291,"Sampson,George W.",001,15285,CGAS,4,19,,,,,,,,,,
2020 Fall,ARCH,5420,Digital Animation & Strytellng,001610,"Mark,Earl J",001,10041,ARCH,-,-,,,,,,,,,,
2020 Fall,ARCH,5500,Special Topics in Architecture,001621,"Bachman,Johntaylor",006,21126,ARCH,-,-,,,,,,,,,,
2020 Fall,ARCH,5500,Special Topics in Architecture,001621,"McDowell,Andrew Seth",007,21185,ARCH,-,-,,,,,,,,,,
2020 Fall,ARH,7613,"UNESCO,World Heritage &Tourism",045914,"Johnston,Andrew Scott",001,19608,ARCH,-,-,,,,,,,,,,
2020 Fall,ARH,7700,Adv Thomas Jefferson&Amer Arch,044827,"Nelson,Louis P",001,20314,ARCH,-,-,,,,,,,,,,
2020 Fall,ARTS,2000,Intro to Studio Art,045397,"Chan,Amy Beth",002,16575,CGAS,3.9,18,,,,,,,,,,
2020 Fall,ARTS,2220,Introduction to New Media I,002858,"Cuatlacuatl,Federico",001,14572,CGAS,3.9,11,,,,,,,,,,
2020 Fall,ARTS,3220,Intermediate  New Media I,002901,"Moyer,Lydia",002,19709,CGAS,3.9,11,,,,,,,,,,
2020 Fall,ASTR,8500,Current Astronomical Topics,003128,"Whittle,D. Mark",001,13085,CGAS,3.9,12,,,,,,,,,,
2020 Fall,CHIN,1010,Elementary Chinese,006047,"Zhao,Ran",004,13133,CGAS,3.9,16,,,,,,,,,,
2020 Fall,CHIN,1010,Elementary Chinese,006047,"Zhao,Ran",005,14654,CGAS,3.9,12,,,,,,,,,,
2020 Fall,CHIN,1060,Accelerated Elementary Chinese,006050,"Gao,Ying",001,13135,CGAS,3.9,16,,,,,,,,,,
2020 Fall,COLA,1500,College Advising Seminars,006376,"Al-Rahim,Ahmed",069,15032,CGAS,4,16,,,,,,,,,,
2020 Fall,CS,6501,Spec Top: Computer Science,006981,"Stankovic,John A",005,12042,ENGR,3.9,22,,,,,,,,,,
2020 Fall,DANC,3210,Ballet II,007226,"Schetlick,Kathryn B",001,14701,CGAS,3.9,11,,,,,,,,,,
2020 Fall,DRAM,3652,Production Management,007273,"McLeod,Holly Caitlin",001,13152,CGAS,3.9,11,,,,,,,,,,
2020 Fall,DS,6002,Ethics of Big Data I,043459,"Rosado Murillo,Luis Felipe",002,18400,PROV,4,16,,,,,,,,,,
2020 Fall,DS,6011,DS Capstone Work I,043917,"Alvarado,Rafael Candido",001,19696,PROV,4,16,,,,,,,,,,
2020 Fall,DS,6011,DS Capstone Work I,043917,"Brown,Donald E",008,19707,PROV,4,12,,,,,,,,,,
2020 Fall,DS,6011,DS Capstone Work I,043917,"Van Horn,John Darrell",002,19700,PROV,4,11,,,,,,,,,,
2020 Fall,DS,6012,Ethics of Big Data II,043918,"Rosado Murillo,Luis Felipe",001,18402,PROV,4,11,,,,,,,,,,
2020 Fall,DS,6013,DS Capstone Work II,043919,"Kropko,Jonathan Michael",001,18403,PROV,4,13,,,,,,,,,,
2020 Fall,ECE,6502,Spec Top:Elect & Computer Engr,007732,"Lee,Kyusang",002,19206,ENGR,-,-,,,,,,,,,,
2020 Fall,ECON,8820,Experimental Economics,008076,"Holt,Charles A.",100,16642,CGAS,-,-,,,,,,,,,,
2020 Fall,EDHS,3110,Understanding Autism,044840,"DuBay,Michaela",1,19140,EDUC,3.9,11,,,,,,,,,,
2020 Fall,EDHS,7060,Articulation & Phonology,009189,"Hilton,Jane C",001,10476,EDUC,3.9,22,,,,,,,,,,
2020 Fall,EDHS,7120,Prevention Intervention Assess,041987,"Hilton,Jane C",1,10620,EDUC,3.9,22,,,,,,,,,,
2020 Fall,EDHS,7640,Cognitive Assessment,009240,"Blodgett,Julia Ann-Deisseroth",001,10483,EDUC,-,-,,,,,,,,,,
2020 Fall,EDHS,8090,Disorders of Language I,009256,"Hilton,Jane C",001,10486,EDUC,3.9,22,,,,,,,,,,
2020 Fall,EDHS,8170,Clinical Externship,009264,"Hilton,Jane C",1,10970,EDUC,-,-,,,,,,,,,,
2020 Fall,EDHS,8800,Clinical Internship in SLP,044198,"Hilton,Jane C",1,10971,EDUC,-,-,,,,,,,,,,
2020 Fall,EDIS,3012,Mindfulness & Development,044838,"Min,Helen Haerim",2,20982,EDUC,3.9,25,,,,,,,,,,
2020 Fall,EDIS,3015,Intro Curriculum Instr Assess,045915,"Amoako Kayser,Abigail Akosua",1,19718,EDUC,3.9,16,,,,,,,,,,
2020 Fall,EDIS,4040,Intro Psychoeducational Assess,044991,"Ratliff-Black,Marie Elizabeth",1,10915,EDUC,3.9,12,,,,,,,,,,
2020 Fall,EDIS,4110,Char of Ind w/Lrn Disablities,044943,"Vanuitert,Victoria",500,19048,EDUC,3.9,14,,,,,,,,,,
2020 Fall,EDIS,5030,Design Effec Lrn Exp & Environ,009426,"Pease,Jennifer Steinberger",1,10883,EDUC,3.7,13,,,,,,,,,,
2020 Fall,EDIS,5041,Behav & Classroom Management,009428,"Collins,Lauren Wingfield",502,21108,EDUC,3.9,17,,,,,,,,,,
2020 Fall,EDIS,5175,Issues in K-12 Education,009699,"Van Hover,Stephanie D",500,20293,EDUC,-,-,,,,,,,,,,
2020 Fall,EDIS,5650,Cultural Geography,009472,"Cranford,Sara L",500,19214,EDUC,-,-,,,,,,,,,,
2020 Fall,EDIS,5730,Diag & Remediation I: PreK-2,009475,"Simkin,Carrie Rosamina",501,19222,EDUC,3.9,12,,,,,,,,,,
2020 Fall,EDIS,8855,Education and Diversity,043212,"Trent,Stanley Cornelius",1,10840,EDUC,-,-,,,,,,,,,,
2020 Fall,EDLF,7813,Leadership for EdTech,042239,"Clark,Kevin Spencer",500,19317,EDUC,-,-,,,,,,,,,,
2020 Fall,EGMT,1510,Engaging Aesthetics,044512,"Ferguson,Andrew",108,16618,CGAS,3.9,27,,,,,,,,,,
2020 Fall,EGMT,1510,Engaging Aesthetics,044512,"Flood,Elizabeth Jean Sapir",110,15566,CGAS,3.9,35,,,,,,,,,,
2020 Fall,EGMT,1520,Empirical Engagement,044513,"Bloomfield,Louis A",205,15579,CGAS,3.9,35,,,,,,,,,,
2020 Fall,ENCW,2560,Intro Fiction Writing - Themed,044166,"Livingood,James Stuart",001,16282,CGAS,3.9,14,,,,,,,,,,
2020 Fall,ENCW,2600,Fiction Writing,013455,"Rodriguez Jr.,Roberto",002,16562,CGAS,4,16,,,,,,,,,,
2020 Fall,ENCW,3310,Intermediate Poetry Writing I,013473,"Petrosino,Courteney Michelle",002,16290,CGAS,4,11,,,,,,,,,,
2020 Fall,ENCW,3610,Intermediate Fiction Writing,013477,"Denton,Elizabeth",002,16772,CGAS,3.9,12,,,,,,,,,,
2020 Fall,ENGL,2508,Studies in Fiction,012491,"Baker,Peter S",002,15207,CGAS,3.9,18,,,,,,,,,,
2020 Fall,ENGL,2572,Black Writers in America,012507,"Woolfork,Lisa",001,16025,CGAS,3.9,13,,,,,,,,,,
2020 Fall,ENWR,1510,Writing and Critical Inquiry,013432,"Berenato,Thomas Andrew",038,13845,CGAS,3.9,18,,,,,,,,,,
2020 Fall,ENWR,1510,Writing and Critical Inquiry,013432,"Coyoca,Wilfred David",062,15385,CGAS,3.9,18,,,,,,,,,,
2020 Fall,ENWR,1510,Writing and Critical Inquiry,013432,"Donovan,Devin Jude",017,13698,CGAS,3.9,17,,,,,,,,,,
2020 Fall,ENWR,1510,Writing and Critical Inquiry,013432,"Driver,Keith",040,13848,CGAS,3.9,18,,,,,,,,,,
2020 Fall,ENWR,1510,Writing and Critical Inquiry,013432,"McBride,Amber Nicole",002,15473,CGAS,3.9,18,,,,,,,,,,
2020 Fall,ENWR,1510,Writing and Critical Inquiry,013432,"McBride,Amber Nicole",007,13689,CGAS,3.9,17,,,,,,,,,,
2020 Fall,ENWR,1510,Writing and Critical Inquiry,013432,"Storti,Sarah Anne",014,13696,CGAS,3.9,18,,,,,,,,,,
2020 Fall,ENWR,1510,Writing and Critical Inquiry,013432,"Storti,Sarah Anne",080,17081,CGAS,3.9,18,,,,,,,,,,
2020 Fall,ENWR,1510,Writing and Critical Inquiry,013432,"Storti,Sarah Anne",082,17149,CGAS,3.9,18,,,,,,,,,,
2020 Fall,ENWR,2610,Writing with Style,044179,"Driver,Keith",001,16811,CGAS,3.7,14,,,,,,,,,,
2020 Fall,ENWR,3640,Writing with Sound,044171,"Ceraso,Stephanie L",001,19324,CGAS,3.9,16,,,,,,,,,,
2020 Fall,EVGE,5841,Sediment Processes Laboratory,013781,"Wiberg,Patricia L",001,18441,CGAS,4,15,,,,,,,,,,
2020 Fall,FREN,1020,Elementary French II,014274,"Rey,Cecile Helene Christiane",002,13278,CGAS,3.9,11,,,,,,,,,,
2020 Fall,FREN,4585,Adv Topics Cultural Studies,014411,"Horne,Janet R",001,15182,CGAS,3.8,21,,,,,,,,,,
2020 Fall,FRTR,3559,New Course French Cultural Top,042534,"Lyons,John D",001,21145,CGAS,3.9,16,,,,,,,,,,
2020 Fall,GERM,2020,Intermediate German,015679,"Parker,Stefanie Nauhardt",002,13312,CGAS,3.9,19,,,,,,,,,,
2020 Fall,GSGS,4559,New Course: GSGS,043480,"Edmunds,David Stuart",001,21507,CGAS,4,16,,,,,,,,,,
2020 Fall,HBIO,4998,Thesis Rsrch in Human Biol I,017974,"Timko,Michael P",001,13327,CGAS,3.9,14,,,,,,,,,,
2020 Fall,HIME,1501,Intro Sem in Middle East Hist,018856,"Gratien,Christopher",001,16876,CGAS,4,13,,,,,,,,,,
2020 Fall,HIME,2001,Making of the Islamic World,018857,"Gratien,Christopher",001,16486,CGAS,4,38,,,,,,,,,,
2020 Fall,HIST,9026,Tutorial in 20th C Int'l Hist,043939,"Hitchcock,William Ingersoll",001,19949,CGAS,-,-,,,,,,,,,,
2020 Fall,HIUS,5559,New Course: HIUS,039313,"Edelson,Scott Max",001,18689,CGAS,-,-,,,,,,,,,,
2020 Fall,HIUS,9026,Afro American Hist since 1865,045701,"Gaines,Kevin Kelly",001,17379,CGAS,-,-,,,,,,,,,,
2020 Fall,HIUS,9036,Capitalism & Slavery Tutorial,045978,"Hill,Justene Grace",001,20561,CGAS,-,-,,,,,,,,,,
2020 Fall,KINE,2850,Medical Terminology,042975,"Golden,Dana Patricia",1,10766,EDUC,3.9,42,,,,,,,,,,
2020 Fall,KINE,3420,Contemporary Health Issues,009125,"Edwards,David Anthony",1,10668,EDUC,3.9,34,,,,,,,,,,
2020 Fall,KINE,5220,Prog Plan & Eval Kinesiology,009174,"Block,Martin E",1,19745,EDUC,4,15,,,,,,,,,,
2020 Fall,LPPP,6500,Topics in Public Policy,041388,"Purpur,Erich",006,12795,LEAD,3.9,21,,,,,,,,,,
2020 Fall,LPPP,7700,Applied Policy Project I,045150,"Scheppach,Raymond C",001,12773,LEAD,3.7,13,,,,,,,,,,
2020 Fall,MATH,8750,Topology of Manifolds,023273,"Mark,Thomas E",001,15760,CGAS,-,-,,,,,,,,,,
2020 Fall,MDST,3502,Special Topics in Film Genre,039989,"Marshall,Matthew J",001,20674,CGAS,4,29,,,,,,,,,,
2020 Fall,MDST,8001,Histories Media Tech,045837,"Punathambekar,Aswin",001,18681,CGAS,3.9,11,,,,,,,,,,
2020 Fall,MISC,2010,Leadership & Decision Making,024249,"Peralta,Geraldo",002,17438,PROV,4,11,,,,,,,,,,
2020 Fall,MUSI,3070,Intro to Musical Ethnography,024792,"Dave,Nomi",001,15879,CGAS,3.8,12,,,,,,,,,,
2020 Fall,PHS,7051,"Policy Dev, Analysis& Advocacy",045006,"Zelle,Heather",001,20790,MDS,-,-,,,,,,,,,,
2020 Fall,PHS,7470,Mngt & Quality in HC Orgs,030390,"Bolmey,Armando L",001,18325,MDS,4,22,,,,,,,,,,
2020 Fall,PLIR,7000,Core Sem International Relatns,031855,"Pandya,Sonal Sharadkumar",001,16033,CGAS,-,-,,,,,,,,,,
2020 Fall,PLIR,7080,Military Force Internation Rel,031856,"Copeland,Dale C",001,17819,CGAS,-,-,,,,,,,,,,
2020 Fall,PSYC,3500,Special Topics in Psychology,040634,"Brown-Iannuzzi,Jazmin",001,16932,CGAS,3.9,16,,,,,,,,,,
2020 Fall,PSYC,4500,Spec Tops: Psychology,032600,"Savell,Shannon Marie",008,19664,CGAS,3.6,11,,,,,,,,,,
2020 Fall,PSYC,5705,Intro to Bayesian Methods,044919,"Tong,Xin",001,18886,CGAS,3.6,13,,,,,,,,,,
2020 Fall,PSYC,7400,Pract to Intervention & Ethics,032765,"Llewellyn,Patricia L",002,18893,CGAS,-,-,,,,,,,,,,
2020 Fall,PSYC,7420,Psychological Intervention I,032767,"Teachman,Bethany A",100,13573,CGAS,-,-,,,,,,,,,,
2020 Fall,RELC,3030,Jesus and the Gospels,033973,"Spittler,Janet Elizabeth",001,18776,CGAS,3.9,19,,,,,,,,,,
2020 Fall,RELG,2559,New Course: RELG,039192,"Parker,Kai Perry",001,18888,CGAS,3.9,16,,,,,,,,,,
2020 Fall,RUSS,2010,Second-Year Russian I,034637,"Walsh,Yuliya",001,13597,CGAS,3.9,15,,,,,,,,,,
2020 Fall,RUSS,5030,Advanced Russian I,034678,"Elson,Mark J",001,13600,CGAS,-,-,,,,,,,,,,
2020 Fall,SARC,1500,SARC Seminars,044199,"Roettger,Elizabeth Louise",004,10125,ARCH,4,18,,,,,,,,,,
2020 Fall,SPAN,3010,Grammar and Composition I,035893,"Bonino,Nicole",007,16882,CGAS,3.9,16,,,,,,,,,,
2020 Fall,SPAN,3030,Cultural Conversations,035895,"Garcia Prados,Maria de las Nieves",002,16269,CGAS,3.9,16,,,,,,,,,,
2020 Fall,SPAN,7850,Themes and Genres,036074,"Rogers,Charlotte W",001,16276,CGAS,-,-,,,,,,,,,,
2020 Fall,STAT,4559,New Course:  STAT,044960,"Rodu,Jordan Scott",002,19672,CGAS,3.9,34,,,,,,,,,,
2020 Fall,STS,4500,STS and Engineering Practice,036749,"Ferguson,Sean M",019,11662,ENGR,3.9,27,,,,,,,,,,
2020 Fall,USEM,1570,University Seminar,037196,"Heil,Ethan Koesters",006,19380,PROV,3.9,14,,,,,,,,,,
2020 Fall,WGS,2600,Human Sexualities,045710,"Speidel,Lisa Anne",001,18475,CGAS,3.9,31,,,,,,,,,,
2020 Fall,WGS,4700,Men and Masculinities,041671,"Speidel,Lisa Anne",001,14700,CGAS,4,28,,,,,,,,,,
2020 Fall,AAS,1010,African-Amer & African Stds I,000083,"Otu,Edwin Kwame",100,13042,CGAS,3.5,165,0,39,78,32,6,1,1,2,0,7
2020 Fall,AAS,2224,Black Fem & Masc in US Media,042659,"Shutt,Lisa Toccafondi",001,15258,CGAS,3.8,14,0,10,2,1,1,0,0,0,0,0
2020 Fall,AAS,2224,Black Fem & Masc in US Media,042659,"Shutt,Lisa Toccafondi",002,15539,CGAS,3.6,14,0,7,5,0,0,1,1,0,0,0
2020 Fall,AAS,2559,New Course:  AAS,038531,"Perry Jr.,Tony Curtis",004,20725,CGAS,3.8,48,1,35,5,5,1,0,0,0,0,1
2020 Fall,AAS,2559,New Course:  AAS,038531,"Vinson,Robert T",003,20543,CGAS,3.9,24,12,8,3,0,0,0,0,0,0,0
2020 Fall,AAS,3500,Intermediate Seminar in AAS,039376,"LeFlouria,Talitha Lynette",002,19090,CGAS,3.9,15,2,8,5,0,0,0,0,0,0,0
2020 Fall,AAS,3671,History Civil Rights Movement,044915,"Gaines,Kevin Kelly",001,20342,CGAS,2.8,15,0,0,10,1,1,0,0,0,0,3
2020 Fall,AAS,3710,"African Worlds, Life Stories",044906,"Shutt,Lisa Toccafondi",001,16474,CGAS,3.8,12,0,9,2,1,0,0,0,0,0,0
2020 Fall,AAS,3810,"Race, Culture & Inequality",044908,"Pendergrass,Sabrina",001,16476,CGAS,3.6,12,0,10,1,0,0,0,0,0,0,1
2020 Fall,AAS,3853,Race and Real Estate in the US,044912,"Kahrl,Andrew W",100,19091,CGAS,3.7,48,0,29,17,0,0,0,0,0,0,2
2020 Fall,ACCT,2010,Introductory Accounting I,000175,"Kasten,Marshall V",701,20517,SCPS,2.8,40,5,8,2,4,8,1,0,3,0,9
2020 Fall,ACCT,2020,Introductory Accounting II,000176,"Montesa,Noel Evangelista",701,20513,SCPS,3.5,16,0,9,3,2,1,0,0,0,0,1
2020 Fall,ACCT,3110,Intermediate Accounting I,000185,"Hutton,Leon W",701,20515,SCPS,3.7,17,4,10,2,0,0,0,0,0,0,1
2020 Fall,ACCT,3140,Cost Accounting,000187,"Cardine,William",701,20518,SCPS,3.4,17,3,6,1,2,3,0,0,0,0,2
2020 Fall,ACCT,4450,Federal Taxation I,000189,"Dittmer,Gary D",701,20521,SCPS,3.1,15,0,6,0,0,5,0,0,1,0,3
2020 Fall,ACCT,5210,Introductory Auditing,000190,"Evans,Richard",701,20512,SCPS,3.4,19,0,3,7,6,1,1,0,1,0,0
2020 Fall,ACCT,5460,Federal Taxation II,000194,"Falcone,Todd",701,21172,SCPS,3.9,18,10,5,1,1,0,0,0,0,0,1
2020 Fall,ACCT,5470,Forensic Accounting,044657,"Hood,Michael B",701,20514,SCPS,-,-,0,1,3,3,0,0,0,1,0,1
2020 Fall,AIRS,2100,Evolution of Air & Space Power,000292,"Tulip,Christopher Michael",001,17424,PROV,3.8,12,3,5,3,1,0,0,0,0,0,0
2020 Fall,AIRS,4100,Natl Sec Affairs/Prep Act Duty,000296,"Hough,Michael",001,17426,PROV,3.9,11,2,8,1,0,0,0,0,0,0,0
2020 Fall,ALAR,8010,Research Studio 1,042199,"Baharlou,Ehsan",003,10072,ARCH,-,-,3,2,0,0,0,0,0,0,0,0
2020 Fall,ALAR,8010,Research Studio 1,042199,"Bailo Esteve,Manuel",014,21513,ARCH,-,-,2,5,3,0,0,0,0,0,0,0
2020 Fall,ALAR,8010,Research Studio 1,042199,"Cantrell,Bradley E",009,19016,ARCH,-,-,0,4,2,3,0,0,0,0,0,0
2020 Fall,ALAR,8010,Research Studio 1,042199,"Clark Jr.,William G",007,10134,ARCH,-,-,1,3,2,0,0,0,0,0,0,0
2020 Fall,ALAR,8010,Research Studio 1,042199,"Correa,Felipe",006,10092,ARCH,-,-,2,2,1,0,1,0,0,0,0,0
2020 Fall,ALAR,8010,Research Studio 1,042199,"Sherman,William H.",013,21307,ARCH,-,-,0,2,2,1,1,0,0,0,0,0
2020 Fall,ALAR,8010,Research Studio 1,042199,"Velez,Mary",005,10090,ARCH,-,-,0,2,3,5,0,0,0,0,0,0
2020 Fall,ALAR,8100,Thesis I,000313,"Jafari,Ghazal",002,10202,ARCH,3.3,14,0,2,5,2,2,3,0,0,0,0
2020 Fall,AMST,1050,Slavery and Its Legacies,044616,"Von Daacke,Kirt",001,16395,CGAS,3.7,54,0,39,5,1,5,3,0,1,0,0
2020 Fall,AMST,2001,Intro to American Studies,039700,"Hamilton,John C",100,13828,CGAS,3.7,214,8,127,33,26,8,4,0,3,0,6
2020 Fall,AMST,2559,New Course: AMST,038535,"Jernigan,Kasey",100,17607,CGAS,3.9,26,6,19,1,0,0,0,0,0,0,0
2020 Fall,AMST,3001,Theories & Methods of Amer Std,000457,"Frank,Gillian Avrum",003,17610,CGAS,3.7,12,1,2,7,2,0,0,0,0,0,0
2020 Fall,AMST,3001,Theories & Methods of Amer Std,000457,"Shukla,Sandhya",001,15261,CGAS,3.7,12,0,9,1,0,1,1,0,0,0,0
2020 Fall,AMST,3001,Theories & Methods of Amer Std,000457,"Von Eschen,Penny Marie",002,16105,CGAS,3.5,13,4,5,1,0,2,0,0,0,0,1
2020 Fall,AMST,3221,Hands-On Public History,044018,"Goff,Lisa",001,17611,CGAS,3.7,12,1,6,3,1,1,0,0,0,0,0
2020 Fall,AMST,3300,Introduction to Latinx Studies,000474,"Cacho,Lisa Marie",001,19976,CGAS,3.6,16,3,3,4,6,0,0,0,0,0,0
2020 Fall,AMST,3880,Literature of the South,044579,"Greeson,Jennifer Rae",100,17615,CGAS,3.5,20,1,5,5,4,3,0,0,0,0,2
2020 Fall,ANTH,1010,Introduction to Anthropology,000600,"Handler,Richard",100,13049,CGAS,3.8,198,21,111,48,8,3,1,2,1,0,3
2020 Fall,ANTH,2280,Medical Anthropology,000655,"Scherz,China Rose",100,14925,CGAS,3.9,230,38,140,46,4,1,0,0,0,0,1
2020 Fall,ANTH,2400,Language and Culture,000667,"East,Grace Marie",001,20295,CGAS,3.9,29,9,16,3,1,0,0,0,0,0,0
2020 Fall,ANTH,2430,Languages of the World,000670,"Mirzayan,Armik",200,20580,CGAS,3.9,90,5,74,5,2,2,2,0,0,0,1
2020 Fall,ANTH,2440,Language and Cinema,041598,"Lefkowitz,Daniel S",100,16706,CGAS,3.8,97,24,48,16,3,4,0,0,0,1,1
2020 Fall,ANTH,2541,Topics in Linguistics,041155,"Eisenstein,Anna Ruth",002,21320,CGAS,3.7,21,1,11,8,0,0,0,0,0,1,0
2020 Fall,ANTH,2559,New Course: ANTH,038539,"Jernigan,Kasey",100,18957,CGAS,3.9,28,5,21,1,0,1,0,0,0,0,1
2020 Fall,ANTH,2589,Topics in Archaeology,041141,"Alconini,Sonia",100,18953,CGAS,3.6,41,14,16,2,4,2,0,1,1,0,2
2020 Fall,ANTH,2625,Imagining Africa,043076,"Jordan,Erin Colleen",001,20331,CGAS,3.8,28,1,13,12,1,1,0,0,0,0,0
2020 Fall,ANTH,2800,Introduction to Archaeology,000698,"Laviolette,Adria",100,13050,CGAS,3.8,38,15,13,6,3,1,0,0,0,0,0
2020 Fall,ANTH,3010,Theory & History Anthropology,000708,"Igoe,James Joseph",001,13051,CGAS,3.7,34,0,14,14,2,3,1,0,0,0,1
2020 Fall,ANTH,3240,The Anthropology of Food,041611,"Jernigan,Kasey",100,18947,CGAS,3.9,53,0,48,3,1,0,0,0,1,0,0
2020 Fall,ANTH,3275,Anthropology of Corporation,045907,"Bashkow,Ira R",100,19721,CGAS,3.8,36,3,20,9,2,1,0,0,0,0,1
2020 Fall,ANTH,3290,Biopolitics,045108,"Seale-Feldman,Aidan S",001,15974,CGAS,3.8,28,1,21,4,0,2,0,0,0,0,0
2020 Fall,ANTH,3480,Language and Prehistory,000755,"Danziger,Eve",100,19943,CGAS,3.3,14,0,2,4,4,3,0,1,0,0,0
2020 Fall,ANTH,3559,New Course: ANTH,038540,"Seale-Feldman,Aidan S",100,18979,CGAS,3.9,20,0,17,3,0,0,0,0,0,0,1
2020 Fall,ANTH,3590,Social & Cultural Anthropology,041002,"Donovan,Bremen Keeley",001,20360,CGAS,3.9,13,3,7,3,0,0,0,0,0,0,0
2020 Fall,ANTH,3705,Middle Eastern Cultures,043569,"Wattenmaker,Patricia A",001,18951,CGAS,3.5,16,1,0,8,7,0,0,0,0,0,0
2020 Fall,ANTH,5270,Care and Abandonment,045927,"Scherz,China Rose",001,19872,CGAS,-,-,0,6,2,0,1,0,0,0,0,0
2020 Fall,ANTH,5475,Multimodal Interaction,044544,"Sicoli,Mark A",001,18965,CGAS,4,12,8,4,0,0,0,0,0,0,0,0
2020 Fall,ANTH,5559,New Course: ANTH,038619,"Mentore,George P",001,18964,CGAS,-,-,1,4,1,0,0,1,0,0,0,0
2020 Fall,ANTH,5589,Topics in Archaeology,000894,"Alconini,Sonia",001,16687,CGAS,-,-,2,2,1,0,0,0,0,0,0,0
2020 Fall,ANTH,7010,History Anthro Theory,000904,"Bashkow,Ira R",001,13671,CGAS,-,-,3,2,4,0,0,0,0,0,0,0
2020 Fall,ANTH,7400,Linguistic Anthropology,000937,"Lefkowitz,Daniel S",001,14881,CGAS,-,-,0,2,3,1,0,0,0,0,0,0
2020 Fall,ANTH,7420,Theories of Language,043739,"Sicoli,Mark A",001,19708,CGAS,-,-,3,2,0,0,1,0,0,0,0,0
2020 Fall,APMA,1090,Single Variable Calculus I,001138,"Fulgham,Bernard Ives",001,11505,ENGR,3.2,24,0,3,7,3,7,3,0,1,0,0
2020 Fall,APMA,1090,Single Variable Calculus I,001138,"Fulgham,Bernard Ives",002,12177,ENGR,3.2,27,0,5,7,3,4,4,1,1,1,1
2020 Fall,APMA,1110,Single Variable Calculus II,001140,"Abramenko,Monika C",002,11072,ENGR,3.2,30,1,4,9,2,4,5,1,2,1,1
2020 Fall,APMA,1110,Single Variable Calculus II,001140,"Li,Meiqin",001,11071,ENGR,3.5,21,4,7,5,1,1,1,0,1,0,1
2020 Fall,APMA,1110,Single Variable Calculus II,001140,"Pisano,Stacie",003,11068,ENGR,3.2,32,3,6,10,3,3,2,0,1,3,1
2020 Fall,APMA,1110,Single Variable Calculus II,001140,"Pisano,Stacie",004,11069,ENGR,3.3,29,1,11,4,4,4,1,0,1,2,1
2020 Fall,APMA,1110,Single Variable Calculus II,001140,"Shafiei Dizaji,Farzad",005,11070,ENGR,3.5,27,1,7,10,3,3,2,0,1,0,0
2020 Fall,APMA,1110,Single Variable Calculus II,001140,"Shafiei Dizaji,Farzad",006,12125,ENGR,3.3,29,1,5,7,5,5,4,1,0,1,0
2020 Fall,APMA,2120,Multivariable Calculus,001144,"Hellings,Christian John",002,11074,ENGR,3.5,27,1,10,6,5,2,0,2,0,0,1
2020 Fall,APMA,2120,Multivariable Calculus,001144,"Hellings,Christian John",008,12490,ENGR,3.7,13,3,5,3,1,0,1,0,0,0,0
2020 Fall,APMA,2120,Multivariable Calculus,001144,"Mohajeri,Manouchehr",001,11076,ENGR,3.7,26,1,10,9,3,3,0,0,0,0,0
2020 Fall,APMA,2120,Multivariable Calculus,001144,"Mohajeri,Manouchehr",005,11075,ENGR,3.6,24,0,8,9,6,0,1,0,0,0,0
2020 Fall,APMA,2120,Multivariable Calculus,001144,"Mohajeri,Manouchehr",006,11676,ENGR,3.4,23,0,8,5,7,1,0,0,1,1,0
2020 Fall,APMA,2120,Multivariable Calculus,001144,"Williams Jr.,Robert Theodore",003,11697,ENGR,3.6,15,4,3,4,2,2,0,0,0,0,0
2020 Fall,APMA,2130,Ordinary Differentl Equations,001145,"Guadagni,Gianluca",002,11078,ENGR,3.3,29,2,7,7,3,3,3,2,0,0,2
2020 Fall,APMA,2130,Ordinary Differentl Equations,001145,"Guadagni,Gianluca",006,11725,ENGR,3.3,20,0,3,6,5,3,2,0,1,0,0
2020 Fall,APMA,2130,Ordinary Differentl Equations,001145,"Morris,Diana Dunn",001,11079,ENGR,3.4,31,1,7,9,5,3,4,1,1,0,1
2020 Fall,APMA,2130,Ordinary Differentl Equations,001145,"Ryals,Megan",003,11080,ENGR,2.7,23,0,1,2,3,9,2,0,2,2,3
2020 Fall,APMA,2130,Ordinary Differentl Equations,001145,"Ryals,Megan",005,11225,ENGR,3.0,20,1,4,3,2,2,4,1,1,0,2
2020 Fall,APMA,2130,Ordinary Differentl Equations,001145,"Spencer,Julia Catherine",004,11077,ENGR,3.3,26,1,6,6,5,2,2,3,0,0,1
2020 Fall,APMA,2130,Ordinary Differentl Equations,001145,"Spencer,Julia Catherine",007,11827,ENGR,3.3,23,2,2,7,5,4,2,1,0,0,0
2020 Fall,APMA,3080,Linear Algebra,001151,"Abramenko,Monika C",001,11081,ENGR,3.6,20,1,12,0,2,3,1,1,0,0,0
