ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
10068,ACCT,5210,701,Lecture,"3","James Glenn","Tu 6:30PM - 9:30PM","Web-Based Course-No class mtgs","05/19/2015 - 08/04/2015","","","","","","","","","","","","","Introductory Auditing","",Open,18,24,0,"Examines auditing methodology through a study of auditing standards. Includes the nature of evidence, program planning, work papers, internal control evaluation, types of audit tests, and audit reports.  Prerequisite: ACCT 3120."
10069,ACCT,5460,701,Lecture,"3","Gary Dittmer","Mo 7:30PM - 9:30PM","Web-Based Course-No class mtgs","05/18/2015 - 08/03/2015","","","","","","","","","","","","","Federal Taxation II","",Open,8,24,0,"Analyzes of the federal income tax law and its application to corporations, shareholders, partnerships, partners, estates, and gift transactions.  Prerequisite: ACCT 4450."
10074,ALAR,5010,001,Lecture,"1","Montserrat Bonvehi Rosich, Shanti Levy","MoTuWeThFr 9:00AM - 5:00PM","Campbell Hall 105","07/13/2015 - 08/06/2015","","","","","","","","","","","","","Introduction to Design","",Open,19,30,0,"The Summer Design Institute prepares graduate students admitted to the Master of Architecture and Master of Landscape Architecture Programs for rigorous professional study in these design disciplines.  Three courses comprise the full time course of study over a two month period during the University of Virginia's Summer Session.  Introduction to design concepts from the scale of the city to the body, developing an understanding of design process and compositional strategies in architecture and landscape architecture.  Prerequisite: Admission to the Master of Architecture or Master of Landscape Architecture Program - required for entry into the three year course of professional study unless waived by the Department Chair."
10075,ALAR,5020,001,Lecture,"1","Montserrat Bonvehi Rosich, Shanti Levy","MoTuWeThFr 9:00AM - 5:00PM","Campbell Hall 425","07/13/2015 - 08/06/2015","","","","","","","","","","","","","Introduction to Design Graphics","",Open,19,30,0,"The Summer Design Institute prepares graduate students admitted to the Master of Architecture and Master of Landscape Architecture Programs for rigorous professional study in these design disciplines. Three courses comprise the full time course of study over a two month period during the University of Virginia's Summer Session. Introduction to both digital and manual representational techniques, developing the precision and facility necessary for visual communication.  Prerequisite: Admission to the Master of Architecture or Master of Landscape Architecture Program - required for entry into the three year course of professional study unless waived by the Department Chair."
10076,ALAR,5030,001,Lecture,"1","Montserrat Bonvehi Rosich, Shanti Levy","MoTuWeThFr 9:00AM - 5:00PM","Campbell Hall 158","07/13/2015 - 08/06/2015","","","","","","","","","","","","","Introduction to Design Theory and Analysis","",Open,19,30,0,"The Summer Design Institute prepares graduate students admitted to the Master of Architecture and Master of Landscape Architecture Programs for rigorous professional study in these design disciplines. Three courses comprise the full time course of study over a two month period during the University of Virginia's Summer Session. Introduction to the analysis of the physical environment at the intersection of historical understanding and contemporary imagination.  Prerequisite: Admission to the Master of Architecture or Master of Landscape Architecture Program - required for entry into the three year course of professional study unless waived by the Department Chair."
12166,ANTH,1050,001,Lecture,"3","Nathan Hedges","MoTuWeThFr 10:30AM - 12:45PM","Bryan Hall 235","07/13/2015 - 08/06/2015","","","","","","","","","","","","","Anthropology of Globalization","",Closed,23,23,0,"Anthropology of Globalization"
10985,ANTH,2230,001,Lecture,"3","Erik Stanley","MoTuWeThFr 10:30AM - 12:45PM","Gibson Hall 341","07/13/2015 - 08/06/2015","","","","","","","","","","","","","Fantasy and Social Values","",Closed,18,20,0,"Examines imaginary societies, in particular those in science fiction novels, to see how they reflect the problems and tensions of real social life. Focuses on 'alternate cultures' and fictional societal models."
10986,ANTH,2400,001,Lecture,"3","Grace Reynolds","MoTuWeThFr 1:00PM - 3:15PM","New Cabell Hall 191","06/15/2015 - 07/10/2015","","","","","","","","","","","","","Language and Culture","",Open,18,20,0,"Introduces the interrelationships of linguistic, cultural, and social phenomena with emphasis on the importance of these interrelationships in interpreting human behavior. No prior knowledge of linguistics is required."
12427,ANTH,2440,001,Lecture,"3","Daniel Lefkowitz","MoTuWeThFr 8:00AM - 10:15AM","Brooks Hall 103","05/18/2015 - 06/12/2015","","","","","","","","","","","","","Language and Cinema","",Open,7,20,0,"Looks historically at speech and language in Hollywood movies, including the technological challenges and artistic theories and controversies attending the transition from silent to sound films. Focuses on the ways that gender, racial, ethnic, and national identities are constructed through the representation of speech, dialect, and accent. Introduces semiotics but requires no knowledge of linguistics, or film studies."
11037,ANTH,2620,001,Lecture,"3","Melissa Maceyko","MoTuWeThFr 8:00AM - 10:15AM","Brooks Hall 103","06/15/2015 - 07/10/2015","","","","","","","","","","","","","Sex, Gender, and Culture","",Open,10,20,0,"Examines the manner in which ideas about sexuality and gender are constructed differently cross-culturally and how these ideas give shape to other social phenomena, relationships, and practices."
12168,ANTH,2800,001,Lecture,"3","Erika Brant","MoTuWeThFr 10:30AM - 12:45PM","Brooks Hall 103","06/15/2015 - 07/10/2015","","","","","","","","","","","","","Introduction to Archaeology","",Open,9,20,0,"Topics include alternative theories of prehistoric culture change, dating methods, excavation and survey techniques, and the reconstruction of the economy, social organization, and religion of prehistoric societies."
10988,ANTH,3240,001,Lecture,"3","Dionisios Kavadias","MoTuWeThFr 1:00PM - 3:15PM","Brooks Hall 103","05/18/2015 - 06/12/2015","","","","","","","","","","","","","The Anthropology of Food","",Open,11,20,0,"By exploring food and eating in relationship to such topics as taboo, sexuality, bodies, ritual, kinship, beauty, and temperance and excess, this course will help students to investigate the way the foods people eat--or don't eat--hold meaning for people within multiple cultural contexts."
10989,ANTH,3300,001,Lecture,"3","George Mentore","MoTuWeThFr 1:00PM - 3:15PM","Brooks Hall 103","07/13/2015 - 08/06/2015","","","","","","","","","","","","","Tournaments and Athletes","",Open,16,20,0,"A cross-cultural study of sport and competitive games. Prerequisite: ANTH 101 or instructor permission."
12169,ANTH,3870,001,Lecture,"3","Jeffrey Hantman","MoTuWeThFr 1:00PM - 3:15PM","Bryan Hall 235","07/13/2015 - 08/06/2015","","","","","","","","","","","","","Archaeology of Virginia","",Open,9,30,0,"Reviews the current state of archaeological and ethnohistoric research in Virginia. Emphasizes the history and culture of Native Americans in Virginia from the earliest paleoindian cultures to the period of European colonization."
10696,ANTH,9999,001,Independent Study,"1 - 12","Richard Handler","TBA","TBA","06/15/2015 - 08/07/2015","","","","","","","","","","","","","Non-Topical Research","",Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director."
10815,ANTH,9999,002,Independent Study,"1 - 12","Susan McKinnon","TBA","TBA","06/15/2015 - 08/07/2015","","","","","","","","","","","","","Non-Topical Research","",Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director."
11388,APMA,2120,001,Lecture,"4","Manouchehr Mohajeri","MoTuWeThFr 10:30AM - 11:30AM","Thornton Hall D222","06/15/2015 - 08/06/2015","","","","","","","","","","","","","Multivariable Calculus","",Open,11,35,0,"Topics include vectors in three-space and vector valued functions.  The multivariate calculus, including partial differentiation, multiple integrals, line and surface integrals, and the vector calculus, including Green's theorem, the divergence theorem, and Stokes's theorem.  Applications.  Prerequisite: APMA 1110."
11389,APMA,2130,001,Lecture,"4","Bernard Fulgham","MoTuWeThFr 9:15AM - 10:15AM","Olsson Hall 005","06/15/2015 - 08/06/2015","","","","","","","","","","","","","Ordinary Differential Equations","",Open,26,35,0,"First order differential equations, second order and higher order linear differential equations, reduction of order, undetermined coefficients, variation of parameters, series solutions, Laplace transforms, linear systems of first order differential equations and the associated matrix theory, numerical methods.  Applications.  Prerequisite: APMA 2120 or equivalent."
11390,APMA,3080,001,Lecture,"3","James Lark","MoTuWeThFr 1:00PM - 2:00PM","Olsson Hall 011","06/15/2015 - 08/06/2015","","","","","","","","","","","","","Linear Algebra","",Open,19,35,0,"Analyzes the systems of linear equations; vector spaces; linear dependence; bases; dimension; linear mappings; matrices; determinants; quadratic forms; eigenvalues; eigenvectors; orthogonal reduction to diagonal form;  inner product spaces; numerical methods; geometric applications.  Prerequisite: APMA 2120 or equivalent."
11391,APMA,3100,001,Lecture,"3","Thomas Baber","MoTuWeThFr 9:15AM - 10:15AM","Thornton Hall D221","06/15/2015 - 08/06/2015","","","","","","","","","","","","","Probability","",Open,20,35,0,"A calculus-based introduction to probability theory and its applications in engineering and applied science. Includes counting techniques, conditional probability, independence, discrete and continuous random variables, probability distribution functions, expected value and variance, joint distributions, covariance, correlation, the Central Limit theorem, the Poisson process, an introduction to statistical inference.  Prerequisite: APMA 2120 or equivalent."
11392,APMA,3110,001,Lecture,"3","Norman Beil","MoTuWeThFr 11:45AM - 12:45PM","Thornton Hall D222","06/15/2015 - 08/06/2015","","","","","","","","","","","","","Applied Statistics and Probability","",Open,6,35,0,"Examines variability and its impact on decision-making.  Introduces students to basic concepts of probability, such as random variables, probability distribution functions, and the central limit theorem. Based on this foundation, the course then emphasizes applied statistics covering topics such as descriptive statistics, statistical inference, confidence intervals, hypothesis testing, correlation, regression modeling, statistical quality control.  Students cannot receive credit for both this course and APMA 3120.  Prerequisite: APMA 2120 or equivalent."
11393,APMA,3120,001,Lecture,"3","James Lark","MoTuWeThFr 10:30AM - 11:30AM","Olsson Hall 011","06/15/2015 - 08/06/2015","","","","","","","","","","","","","Statistics","",Open,8,35,0,"Includes confidence interval and point estimation methods, hypothesis testing for single samples, inference procedures for single-sample and two-sample studies, single and multifactor analysis of variance techniques, linear and non-linear regression and correlation, and using Minitab for large data sets. Students cannot receive credit for both this course and APMA 3110.  Prerequisite: APMA 3100."
10203,ARAB,1016,001,Lecture,"4","Brian Ullman, Dima Hanna, Mohammed Rabbaa","MoTuWeThFr 9:00AM - 12:00PM","Shannon House 107","06/15/2015 - 07/10/2015","Brian Ullman, Dima Hanna, Mohammed Rabbaa","MoTuWeThFr 1:00PM - 5:30PM","New Cabell Hall 111","06/15/2015 - 07/10/2015","","","","","","","","","Intensive Introductory Arabic","",Open,6,20,0,"This intensive course begins with instruction in basic oral expression, listening comprehension, elementary reading and writing, and continues with further development of these four skills at the intermediate level. Part of the Summer Language Institute."
10230,ARAB,1026,001,Lecture,"4","Brian Ullman, Dima Hanna, Mohammed Rabbaa","MoTuWeThFr 9:00AM - 12:00PM","Shannon House 107","07/13/2015 - 08/06/2015","Brian Ullman, Dima Hanna, Mohammed Rabbaa","MoTuWeThFr 1:00PM - 5:30PM","New Cabell Hall 111","07/13/2015 - 08/06/2015","","","","","","","","","Intensive Introductory Arabic","",Open,5,20,0,"This intensive course begins with instruction in basic oral expression, listening comprehension, elementary reading and writing, and continues with further development of these four skills at the intermediate level. Part of the Summer Language Institute.  Prerequisites:  ARAB 1016 or equivalent."
10655,ARAB,116,001,Lecture,"0","Brian Ullman, Dima Hanna, Mohammed Rabbaa","MoTuWeThFr 9:00AM - 12:00PM","Shannon House 107","06/15/2015 - 07/10/2015","Brian Ullman, Dima Hanna, Mohammed Rabbaa","MoTuWeThFr 1:00PM - 5:30PM","New Cabell Hall 111","06/15/2015 - 07/10/2015","","","","","","","","","Intensive Introductory Arabic","",Open,1,20,0,"This intensive course begins with instruction in basic oral expression, listening comprehension, elementary reading and writing, and continues with further development of these four skills at the intermediate level. Part of the Summer Language Institute."
10656,ARAB,126,001,Lecture,"0","Brian Ullman, Dima Hanna, Mohammed Rabbaa","MoTuWeThFr 9:00AM - 12:00PM","Shannon House 107","07/13/2015 - 08/06/2015","Brian Ullman, Dima Hanna, Mohammed Rabbaa","MoTuWeThFr 1:00PM - 5:30PM","New Cabell Hall 111","07/13/2015 - 08/06/2015","","","","","","","","","Intensive Introductory Arabic","",Open,1,20,0,"This intensive course begins with instruction in basic oral expression, listening comprehension, elementary reading and writing, and continues with further development of these four skills at the intermediate level. Part of the Summer Language Institute."
11115,ARAB,2016,002,Lecture,"4","Bilal Maanaki, Brian Ullman, Jumana Al-Ahmad","MoTuWeThFr 9:00AM - 12:00PM","Gibson Hall 242","06/15/2015 - 07/10/2015","Staff","MoTuWeThFr 1:00PM - 5:30PM","New Cabell Hall 183","06/15/2015 - 07/10/2015","","","","","","","","","Intensive Intermediate Arabic","",Open,15,30,0,"This intensive course begins with instruction in basic intermediate level expression, listening comprehension, reading and writing, and continues with further development of these four skills. Part of the Summer Language Institute.  Prerequistes:  ARAB 1016  & 1026 or equivalent."
11116,ARAB,2026,002,Lecture,"4","Bilal Maanaki, Brian Ullman, Jumana Al-Ahmad","MoTuWeThFr 9:00AM - 12:00PM","Shannon House 109","07/13/2015 - 08/06/2015","Staff","MoTuWeThFr 1:00PM - 5:30PM","Shannon House 109","07/13/2015 - 08/06/2015","","","","","","","","","Intensive Intermediate Arabic","",Open,15,30,0,"This intensive course begins with instruction in intermediate level oral expression, listening comprehension, reading and writing, and continues with further development of these four skills. Part of the Summer Language Institute.  Prerequisites:  ARAB 1016 , 1026 & 2016 or equivalent."
11113,ARAB,216,002,Lecture,"0","Bilal Maanaki, Brian Ullman, Jumana Al-Ahmad","MoTuWeThFr 9:00AM - 12:00PM","Gibson Hall 242","06/15/2015 - 07/10/2015","Staff","MoTuWeThFr 1:00PM - 5:30PM","New Cabell Hall 183","06/15/2015 - 07/10/2015","","","","","","","","","Intensive Intermediate Arabic","",Open,0,30,0,"This intensive course begins with instruction in basic intermediate level expression, listening comprehension, reading and writing, and continues with further development of these four skills. Part of the Summer Language Institute."
11111,ARAB,2256,1,Lecture,"1.5","Bilal Maanaki, Brian Ullman","MoTuWeThFr 12:00PM - 1:00PM","Monroe Hall 113","06/15/2015 - 07/10/2015","","","","","","","","","","","","","Introduction to Levantine Arabic-I","",Open,15,30,0,"This course intends to introduce the students to colloquial Levantine Arabic by enabling them to communicate in Levantine Arabic, the colloquial spoken in Syria, Lebanon, the Holy Land, and Western Jordan  Prerequisite: First Year Arabic"
11114,ARAB,226,002,Lecture,"0","Bilal Maanaki, Brian Ullman, Jumana Al-Ahmad","MoTuWeThFr 9:00AM - 12:00PM","Shannon House 109","07/13/2015 - 08/06/2015","Staff","MoTuWeThFr 1:00PM - 5:30PM","Shannon House 109","07/13/2015 - 08/06/2015","","","","","","","","","Intensive Intermediate Arabic","",Open,0,30,0,"This intensive course begins with instruction in basic intermediate level expression, listening comprehension, reading and writing, and continues with further development of these four skills. Part of the Summer Language Institute."
11112,ARAB,2266,1,Lecture,"1.5","Bilal Maanaki","MoTuWeThFr 12:00PM - 1:00PM","Monroe Hall 113","07/13/2015 - 08/06/2015","","","","","","","","","","","","","Introduction to Levantine Arabic II","",Open,15,30,0,"This course is a continuation of ARAB 2256 and it intends to introduce the students to colloquial Levantine Arabic by enabling them to communicate in Levantine Arabic, the colloquial spoken in Syria, Lebanon, the Holy Land, and Western Jordan  Prerequisite: ARAB 2256"
11109,ARAB,256,1,Lecture,"0","Bilal Maanaki, Brian Ullman","MoTuWeThFr 12:00PM - 1:00PM","Monroe Hall 113","06/15/2015 - 07/10/2015","","","","","","","","","","","","","Introduction to Levantine Arabic-I","",Open,0,30,0,"This course intends to introduce the students to colloquial Levantine Arabic by enabling them to communicate in Levantine Arabic, the colloquial spoken in Syria, Lebanon, the Holy Land, and Western Jordan  Prerequisite: First Year Arabic"
10749,ARAH,9998,001,Independent Study,"1 - 12","Douglas Fordham","TBA","TBA","06/15/2015 - 08/07/2015","","","","","","","","","","","","","Non-Topical Rsch,Doctoral Prep","",Open,0,30,0,"For doctoral research, taken before a dissertation director has been selected."
10084,ARCH,1031,001,Studio,"4","Ryan Carbone","MoTuWeThFr 1:00PM - 6:00PM","Campbell Hall 205","07/13/2015 - 08/06/2015","","","","","","","","","","","","","Summer Foundation Studio I","",Open,9,20,0,"The studio course introduces  architecture, urban and environmental planning, and architectural history to the built environment related to scales from the body to buildings, landscapes, and cities.Students explore comprehensive and foundational design principles, skill sets, and critical thinking."
10080,ARCH,2011,001,Studio,"6","Eric Barr","MoTuWeThFr 1:00PM - 6:00PM","Campbell Hall 325","06/15/2015 - 07/10/2015","","","","","","","","","","","","","Summer Intro to Design Studio","",Open,5,20,0,"Prerequisite: For undergraduate transfer students accepted by the Dept. of Architecture only.  This introductory architectural design studio explores comprehensive & foundational design principles, skill sets, & critical thinking. The material covered is presented through a series of lectures, projects, exercises,workshops, symposia & reviews involving the beginning design student in the thoughtful application of comprehensive critical design."
10081,ARCH,2021,001,Studio,"6","W Clark","MoTuWeThFr 9:00AM - 2:00PM","Campbell Hall 325","07/13/2015 - 08/06/2015","","","","","","","","","","","","","Summer Intro to Design Studio 1","",Open,6,20,0,"Prerequisite: ARCH 2010 or 2011, for undergraduate transfer students accepted by the Dept. of Architecture only.   The second architectural studio in the core curriculum fosters the development of the beginning design student's design methodology founded on thoughtful, creative, ethical and rigorous work practices in service of exploring meaningful formal and spatial propositions."
10085,ARCH,2040,001,Lecture,"3","Erin Root","MoTuWeThFr 8:00AM - 1:00PM","Campbell Hall 220C","07/13/2015 - 08/06/2015","","","","","","","","","","","","","Introduction to Architectural Design","",Closed,4,4,0,"Introduction to Architectural Design"
10083,ARCH,4993,001,Independent Study,"1 - 4","Matthew Jull","TBA","TBA","06/15/2015 - 08/07/2015","","","","","","","","","","","","","Independent Study","",Open,0,30,0,"Independent research on topics selected by individual students in consultation with a faculty advisor"
10087,ARCH,4993,002,Independent Study,"1 - 4","William Sherman","TBA","TBA","06/15/2015 - 08/07/2015","","","","","","","","","","","","","Independent Study","",Open,0,30,0,"Independent research on topics selected by individual students in consultation with a faculty advisor"
10079,ARCH,5422,001,Lecture,"3","Earl Mark","MoTuWeThFr 10:30AM - 12:45PM","Campbell Hall 105","06/15/2015 - 07/10/2015","","","","","","","","","","","","","Computer Animation: Design in Motion","",Open,7,24,0,"Arch 5422 is a hands-on workshop in moviemaking by techniques in three-dimensional computer animation with composite video,  sound editing and capture. We screen independent and feature film animation and ongoing student work concluding in a 1 to 5 min. final project. Short readings are in film and cognitive science. Students may enroll from diverse areas such as design, art,  drama, computer science, the physical sciences, and education."
12171,ARTH,2273,001,Seminar,"3","Carmenita Higginbotham","MoTuWeThFr 10:30AM - 12:45PM","Fayerweather Hall 206","07/13/2015 - 08/06/2015","","","","","","","","","","","","","Disneyland","",Closed,18,20,0,"This course examines the visual, aesthetic and cultural effects of Disneyland.  It considers the history of the theme parks, its relationship to Disney films, and its visual construction of space, leisure, and American cultural identity. Presented both chronologically and thematically, this course is both reading and writing intensive."
12170,ARTH,2471,001,Lecture,"3 - 4","Rebecca Schoenthal","MoTuWeThFr 10:30AM - 12:45PM","Fayerweather Hall 206","05/18/2015 - 06/12/2015","","","","","","","","","","","","","Art Since 1945","",Open,13,20,0,"Surveys art production and theory in the U.S. and Europe since World War II. Relationships between artistic practice and critical theory are stressed in an examination of movements ranging from abstract expressionism to neo-geo."
12454,ARTS,2570,001,Studio,"3","Amy Chan","MoTuWeThFr 10:30AM - 12:45PM","TBA","06/15/2015 - 07/10/2015","","","","","","","","","","","","","Special Topics in Painting","The Dynamics of Color",Open,5,20,0,"Students are introduced to specialized materials, methods and cultural issues as they relate to painting."
11038,ARTS,2610,001,Studio,"3","Akemi Rollando","MoTuWeThFr 1:00PM - 3:15PM","Ruffin Hall 203","06/15/2015 - 07/10/2015","","","","","","","","","","","","","Introduction to Drawing I","",Open,18,20,0,"Drawing provides students with a foundation of skills, judgement, and observational abilities that are essential to artistic expression. ARTS2000 is required for every Studio Art major and minor and a prerequisite for all other media related courses in Studio Art."
10730,ARTS,2620,001,Studio,"3","Elizabeth Schoyer","MoTuWeThFr 10:30AM - 12:45PM","TBA","07/13/2015 - 08/06/2015","","","","","","","","","","","","","Introduction to Drawing II","",Open,10,20,0,"Continuation of ARTS 1610 with projects emphasizing on drawing skills and analytical thinking. The majority of assignments will be concept-based to encourage students to develop individual visual language.  Prerequisite: ARTS 1610."
12602,ARTS,2620,002,Studio,"3","Amy Chan","MoTuWeThFr 10:30AM - 12:45PM","TBA","06/15/2015 - 07/10/2015","","","","","","","","","","","","","Introduction to Drawing II","",Open,1,20,0,"Continuation of ARTS 1610 with projects emphasizing on drawing skills and analytical thinking. The majority of assignments will be concept-based to encourage students to develop individual visual language.  Prerequisite: ARTS 1610."
11074,ARTS,2670,001,Studio,"3","Dean Dass","MoTuWeThFr 10:30AM - 12:45PM","Contact Department","06/15/2015 - 07/10/2015","","","","","","","","","","","","","Introduction to Printmaking I","",Closed,12,15,0,"Introduction to basic black and white etching techniques, basic black and white plate lithography, and techniques of stone lithography. Printmaking professors and course content vary from semester to semester.  Prerequisite: ARTS 1610, 2620."
11069,ARTS,2810,001,Studio,"3","William Bennett","MoTuWeThFr 1:00PM - 3:15PM","TBA","07/13/2015 - 08/06/2015","","","","","","","","","","","","","Introduction to Sculpture I","",Open,9,20,0,"Investigates the sculptural process through modeling, carving, fabricating and casting. Examines traditional and contemporary concerns of sculpture by analyzing historical examples and work done in class.  Prerequisite: ARTS 1610, 2620."
11070,ARTS,2812,001,Studio,"3","William Bennett","MoTuWeThFr 1:00PM - 3:15PM","TBA","07/13/2015 - 08/06/2015","","","","","","","","","","","","","Introduction to Sculpture II","",Open,2,20,0,"Prerequisite: ARTS 1610, 2620."
11075,ARTS,3670,001,Studio,"3","Dean Dass","MoTuWeThFr 10:30AM - 12:45PM","TBA","06/15/2015 - 07/10/2015","","","","","","","","","","","","","Intermediate Printmaking I","",Open,3,15,0,"Includes relief printing, advanced lithography techniques, including color lithography, color etching, monotypes, and further development of black and white imagery. Printmaking professors and course content vary from semester to semester.  Prerequisite: ARTS 2670, 2672."
11071,ARTS,3810,001,Studio,"3","William Bennett","MoTuWeThFr 1:00PM - 3:15PM","TBA","07/13/2015 - 08/06/2015","","","","","","","","","","","","","Sculpture I","",Open,2,20,0,"Continuation of ARTS 2810, 2812 with greater emphasis on the special problems of the sculptural discipline.  Prerequisite: ARTS 2810, 2812."
12428,ARTS,3812,001,Studio,"3","William Bennett","MoTuWeThFr 1:00PM - 3:15PM","TBA","07/13/2015 - 08/06/2015","","","","","","","","","","","","","Sculpture II","",Open,0,20,0,"Prerequisite: ARTS 2810, 2812."
11076,ARTS,4670,001,Studio,"3","Dean Dass","MoTuWeThFr 10:30AM - 12:45PM","TBA","06/15/2015 - 07/10/2015","","","","","","","","","","","","","Advanced Problems in Printmaking","",Open,0,15,0,"Designed for students who have completed two or more semesters of study of a specific printmaking technique (woodcut, etching, or lithography) and wish to continue their exploration of that technique.  Prerequisite: ARTS 3670 or 3672."
11072,ARTS,4810,001,Studio,"3","William Bennett","MoTuWeThFr 1:00PM - 3:15PM","TBA","07/13/2015 - 08/06/2015","","","","","","","","","","","","","Advanced Sculpture I","",Open,0,20,0,"Continuation of the sculpture sequence with greater emphasis on developing a student's individual voice. Advanced projects in moldmaking, metal casting, and non-traditional sculpture materials are assigned. The creation of a sculptural installation is also assigned. Sculpture professors and course content vary from semester to semester.  Prerequisite: ARTS 3810 or 3812."
11073,ARTS,4900,001,Independent Study,"1 - 4","William Bennett","MoTuWeThFr 1:00PM - 3:15PM","TBA","07/13/2015 - 08/06/2015","","","","","","","","","","","","","Advanced Project in Art","",Open,0,20,0,"Investigation and development of a consistent idea or theme in painting, sculpture, or the graphic arts. May be taken more than once under the same course number by students who are sufficiently advanced in studio work. This course is not intended to be used for major credit.  Prerequisite: Instructor permission."
